"year","base_city","base_region_kr","base_region_en","target_city","target_region_kr","target_region_en","direction","cargo_volume","ratio"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","출발","495017","0.21"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","1146245","0.42"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","1590905","0.58"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","130375","0.05"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","1104440","0.46"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","166792","0.07"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","1022705","0.43"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","876909","0.32"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","712155","0.26"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","113024","0.04"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","2707191","1.13"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","597467","0.25"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","1615031","0.67"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","4076760","1.48"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","4428011","1.61"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","597952","0.22"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","495977","0.21"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","5995752","2.50"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","3498693","1.46"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","1894318","0.69"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","134196","0.05"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","1237892","0.45"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","1787908","0.75"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","3133155","1.31"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","277677","0.12"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","3417475","1.24"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","2342547","0.85"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","3711632","1.35"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1365015","0.57"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1703545","0.71"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","2342547","0.98"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","76359","0.03"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","1167834","0.43"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","746232","0.27"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","3007123","1.26"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","2632731","1.10"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","300262","0.13"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","9785673","3.56"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","563156","0.20"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","5027923","1.83"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","1314728","0.55"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","296828","0.12"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","3326514","1.39"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","1653848","0.60"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","5399438","1.97"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","8226017","2.99"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","2881284","1.20"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","4494204","1.88"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","650042","0.27"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","639662","0.23"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","4455319","1.62"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","9637402","3.51"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","2170671","0.91"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","5259169","2.20"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","582857","0.24"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","7498867","2.73"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","75412416","27.44"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1703545","0.62"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","8319738","3.47"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","3711632","1.55"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","75412416","31.49"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","8319738","3.03"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","18673745","6.80"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1365015","0.50"
"2021","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","7498867","3.13"
"2021","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","18673745","7.80"
"2021","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","3417475","1.43"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","도착","735694","0.28"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","도착","7217399","2.77"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","도착","7198265","2.76"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","출발","338744","0.14"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","출발","2401967","0.97"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","출발","3481123","1.40"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","도착","47403458","18.16"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","도착","19672799","7.54"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","도착","2504365","0.96"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","출발","1537884","0.62"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","출발","15595914","6.27"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","출발","22369864","8.99"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","도착","1986208","0.76"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","도착","1574478","0.60"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","도착","190197","0.07"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","출발","5028025","2.02"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","출발","451189","0.18"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","출발","4736410","1.90"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","도착","3894827","1.49"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","도착","3955310","1.52"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","도착","372629","0.14"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","출발","6384397","2.57"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","출발","864150","0.35"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","출발","8893259","3.57"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","도착","45276","0.02"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","도착","425865","0.16"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","도착","1205478","0.46"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","출발","1092655","0.44"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","출발","970574","0.39"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","출발","91621","0.04"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","70865","0.03"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","815191","0.31"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","565484","0.22"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","1188920","0.48"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","1513580","0.61"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","125832","0.05"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","276818","0.11"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","224541","0.09"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","33034","0.01"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","2282543","0.92"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","326576","0.13"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","2378267","0.96"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","367651","0.14"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","3802854","1.46"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","3495488","1.34"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","221241","0.09"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","5288338","2.12"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","4188940","1.68"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","4439986","1.70"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","6650532","2.55"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","561643","0.22"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","177384","0.07"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","3159264","1.27"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","3630919","1.46"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1079560","0.41"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1760662","0.67"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","2028171","0.78"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1408695","0.57"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1079560","0.43"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1512082","0.61"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","475707","0.18"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","57409","0.02"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","607616","0.23"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","8657075","3.48"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","3534520","1.42"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","출발","305951","0.12"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","308011","0.12"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","5540492","2.12"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","도착","3488803","1.34"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","3605722","1.45"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","2779303","1.12"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","인천","수도권","Capital Area","출발","279338","0.11"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","4353278","1.67"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","3297404","1.26"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","도착","1376311","0.53"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","4884743","1.96"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","6699494","2.69"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전남","호남권","Honam","출발","600181","0.24"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","7470409","2.86"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","3100777","1.19"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","도착","537337","0.21"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","2792510","1.12"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","4940441","1.99"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","전북","호남권","Honam","출발","406923","0.16"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","도착","0","0.00"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","제주","기타","Others","출발","0","0.00"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1408695","0.54"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","68040310","26.07"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","도착","7033420","2.70"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","68040310","27.34"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","2028171","0.81"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충남","충청권(대전제외)","Chungcheong(excl. DJ)","출발","12088404","4.86"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","12088404","4.63"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","15709952","6.02"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1512082","0.58"
"2022","충북","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","15709952","6.31"
"2022","충남","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","7033420","2.83"
"2022","세종","충청권(대전제외)","Chungcheong(excl. DJ)","충북","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1760662","0.71"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","도착","668123","0.25"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","도착","7132090","2.72"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","도착","6452114","2.46"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","출발","2591652","0.95"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","출발","4322469","1.58"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","강원","기타","Others","출발","330921","0.12"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","도착","2293918","0.88"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","도착","16543551","6.31"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","도착","42763120","16.32"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","출발","23971591","8.77"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","출발","17254013","6.31"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경기","수도권","Capital Area","출발","1720415","0.63"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","도착","206201","0.08"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","도착","1608041","0.61"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","도착","1989280","0.76"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","출발","5289728","1.94"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","출발","531506","0.19"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경남","영남권","Yeongnam","출발","4889254","1.79"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","도착","386961","0.15"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","도착","3433692","1.31"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","도착","3917201","1.49"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","출발","9598432","3.51"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","출발","966021","0.35"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","경북","영남권","Yeongnam","출발","6984239","2.56"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","도착","45702","0.02"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","도착","432304","0.16"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","도착","1188216","0.45"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","출발","98720","0.04"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","출발","975359","0.36"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","광주","호남권","Honam","출발","1088758","0.40"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","56506","0.02"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","464553","0.18"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","도착","641802","0.24"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","147088","0.05"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","1709753","0.63"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대구","영남권","Yeongnam","출발","1278865","0.47"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","26410","0.01"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","180756","0.07"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","도착","243034","0.09"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","328454","0.12"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","2273988","0.83"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","대전","대전시","Daejeon","출발","5077334","1.86"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","361027","0.14"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","3731956","1.42"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","도착","3343832","1.28"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","4240005","1.55"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","245382","0.09"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","부산","영남권","Yeongnam","출발","5339874","1.95"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","4177146","1.59"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","6139688","2.34"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","도착","520066","0.20"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","168452","0.06"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","3010835","1.10"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","서울","수도권","Capital Area","출발","3560010","1.30"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1084338","0.41"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","2148311","0.82"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","도착","1760064","0.67"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1586566","0.58"
"2023","충북","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1762710","0.64"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","세종","충청권(대전제외)","Chungcheong(excl. DJ)","출발","1084338","0.40"
"2023","세종","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","63961","0.02"
"2023","충남","충청권(대전제외)","Chungcheong(excl. DJ)","울산","영남권","Yeongnam","도착","596443","0.23"
