기간,지역,HS코드,품목명,수출 건수,수출 금액,수입 건수,수입 금액,무역수지
2026,대전광역시,01,살아있는동물,2,2,102,313,-311
2026,대전광역시,02,육과식용설육(屑肉),0,0,142,6097,-6097
2026,대전광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,31,5555,4322,4840,715
2026,대전광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,4,25,2749,4956,-4932
2026,대전광역시,05,다른류로분류되지않은동물성생산품,0,0,39,276,-276
2026,대전광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,0,0,82,404,-404
2026,대전광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),0,0,897,3515,-3515
2026,대전광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,69,249,1140,513,-264
2026,대전광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,1,1,4576,1520,-1518
2026,대전광역시,10,곡물,1,0,606,148274,-148274
2026,대전광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),30,454,808,2083,-1629
2026,대전광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,39,638,1607,18693,-18054
2026,대전광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),56,458,370,526,-68
2026,대전광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0,0,37,408,-408
2026,대전광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,3,3,2715,1248,-1245
2026,대전광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,20,218,5447,1137,-918
2026,대전광역시,17,당류(糖類)와설탕과자,30,134,26600,947,-813
2026,대전광역시,18,코코아와그조제품,0,0,10900,240,-240
2026,대전광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,170,2891,62469,1945,945
2026,대전광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,366,18395,20519,5567,12828
2026,대전광역시,21,각종조제식료품,234,4885,284275,30311,-25426
2026,대전광역시,22,음료ㆍ주류ㆍ식초,57,1253,18770,6617,-5364
2026,대전광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,61,832,1314,45159,-44326
2026,대전광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,565,221880,637,121140,100739
2026,대전광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,18,74,1345,11687,-11612
2026,대전광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0,0,14,886,-886
2026,대전광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,26,224,142,1012,-788
2026,대전광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,560,13168,770,199467,-186299
2026,대전광역시,29,유기화학품,400,3798,2445,200080,-196282
2026,대전광역시,30,의료용품,570,17007,11345,10119,6888
2026,대전광역시,31,비료,32,600,77,680,-80
2026,대전광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,337,10663,584,10624,39
2026,대전광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,4757,96085,56925,9879,86206
