기간,지역,HS코드,품목명,수출 건수,수출 금액,수입 건수,수입 금액,무역수지
2026,대전광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,735,7971,15379,3284,4687
2026,대전광역시,35,단백질계물질변성전분글루(glue)효소,811,23328,766,5969,17359
2026,대전광역시,36,화약류화공품성냥발화성합금특정가연성조제품,1,340,15,778,-437
2026,대전광역시,37,사진용이나영화용재료,50,467,70,49,419
2026,대전광역시,38,각종화학공업생산품,1444,75054,2916,20242,54812
2026,대전광역시,39,플라스틱과그제품,2739,70491,47193,52035,18456
2026,대전광역시,40,고무와그제품,970,12991,3370,10728,2263
2026,대전광역시,41,원피(모피는제외한다)와가죽,1,3,9,8,-5
2026,대전광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,211,134,29909,7031,-6896
2026,대전광역시,43,모피ㆍ인조모피와이들의제품,0,0,24,8,-8
2026,대전광역시,44,목재와그제품목탄,12,41,1478,2667,-2627
2026,대전광역시,45,코르크(cork)와그제품,0,0,9,6,-6
2026,대전광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,127,24,-24
2026,대전광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],0,0,41,3717,-3717
2026,대전광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,3468,177993,6719,38305,139688
2026,대전광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,159,709,5271,2865,-2156
2026,대전광역시,50,견,0,0,6,0,-0
2026,대전광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,5,0,58,36,-36
2026,대전광역시,52,면,4,45,208,5449,-5404
2026,대전광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0,0,13,35,-35
2026,대전광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,1223,18688,195,1301,17387
2026,대전광역시,55,인조스테이플섬유,6,309,125,1927,-1618
2026,대전광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,459,14081,2033,7544,6537
2026,대전광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,14,154,789,518,-364
2026,대전광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,1,1,630,520,-519
2026,대전광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,89,1705,374,3632,-1927
2026,대전광역시,60,메리야스편물과뜨개질편물,2,3,30,109,-106
2026,대전광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),513,260,29647,5546,-5287
2026,대전광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),617,422,46341,9424,-9002
2026,대전광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,269,1337,12036,4593,-3256
2026,대전광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,1674,2839,46641,10150,-7311
2026,대전광역시,65,모자류와그부분품,107,56,4377,1388,-1332
2026,대전광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,3,1,914,223,-222
2026,대전광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0,0,2109,503,-503
2026,대전광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,152,2851,843,5904,-3053
2026,대전광역시,69,도자제품,51,868,2334,4414,-3546
2026,대전광역시,70,유리와유리제품,102,439,4137,11074,-10635
2026,대전광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,36,169,9502,2564,-2395
2026,대전광역시,72,철강,55,3890,427,20552,-16662
2026,대전광역시,73,철강의제품,1874,21391,15109,27463,-6071
2026,대전광역시,74,구리와그제품,61,941,985,4614,-3673
2026,대전광역시,75,니켈과그제품,20,185,89,3115,-2931
2026,대전광역시,76,알루미늄과그제품,339,3744,2347,59261,-55516
2026,대전광역시,78,납과그제품,382,278,67,455,-177
2026,대전광역시,79,아연과그제품,8,12,202,12,0
2026,대전광역시,80,주석과그제품,1,2,3,11,-9
2026,대전광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,99,2315,160,34962,-32647
2026,대전광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,528,2236,9681,3009,-773
2026,대전광역시,83,비금속(卑金屬)으로만든각종제품,281,1371,4026,2302,-931
2026,대전광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,8505,542918,37505,514649,28268
2026,대전광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,10178,476246,99910,313038,163207
2026,대전광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,5,297,22,14754,-14458
2026,대전광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,4457,207298,5847,48203,159095
2026,대전광역시,88,항공기와우주선이들의부분품,30,1391,238,9762,-8372
2026,대전광역시,89,선박과수상구조물,1,23,8,144,-121
2026,대전광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,5361,199277,29314,187180,12097
2026,대전광역시,91,시계와그부분품,4,7,3508,574,-567
2026,대전광역시,92,악기와그부분품과부속품,1,0,643,259,-258
2026,대전광역시,93,무기ㆍ총포탄과이들의부분품과부속품,9,263296,75,1630,261666
2026,대전광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,261,3415,8904,15934,-12519
2026,대전광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,1065,2085,21415,9427,-7342
2026,대전광역시,96,잡품,648,12207,13559,2009,10197
2026,대전광역시,97,예술품ㆍ수집품ㆍ골동품,4,47,116,956,-909
