기간,지역,HS코드,품목명,수출 건수,수출 금액,수입 건수,수입 금액,무역수지
2023,대전광역시,01,살아있는동물,12,57,149,1866,-1809
2023,대전광역시,02,육과식용설육(屑肉),0,0,270,11208,-11208
2023,대전광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,44,6683,3498,4995,1688
2023,대전광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,3,15,7905,1423,-1408
2023,대전광역시,05,다른류로분류되지않은동물성생산품,2,0,112,12417,-12417
2023,대전광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,156,15,191,2143,-2128
2023,대전광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),240,183,1647,12544,-12361
2023,대전광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,20,55,1965,717,-661
2023,대전광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,8,4,9786,530,-525
2023,대전광역시,10,곡물,3,0,1369,360891,-360891
2023,대전광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),18,81,1722,7675,-7594
2023,대전광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,57,1081,4088,40283,-39203
2023,대전광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),72,926,465,634,292
2023,대전광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0,0,14,100,-100
2023,대전광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,13,17,3731,1669,-1652
2023,대전광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,135,668,4593,787,-120
2023,대전광역시,17,당류(糖類)와설탕과자,50,50,33138,808,-758
2023,대전광역시,18,코코아와그조제품,6,6,16132,347,-342
2023,대전광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,316,2857,99187,3845,-988
2023,대전광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,747,27171,20287,12969,14202
2023,대전광역시,21,각종조제식료품,2142,5211,504085,63397,-58187
2023,대전광역시,22,음료ㆍ주류ㆍ식초,122,3654,23927,12206,-8552
2023,대전광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,104,1205,3128,128763,-127558
2023,대전광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,494,63215,1140,182729,-119513
2023,대전광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,21,138,2265,20154,-20015
2023,대전광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0,0,11,38,-38
2023,대전광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,61,252,220,1365,-1112
2023,대전광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,842,11684,1590,502841,-491157
2023,대전광역시,29,유기화학품,384,15065,3739,254833,-239768
2023,대전광역시,30,의료용품,662,30284,31796,11948,18336
2023,대전광역시,31,비료,80,1666,95,1225,441
2023,대전광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,468,9199,1151,7566,1632
2023,대전광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,11926,77789,105561,21290,56499
2023,대전광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,982,16257,11925,6234,10022
2023,대전광역시,35,단백질계물질변성전분글루(glue)효소,1557,42636,771,5587,37049
2023,대전광역시,36,화약류화공품성냥발화성합금특정가연성조제품,0,0,20,3472,-3472
2023,대전광역시,37,사진용이나영화용재료,114,1386,125,205,1181
2023,대전광역시,38,각종화학공업생산품,3533,136623,5355,43871,92752
2023,대전광역시,39,플라스틱과그제품,4923,134895,42306,86009,48886
2023,대전광역시,40,고무와그제품,1635,24689,4162,17463,7226
2023,대전광역시,41,원피(모피는제외한다)와가죽,8,187,20,218,-31
2023,대전광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,212,322,35092,12172,-11850
2023,대전광역시,43,모피ㆍ인조모피와이들의제품,0,0,25,21,-21
2023,대전광역시,44,목재와그제품목탄,42,614,1321,7608,-6994
2023,대전광역시,45,코르크(cork)와그제품,0,0,17,11,-11
2023,대전광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,85,28,-28
2023,대전광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],0,0,386,90639,-90639
2023,대전광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,6929,302916,8842,66899,236016
2023,대전광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,303,591,7775,2927,-2336
2023,대전광역시,50,견,14,455,7,3,452
2023,대전광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,22,505,53,31,474
2023,대전광역시,52,면,143,3097,548,15213,-12116
2023,대전광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,1,0,30,125,-125
2023,대전광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,2324,38190,224,3340,34850
2023,대전광역시,55,인조스테이플섬유,67,1999,168,2185,-186
