"year","date","industry","region_kr","region_en","avg_index","index_share_pct"
"2023","2023-02-01","총지수","호남권","Honam",113.6,16.44
"2023","2023-03-01","총지수","전국","Nationwide",114.67,99.99
"2023","2023-03-01","총지수","기타","Others",109.22,15.93
"2023","2023-03-01","총지수","대전","Daejeon",107.17,15.63
"2023","2023-03-01","총지수","수도권","Capital Area",108.07,15.76
"2023","2023-03-01","총지수","영남권","Yeongnam",120.02,17.51
"2023","2023-03-01","총지수","충청권","Chungcheong",125.76,18.34
"2023","2023-03-01","총지수","호남권","Honam",115.33,16.82
"2023","2023-04-01","총지수","전국","Nationwide",113.12,100
"2023","2023-04-01","총지수","기타","Others",108.51,16.06
"2023","2023-04-01","총지수","대전","Daejeon",101.57,15.04
"2023","2023-04-01","총지수","수도권","Capital Area",108.48,16.06
"2023","2023-04-01","총지수","영남권","Yeongnam",117.17,17.35
"2023","2023-04-01","총지수","충청권","Chungcheong",126.27,18.69
"2023","2023-04-01","총지수","호남권","Honam",113.48,16.8
"2023","2023-05-01","총지수","전국","Nationwide",115.56,100
"2023","2023-05-01","총지수","기타","Others",111.03,16.07
"2023","2023-05-01","총지수","대전","Daejeon",107.97,15.62
"2023","2023-05-01","총지수","수도권","Capital Area",111.11,16.08
"2023","2023-05-01","총지수","영남권","Yeongnam",117.77,17.04
"2023","2023-05-01","총지수","충청권","Chungcheong",128.38,18.58
"2023","2023-05-01","총지수","호남권","Honam",114.77,16.61
"2023","2023-06-01","총지수","전국","Nationwide",115.47,100
"2023","2023-06-01","총지수","기타","Others",108.21,15.7
"2023","2023-06-01","총지수","대전","Daejeon",108.93,15.8
"2023","2023-06-01","총지수","수도권","Capital Area",108.88,15.8
"2023","2023-06-01","총지수","영남권","Yeongnam",116.5,16.9
"2023","2023-06-01","총지수","충청권","Chungcheong",131.73,19.11
"2023","2023-06-01","총지수","호남권","Honam",115.08,16.69
"2023","2023-07-01","총지수","전국","Nationwide",113.56,100
"2023","2023-07-01","총지수","기타","Others",107.4,15.81
"2023","2023-07-01","총지수","대전","Daejeon",106.17,15.62
"2023","2023-07-01","총지수","수도권","Capital Area",112.19,16.51
"2023","2023-07-01","총지수","영남권","Yeongnam",114.62,16.87
"2023","2023-07-01","총지수","충청권","Chungcheong",124.21,18.28
"2023","2023-07-01","총지수","호남권","Honam",114.9,16.91
"2023","2023-08-01","총지수","전국","Nationwide",115.19,100
"2023","2023-08-01","총지수","기타","Others",111.12,16.11
"2023","2023-08-01","총지수","대전","Daejeon",107.8,15.63
"2023","2023-08-01","총지수","수도권","Capital Area",114,16.53
"2023","2023-08-01","총지수","영남권","Yeongnam",117.77,17.07
"2023","2023-08-01","총지수","충청권","Chungcheong",123.77,17.94
"2023","2023-08-01","총지수","호남권","Honam",115.36,16.72
"2023","2023-09-01","총지수","전국","Nationwide",114.8,99.99
"2023","2023-09-01","총지수","기타","Others",109.82,15.97
"2023","2023-09-01","총지수","대전","Daejeon",109.67,15.95
"2023","2023-09-01","총지수","수도권","Capital Area",113.31,16.48
"2023","2023-09-01","총지수","영남권","Yeongnam",115.13,16.74
"2023","2023-09-01","총지수","충청권","Chungcheong",124.06,18.04
"2023","2023-09-01","총지수","호남권","Honam",115.57,16.81
"2023","2023-10-01","총지수","전국","Nationwide",114.03,100
"2023","2023-10-01","총지수","기타","Others",108.56,15.9
"2023","2023-10-01","총지수","대전","Daejeon",110.6,16.2
"2023","2023-10-01","총지수","수도권","Capital Area",110.64,16.2
"2023","2023-10-01","총지수","영남권","Yeongnam",115.63,16.94
"2023","2023-10-01","총지수","충청권","Chungcheong",124.32,18.21
"2023","2023-10-01","총지수","호남권","Honam",113.03,16.55
"2023","2023-11-01","총지수","전국","Nationwide",114.36,100
"2023","2023-11-01","총지수","기타","Others",107.09,15.64
"2023","2023-11-01","총지수","대전","Daejeon",114.47,16.71
"2023","2023-11-01","총지수","수도권","Capital Area",111.59,16.29
"2023","2023-11-01","총지수","영남권","Yeongnam",115.47,16.86
"2023","2023-11-01","총지수","충청권","Chungcheong",123.21,17.99
"2023","2023-11-01","총지수","호남권","Honam",113.09,16.51
"2023","2023-12-01","총지수","전국","Nationwide",114.63,100
"2023","2023-12-01","총지수","기타","Others",104.38,15.21
"2023","2023-12-01","총지수","대전","Daejeon",117.93,17.18
"2023","2023-12-01","총지수","수도권","Capital Area",114.76,16.72
"2023","2023-12-01","총지수","영남권","Yeongnam",115.01,16.76
"2023","2023-12-01","총지수","충청권","Chungcheong",121.67,17.73
"2023","2023-12-01","총지수","호남권","Honam",112.56,16.4
"2024","2024-01-01","총지수","전국","Nationwide",114.77,99.99
"2024","2024-01-01","총지수","기타","Others",106.36,15.47
"2024","2024-01-01","총지수","대전","Daejeon",113.5,16.51
"2024","2024-01-01","총지수","수도권","Capital Area",111.58,16.23
"2024","2024-01-01","총지수","영남권","Yeongnam",117.22,17.05
"2024","2024-01-01","총지수","충청권","Chungcheong",122.66,17.85
"2024","2024-01-01","총지수","호남권","Honam",115.99,16.88
"2024","2024-02-01","총지수","전국","Nationwide",116.19,99.99
"2024","2024-02-01","총지수","기타","Others",104.26,15
"2024","2024-02-01","총지수","대전","Daejeon",114.47,16.46
"2024","2024-02-01","총지수","수도권","Capital Area",115.77,16.65
"2024","2024-02-01","총지수","영남권","Yeongnam",118.02,16.97
"2024","2024-02-01","총지수","충청권","Chungcheong",123.99,17.83
"2024","2024-02-01","총지수","호남권","Honam",118.77,17.08
"2024","2024-03-01","총지수","전국","Nationwide",113.48,100
"2024","2024-03-01","총지수","기타","Others",105.47,15.52
"2024","2024-03-01","총지수","대전","Daejeon",111.8,16.45
"2024","2024-03-01","총지수","수도권","Capital Area",110.46,16.25
"2024","2024-03-01","총지수","영남권","Yeongnam",115.81,17.04
"2024","2024-03-01","총지수","충청권","Chungcheong",120.94,17.79
"2024","2024-03-01","총지수","호남권","Honam",115.19,16.95
"2024","2024-04-01","총지수","전국","Nationwide",115.2,100.01
"2024","2024-04-01","총지수","기타","Others",103.87,15.07
"2024","2024-04-01","총지수","대전","Daejeon",113.67,16.49
"2024","2024-04-01","총지수","수도권","Capital Area",112.29,16.29
"2024","2024-04-01","총지수","영남권","Yeongnam",118.33,17.17
"2024","2024-04-01","총지수","충청권","Chungcheong",121.93,17.69
"2024","2024-04-01","총지수","호남권","Honam",119.27,17.3
"2024","2024-05-01","총지수","전국","Nationwide",116.2,99.99
"2024","2024-05-01","총지수","기타","Others",103.82,14.93
"2024","2024-05-01","총지수","대전","Daejeon",115.47,16.6
"2024","2024-05-01","총지수","수도권","Capital Area",116.52,16.75
"2024","2024-05-01","총지수","영남권","Yeongnam",118.55,17.05
"2024","2024-05-01","총지수","충청권","Chungcheong",121.66,17.49
"2024","2024-05-01","총지수","호남권","Honam",119.44,17.17
"2024","2024-06-01","총지수","전국","Nationwide",115.71,100
"2024","2024-06-01","총지수","기타","Others",104.61,15.11
"2024","2024-06-01","총지수","대전","Daejeon",117.53,16.97
"2024","2024-06-01","총지수","수도권","Capital Area",112.13,16.19
"2024","2024-06-01","총지수","영남권","Yeongnam",116.49,16.82
"2024","2024-06-01","총지수","충청권","Chungcheong",122.86,17.74
"2024","2024-06-01","총지수","호남권","Honam",118.89,17.17
"2024","2024-07-01","총지수","전국","Nationwide",115.3,100
"2024","2024-07-01","총지수","기타","Others",103.37,14.98
"2024","2024-07-01","총지수","대전","Daejeon",118.83,17.22
"2024","2024-07-01","총지수","수도권","Capital Area",112.83,16.35
"2024","2024-07-01","총지수","영남권","Yeongnam",116.07,16.82
"2024","2024-07-01","총지수","충청권","Chungcheong",121.32,17.58
"2024","2024-07-01","총지수","호남권","Honam",117.63,17.05
"2024","2024-08-01","총지수","전국","Nationwide",117.24,100
"2024","2024-08-01","총지수","기타","Others",107.42,15.3
"2024","2024-08-01","총지수","대전","Daejeon",116.87,16.65
"2024","2024-08-01","총지수","수도권","Capital Area",112.77,16.07
"2024","2024-08-01","총지수","영남권","Yeongnam",121.19,17.26
"2024","2024-08-01","총지수","충청권","Chungcheong",122.89,17.51
"2024","2024-08-01","총지수","호남권","Honam",120.81,17.21
"2024","2024-09-01","총지수","전국","Nationwide",115.44,99.99
"2024","2024-09-01","총지수","기타","Others",106.42,15.39
"2024","2024-09-01","총지수","대전","Daejeon",114.37,16.54
"2024","2024-09-01","총지수","수도권","Capital Area",112.02,16.2
"2024","2024-09-01","총지수","영남권","Yeongnam",120.33,17.41
"2024","2024-09-01","총지수","충청권","Chungcheong",119.7,17.31
"2024","2024-09-01","총지수","호남권","Honam",118.51,17.14
"2024","2024-10-01","총지수","전국","Nationwide",116.52,100
"2024","2024-10-01","총지수","기타","Others",104.16,14.94
"2024","2024-10-01","총지수","대전","Daejeon",117.43,16.85
"2024","2024-10-01","총지수","수도권","Capital Area",111.61,16.01
"2024","2024-10-01","총지수","영남권","Yeongnam",120.55,17.3
"2024","2024-10-01","총지수","충청권","Chungcheong",122.4,17.56
"2024","2024-10-01","총지수","호남권","Honam",120.87,17.34
"2024","2024-11-01","총지수","전국","Nationwide",114.75,100.01
"2024","2024-11-01","총지수","기타","Others",103.73,15.11
"2024","2024-11-01","총지수","대전","Daejeon",115.23,16.78
"2024","2024-11-01","총지수","수도권","Capital Area",110.41,16.08
"2024","2024-11-01","총지수","영남권","Yeongnam",118.58,17.27
"2024","2024-11-01","총지수","충청권","Chungcheong",122.06,17.78
"2024","2024-11-01","총지수","호남권","Honam",116.67,16.99
"2024","2024-12-01","총지수","전국","Nationwide",117.59,100.01
"2024","2024-12-01","총지수","기타","Others",106.92,15.19
"2024","2024-12-01","총지수","대전","Daejeon",116.07,16.49
"2024","2024-12-01","총지수","수도권","Capital Area",115.11,16.35
"2024","2024-12-01","총지수","영남권","Yeongnam",121.13,17.21
"2024","2024-12-01","총지수","충청권","Chungcheong",122.32,17.38
"2024","2024-12-01","총지수","호남권","Honam",122.44,17.39
"2025","2025-01-01","총지수","전국","Nationwide",113.88,100
"2025","2025-01-01","총지수","기타","Others",104.24,15.3
"2025","2025-01-01","총지수","대전","Daejeon",112.73,16.54
"2025","2025-01-01","총지수","수도권","Capital Area",108.16,15.87
"2025","2025-01-01","총지수","영남권","Yeongnam",117.33,17.22
"2025","2025-01-01","총지수","충청권","Chungcheong",117.38,17.23
"2025","2025-01-01","총지수","호남권","Honam",121.6,17.84
"2025","2025-02-01","총지수","전국","Nationwide",115.67,100.01
"2025","2025-02-01","총지수","기타","Others",105.91,15.3
"2025","2025-02-01","총지수","대전","Daejeon",115.1,16.63
"2025","2025-02-01","총지수","수도권","Capital Area",109.68,15.85
"2025","2025-02-01","총지수","영남권","Yeongnam",118.49,17.12
"2025","2025-02-01","총지수","충청권","Chungcheong",120.06,17.35
"2025","2025-02-01","총지수","호남권","Honam",122.93,17.76
"2025","2025-03-01","총지수","전국","Nationwide",115.85,100.01
"2025","2025-03-01","총지수","기타","Others",104.9,15.14
"2025","2025-03-01","총지수","대전","Daejeon",109.7,15.84
"2025","2025-03-01","총지수","수도권","Capital Area",112.94,16.31
"2025","2025-03-01","총지수","영남권","Yeongnam",119.11,17.2
"2025","2025-03-01","총지수","충청권","Chungcheong",122.61,17.7
"2025","2025-03-01","총지수","호남권","Honam",123.4,17.82
"2025","2025-04-01","총지수","전국","Nationwide",115.99,100
"2025","2025-04-01","총지수","기타","Others",107.23,15.46
"2025","2025-04-01","총지수","대전","Daejeon",110.73,15.96
"2025","2025-04-01","총지수","수도권","Capital Area",110.57,15.94
"2025","2025-04-01","총지수","영남권","Yeongnam",118.69,17.11
"2025","2025-04-01","총지수","충청권","Chungcheong",120.9,17.43
"2025","2025-04-01","총지수","호남권","Honam",125.59,18.1
"2025","2025-05-01","총지수","전국","Nationwide",113.62,100
"2025","2025-05-01","총지수","기타","Others",104.83,15.44
"2025","2025-05-01","총지수","대전","Daejeon",105.2,15.49
"2025","2025-05-01","총지수","수도권","Capital Area",108.93,16.04
"2025","2025-05-01","총지수","영남권","Yeongnam",116.8,17.2
"2025","2025-05-01","총지수","충청권","Chungcheong",121.17,17.85
"2025","2025-05-01","총지수","호남권","Honam",122.06,17.98
"2025","2025-06-01","총지수","전국","Nationwide",116,100
"2025","2025-06-01","총지수","기타","Others",107.1,15.43
"2025","2025-06-01","총지수","대전","Daejeon",108.03,15.57
"2025","2025-06-01","총지수","수도권","Capital Area",114.9,16.56
"2025","2025-06-01","총지수","영남권","Yeongnam",120.79,17.4
"2025","2025-06-01","총지수","충청권","Chungcheong",120.3,17.33
"2025","2025-06-01","총지수","호남권","Honam",122.89,17.71
"2025","2025-07-01","총지수","전국","Nationwide",115.08,100.01
"2025","2025-07-01","총지수","기타","Others",108.39,15.75
"2025","2025-07-01","총지수","대전","Daejeon",105.9,15.39
"2025","2025-07-01","총지수","수도권","Capital Area",111.87,16.26
"2025","2025-07-01","총지수","영남권","Yeongnam",117.59,17.09
"2025","2025-07-01","총지수","충청권","Chungcheong",119.47,17.36
"2025","2025-07-01","총지수","호남권","Honam",124.96,18.16
"2025","2025-08-01","총지수","전국","Nationwide",116.1,100.01
"2025","2025-08-01","총지수","기타","Others",106.53,15.36
"2025","2025-08-01","총지수","대전","Daejeon",107.6,15.51
"2025","2025-08-01","총지수","수도권","Capital Area",111.02,16
"2025","2025-08-01","총지수","영남권","Yeongnam",120.82,17.42
"2025","2025-08-01","총지수","충청권","Chungcheong",122.62,17.68
"2025","2025-08-01","총지수","호남권","Honam",125.14,18.04
"2025","2025-09-01","총지수","전국","Nationwide",114.5,100.01
"2025","2025-09-01","총지수","기타","Others",107.03,15.65
"2025","2025-09-01","총지수","대전","Daejeon",102.5,14.99
"2025","2025-09-01","총지수","수도권","Capital Area",111.7,16.33
"2025","2025-09-01","총지수","영남권","Yeongnam",120.22,17.58
"2025","2025-09-01","총지수","충청권","Chungcheong",118.68,17.35
"2025","2025-09-01","총지수","호남권","Honam",123.87,18.11
"2025","2025-10-01","총지수","전국","Nationwide",113.17,100.01
"2025","2025-10-01","총지수","기타","Others",104.82,15.52
"2025","2025-10-01","총지수","대전","Daejeon",101.33,15
"2025","2025-10-01","총지수","수도권","Capital Area",109.2,16.16
"2025","2025-10-01","총지수","영남권","Yeongnam",117.52,17.4
"2025","2025-10-01","총지수","충청권","Chungcheong",118.46,17.54
"2025","2025-10-01","총지수","호남권","Honam",124.22,18.39
"2025","2025-11-01","총지수","전국","Nationwide",113.9,100.02
"2025","2025-11-01","총지수","기타","Others",105.99,15.59
"2025","2025-11-01","총지수","대전","Daejeon",102.1,15.02
"2025","2025-11-01","총지수","수도권","Capital Area",109.44,16.1
"2025","2025-11-01","총지수","영남권","Yeongnam",119.98,17.65
"2025","2025-11-01","총지수","충청권","Chungcheong",117.77,17.32
"2025","2025-11-01","총지수","호남권","Honam",124.68,18.34
"2025","2025-12-01","총지수","전국","Nationwide",115.05,100
"2025","2025-12-01","총지수","기타","Others",105.14,15.31
"2025","2025-12-01","총지수","대전","Daejeon",104.47,15.21
"2025","2025-12-01","총지수","수도권","Capital Area",109.91,16
"2025","2025-12-01","총지수","영남권","Yeongnam",121.67,17.72
"2025","2025-12-01","총지수","충청권","Chungcheong",121.37,17.67
"2025","2025-12-01","총지수","호남권","Honam",124.22,18.09
"2026","2026-01-01","총지수","전국","Nationwide",112.04,100
"2026","2026-01-01","총지수","기타","Others",104.69,15.68
"2026","2026-01-01","총지수","대전","Daejeon",99.77,14.94
"2026","2026-01-01","총지수","수도권","Capital Area",103.06,15.43
"2026","2026-01-01","총지수","영남권","Yeongnam",117.99,17.67
"2026","2026-01-01","총지수","충청권","Chungcheong",120.11,17.98
"2026","2026-01-01","총지수","호남권","Honam",122.24,18.3
"2026","2026-02-01","총지수","전국","Nationwide",114.13,100
"2026","2026-02-01","총지수","기타","Others",107.42,15.77
"2026","2026-02-01","총지수","대전","Daejeon",99.4,14.59
"2026","2026-02-01","총지수","수도권","Capital Area",112.87,16.57
"2026","2026-02-01","총지수","영남권","Yeongnam",116.19,17.06
"2026","2026-02-01","총지수","충청권","Chungcheong",121.86,17.89
"2026","2026-02-01","총지수","호남권","Honam",123.41,18.12
"2026","2026-03-01","총지수","전국","Nationwide",113.95,100
"2026","2026-03-01","총지수","기타","Others",106.88,15.73
"2026","2026-03-01","총지수","대전","Daejeon",98.3,14.46
"2026","2026-03-01","총지수","수도권","Capital Area",111.39,16.39
"2026","2026-03-01","총지수","영남권","Yeongnam",119.45,17.58
"2026","2026-03-01","총지수","충청권","Chungcheong",119.69,17.61
"2026","2026-03-01","총지수","호남권","Honam",123.93,18.23
"2026","2026-04-01","총지수","전국","Nationwide",114.35,100
"2026","2026-04-01","총지수","기타","Others",104.68,15.34
"2026","2026-04-01","총지수","대전","Daejeon",102.23,14.98
"2026","2026-04-01","총지수","수도권","Capital Area",110.92,16.26
"2026","2026-04-01","총지수","영남권","Yeongnam",117.99,17.29
"2026","2026-04-01","총지수","충청권","Chungcheong",121.56,17.82
"2026","2026-04-01","총지수","호남권","Honam",124.96,18.31
"2026","2026-05-01","총지수","전국","Nationwide",113.23,100
"2026","2026-05-01","총지수","기타","Others",102.4,15.18
"2026","2026-05-01","총지수","대전","Daejeon",99.93,14.82
"2026","2026-05-01","총지수","수도권","Capital Area",107.37,15.92
"2026","2026-05-01","총지수","영남권","Yeongnam",118.39,17.55
"2026","2026-05-01","총지수","충청권","Chungcheong",122.78,18.2
"2026","2026-05-01","총지수","호남권","Honam",123.62,18.33
"2026","2026-06-01","총지수","전국","Nationwide",119.3,100.01
"2026","2026-06-01","총지수","기타","Others",109.54,15.39
"2026","2026-06-01","총지수","대전","Daejeon",107.4,15.09
"2026","2026-06-01","총지수","수도권","Capital Area",113.78,15.98
"2026","2026-06-01","총지수","영남권","Yeongnam",125.27,17.6
"2026","2026-06-01","총지수","충청권","Chungcheong",125.7,17.66
"2026","2026-06-01","총지수","호남권","Honam",130.22,18.29
