"year","base_city","base_region_en","base_region_kr","target_city","target_region_en","target_region_kr","cargo_volume","logistics_type"
"2020","부산","Yeongnam","영남권","대전","Daejeon","대전시","688262","권역 간"
"2020","부산","Yeongnam","영남권","울산","Yeongnam","영남권","12632453","권역 내"
"2020","부산","Yeongnam","영남권","경기","Capital Area","수도권","17096810","권역 간"
"2020","부산","Yeongnam","영남권","강원","Others","기타","686200","권역 간"
"2020","부산","Yeongnam","영남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","4149408","권역 간"
"2020","부산","Yeongnam","영남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","3945331","권역 간"
"2020","부산","Yeongnam","영남권","전북","Honam","호남권","1505459","권역 간"
"2020","부산","Yeongnam","영남권","전남","Honam","호남권","2262487","권역 간"
"2020","부산","Yeongnam","영남권","경북","Yeongnam","영남권","10707194","권역 내"
"2020","부산","Yeongnam","영남권","경남","Yeongnam","영남권","21064077","권역 내"
"2020","부산","Yeongnam","영남권","제주","Others","기타","0","권역 간"
"2020","대구","Yeongnam","영남권","서울","Capital Area","수도권","771193","권역 간"
"2020","대구","Yeongnam","영남권","부산","Yeongnam","영남권","3228088","권역 내"
"2020","대구","Yeongnam","영남권","대구","Yeongnam","영남권","11159681","권역 내"
"2020","대구","Yeongnam","영남권","인천","Capital Area","수도권","410669","권역 간"
"2020","대구","Yeongnam","영남권","광주","Honam","호남권","312874","권역 간"
"2020","대구","Yeongnam","영남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","129262","권역 간"
"2020","대구","Yeongnam","영남권","대전","Daejeon","대전시","318716","권역 간"
"2020","대구","Yeongnam","영남권","울산","Yeongnam","영남권","1738290","권역 내"
"2020","대구","Yeongnam","영남권","경기","Capital Area","수도권","2468148","권역 간"
"2020","대구","Yeongnam","영남권","강원","Others","기타","500323","권역 간"
"2020","대구","Yeongnam","영남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","1179669","권역 간"
"2020","대구","Yeongnam","영남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","1631557","권역 간"
"2020","대구","Yeongnam","영남권","전북","Honam","호남권","597265","권역 간"
"2020","대구","Yeongnam","영남권","전남","Honam","호남권","874038","권역 간"
"2020","대구","Yeongnam","영남권","경북","Yeongnam","영남권","8503959","권역 내"
"2020","대구","Yeongnam","영남권","경남","Yeongnam","영남권","3482021","권역 내"
"2020","대구","Yeongnam","영남권","제주","Others","기타","0","권역 간"
"2020","인천","Capital Area","수도권","서울","Capital Area","수도권","12490451","권역 내"
"2020","인천","Capital Area","수도권","부산","Yeongnam","영남권","3187858","권역 간"
"2020","인천","Capital Area","수도권","대구","Yeongnam","영남권","627813","권역 간"
"2020","인천","Capital Area","수도권","인천","Capital Area","수도권","95444949","권역 내"
"2020","인천","Capital Area","수도권","광주","Honam","호남권","525339","권역 간"
"2020","인천","Capital Area","수도권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","557576","권역 간"
"2020","인천","Capital Area","수도권","대전","Daejeon","대전시","993047","권역 간"
"2020","인천","Capital Area","수도권","울산","Yeongnam","영남권","2564670","권역 간"
"2020","인천","Capital Area","수도권","경기","Capital Area","수도권","67032872","권역 내"
"2020","인천","Capital Area","수도권","강원","Others","기타","3639138","권역 간"
"2020","인천","Capital Area","수도권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","4959200","권역 간"
"2020","인천","Capital Area","수도권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","9916943","권역 간"
"2020","인천","Capital Area","수도권","전북","Honam","호남권","1696618","권역 간"
"2020","인천","Capital Area","수도권","전남","Honam","호남권","3817676","권역 간"
"2020","인천","Capital Area","수도권","경북","Yeongnam","영남권","4716171","권역 간"
"2020","인천","Capital Area","수도권","경남","Yeongnam","영남권","2471224","권역 간"
"2020","인천","Capital Area","수도권","제주","Others","기타","0","권역 간"
"2020","광주","Honam","호남권","서울","Capital Area","수도권","432618","권역 간"
"2020","광주","Honam","호남권","부산","Yeongnam","영남권","2265410","권역 간"
"2020","광주","Honam","호남권","대구","Yeongnam","영남권","225510","권역 간"
"2020","광주","Honam","호남권","인천","Capital Area","수도권","384491","권역 간"
"2020","광주","Honam","호남권","광주","Honam","호남권","7018146","권역 내"
"2020","광주","Honam","호남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","53169","권역 간"
"2020","광주","Honam","호남권","대전","Daejeon","대전시","216503","권역 간"
"2020","광주","Honam","호남권","울산","Yeongnam","영남권","869361","권역 간"
"2020","광주","Honam","호남권","경기","Capital Area","수도권","1854397","권역 간"
"2020","광주","Honam","호남권","강원","Others","기타","178955","권역 간"
"2020","광주","Honam","호남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","480773","권역 간"
"2020","광주","Honam","호남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","1101507","권역 간"
"2020","광주","Honam","호남권","전북","Honam","호남권","928817","권역 내"
"2020","광주","Honam","호남권","전남","Honam","호남권","8052783","권역 내"
"2020","광주","Honam","호남권","경북","Yeongnam","영남권","951554","권역 간"
"2020","광주","Honam","호남권","경남","Yeongnam","영남권","1163219","권역 간"
"2020","광주","Honam","호남권","제주","Others","기타","0","권역 간"
"2020","대전","Daejeon","대전시","서울","Capital Area","수도권","193396","권역 간"
"2020","대전","Daejeon","대전시","부산","Yeongnam","영남권","1317637","권역 간"
"2020","대전","Daejeon","대전시","대구","Yeongnam","영남권","84226","권역 간"
"2020","대전","Daejeon","대전시","인천","Capital Area","수도권","239712","권역 간"
"2020","대전","Daejeon","대전시","광주","Honam","호남권","75339","권역 간"
"2020","대전","Daejeon","대전시","세종","Chungcheong(excl. DJ)","충청권(대전제외)","117059","권역 간"
"2020","대전","Daejeon","대전시","대전","Daejeon","대전시","4042179","권역 내"
"2020","대전","Daejeon","대전시","울산","Yeongnam","영남권","249076","권역 간"
"2020","대전","Daejeon","대전시","경기","Capital Area","수도권","922966","권역 간"
"2020","대전","Daejeon","대전시","강원","Others","기타","119361","권역 간"
"2020","대전","Daejeon","대전시","충북","Chungcheong(excl. DJ)","충청권(대전제외)","754804","권역 간"
"2020","대전","Daejeon","대전시","충남","Chungcheong(excl. DJ)","충청권(대전제외)","964371","권역 간"
"2020","대전","Daejeon","대전시","전북","Honam","호남권","210730","권역 간"
"2020","대전","Daejeon","대전시","전남","Honam","호남권","328154","권역 간"
"2020","대전","Daejeon","대전시","경북","Yeongnam","영남권","582819","권역 간"
"2020","대전","Daejeon","대전시","경남","Yeongnam","영남권","288464","권역 간"
"2020","대전","Daejeon","대전시","제주","Others","기타","0","권역 간"
"2020","울산","Yeongnam","영남권","서울","Capital Area","수도권","304135","권역 간"
"2020","울산","Yeongnam","영남권","부산","Yeongnam","영남권","14046251","권역 내"
"2020","울산","Yeongnam","영남권","대구","Yeongnam","영남권","635310","권역 내"
"2020","울산","Yeongnam","영남권","인천","Capital Area","수도권","403544","권역 간"
"2020","울산","Yeongnam","영남권","광주","Honam","호남권","210701","권역 간"
"2020","울산","Yeongnam","영남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","76411","권역 간"
"2020","울산","Yeongnam","영남권","대전","Daejeon","대전시","175649","권역 간"
"2020","울산","Yeongnam","영남권","울산","Yeongnam","영남권","92380440","권역 내"
"2020","울산","Yeongnam","영남권","경기","Capital Area","수도권","2010877","권역 간"
"2020","울산","Yeongnam","영남권","강원","Others","기타","446986","권역 간"
"2020","울산","Yeongnam","영남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","759505","권역 간"
"2020","울산","Yeongnam","영남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","1225071","권역 간"
"2020","울산","Yeongnam","영남권","전북","Honam","호남권","455225","권역 간"
"2020","울산","Yeongnam","영남권","전남","Honam","호남권","1537187","권역 간"
"2020","울산","Yeongnam","영남권","경북","Yeongnam","영남권","4666355","권역 내"
"2020","울산","Yeongnam","영남권","경남","Yeongnam","영남권","4028206","권역 내"
"2020","울산","Yeongnam","영남권","제주","Others","기타","0","권역 간"
"2020","경기","Capital Area","수도권","서울","Capital Area","수도권","20980390","권역 내"
"2020","경기","Capital Area","수도권","부산","Yeongnam","영남권","16758236","권역 간"
"2020","경기","Capital Area","수도권","대구","Yeongnam","영남권","1523411","권역 간"
"2020","경기","Capital Area","수도권","인천","Capital Area","수도권","18413459","권역 내"
"2020","경기","Capital Area","수도권","광주","Honam","호남권","1235762","권역 간"
"2020","경기","Capital Area","수도권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","1330598","권역 간"
"2020","경기","Capital Area","수도권","대전","Daejeon","대전시","2736630","권역 간"
"2020","경기","Capital Area","수도권","울산","Yeongnam","영남권","4388180","권역 간"
"2020","경기","Capital Area","수도권","경기","Capital Area","수도권","137702306","권역 내"
"2020","경기","Capital Area","수도권","강원","Others","기타","6646866","권역 간"
"2020","경기","Capital Area","수도권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","13243197","권역 간"
"2020","경기","Capital Area","수도권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","38717686","권역 간"
"2020","경기","Capital Area","수도권","전북","Honam","호남권","4362687","권역 간"
"2020","경기","Capital Area","수도권","전남","Honam","호남권","4868620","권역 간"
"2020","경기","Capital Area","수도권","경북","Yeongnam","영남권","9837422","권역 간"
"2020","경기","Capital Area","수도권","경남","Yeongnam","영남권","5263844","권역 간"
"2020","경기","Capital Area","수도권","제주","Others","기타","0","권역 간"
"2020","강원","Others","기타","서울","Capital Area","수도권","2069045","권역 간"
"2020","강원","Others","기타","부산","Yeongnam","영남권","1650677","권역 간"
"2020","강원","Others","기타","대구","Yeongnam","영남권","891337","권역 간"
"2020","강원","Others","기타","인천","Capital Area","수도권","1485520","권역 간"
"2020","강원","Others","기타","광주","Honam","호남권","361939","권역 간"
"2020","강원","Others","기타","세종","Chungcheong(excl. DJ)","충청권(대전제외)","508818","권역 간"
"2020","강원","Others","기타","대전","Daejeon","대전시","668926","권역 간"
"2020","강원","Others","기타","울산","Yeongnam","영남권","2063055","권역 간"
"2020","강원","Others","기타","경기","Capital Area","수도권","14098674","권역 간"
"2020","강원","Others","기타","강원","Others","기타","36629399","권역 내"
"2020","강원","Others","기타","충북","Chungcheong(excl. DJ)","충청권(대전제외)","5692567","권역 간"
"2020","강원","Others","기타","충남","Chungcheong(excl. DJ)","충청권(대전제외)","4990576","권역 간"
"2020","강원","Others","기타","전북","Honam","호남권","1634893","권역 간"
"2020","강원","Others","기타","전남","Honam","호남권","2417066","권역 간"
"2020","강원","Others","기타","경북","Yeongnam","영남권","7488028","권역 간"
"2020","강원","Others","기타","경남","Yeongnam","영남권","2438446","권역 간"
"2020","강원","Others","기타","제주","Others","기타","0","권역 내"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","서울","Capital Area","수도권","1846122","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","부산","Yeongnam","영남권","3227865","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","대구","Yeongnam","영남권","945603","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","인천","Capital Area","수도권","1347345","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","광주","Honam","호남권","464930","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","세종","Chungcheong(excl. DJ)","충청권(대전제외)","1414284","권역 내"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","대전","Daejeon","대전시","1576999","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","울산","Yeongnam","영남권","2307201","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","경기","Capital Area","수도권","12709896","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","강원","Others","기타","4276163","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","충북","Chungcheong(excl. DJ)","충청권(대전제외)","18810808","권역 내"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","충남","Chungcheong(excl. DJ)","충청권(대전제외)","8215914","권역 내"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","전북","Honam","호남권","1999292","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","전남","Honam","호남권","2571479","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","경북","Yeongnam","영남권","6112245","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","경남","Yeongnam","영남권","2628267","권역 간"
"2020","충북","Chungcheong(excl. DJ)","충청권(대전제외)","제주","Others","기타","0","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","서울","Capital Area","수도권","3218660","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","부산","Yeongnam","영남권","5235730","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","대구","Yeongnam","영남권","1000850","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","인천","Capital Area","수도권","3250221","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","광주","Honam","호남권","890142","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","세종","Chungcheong(excl. DJ)","충청권(대전제외)","1662469","권역 내"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","대전","Daejeon","대전시","2535641","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","울산","Yeongnam","영남권","2828489","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","경기","Capital Area","수도권","25980168","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","강원","Others","기타","2584696","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","충북","Chungcheong(excl. DJ)","충청권(대전제외)","7269432","권역 내"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","충남","Chungcheong(excl. DJ)","충청권(대전제외)","77271817","권역 내"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","전북","Honam","호남권","4777632","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","전남","Honam","호남권","4151459","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","경북","Yeongnam","영남권","5727406","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","경남","Yeongnam","영남권","3181443","권역 간"
"2020","충남","Chungcheong(excl. DJ)","충청권(대전제외)","제주","Others","기타","0","권역 간"
"2020","전북","Honam","호남권","서울","Capital Area","수도권","2268456","권역 간"
"2020","전북","Honam","호남권","부산","Yeongnam","영남권","3037156","권역 간"
"2020","전북","Honam","호남권","대구","Yeongnam","영남권","1268782","권역 간"
"2020","전북","Honam","호남권","인천","Capital Area","수도권","1386895","권역 간"
"2020","전북","Honam","호남권","광주","Honam","호남권","2187586","권역 내"
"2020","전북","Honam","호남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","683338","권역 간"
"2020","전북","Honam","호남권","대전","Daejeon","대전시","1965197","권역 간"
"2020","전북","Honam","호남권","울산","Yeongnam","영남권","1994334","권역 간"
"2020","전북","Honam","호남권","경기","Capital Area","수도권","10431422","권역 간"
"2020","전북","Honam","호남권","강원","Others","기타","2099421","권역 간"
"2020","전북","Honam","호남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","4581243","권역 간"
"2020","전북","Honam","호남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","9482624","권역 간"
"2020","전북","Honam","호남권","전북","Honam","호남권","35101162","권역 내"
"2020","전북","Honam","호남권","전남","Honam","호남권","8702205","권역 내"
"2020","전북","Honam","호남권","경북","Yeongnam","영남권","6177346","권역 간"
"2020","전북","Honam","호남권","경남","Yeongnam","영남권","4677727","권역 간"
"2020","전북","Honam","호남권","제주","Others","기타","0","권역 간"
"2020","전남","Honam","호남권","서울","Capital Area","수도권","1860580","권역 간"
"2020","전남","Honam","호남권","부산","Yeongnam","영남권","4108442","권역 간"
"2020","전남","Honam","호남권","대구","Yeongnam","영남권","1574577","권역 간"
"2020","전남","Honam","호남권","인천","Capital Area","수도권","1541310","권역 간"
"2020","전남","Honam","호남권","광주","Honam","호남권","7172901","권역 내"
"2020","전남","Honam","호남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","1629672","권역 간"
"2020","전남","Honam","호남권","대전","Daejeon","대전시","1228904","권역 간"
"2020","전남","Honam","호남권","울산","Yeongnam","영남권","4871732","권역 간"
"2020","전남","Honam","호남권","경기","Capital Area","수도권","12011279","권역 간"
"2020","전남","Honam","호남권","강원","Others","기타","2816975","권역 간"
"2020","전남","Honam","호남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","5390504","권역 간"
"2020","전남","Honam","호남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","8303445","권역 간"
"2020","전남","Honam","호남권","전북","Honam","호남권","8366904","권역 내"
"2020","전남","Honam","호남권","전남","Honam","호남권","122266607","권역 내"
"2020","전남","Honam","호남권","경북","Yeongnam","영남권","8304798","권역 간"
"2020","전남","Honam","호남권","경남","Yeongnam","영남권","9289769","권역 간"
"2020","전남","Honam","호남권","제주","Others","기타","0","권역 간"
"2020","경북","Yeongnam","영남권","서울","Capital Area","수도권","1832623","권역 간"
"2020","경북","Yeongnam","영남권","부산","Yeongnam","영남권","16312443","권역 내"
"2020","경북","Yeongnam","영남권","대구","Yeongnam","영남권","4179689","권역 내"
"2020","경북","Yeongnam","영남권","인천","Capital Area","수도권","1356152","권역 간"
"2020","경북","Yeongnam","영남권","광주","Honam","호남권","776795","권역 간"
"2020","경북","Yeongnam","영남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","424484","권역 간"
"2020","경북","Yeongnam","영남권","대전","Daejeon","대전시","988440","권역 간"
"2020","경북","Yeongnam","영남권","울산","Yeongnam","영남권","8299089","권역 내"
"2020","경북","Yeongnam","영남권","경기","Capital Area","수도권","8288409","권역 간"
"2020","경북","Yeongnam","영남권","강원","Others","기타","3001646","권역 간"
"2020","경북","Yeongnam","영남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","4740100","권역 간"
"2020","경북","Yeongnam","영남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","4865969","권역 간"
"2020","경북","Yeongnam","영남권","전북","Honam","호남권","1979556","권역 간"
"2020","경북","Yeongnam","영남권","전남","Honam","호남권","3474456","권역 간"
"2020","경북","Yeongnam","영남권","경북","Yeongnam","영남권","60789502","권역 내"
"2020","경북","Yeongnam","영남권","경남","Yeongnam","영남권","6901430","권역 내"
"2020","경북","Yeongnam","영남권","제주","Others","기타","0","권역 간"
"2020","경남","Yeongnam","영남권","서울","Capital Area","수도권","1345938","권역 간"
"2020","경남","Yeongnam","영남권","부산","Yeongnam","영남권","27139453","권역 내"
"2020","경남","Yeongnam","영남권","대구","Yeongnam","영남권","2950726","권역 내"
"2020","경남","Yeongnam","영남권","인천","Capital Area","수도권","1012331","권역 간"
"2020","경남","Yeongnam","영남권","광주","Honam","호남권","959178","권역 간"
"2020","경남","Yeongnam","영남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","344685","권역 간"
"2020","경남","Yeongnam","영남권","대전","Daejeon","대전시","830463","권역 간"
"2020","경남","Yeongnam","영남권","울산","Yeongnam","영남권","9841903","권역 내"
"2020","경남","Yeongnam","영남권","경기","Capital Area","수도권","6800034","권역 간"
"2020","경남","Yeongnam","영남권","강원","Others","기타","1903285","권역 간"
"2020","경남","Yeongnam","영남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","3011408","권역 간"
"2020","경남","Yeongnam","영남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","4044465","권역 간"
"2020","경남","Yeongnam","영남권","전북","Honam","호남권","2440337","권역 간"
"2020","경남","Yeongnam","영남권","전남","Honam","호남권","6393940","권역 간"
"2020","경남","Yeongnam","영남권","경북","Yeongnam","영남권","10424454","권역 내"
"2020","경남","Yeongnam","영남권","경남","Yeongnam","영남권","69045854","권역 내"
"2020","경남","Yeongnam","영남권","제주","Others","기타","0","권역 간"
"2020","제주","Others","기타","서울","Capital Area","수도권","0","권역 간"
"2020","제주","Others","기타","부산","Yeongnam","영남권","0","권역 간"
"2020","제주","Others","기타","대구","Yeongnam","영남권","0","권역 간"
"2020","제주","Others","기타","인천","Capital Area","수도권","0","권역 간"
"2020","제주","Others","기타","광주","Honam","호남권","0","권역 간"
"2020","제주","Others","기타","세종","Chungcheong(excl. DJ)","충청권(대전제외)","0","권역 간"
"2020","제주","Others","기타","대전","Daejeon","대전시","0","권역 간"
"2020","제주","Others","기타","울산","Yeongnam","영남권","0","권역 간"
"2020","제주","Others","기타","경기","Capital Area","수도권","0","권역 간"
"2020","제주","Others","기타","강원","Others","기타","0","권역 내"
"2020","제주","Others","기타","충북","Chungcheong(excl. DJ)","충청권(대전제외)","0","권역 간"
"2020","제주","Others","기타","충남","Chungcheong(excl. DJ)","충청권(대전제외)","0","권역 간"
"2020","제주","Others","기타","전북","Honam","호남권","0","권역 간"
"2020","제주","Others","기타","전남","Honam","호남권","0","권역 간"
"2020","제주","Others","기타","경북","Yeongnam","영남권","0","권역 간"
"2020","제주","Others","기타","경남","Yeongnam","영남권","0","권역 간"
"2020","제주","Others","기타","제주","Others","기타","9123013","권역 내"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","서울","Capital Area","수도권","323739","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","부산","Yeongnam","영남권","449627","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","대구","Yeongnam","영남권","147691","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","인천","Capital Area","수도권","298813","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","광주","Honam","호남권","108438","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","세종","Chungcheong(excl. DJ)","충청권(대전제외)","2363623","권역 내"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","대전","Daejeon","대전시","607431","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","울산","Yeongnam","영남권","307115","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","경기","Capital Area","수도권","2737789","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","강원","Others","기타","487486","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","충북","Chungcheong(excl. DJ)","충청권(대전제외)","3494556","권역 내"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","충남","Chungcheong(excl. DJ)","충청권(대전제외)","4030889","권역 내"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","전북","Honam","호남권","529705","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","전남","Honam","호남권","613294","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","경북","Yeongnam","영남권","1208162","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","경남","Yeongnam","영남권","465389","권역 간"
"2020","세종","Chungcheong(excl. DJ)","충청권(대전제외)","제주","Others","기타","0","권역 간"
"2021","서울","Capital Area","수도권","서울","Capital Area","수도권","35820763","권역 내"
"2021","서울","Capital Area","수도권","부산","Yeongnam","영남권","1028857","권역 간"
"2021","서울","Capital Area","수도권","대구","Yeongnam","영남권","289488","권역 간"
"2021","서울","Capital Area","수도권","인천","Capital Area","수도권","1806951","권역 내"
"2021","서울","Capital Area","수도권","광주","Honam","호남권","213471","권역 간"
"2021","서울","Capital Area","수도권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","134196","권역 간"
"2021","서울","Capital Area","수도권","대전","Daejeon","대전시","340934","권역 간"
"2021","서울","Capital Area","수도권","울산","Yeongnam","영남권","609983","권역 간"
"2021","서울","Capital Area","수도권","경기","Capital Area","수도권","18468535","권역 내"
"2021","서울","Capital Area","수도권","강원","Others","기타","995461","권역 간"
"2021","서울","Capital Area","수도권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","1237892","권역 간"
"2021","서울","Capital Area","수도권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","1894318","권역 간"
"2021","서울","Capital Area","수도권","전북","Honam","호남권","281431","권역 간"
"2021","서울","Capital Area","수도권","전남","Honam","호남권","699408","권역 간"
"2021","서울","Capital Area","수도권","경북","Yeongnam","영남권","1442676","권역 간"
"2021","서울","Capital Area","수도권","경남","Yeongnam","영남권","901098","권역 간"
"2021","서울","Capital Area","수도권","제주","Others","기타","0","권역 간"
"2021","부산","Yeongnam","영남권","서울","Capital Area","수도권","1778726","권역 간"
"2021","부산","Yeongnam","영남권","부산","Yeongnam","영남권","41926722","권역 내"
"2021","부산","Yeongnam","영남권","대구","Yeongnam","영남권","1871581","권역 내"
"2021","부산","Yeongnam","영남권","인천","Capital Area","수도권","3567405","권역 간"
"2021","부산","Yeongnam","영남권","광주","Honam","호남권","932604","권역 간"
"2021","부산","Yeongnam","영남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","597952","권역 간"
"2021","부산","Yeongnam","영남권","대전","Daejeon","대전시","720759","권역 간"
"2021","부산","Yeongnam","영남권","울산","Yeongnam","영남권","13254480","권역 내"
"2021","부산","Yeongnam","영남권","경기","Capital Area","수도권","17910171","권역 간"
"2021","부산","Yeongnam","영남권","강원","Others","기타","767964","권역 간"
"2021","부산","Yeongnam","영남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","4428011","권역 간"
"2021","부산","Yeongnam","영남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","4076760","권역 간"
"2021","부산","Yeongnam","영남권","전북","Honam","호남권","1551987","권역 간"
"2021","부산","Yeongnam","영남권","전남","Honam","호남권","2461425","권역 간"
"2021","부산","Yeongnam","영남권","경북","Yeongnam","영남권","11577889","권역 내"
"2021","부산","Yeongnam","영남권","경남","Yeongnam","영남권","22807538","권역 내"
"2021","부산","Yeongnam","영남권","제주","Others","기타","0","권역 간"
"2021","대구","Yeongnam","영남권","서울","Capital Area","수도권","703622","권역 간"
"2021","대구","Yeongnam","영남권","부산","Yeongnam","영남권","3463283","권역 내"
"2021","대구","Yeongnam","영남권","대구","Yeongnam","영남권","11362561","권역 내"
"2021","대구","Yeongnam","영남권","인천","Capital Area","수도권","406084","권역 간"
"2021","대구","Yeongnam","영남권","광주","Honam","호남권","294949","권역 간"
"2021","대구","Yeongnam","영남권","세종","Chungcheong(excl. DJ)","충청권(대전제외)","130375","권역 간"
"2021","대구","Yeongnam","영남권","대전","Daejeon","대전시","312078","권역 간"
"2021","대구","Yeongnam","영남권","울산","Yeongnam","영남권","1720047","권역 내"
"2021","대구","Yeongnam","영남권","경기","Capital Area","수도권","2359284","권역 간"
"2021","대구","Yeongnam","영남권","강원","Others","기타","491472","권역 간"
"2021","대구","Yeongnam","영남권","충북","Chungcheong(excl. DJ)","충청권(대전제외)","1146245","권역 간"
"2021","대구","Yeongnam","영남권","충남","Chungcheong(excl. DJ)","충청권(대전제외)","1590905","권역 간"
"2021","대구","Yeongnam","영남권","전북","Honam","호남권","573326","권역 간"
"2021","대구","Yeongnam","영남권","전남","Honam","호남권","865550","권역 간"
"2021","대구","Yeongnam","영남권","경북","Yeongnam","영남권","8258078","권역 내"
"2021","대구","Yeongnam","영남권","경남","Yeongnam","영남권","3385826","권역 내"
"2021","대구","Yeongnam","영남권","제주","Others","기타","0","권역 간"
"2021","인천","Capital Area","수도권","서울","Capital Area","수도권","12312791","권역 내"
"2021","인천","Capital Area","수도권","부산","Yeongnam","영남권","3492160","권역 간"
"2021","인천","Capital Area","수도권","대구","Yeongnam","영남권","665359","권역 간"
