"year","commodity","city","flow_type","cargo_volume","commodity_category","region_kr","region_en"
"2020","코크스, 연탄 및 석유정제품","충남","합계","3926098","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","코크스, 연탄 및 석유정제품","전북","반입","382410","원자재 및 기초소재","호남권","Honam"
"2020","코크스, 연탄 및 석유정제품","전북","반출","671208","원자재 및 기초소재","호남권","Honam"
"2020","코크스, 연탄 및 석유정제품","전북","합계","1053618","원자재 및 기초소재","호남권","Honam"
"2020","코크스, 연탄 및 석유정제품","전남","반입","4657314","원자재 및 기초소재","호남권","Honam"
"2020","코크스, 연탄 및 석유정제품","전남","반출","2354631","원자재 및 기초소재","호남권","Honam"
"2020","코크스, 연탄 및 석유정제품","전남","합계","7011945","원자재 및 기초소재","호남권","Honam"
"2020","코크스, 연탄 및 석유정제품","경북","반입","576040","원자재 및 기초소재","영남권","Yeongnam"
"2020","코크스, 연탄 및 석유정제품","경북","반출","2021122","원자재 및 기초소재","영남권","Yeongnam"
"2020","코크스, 연탄 및 석유정제품","경북","합계","2597162","원자재 및 기초소재","영남권","Yeongnam"
"2020","코크스, 연탄 및 석유정제품","경남","반입","1765144","원자재 및 기초소재","영남권","Yeongnam"
"2020","코크스, 연탄 및 석유정제품","경남","반출","5163527","원자재 및 기초소재","영남권","Yeongnam"
"2020","코크스, 연탄 및 석유정제품","경남","합계","6928671","원자재 및 기초소재","영남권","Yeongnam"
"2020","코크스, 연탄 및 석유정제품","제주","반입","0","원자재 및 기초소재","기타","Others"
"2020","코크스, 연탄 및 석유정제품","제주","반출","0","원자재 및 기초소재","기타","Others"
"2020","코크스, 연탄 및 석유정제품","제주","합계","0","원자재 및 기초소재","기타","Others"
"2020","화합물 및 화학제품","서울","반입","1544035","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","서울","반출","554894","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","서울","합계","2098929","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","부산","반입","1238612","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","부산","반출","496315","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","부산","합계","1734927","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","대구","반입","989527","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","대구","반출","115589","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","대구","합계","1105116","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","인천","반입","2485202","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","인천","반출","579156","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","인천","합계","3064358","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","광주","반입","617828","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","광주","반출","36253","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","광주","합계","654081","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","세종","반입","360963","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","세종","반출","316618","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","세종","합계","677581","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","대전","반입","905733","원자재 및 기초소재","대전시","Daejeon"
"2020","화합물 및 화학제품","대전","반출","324566","원자재 및 기초소재","대전시","Daejeon"
"2020","화합물 및 화학제품","대전","합계","1230299","원자재 및 기초소재","대전시","Daejeon"
"2020","화합물 및 화학제품","울산","반입","6647981","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","울산","반출","1673556","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","울산","합계","8321537","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","경기","반입","6023801","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","경기","반출","8090265","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","경기","합계","14114066","원자재 및 기초소재","수도권","Capital Area"
"2020","화합물 및 화학제품","강원","반입","418125","원자재 및 기초소재","기타","Others"
"2020","화합물 및 화학제품","강원","반출","1802353","원자재 및 기초소재","기타","Others"
"2020","화합물 및 화학제품","강원","합계","2220478","원자재 및 기초소재","기타","Others"
"2020","화합물 및 화학제품","충북","반입","2008955","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","충북","반출","5867331","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","충북","합계","7876286","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","충남","반입","5698835","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","충남","반출","6064825","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","충남","합계","11763660","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","화합물 및 화학제품","전북","반입","2184054","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","전북","반출","1381747","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","전북","합계","3565801","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","전남","반입","3765118","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","전남","반출","10544307","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","전남","합계","14309425","원자재 및 기초소재","호남권","Honam"
"2020","화합물 및 화학제품","경북","반입","3571144","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","경북","반출","2429550","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","경북","합계","6000694","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","경남","반입","2517047","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","경남","반출","699635","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","경남","합계","3216682","원자재 및 기초소재","영남권","Yeongnam"
"2020","화합물 및 화학제품","제주","반입","0","원자재 및 기초소재","기타","Others"
"2020","화합물 및 화학제품","제주","반출","0","원자재 및 기초소재","기타","Others"
"2020","화합물 및 화학제품","제주","합계","0","원자재 및 기초소재","기타","Others"
"2020","고무제품 및 플라스틱 제품","서울","반입","820180","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","서울","반출","174576","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","서울","합계","994756","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","부산","반입","585438","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","부산","반출","410365","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","부산","합계","995803","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","대구","반입","307466","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","대구","반출","648258","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","대구","합계","955724","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","인천","반입","596021","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","인천","반출","410221","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","인천","합계","1006242","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","광주","반입","248949","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","광주","반출","1552463","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","광주","합계","1801412","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","세종","반입","113548","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","세종","반출","113276","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","세종","합계","226824","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","대전","반입","381561","원자재 및 기초소재","대전시","Daejeon"
"2020","고무제품 및 플라스틱 제품","대전","반출","118152","원자재 및 기초소재","대전시","Daejeon"
"2020","고무제품 및 플라스틱 제품","대전","합계","499713","원자재 및 기초소재","대전시","Daejeon"
"2020","고무제품 및 플라스틱 제품","울산","반입","763447","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","울산","반출","209953","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","울산","합계","973400","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","경기","반입","2613157","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","경기","반출","1805646","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","경기","합계","4418803","원자재 및 기초소재","수도권","Capital Area"
"2020","고무제품 및 플라스틱 제품","강원","반입","165831","원자재 및 기초소재","기타","Others"
"2020","고무제품 및 플라스틱 제품","강원","반출","220159","원자재 및 기초소재","기타","Others"
"2020","고무제품 및 플라스틱 제품","강원","합계","385990","원자재 및 기초소재","기타","Others"
"2020","고무제품 및 플라스틱 제품","충북","반입","764436","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","충북","반출","783518","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","충북","합계","1547954","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","충남","반입","1343022","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","충남","반출","964822","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","충남","합계","2307844","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","고무제품 및 플라스틱 제품","전북","반입","342462","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","전북","반출","628730","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","전북","합계","971192","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","전남","반입","340606","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","전남","반출","310473","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","전남","합계","651079","원자재 및 기초소재","호남권","Honam"
"2020","고무제품 및 플라스틱 제품","경북","반입","1126615","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","경북","반출","1704827","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","경북","합계","2831442","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","경남","반입","1099313","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","경남","반출","1556613","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","경남","합계","2655926","원자재 및 기초소재","영남권","Yeongnam"
"2020","고무제품 및 플라스틱 제품","제주","반입","0","원자재 및 기초소재","기타","Others"
"2020","고무제품 및 플라스틱 제품","제주","반출","0","원자재 및 기초소재","기타","Others"
"2020","고무제품 및 플라스틱 제품","제주","합계","0","원자재 및 기초소재","기타","Others"
"2020","비금속 광물제품","서울","반입","5294474","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","서울","반출","1893466","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","서울","합계","7187940","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","부산","반입","4346089","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","부산","반출","8113759","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","부산","합계","12459848","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","대구","반입","1588863","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","대구","반출","13840299","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","대구","합계","15429162","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","인천","반입","2679482","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","인천","반출","40345043","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","인천","합계","43024525","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","광주","반입","3891976","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","광주","반출","1417847","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","광주","합계","5309823","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","세종","반입","2530646","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","세종","반출","7712401","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","세종","합계","10243047","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","대전","반입","3220885","원자재 및 기초소재","대전시","Daejeon"
"2020","비금속 광물제품","대전","반출","1619643","원자재 및 기초소재","대전시","Daejeon"
"2020","비금속 광물제품","대전","합계","4840528","원자재 및 기초소재","대전시","Daejeon"
"2020","비금속 광물제품","울산","반입","8375647","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","울산","반출","2742271","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","울산","합계","11117918","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","경기","반입","47822680","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","경기","반출","26570812","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","경기","합계","74393492","원자재 및 기초소재","수도권","Capital Area"
"2020","비금속 광물제품","강원","반입","7331426","원자재 및 기초소재","기타","Others"
"2020","비금속 광물제품","강원","반출","14370762","원자재 및 기초소재","기타","Others"
"2020","비금속 광물제품","강원","합계","21702188","원자재 및 기초소재","기타","Others"
"2020","비금속 광물제품","충북","반입","17689510","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","충북","반출","10997536","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","충북","합계","28687046","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","충남","반입","32180598","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","충남","반출","11918941","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","충남","합계","44099539","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속 광물제품","전북","반입","6525995","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","전북","반출","11625124","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","전북","합계","18151119","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","전남","반입","6761335","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","전남","반출","21867998","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","전남","합계","28629333","원자재 및 기초소재","호남권","Honam"
"2020","비금속 광물제품","경북","반입","31168797","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","경북","반출","9485502","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","경북","합계","40654299","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","경남","반입","14421203","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","경남","반출","11308202","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","경남","합계","25729405","원자재 및 기초소재","영남권","Yeongnam"
"2020","비금속 광물제품","제주","반입","0","원자재 및 기초소재","기타","Others"
"2020","비금속 광물제품","제주","반출","0","원자재 및 기초소재","기타","Others"
"2020","비금속 광물제품","제주","합계","0","원자재 및 기초소재","기타","Others"
"2020","제1차 금속 제품","서울","반입","763893","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","서울","반출","430146","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","서울","합계","1194039","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","부산","반입","2666847","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","부산","반출","2072073","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","부산","합계","4738920","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","대구","반입","929361","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","대구","반출","338795","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","대구","합계","1268156","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","인천","반입","2328031","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","인천","반출","733362","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","인천","합계","3061393","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","광주","반입","646257","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","광주","반출","863838","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","광주","합계","1510095","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","세종","반입","108637","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","세종","반출","94340","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","세종","합계","202977","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","대전","반입","349913","원자재 및 기초소재","대전시","Daejeon"
"2020","제1차 금속 제품","대전","반출","124228","원자재 및 기초소재","대전시","Daejeon"
"2020","제1차 금속 제품","대전","합계","474141","원자재 및 기초소재","대전시","Daejeon"
"2020","제1차 금속 제품","울산","반입","1320565","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","울산","반출","6298645","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","울산","합계","7619210","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","경기","반입","9882147","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","경기","반출","7420769","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","경기","합계","17302916","원자재 및 기초소재","수도권","Capital Area"
"2020","제1차 금속 제품","강원","반입","309234","원자재 및 기초소재","기타","Others"
"2020","제1차 금속 제품","강원","반출","41311","원자재 및 기초소재","기타","Others"
"2020","제1차 금속 제품","강원","합계","350545","원자재 및 기초소재","기타","Others"
"2020","제1차 금속 제품","충북","반입","1485042","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","충북","반출","714103","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","충북","합계","2199145","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","충남","반입","8091528","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","충남","반출","8047027","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","충남","합계","16138555","원자재 및 기초소재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","제1차 금속 제품","전북","반입","960151","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","전북","반출","1667318","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","전북","합계","2627469","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","전남","반입","3839243","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","전남","반출","1011943","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","전남","합계","4851186","원자재 및 기초소재","호남권","Honam"
"2020","제1차 금속 제품","경북","반입","3989680","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","경북","반출","6367744","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","경북","합계","10357424","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","경남","반입","3472736","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","경남","반출","4917623","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","경남","합계","8390359","원자재 및 기초소재","영남권","Yeongnam"
"2020","제1차 금속 제품","제주","반입","0","원자재 및 기초소재","기타","Others"
"2020","제1차 금속 제품","제주","반출","0","원자재 및 기초소재","기타","Others"
"2020","제1차 금속 제품","제주","합계","0","원자재 및 기초소재","기타","Others"
"2020","금속가공 제품:기계 및 가구제외","서울","반입","1866706","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","서울","반출","381707","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","서울","합계","2248413","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","부산","반입","1358870","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","부산","반출","1766890","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","부산","합계","3125760","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","대구","반입","831818","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","대구","반출","1474098","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","대구","합계","2305916","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","인천","반입","1106560","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","인천","반출","2867669","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","인천","합계","3974229","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","광주","반입","708826","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","광주","반출","601396","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","광주","합계","1310222","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","세종","반입","107857","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","세종","반출","53378","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","세종","합계","161235","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","대전","반입","537539","제조업 및 장비","대전시","Daejeon"
"2020","금속가공 제품:기계 및 가구제외","대전","반출","100978","제조업 및 장비","대전시","Daejeon"
"2020","금속가공 제품:기계 및 가구제외","대전","합계","638517","제조업 및 장비","대전시","Daejeon"
"2020","금속가공 제품:기계 및 가구제외","울산","반입","3234295","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","울산","반출","599630","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","울산","합계","3833925","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","경기","반입","5134971","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","경기","반출","4529038","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","경기","합계","9664009","제조업 및 장비","수도권","Capital Area"
"2020","금속가공 제품:기계 및 가구제외","강원","반입","488102","제조업 및 장비","기타","Others"
"2020","금속가공 제품:기계 및 가구제외","강원","반출","830191","제조업 및 장비","기타","Others"
"2020","금속가공 제품:기계 및 가구제외","강원","합계","1318293","제조업 및 장비","기타","Others"
"2020","금속가공 제품:기계 및 가구제외","충북","반입","989772","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","충북","반출","4020478","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","충북","합계","5010250","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","충남","반입","2583641","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","충남","반출","1926514","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","충남","합계","4510155","제조업 및 장비","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","금속가공 제품:기계 및 가구제외","전북","반입","916687","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","전북","반출","557538","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","전북","합계","1474225","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","전남","반입","1015336","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","전남","반출","1471932","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","전남","합계","2487268","제조업 및 장비","호남권","Honam"
"2020","금속가공 제품:기계 및 가구제외","경북","반입","2262145","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","경북","반출","3446400","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","경북","합계","5708545","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","경남","반입","4742130","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","경남","반출","3257418","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","경남","합계","7999548","제조업 및 장비","영남권","Yeongnam"
"2020","금속가공 제품:기계 및 가구제외","제주","반입","0","제조업 및 장비","기타","Others"
"2020","금속가공 제품:기계 및 가구제외","제주","반출","0","제조업 및 장비","기타","Others"
"2020","금속가공 제품:기계 및 가구제외","제주","합계","0","제조업 및 장비","기타","Others"
"2020","기타기계 및 장비제조품","서울","반입","789784","제조업 및 장비","수도권","Capital Area"
"2020","기타기계 및 장비제조품","서울","반출","154908","제조업 및 장비","수도권","Capital Area"
"2020","기타기계 및 장비제조품","서울","합계","944692","제조업 및 장비","수도권","Capital Area"
"2020","기타기계 및 장비제조품","부산","반입","664170","제조업 및 장비","영남권","Yeongnam"
"2020","기타기계 및 장비제조품","부산","반출","552217","제조업 및 장비","영남권","Yeongnam"
"2020","기타기계 및 장비제조품","부산","합계","1216387","제조업 및 장비","영남권","Yeongnam"
"2020","기타기계 및 장비제조품","대구","반입","460857","제조업 및 장비","영남권","Yeongnam"
