"연도","품목","지역","구분","물동량_톤","commodity_cat_en","commodity_cat_kr","region_kr","region_en"
"2020","수산물","전남","합계","1830528","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","수산물","경북","반입","197778","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","수산물","경북","반출","88133","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","수산물","경북","합계","285911","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","수산물","경남","반입","360655","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","수산물","경남","반출","503637","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","수산물","경남","합계","864292","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","수산물","제주","반입","0","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","수산물","제주","반출","0","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","수산물","제주","합계","0","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","축산물","서울","반입","143962","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","서울","반출","1027","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","서울","합계","144989","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","부산","반입","57514","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","부산","반출","3035","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","부산","합계","60549","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","대구","반입","188553","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","대구","반출","5340","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","대구","합계","193893","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","인천","반입","40270","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","인천","반출","30220","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","인천","합계","70490","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","광주","반입","40527","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","광주","반출","11884","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","광주","합계","52411","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","세종","반입","26407","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","세종","반출","85226","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","세종","합계","111633","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","대전","반입","40376","Agriculture & Fresh Food","농축수산물 및 신선식품","대전시","Daejeon"
"2020","축산물","대전","반출","9346","Agriculture & Fresh Food","농축수산물 및 신선식품","대전시","Daejeon"
"2020","축산물","대전","합계","49722","Agriculture & Fresh Food","농축수산물 및 신선식품","대전시","Daejeon"
"2020","축산물","울산","반입","18596","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","울산","반출","18716","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","울산","합계","37312","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","경기","반입","375028","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","경기","반출","974248","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","경기","합계","1349276","Agriculture & Fresh Food","농축수산물 및 신선식품","수도권","Capital Area"
"2020","축산물","강원","반입","194502","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","축산물","강원","반출","182218","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","축산물","강원","합계","376720","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","축산물","충북","반입","710307","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","충북","반출","200043","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","충북","합계","910350","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","충남","반입","266782","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","충남","반출","616642","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","충남","합계","883424","Agriculture & Fresh Food","농축수산물 및 신선식품","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","축산물","전북","반입","497928","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","전북","반출","263070","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","전북","합계","760998","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","전남","반입","113697","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","전남","반출","312133","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","전남","합계","425830","Agriculture & Fresh Food","농축수산물 및 신선식품","호남권","Honam"
"2020","축산물","경북","반입","448810","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","경북","반출","296389","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","경북","합계","745199","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","경남","반입","161865","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","경남","반출","315587","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","경남","합계","477452","Agriculture & Fresh Food","농축수산물 및 신선식품","영남권","Yeongnam"
"2020","축산물","제주","반입","0","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","축산물","제주","반출","0","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","축산물","제주","합계","0","Agriculture & Fresh Food","농축수산물 및 신선식품","기타","Others"
"2020","석탄광물","서울","반입","122611","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","서울","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","서울","합계","122611","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","부산","반입","56571","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","부산","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","부산","합계","56571","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","대구","반입","59399","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","대구","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","대구","합계","59399","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","인천","반입","60000","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","인천","반출","99449","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","인천","합계","159449","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","광주","반입","25602","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","광주","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","광주","합계","25602","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","세종","반입","17495","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","세종","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","세종","합계","17495","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","대전","반입","51558","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","석탄광물","대전","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","석탄광물","대전","합계","51558","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","석탄광물","울산","반입","156843","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","울산","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","울산","합계","156843","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","경기","반입","234837","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","경기","반출","9856652","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","경기","합계","10091489","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석탄광물","강원","반입","432419","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석탄광물","강원","반출","777724","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석탄광물","강원","합계","1210143","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석탄광물","충북","반입","147878","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","충북","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","충북","합계","147878","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","충남","반입","9962700","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","충남","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","충남","합계","9962700","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석탄광물","전북","반입","89334","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","전북","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","전북","합계","89334","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","전남","반입","280591","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","전남","반출","244626","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","전남","합계","525217","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석탄광물","경북","반입","229311","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","경북","반출","890908","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","경북","합계","1120219","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","경남","반입","102313","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","경남","반출","160103","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","경남","합계","262416","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석탄광물","제주","반입","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석탄광물","제주","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석탄광물","제주","합계","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석회석광물","서울","반입","232148","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","서울","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","서울","합계","232148","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","부산","반입","17816","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","부산","반출","1514225","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","부산","합계","1532041","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","대구","반입","13019","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","대구","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","대구","합계","13019","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","인천","반입","27345","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","인천","반출","3664098","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","인천","합계","3691443","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","광주","반입","41263","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","광주","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","광주","합계","41263","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","세종","반입","9471","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","세종","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","세종","합계","9471","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","대전","반입","212932","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","석회석광물","대전","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","석회석광물","대전","합계","212932","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","석회석광물","울산","반입","21383","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","울산","반출","104971","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","울산","합계","126354","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","경기","반입","3054590","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","경기","반출","2643820","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","경기","합계","5698410","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","석회석광물","강원","반입","22743","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석회석광물","강원","반출","350420","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석회석광물","강원","합계","373163","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석회석광물","충북","반입","1612755","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","충북","반출","219250","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","충북","합계","1832005","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","충남","반입","1418292","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","충남","반출","123463","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","충남","합계","1541755","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","석회석광물","전북","반입","692713","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","전북","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","전북","합계","692713","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","전남","반입","368212","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","전남","반출","581961","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","전남","합계","950173","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","석회석광물","경북","반입","209182","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","경북","반출","573728","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","경북","합계","782910","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","경남","반입","1822072","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","경남","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","경남","합계","1822072","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","석회석광물","제주","반입","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석회석광물","제주","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","석회석광물","제주","합계","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","비금속광물","서울","반입","4926956","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","서울","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","서울","합계","4926956","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","부산","반입","6454361","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","부산","반출","610980","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","부산","합계","7065341","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","대구","반입","4966100","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","대구","반출","285520","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","대구","합계","5251620","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","인천","반입","3643070","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","인천","반출","19802282","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","인천","합계","23445352","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","광주","반입","1680635","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","광주","반출","1750","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","광주","합계","1682385","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","세종","반입","2778590","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","세종","반출","4532512","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","세종","합계","7311102","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","대전","반입","2751685","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","비금속광물","대전","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","비금속광물","대전","합계","2751685","Heavy Industry & Raw Materials","중화학 및 원자재","대전시","Daejeon"
"2020","비금속광물","울산","반입","4553194","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","울산","반출","3352560","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","울산","합계","7905754","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","경기","반입","39561293","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","경기","반출","12693873","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","경기","합계","52255166","Heavy Industry & Raw Materials","중화학 및 원자재","수도권","Capital Area"
"2020","비금속광물","강원","반입","12473982","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","비금속광물","강원","반출","21845847","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","비금속광물","강원","합계","34319829","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","비금속광물","충북","반입","14637471","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","충북","반출","17694365","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","충북","합계","32331836","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","충남","반입","13332861","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","충남","반출","16197887","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","충남","합계","29530748","Heavy Industry & Raw Materials","중화학 및 원자재","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","비금속광물","전북","반입","7820921","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","전북","반출","10817089","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","전북","합계","18638010","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","전남","반입","8755187","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","전남","반출","18429343","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","전남","합계","27184530","Heavy Industry & Raw Materials","중화학 및 원자재","호남권","Honam"
"2020","비금속광물","경북","반입","15611555","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","경북","반출","10259317","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","경북","합계","25870872","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","경남","반입","7916784","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","경남","반출","15341320","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","경남","합계","23258104","Heavy Industry & Raw Materials","중화학 및 원자재","영남권","Yeongnam"
"2020","비금속광물","제주","반입","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","비금속광물","제주","반출","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","비금속광물","제주","합계","0","Heavy Industry & Raw Materials","중화학 및 원자재","기타","Others"
"2020","음식료품","서울","반입","3819419","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","서울","반출","310110","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","서울","합계","4129529","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","부산","반입","1016421","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","부산","반출","716675","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","부산","합계","1733096","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","대구","반입","744934","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","대구","반출","305947","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","대구","합계","1050881","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","인천","반입","1186417","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","인천","반출","1146954","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","인천","합계","2333371","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","광주","반입","488120","Consumer & E-Commerce","소비재 및 이커머스","호남권","Honam"
"2020","음식료품","광주","반출","186619","Consumer & E-Commerce","소비재 및 이커머스","호남권","Honam"
"2020","음식료품","광주","합계","674739","Consumer & E-Commerce","소비재 및 이커머스","호남권","Honam"
"2020","음식료품","세종","반입","191651","Consumer & E-Commerce","소비재 및 이커머스","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","음식료품","세종","반출","529074","Consumer & E-Commerce","소비재 및 이커머스","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","음식료품","세종","합계","720725","Consumer & E-Commerce","소비재 및 이커머스","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","음식료품","대전","반입","701086","Consumer & E-Commerce","소비재 및 이커머스","대전시","Daejeon"
"2020","음식료품","대전","반출","109923","Consumer & E-Commerce","소비재 및 이커머스","대전시","Daejeon"
"2020","음식료품","대전","합계","811009","Consumer & E-Commerce","소비재 및 이커머스","대전시","Daejeon"
"2020","음식료품","울산","반입","412357","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","울산","반출","456374","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","울산","합계","868731","Consumer & E-Commerce","소비재 및 이커머스","영남권","Yeongnam"
"2020","음식료품","경기","반입","2942858","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","경기","반출","7487218","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","경기","합계","10430076","Consumer & E-Commerce","소비재 및 이커머스","수도권","Capital Area"
"2020","음식료품","강원","반입","1055870","Consumer & E-Commerce","소비재 및 이커머스","기타","Others"
"2020","음식료품","강원","반출","1181345","Consumer & E-Commerce","소비재 및 이커머스","기타","Others"
"2020","음식료품","강원","합계","2237215","Consumer & E-Commerce","소비재 및 이커머스","기타","Others"
"2020","음식료품","충북","반입","2585082","Consumer & E-Commerce","소비재 및 이커머스","충청권(대전제외)","Chungcheong(excl. DJ)"
"2020","음식료품","충북","반출","1147997","Consumer & E-Commerce","소비재 및 이커머스","충청권(대전제외)","Chungcheong(excl. DJ)"
