"연도","base_city_kr","base_city_en","target_city_kr","target_city_en","logistics_type","물동량"
"2020","호남권","Honam","호남권","Honam","권역 내","8052783"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","951554"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","1163219"
"2020","호남권","Honam","기타","Others","권역 간","0"
"2020","대전시","Daejeon","수도권","Capital Area","권역 간","193396"
"2020","대전시","Daejeon","영남권","Yeongnam","권역 간","1317637"
"2020","대전시","Daejeon","영남권","Yeongnam","권역 간","84226"
"2020","대전시","Daejeon","수도권","Capital Area","권역 간","239712"
"2020","대전시","Daejeon","호남권","Honam","권역 간","75339"
"2020","대전시","Daejeon","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","117059"
"2020","대전시","Daejeon","대전시","Daejeon","권역 내","4042179"
"2020","대전시","Daejeon","영남권","Yeongnam","권역 간","249076"
"2020","대전시","Daejeon","수도권","Capital Area","권역 간","922966"
"2020","대전시","Daejeon","기타","Others","권역 간","119361"
"2020","대전시","Daejeon","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","754804"
"2020","대전시","Daejeon","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","964371"
"2020","대전시","Daejeon","호남권","Honam","권역 간","210730"
"2020","대전시","Daejeon","호남권","Honam","권역 간","328154"
"2020","대전시","Daejeon","영남권","Yeongnam","권역 간","582819"
"2020","대전시","Daejeon","영남권","Yeongnam","권역 간","288464"
"2020","대전시","Daejeon","기타","Others","권역 간","0"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","304135"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","14046251"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","635310"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","403544"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","210701"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","76411"
"2020","영남권","Yeongnam","대전시","Daejeon","권역 간","175649"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","92380440"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","2010877"
"2020","영남권","Yeongnam","기타","Others","권역 간","446986"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","759505"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1225071"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","455225"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","1537187"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","4666355"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","4028206"
"2020","영남권","Yeongnam","기타","Others","권역 간","0"
"2020","수도권","Capital Area","수도권","Capital Area","권역 내","20980390"
"2020","수도권","Capital Area","영남권","Yeongnam","권역 간","16758236"
"2020","수도권","Capital Area","영남권","Yeongnam","권역 간","1523411"
"2020","수도권","Capital Area","수도권","Capital Area","권역 내","18413459"
"2020","수도권","Capital Area","호남권","Honam","권역 간","1235762"
"2020","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1330598"
"2020","수도권","Capital Area","대전시","Daejeon","권역 간","2736630"
"2020","수도권","Capital Area","영남권","Yeongnam","권역 간","4388180"
"2020","수도권","Capital Area","수도권","Capital Area","권역 내","137702306"
"2020","수도권","Capital Area","기타","Others","권역 간","6646866"
"2020","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","13243197"
"2020","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","38717686"
"2020","수도권","Capital Area","호남권","Honam","권역 간","4362687"
"2020","수도권","Capital Area","호남권","Honam","권역 간","4868620"
"2020","수도권","Capital Area","영남권","Yeongnam","권역 간","9837422"
"2020","수도권","Capital Area","영남권","Yeongnam","권역 간","5263844"
"2020","수도권","Capital Area","기타","Others","권역 간","0"
"2020","기타","Others","수도권","Capital Area","권역 간","2069045"
"2020","기타","Others","영남권","Yeongnam","권역 간","1650677"
"2020","기타","Others","영남권","Yeongnam","권역 간","891337"
"2020","기타","Others","수도권","Capital Area","권역 간","1485520"
"2020","기타","Others","호남권","Honam","권역 간","361939"
"2020","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","508818"
"2020","기타","Others","대전시","Daejeon","권역 간","668926"
"2020","기타","Others","영남권","Yeongnam","권역 간","2063055"
"2020","기타","Others","수도권","Capital Area","권역 간","14098674"
"2020","기타","Others","기타","Others","권역 내","36629399"
"2020","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","5692567"
"2020","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4990576"
"2020","기타","Others","호남권","Honam","권역 간","1634893"
"2020","기타","Others","호남권","Honam","권역 간","2417066"
"2020","기타","Others","영남권","Yeongnam","권역 간","7488028"
"2020","기타","Others","영남권","Yeongnam","권역 간","2438446"
"2020","기타","Others","기타","Others","권역 내","0"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","1846122"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","3227865"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","945603"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","1347345"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","464930"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","1414284"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","대전시","Daejeon","권역 간","1576999"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","2307201"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","12709896"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","기타","Others","권역 간","4276163"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","18810808"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","8215914"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","1999292"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","2571479"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","6112245"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","2628267"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","기타","Others","권역 간","0"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","3218660"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","5235730"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","1000850"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","3250221"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","890142"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","1662469"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","대전시","Daejeon","권역 간","2535641"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","2828489"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","25980168"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","기타","Others","권역 간","2584696"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","7269432"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","77271817"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","4777632"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","4151459"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","5727406"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","3181443"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","기타","Others","권역 간","0"
"2020","호남권","Honam","수도권","Capital Area","권역 간","2268456"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","3037156"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","1268782"
"2020","호남권","Honam","수도권","Capital Area","권역 간","1386895"
"2020","호남권","Honam","호남권","Honam","권역 내","2187586"
"2020","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","683338"
"2020","호남권","Honam","대전시","Daejeon","권역 간","1965197"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","1994334"
"2020","호남권","Honam","수도권","Capital Area","권역 간","10431422"
"2020","호남권","Honam","기타","Others","권역 간","2099421"
"2020","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4581243"
"2020","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","9482624"
"2020","호남권","Honam","호남권","Honam","권역 내","35101162"
"2020","호남권","Honam","호남권","Honam","권역 내","8702205"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","6177346"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","4677727"
"2020","호남권","Honam","기타","Others","권역 간","0"
"2020","호남권","Honam","수도권","Capital Area","권역 간","1860580"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","4108442"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","1574577"
"2020","호남권","Honam","수도권","Capital Area","권역 간","1541310"
"2020","호남권","Honam","호남권","Honam","권역 내","7172901"
"2020","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1629672"
"2020","호남권","Honam","대전시","Daejeon","권역 간","1228904"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","4871732"
"2020","호남권","Honam","수도권","Capital Area","권역 간","12011279"
"2020","호남권","Honam","기타","Others","권역 간","2816975"
"2020","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","5390504"
"2020","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","8303445"
"2020","호남권","Honam","호남권","Honam","권역 내","8366904"
"2020","호남권","Honam","호남권","Honam","권역 내","122266607"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","8304798"
"2020","호남권","Honam","영남권","Yeongnam","권역 간","9289769"
"2020","호남권","Honam","기타","Others","권역 간","0"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","1832623"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","16312443"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","4179689"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","1356152"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","776795"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","424484"
"2020","영남권","Yeongnam","대전시","Daejeon","권역 간","988440"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","8299089"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","8288409"
"2020","영남권","Yeongnam","기타","Others","권역 간","3001646"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4740100"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4865969"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","1979556"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","3474456"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","60789502"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","6901430"
"2020","영남권","Yeongnam","기타","Others","권역 간","0"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","1345938"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","27139453"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","2950726"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","1012331"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","959178"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","344685"
"2020","영남권","Yeongnam","대전시","Daejeon","권역 간","830463"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","9841903"
"2020","영남권","Yeongnam","수도권","Capital Area","권역 간","6800034"
"2020","영남권","Yeongnam","기타","Others","권역 간","1903285"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","3011408"
"2020","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4044465"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","2440337"
"2020","영남권","Yeongnam","호남권","Honam","권역 간","6393940"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","10424454"
"2020","영남권","Yeongnam","영남권","Yeongnam","권역 내","69045854"
"2020","영남권","Yeongnam","기타","Others","권역 간","0"
"2020","기타","Others","수도권","Capital Area","권역 간","0"
"2020","기타","Others","영남권","Yeongnam","권역 간","0"
"2020","기타","Others","영남권","Yeongnam","권역 간","0"
"2020","기타","Others","수도권","Capital Area","권역 간","0"
"2020","기타","Others","호남권","Honam","권역 간","0"
"2020","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","0"
"2020","기타","Others","대전시","Daejeon","권역 간","0"
"2020","기타","Others","영남권","Yeongnam","권역 간","0"
"2020","기타","Others","수도권","Capital Area","권역 간","0"
"2020","기타","Others","기타","Others","권역 내","0"
"2020","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","0"
"2020","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","0"
"2020","기타","Others","호남권","Honam","권역 간","0"
"2020","기타","Others","호남권","Honam","권역 간","0"
"2020","기타","Others","영남권","Yeongnam","권역 간","0"
"2020","기타","Others","영남권","Yeongnam","권역 간","0"
"2020","기타","Others","기타","Others","권역 내","9123013"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","323739"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","449627"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","147691"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","298813"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","108438"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","2363623"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","대전시","Daejeon","권역 간","607431"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","307115"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","2737789"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","기타","Others","권역 간","487486"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","3494556"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","4030889"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","529705"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","613294"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","1208162"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","465389"
"2020","충청권(대전제외)","Chungcheong(excl. DJ)","기타","Others","권역 간","0"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","35820763"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","1028857"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","289488"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","1806951"
"2021","수도권","Capital Area","호남권","Honam","권역 간","213471"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","134196"
"2021","수도권","Capital Area","대전시","Daejeon","권역 간","340934"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","609983"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","18468535"
"2021","수도권","Capital Area","기타","Others","권역 간","995461"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1237892"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1894318"
"2021","수도권","Capital Area","호남권","Honam","권역 간","281431"
"2021","수도권","Capital Area","호남권","Honam","권역 간","699408"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","1442676"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","901098"
"2021","수도권","Capital Area","기타","Others","권역 간","0"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","1778726"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","41926722"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","1871581"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","3567405"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","932604"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","597952"
"2021","영남권","Yeongnam","대전시","Daejeon","권역 간","720759"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","13254480"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","17910171"
"2021","영남권","Yeongnam","기타","Others","권역 간","767964"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4428011"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4076760"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","1551987"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","2461425"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","11577889"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","22807538"
"2021","영남권","Yeongnam","기타","Others","권역 간","0"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","703622"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","3463283"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","11362561"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","406084"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","294949"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","130375"
"2021","영남권","Yeongnam","대전시","Daejeon","권역 간","312078"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","1720047"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","2359284"
"2021","영남권","Yeongnam","기타","Others","권역 간","491472"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1146245"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1590905"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","573326"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","865550"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","8258078"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","3385826"
"2021","영남권","Yeongnam","기타","Others","권역 간","0"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","12312791"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","3492160"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","665359"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","96896361"
"2021","수도권","Capital Area","호남권","Honam","권역 간","526224"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","563156"
"2021","수도권","Capital Area","대전시","Daejeon","권역 간","1041055"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","2648770"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","65674173"
"2021","수도권","Capital Area","기타","Others","권역 간","3685178"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","5027923"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","9785673"
"2021","수도권","Capital Area","호남권","Honam","권역 간","1735270"
"2021","수도권","Capital Area","호남권","Honam","권역 간","3837331"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","4798951"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","2747329"
"2021","수도권","Capital Area","기타","Others","권역 간","0"
"2021","호남권","Honam","수도권","Capital Area","권역 간","442880"
"2021","호남권","Honam","영남권","Yeongnam","권역 간","2507353"
"2021","호남권","Honam","영남권","Yeongnam","권역 간","241338"
"2021","호남권","Honam","수도권","Capital Area","권역 간","406875"
"2021","호남권","Honam","호남권","Honam","권역 내","7264710"
"2021","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","57331"
"2021","호남권","Honam","대전시","Daejeon","권역 간","226657"
"2021","호남권","Honam","영남권","Yeongnam","권역 간","961727"
"2021","호남권","Honam","수도권","Capital Area","권역 간","1903319"
"2021","호남권","Honam","기타","Others","권역 간","188881"
"2021","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","500229"
"2021","호남권","Honam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1148128"
"2021","호남권","Honam","호남권","Honam","권역 내","989557"
"2021","호남권","Honam","호남권","Honam","권역 내","8213525"
"2021","호남권","Honam","영남권","Yeongnam","권역 간","1002568"
"2021","호남권","Honam","영남권","Yeongnam","권역 간","1220583"
"2021","호남권","Honam","기타","Others","권역 간","0"
"2021","대전시","Daejeon","수도권","Capital Area","권역 간","181335"
"2021","대전시","Daejeon","영남권","Yeongnam","권역 간","1449224"
"2021","대전시","Daejeon","영남권","Yeongnam","권역 간","85756"
"2021","대전시","Daejeon","수도권","Capital Area","권역 간","247595"
"2021","대전시","Daejeon","호남권","Honam","권역 간","71934"
"2021","대전시","Daejeon","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","113024"
"2021","대전시","Daejeon","대전시","Daejeon","권역 내","4041811"
"2021","대전시","Daejeon","영남권","Yeongnam","권역 간","219687"
"2021","대전시","Daejeon","수도권","Capital Area","권역 간","871498"
"2021","대전시","Daejeon","기타","Others","권역 간","113149"
"2021","대전시","Daejeon","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","712155"
"2021","대전시","Daejeon","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","876909"
"2021","대전시","Daejeon","호남권","Honam","권역 간","193770"
"2021","대전시","Daejeon","호남권","Honam","권역 간","272482"
"2021","대전시","Daejeon","영남권","Yeongnam","권역 간","560180"
"2021","대전시","Daejeon","영남권","Yeongnam","권역 간","287143"
"2021","대전시","Daejeon","기타","Others","권역 간","0"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","280573"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","15144010"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","640576"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","374213"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","195286"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","76359"
"2021","영남권","Yeongnam","대전시","Daejeon","권역 간","172952"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","93584105"
"2021","영남권","Yeongnam","수도권","Capital Area","권역 간","1837550"
"2021","영남권","Yeongnam","기타","Others","권역 간","445745"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","746232"
"2021","영남권","Yeongnam","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1167834"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","440267"
"2021","영남권","Yeongnam","호남권","Honam","권역 간","1463811"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","4750247"
"2021","영남권","Yeongnam","영남권","Yeongnam","권역 내","4100706"
"2021","영남권","Yeongnam","기타","Others","권역 간","0"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","23502069"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","18727078"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","2093957"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","21550101"
"2021","수도권","Capital Area","호남권","Honam","권역 간","1383914"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","1769412"
"2021","수도권","Capital Area","대전시","Daejeon","권역 간","3183600"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","5185270"
"2021","수도권","Capital Area","수도권","Capital Area","권역 내","158727338"
"2021","수도권","Capital Area","기타","Others","권역 간","10331182"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","16233454"
"2021","수도권","Capital Area","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","42384731"
"2021","수도권","Capital Area","호남권","Honam","권역 간","5801052"
"2021","수도권","Capital Area","호남권","Honam","권역 간","6596265"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","12079379"
"2021","수도권","Capital Area","영남권","Yeongnam","권역 간","6449160"
"2021","수도권","Capital Area","기타","Others","권역 간","0"
"2021","기타","Others","수도권","Capital Area","권역 간","1712598"
"2021","기타","Others","영남권","Yeongnam","권역 간","1577622"
"2021","기타","Others","영남권","Yeongnam","권역 간","838283"
"2021","기타","Others","수도권","Capital Area","권역 간","1226560"
"2021","기타","Others","호남권","Honam","권역 간","334002"
"2021","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","438456"
"2021","기타","Others","대전시","Daejeon","권역 간","610815"
"2021","기타","Others","영남권","Yeongnam","권역 간","1826645"
"2021","기타","Others","수도권","Capital Area","권역 간","10625502"
"2021","기타","Others","기타","Others","권역 내","34777451"
"2021","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","5011748"
"2021","기타","Others","충청권(대전제외)","Chungcheong(excl. DJ)","권역 간","4321937"
"2021","기타","Others","호남권","Honam","권역 간","1594788"
"2021","기타","Others","호남권","Honam","권역 간","2168302"
"2021","기타","Others","영남권","Yeongnam","권역 간","7095292"
"2021","기타","Others","영남권","Yeongnam","권역 간","2359287"
"2021","기타","Others","기타","Others","권역 내","0"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","1787908"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","3498693"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","1022705"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","1314728"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","호남권","Honam","권역 간","495017"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","충청권(대전제외)","Chungcheong(excl. DJ)","권역 내","1365015"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","대전시","Daejeon","권역 간","1615031"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","영남권","Yeongnam","권역 간","2632731"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","수도권","Capital Area","권역 간","11390776"
"2021","충청권(대전제외)","Chungcheong(excl. DJ)","기타","Others","권역 간","4421357"
