연도,기준지역,대상지역,구분,물동량
2022,서울,경북,출발,7679735
2022,서울,경남,출발,7330654
2022,서울,제주,출발,0
2022,부산,서울,출발,1438857
2022,부산,부산,출발,40869185
2022,부산,대구,출발,1925308
2022,부산,인천,출발,3047806
2022,부산,광주,출발,797800
2022,부산,세종,출발,367651
2022,부산,대전,출발,524481
2022,부산,울산,출발,12560161
2022,부산,경기,출발,18206638
2022,부산,강원,출발,660709
2022,부산,충북,출발,3802854
2022,부산,충남,출발,3495488
2022,부산,전북,출발,1549045
2022,부산,전남,출발,2239252
2022,부산,경북,출발,11148534
2022,부산,경남,출발,20674959
2022,부산,제주,출발,0
2022,대구,서울,출발,468188
2022,대구,부산,출발,3145496
2022,대구,대구,출발,6534817
2022,대구,인천,출발,441329
2022,대구,광주,출발,216892
2022,대구,세종,출발,70865
2022,대구,대전,출발,188609
2022,대구,울산,출발,1102512
2022,대구,경기,출발,1401700
2022,대구,강원,출발,266579
2022,대구,충북,출발,565484
2022,대구,충남,출발,815191
2022,대구,전북,출발,397779
2022,대구,전남,출발,645258
2022,대구,경북,출발,4299411
2022,대구,경남,출발,2396749
2022,대구,제주,출발,0
2022,인천,서울,출발,7007210
2022,인천,부산,출발,3481148
2022,인천,대구,출발,594863
2022,인천,인천,출발,77559030
2022,인천,광주,출발,472396
2022,인천,세종,출발,308011
2022,인천,대전,출발,641622
2022,인천,울산,출발,1576170
2022,인천,경기,출발,43119287
2022,인천,강원,출발,1781677
2022,인천,충북,출발,3488803
2022,인천,충남,출발,5540492
2022,인천,전북,출발,1277144
2022,인천,전남,출발,2358822
2022,인천,경북,출발,3541509
2022,인천,경남,출발,2449606
2022,인천,제주,출발,0
2022,광주,서울,출발,634793
2022,광주,부산,출발,2571392
2022,광주,대구,출발,305690
2022,광주,인천,출발,626441
2022,광주,광주,출발,5289842
2022,광주,세종,출발,45276
2022,광주,대전,출발,234760
2022,광주,울산,출발,855837
2022,광주,경기,출발,2401866
2022,광주,강원,출발,175552
2022,광주,충북,출발,425865
2022,광주,충남,출발,1205478
2022,광주,전북,출발,1186842
2022,광주,전남,출발,7176160
2022,광주,경북,출발,957121
2022,광주,경남,출발,1327084
2022,광주,제주,출발,0
2022,대전,서울,출발,114558
2022,대전,부산,출발,1324433
2022,대전,대구,출발,59504
2022,대전,인천,출발,183959
2022,대전,광주,출발,42701
2022,대전,세종,출발,33034
2022,대전,대전,출발,908460
2022,대전,울산,출발,91243
2022,대전,경기,출발,369642
2022,대전,강원,출발,37007
2022,대전,충북,출발,224541
2022,대전,충남,출발,276818
2022,대전,전북,출발,128437
2022,대전,전남,출발,124472
2022,대전,경북,출발,209138
2022,대전,경남,출발,168716
2022,대전,제주,출발,0
2022,울산,서울,출발,300096
2022,울산,부산,출발,14885329
2022,울산,대구,출발,532658
2022,울산,인천,출발,297523
2022,울산,광주,출발,116749
2022,울산,세종,출발,57409
2022,울산,대전,출발,176750
2022,울산,울산,출발,79194746
2022,울산,경기,출발,1236900
2022,울산,강원,출발,376239
2022,울산,충북,출발,475707
2022,울산,충남,출발,607616
2022,울산,전북,출발,444307
2022,울산,전남,출발,916085
2022,울산,경북,출발,2559282
2022,울산,경남,출발,3277622
2022,울산,제주,출발,0
2022,경기,서울,출발,22296749
2022,경기,부산,출발,24999459
2022,경기,대구,출발,4868177
2022,경기,인천,출발,25863817
2022,경기,광주,출발,3170844
2022,경기,세종,출발,2504365
2022,경기,대전,출발,5055054
2022,경기,울산,출발,11371019
2022,경기,경기,출발,156706291
2022,경기,강원,출발,11857914
2022,경기,충북,출발,19672799
2022,경기,충남,출발,47403458
2022,경기,전북,출발,9819334
2022,경기,전남,출발,13878408
2022,경기,경북,출발,20335676
2022,경기,경남,출발,13987787
2022,경기,제주,출발,0
2022,강원,서울,출발,2835387
2022,강원,부산,출발,3389851
2022,강원,대구,출발,1827897
2022,강원,인천,출발,2525137
2022,강원,광주,출발,1007585
2022,강원,세종,출발,735694
2022,강원,대전,출발,1281678
2022,강원,울산,출발,4357775
2022,강원,경기,출발,17095516
2022,강원,강원,출발,33756526
2022,강원,충북,출발,7217399
2022,강원,충남,출발,7198265
2022,강원,전북,출발,2813932
2022,강원,전남,출발,4483064
2022,강원,경북,출발,11863656
2022,강원,경남,출발,6038194
2022,강원,제주,출발,0
2022,충북,서울,출발,3630919
2022,충북,부산,출발,4188940
2022,충북,대구,출발,1513580
2022,충북,인천,출발,2779303
2022,충북,광주,출발,970574
2022,충북,세종,출발,1512082
2022,충북,대전,출발,2282543
2022,충북,울산,출발,8657075
2022,충북,경기,출발,15595914
2022,충북,강원,출발,3481123
2022,충북,충북,출발,15709952
2022,충북,충남,출발,12088404
2022,충북,전북,출발,2792510
2022,충북,전남,출발,6699494
2022,충북,경북,출발,8893259
2022,충북,경남,출발,5028025
2022,충북,제주,출발,0
2022,충남,서울,출발,3159264
2022,충남,부산,출발,5288338
2022,충남,대구,출발,1188920
2022,충남,인천,출발,3605722
2022,충남,광주,출발,1092655
2022,충남,세종,출발,1408695
2022,충남,대전,출발,2378267
2022,충남,울산,출발,3534520
2022,충남,경기,출발,22369864
2022,충남,강원,출발,2401967
2022,충남,충북,출발,7033420
2022,충남,충남,출발,68040310
2022,충남,전북,출발,4940441
2022,충남,전남,출발,4884743
2022,충남,경북,출발,6384397
2022,충남,경남,출발,4736410
2022,충남,제주,출발,0
2022,전북,서울,출발,1006442
2022,전북,부산,출발,2816966
2022,전북,대구,출발,884094
2022,전북,인천,출발,1336057
2022,전북,광주,출발,1433886
2022,전북,세종,출발,537337
2022,전북,대전,출발,1136717
2022,전북,울산,출발,2066692
2022,전북,경기,출발,6232033
2022,전북,강원,출발,1489968
2022,전북,충북,출발,3100777
2022,전북,충남,출발,7470409
2022,전북,전북,출발,27346546
2022,전북,전남,출발,7297543
2022,전북,경북,출발,4645779
2022,전북,경남,출발,3906233
2022,전북,제주,출발,0
2022,전남,서울,출발,1426117
2022,전남,부산,출발,2877640
2022,전남,대구,출발,984349
2022,전남,인천,출발,1256714
2022,전남,광주,출발,5788909
2022,전남,세종,출발,1376311
2022,전남,대전,출발,712396
2022,전남,울산,출발,3512427
2022,전남,경기,출발,7513329
2022,전남,강원,출발,1624970
2022,전남,충북,출발,3297404
2022,전남,충남,출발,4353278
2022,전남,전북,출발,5462477
2022,전남,전남,출발,107510031
2022,전남,경북,출발,4647002
2022,전남,경남,출발,6586428
2022,전남,제주,출발,0
2022,경북,서울,출발,1632980
2022,경북,부산,출발,16306918
2022,경북,대구,출발,3267629
2022,경북,인천,출발,1296590
2022,경북,광주,출발,693985
2022,경북,세종,출발,372629
2022,경북,대전,출발,812770
2022,경북,울산,출발,6758846
2022,경북,경기,출발,6664297
2022,경북,강원,출발,2143049
2022,경북,충북,출발,3955310
2022,경북,충남,출발,3894827
2022,경북,전북,출발,1965515
2022,경북,전남,출발,3389026
2022,경북,경북,출발,47169474
2022,경북,경남,출발,7022839
2022,경북,제주,출발,0
2022,경남,서울,출발,868854
2022,경남,부산,출발,24767149
2022,경남,대구,출발,1632787
2022,경남,인천,출발,861269
2022,경남,광주,출발,540327
2022,경남,세종,출발,190197
2022,경남,대전,출발,430383
2022,경남,울산,출발,6897234
2022,경남,경기,출발,3658709
2022,경남,강원,출발,1139054
2022,경남,충북,출발,1574478
2022,경남,충남,출발,1986208
2022,경남,전북,출발,1532595
2022,경남,전남,출발,3915074
2022,경남,경북,출발,4518145
2022,경남,경남,출발,55968802
2022,경남,제주,출발,0
2022,제주,서울,출발,0
2022,제주,부산,출발,0
2022,제주,대구,출발,0
2022,제주,인천,출발,0
2022,제주,광주,출발,0
2022,제주,세종,출발,0
2022,제주,대전,출발,0
2022,제주,울산,출발,0
2022,제주,경기,출발,0
2022,제주,강원,출발,0
2022,제주,충북,출발,0
2022,제주,충남,출발,0
2022,제주,전북,출발,0
2022,제주,전남,출발,0
2022,제주,경북,출발,0
2022,제주,경남,출발,0
2022,제주,제주,출발,7579159
2022,세종,서울,출발,177384
2022,세종,부산,출발,221241
2022,세종,대구,출발,125832
2022,세종,인천,출발,279338
2022,세종,광주,출발,91621
2022,세종,세종,출발,1079560
2022,세종,대전,출발,326576
2022,세종,울산,출발,305951
2022,세종,경기,출발,1537884
2022,세종,강원,출발,338744
2022,세종,충북,출발,1760662
2022,세종,충남,출발,2028171
2022,세종,전북,출발,406923
2022,세종,전남,출발,600181
2022,세종,경북,출발,864150
2022,세종,경남,출발,451189
2022,세종,제주,출발,0
2023,서울,서울,출발,41436341
2023,서울,부산,출발,5340316
2023,서울,대구,출발,3208269
2023,서울,인천,출발,6348164
2023,서울,광주,출발,2146381
2023,서울,세종,출발,520066
2023,서울,대전,출발,2579992
2023,서울,울산,출발,3971692
2023,서울,경기,출발,31883488
2023,서울,강원,출발,2616366
2023,서울,충북,출발,4177146
2023,서울,충남,출발,6139688
2023,서울,전북,출발,3263925
2023,서울,전남,출발,4093724
2023,서울,경북,출발,7392138
2023,서울,경남,출발,7106954
2023,서울,제주,출발,0
2023,부산,서울,출발,1403013
2023,부산,부산,출발,36777638
2023,부산,대구,출발,2259945
2023,부산,인천,출발,3023292
2023,부산,광주,출발,757230
2023,부산,세종,출발,361027
2023,부산,대전,출발,499720
2023,부산,울산,출발,8336953
2023,부산,경기,출발,18039377
2023,부산,강원,출발,650474
2023,부산,충북,출발,3731956
2023,부산,충남,출발,3343832
2023,부산,전북,출발,1502852
2023,부산,전남,출발,1708407
2023,부산,경북,출발,10023823
2023,부산,경남,출발,16854813
2023,부산,제주,출발,0
2023,대구,서울,출발,411876
2023,대구,부산,출발,3618151
2023,대구,대구,출발,5087212
2023,대구,인천,출발,415670
2023,대구,광주,출발,175003
2023,대구,세종,출발,56506
2023,대구,대전,출발,151065
2023,대구,울산,출발,924665
2023,대구,경기,출발,1211566
2023,대구,강원,출발,224052
2023,대구,충북,출발,464553
2023,대구,충남,출발,641802
2023,대구,전북,출발,335891
2023,대구,전남,출발,561560
2023,대구,경북,출발,3400165
2023,대구,경남,출발,1984939
2023,대구,제주,출발,0
2023,인천,서울,출발,4410513
2023,인천,부산,출발,3459331
2023,인천,대구,출발,641164
2023,인천,인천,출발,68309234
2023,인천,광주,출발,438118
2023,인천,세종,출발,358919
2023,인천,대전,출발,644155
2023,인천,울산,출발,1424594
2023,인천,경기,출발,36541807
2023,인천,강원,출발,2096589
2023,인천,충북,출발,3153245
2023,인천,충남,출발,5589034
2023,인천,전북,출발,1362747
2023,인천,전남,출발,2282849
2023,인천,경북,출발,3536504
2023,인천,경남,출발,2445121
2023,인천,제주,출발,0
2023,광주,서울,출발,587836
2023,광주,부산,출발,2605622
2023,광주,대구,출발,311586
2023,광주,인천,출발,602891
2023,광주,광주,출발,5103060
2023,광주,세종,출발,45702
2023,광주,대전,출발,222756
2023,광주,울산,출발,1020489
2023,광주,경기,출발,2333947
2023,광주,강원,출발,173692
2023,광주,충북,출발,432304
2023,광주,충남,출발,1188216
2023,광주,전북,출발,1175927
2023,광주,전남,출발,7286413
2023,광주,경북,출발,1039379
2023,광주,경남,출발,1437848
2023,광주,제주,출발,0
2023,대전,서울,출발,93404
2023,대전,부산,출발,1313504
2023,대전,대구,출발,50782
2023,대전,인천,출발,176803
2023,대전,광주,출발,36722
2023,대전,세종,출발,26410
2023,대전,대전,출발,744614
2023,대전,울산,출발,87049
2023,대전,경기,출발,326228
2023,대전,강원,출발,28579
2023,대전,충북,출발,180756
2023,대전,충남,출발,243034
2023,대전,전북,출발,104010
2023,대전,전남,출발,110047
2023,대전,경북,출발,192106
2023,대전,경남,출발,145714
2023,대전,제주,출발,0
2023,울산,서울,출발,251264
2023,울산,부산,출발,16606363
2023,울산,대구,출발,611053
2023,울산,인천,출발,273176
2023,울산,광주,출발,113093
2023,울산,세종,출발,63961
2023,울산,대전,출발,178063
2023,울산,울산,출발,81918092
2023,울산,경기,출발,1214497
2023,울산,강원,출발,413782
2023,울산,충북,출발,503769
2023,울산,충남,출발,596443
2023,울산,전북,출발,451206
2023,울산,전남,출발,943365
2023,울산,경북,출발,2525989
2023,울산,경남,출발,5152545
2023,울산,제주,출발,0
2023,경기,서울,출발,21795505
2023,경기,부산,출발,25343985
2023,경기,대구,출발,5394568
2023,경기,인천,출발,24724897
2023,경기,광주,출발,3365037
2023,경기,세종,출발,2293918
2023,경기,대전,출발,4882808
2023,경기,울산,출발,11430552
2023,경기,경기,출발,150760250
2023,경기,강원,출발,10656270
2023,경기,충북,출발,16543551
2023,경기,충남,출발,42763120
2023,경기,전북,출발,8930290
2023,경기,전남,출발,13230260
2023,경기,경북,출발,19534211
2023,경기,경남,출발,14109121
2023,경기,제주,출발,0
2023,강원,서울,출발,2451322
2023,강원,부산,출발,2718928
2023,강원,대구,출발,1553719
2023,강원,인천,출발,2153194
2023,강원,광주,출발,804951
2023,강원,세종,출발,668123
2023,강원,대전,출발,1015145
2023,강원,울산,출발,3843993
2023,강원,경기,출발,15821553
2023,강원,강원,출발,57780366
2023,강원,충북,출발,7132090
2023,강원,충남,출발,6452114
2023,강원,전북,출발,2540311
2023,강원,전남,출발,4125366
2023,강원,경북,출발,11799463
2023,강원,경남,출발,5032579
2023,강원,제주,출발,0
2023,충북,서울,출발,3560010
2023,충북,부산,출발,4240005
2023,충북,대구,출발,1709753
2023,충북,인천,출발,2902058
2023,충북,광주,출발,975359
2023,충북,세종,출발,1762710
2023,충북,대전,출발,2273988
2023,충북,울산,출발,8557925
2023,충북,경기,출발,17254013
2023,충북,강원,출발,4322469
2023,충북,충북,출발,18037464
2023,충북,충남,출발,12652583
2023,충북,전북,출발,3223266
2023,충북,전남,출발,7155720
2023,충북,경북,출발,9598432
2023,충북,경남,출발,5289728
2023,충북,제주,출발,0
2023,충남,서울,출발,3010835
2023,충남,부산,출발,5339874
2023,충남,대구,출발,1278865
2023,충남,인천,출발,3675271
2023,충남,광주,출발,1088758
2023,충남,세종,출발,1586566
2023,충남,대전,출발,5077334
2023,충남,울산,출발,3695877
2023,충남,경기,출발,23971591
2023,충남,강원,출발,2591652
2023,충남,충북,출발,7331232
2023,충남,충남,출발,77847056
2023,충남,전북,출발,5061767
2023,충남,전남,출발,5131628
2023,충남,경북,출발,6984239
2023,충남,경남,출발,4889254
2023,충남,제주,출발,0
2023,전북,서울,출발,928808
2023,전북,부산,출발,2727192
2023,전북,대구,출발,889312
2023,전북,인천,출발,1253153
2023,전북,광주,출발,1287463
2023,전북,세종,출발,485920
2023,전북,대전,출발,1028214
2023,전북,울산,출발,2025232
2023,전북,경기,출발,6003330
2023,전북,강원,출발,1347483
2023,전북,충북,출발,2815890
2023,전북,충남,출발,6856624
2023,전북,전북,출발,23113020
2023,전북,전남,출발,6928344
2023,전북,경북,출발,4258208
2023,전북,경남,출발,3639173
2023,전북,제주,출발,0
2023,전남,서울,출발,1332412
2023,전남,부산,출발,2779753
2023,전남,대구,출발,995191
2023,전남,인천,출발,1182032
2023,전남,광주,출발,5659756
2023,전남,세종,출발,1344540
2023,전남,대전,출발,642219
2023,전남,울산,출발,3221541
2023,전남,경기,출발,7306696
2023,전남,강원,출발,1450402
2023,전남,충북,출발,3103790
2023,전남,충남,출발,4005960
2023,전남,전북,출발,6385113
2023,전남,전남,출발,106940602
2023,전남,경북,출발,4213618
2023,전남,경남,출발,5881671
2023,전남,제주,출발,0
2023,경북,서울,출발,1601095
2023,경북,부산,출발,15725577
2023,경북,대구,출발,3314355
2023,경북,인천,출발,1318716
2023,경북,광주,출발,678526
2023,경북,세종,출발,386961
2023,경북,대전,출발,807340
2023,경북,울산,출발,7013263
2023,경북,경기,출발,6998413
2023,경북,강원,출발,2172459
2023,경북,충북,출발,3433692
2023,경북,충남,출발,3917201
2023,경북,전북,출발,2016525
2023,경북,전남,출발,3228506
2023,경북,경북,출발,46134599
2023,경북,경남,출발,7234817
2023,경북,제주,출발,0
2023,경남,서울,출발,861265
2023,경남,부산,출발,24498984
2023,경남,대구,출발,1721131
2023,경남,인천,출발,871768
2023,경남,광주,출발,523835
2023,경남,세종,출발,206201
2023,경남,대전,출발,431977
2023,경남,울산,출발,5874466
2023,경남,경기,출발,3686434
2023,경남,강원,출발,1240302
2023,경남,충북,출발,1608041
2023,경남,충남,출발,1989280
2023,경남,전북,출발,1617333
2023,경남,전남,출발,3857328
2023,경남,경북,출발,4489023
2023,경남,경남,출발,48494318
2023,경남,제주,출발,0
2023,제주,서울,출발,0
2023,제주,부산,출발,0
2023,제주,대구,출발,0
2023,제주,인천,출발,0
2023,제주,광주,출발,0
2023,제주,세종,출발,0
2023,제주,대전,출발,0
2023,제주,울산,출발,0
2023,제주,경기,출발,0
2023,제주,강원,출발,0
2023,제주,충북,출발,0
2023,제주,충남,출발,0
2023,제주,전북,출발,0
2023,제주,전남,출발,0
2023,제주,경북,출발,0
2023,제주,경남,출발,0
2023,제주,제주,출발,7591310
2023,세종,서울,출발,168452
2023,세종,부산,출발,245382
2023,세종,대구,출발,147088
2023,세종,인천,출발,287494
2023,세종,광주,출발,98720
2023,세종,세종,출발,1084338
2023,세종,대전,출발,328454
2023,세종,울산,출발,369209
2023,세종,경기,출발,1720415
2023,세종,강원,출발,330921
2023,세종,충북,출발,1760064
2023,세종,충남,출발,2148311
2023,세종,전북,출발,429333
2023,세종,전남,출발,639274
2023,세종,경북,출발,966021
2023,세종,경남,출발,531506
2023,세종,제주,출발,0
