"배송년월일","송하인_시명","송하인_시코드","송하인_구명","송하인_구코드","수하인_시명","수하인_시코드","대분류_착지물동량 가구/인테리어","대분류_착지물동량 기타","대분류_착지물동량 도서/음반","대분류_착지물동량 디지털/가전","대분류_착지물동량 생활/건강","대분류_착지물동량 스포츠/레저","대분류_착지물동량 식품","대분류_착지물동량 출산/육아","대분류_착지물동량 패션의류","대분류_착지물동량 패션잡화","대분류_착지물동량 화장품/미용"
20210401,서울특별시,11,강북구,11305,서울특별시,11,82,766,109,239,574,81,285,125,2100,566,223
20210401,서울특별시,11,강북구,11305,부산광역시,26,16,191,16,56,153,33,96,32,516,155,58
20210401,서울특별시,11,강동구,11740,충청북도,43,54,90,5,44,132,7,316,16,84,36,32
20210401,서울특별시,11,강동구,11740,충청남도,44,55,133,12,53,185,11,396,32,123,57,48
20210401,서울특별시,11,강동구,11740,전라북도,45,48,84,7,35,124,15,296,21,79,54,38
20210401,서울특별시,11,강북구,11305,대구광역시,27,10,142,19,44,98,19,84,29,411,89,35
20210401,서울특별시,11,강북구,11305,인천광역시,28,23,201,24,53,129,19,84,38,500,149,65
20210401,서울특별시,11,강북구,11305,광주광역시,29,17,98,17,36,63,18,75,13,307,79,28
20210401,서울특별시,11,강북구,11305,대전광역시,30,11,96,10,31,81,14,44,19,289,80,31
20210401,서울특별시,11,강북구,11305,울산광역시,31,9,76,7,25,55,16,20,12,177,61,16
20210401,서울특별시,11,강북구,11305,세종특별자치시,36,0,26,3,16,15,5,9,6,62,18,0
20210401,서울특별시,11,강북구,11305,경기도,41,95,974,109,270,691,141,313,173,2412,709,319
20210401,서울특별시,11,강북구,11305,강원도,42,10,103,11,30,82,22,77,22,268,70,20
20210401,서울특별시,11,강북구,11305,충청북도,43,12,101,11,34,79,18,86,20,263,75,27
20210401,서울특별시,11,강북구,11305,충청남도,44,19,130,17,41,96,21,58,42,374,107,19
20210401,서울특별시,11,강북구,11305,전라북도,45,9,98,13,29,64,10,72,19,305,103,32
20210401,서울특별시,11,강동구,11740,전라남도,46,43,95,7,33,148,3,258,12,84,39,45
20210401,서울특별시,11,강동구,11740,경상북도,47,58,155,12,55,230,20,428,27,117,64,62
20210401,서울특별시,11,강동구,11740,경상남도,48,76,217,22,92,305,26,573,30,176,62,79
20210401,서울특별시,11,강동구,11740,제주특별자치도,50,7,25,0,13,33,4,32,0,25,18,12
20210401,서울특별시,11,동작구,11590,서울특별시,11,281,650,611,336,1408,73,982,104,803,264,527
20210401,서울특별시,11,동대문구,11230,경기도,41,782,1872,224,602,2108,125,3944,239,5385,1082,480
20210401,서울특별시,11,강북구,11305,전라남도,46,8,112,10,29,82,20,102,18,275,68,21
20210401,서울특별시,11,강북구,11305,경상북도,47,18,150,20,50,104,31,170,27,390,129,32
20210401,서울특별시,11,강북구,11305,경상남도,48,20,227,19,53,148,33,145,45,535,140,45
20210401,서울특별시,11,은평구,11380,경기도,41,159,819,147,320,2118,244,1441,355,1228,443,897
20210401,서울특별시,11,은평구,11380,강원도,42,13,85,20,39,228,31,157,34,147,63,102
20210401,서울특별시,11,은평구,11380,충청북도,43,23,100,13,28,214,22,150,43,146,53,121
20210401,서울특별시,11,은평구,11380,충청남도,44,20,111,13,30,342,38,233,73,169,51,139
20210401,서울특별시,11,은평구,11380,전라북도,45,19,69,13,41,221,31,150,45,134,39,93
20210401,서울특별시,11,은평구,11380,전라남도,46,11,82,23,31,250,29,168,49,131,49,125
20210401,서울특별시,11,은평구,11380,경상북도,47,22,106,13,55,326,48,193,59,174,68,163
20210401,서울특별시,11,은평구,11380,경상남도,48,35,164,26,61,459,60,290,91,240,94,232
20210401,서울특별시,11,은평구,11380,제주특별자치도,50,7,12,7,8,31,9,28,0,17,9,14
20210401,서울특별시,11,구로구,11530,서울특별시,11,205,1396,212,808,1673,211,695,128,2244,516,457
20210401,서울특별시,11,구로구,11530,부산광역시,26,56,312,50,184,487,45,231,57,376,121,132
20210401,서울특별시,11,구로구,11530,대구광역시,27,46,235,34,134,299,37,139,33,269,88,95
20210401,서울특별시,11,양천구,11470,제주특별자치도,50,9,14,4,8,32,8,10,0,24,14,35
20210401,서울특별시,11,양천구,11470,경상남도,48,43,165,21,105,355,56,178,17,157,158,190
20210401,서울특별시,11,양천구,11470,경상북도,47,29,138,18,56,227,36,154,13,131,103,127
20210401,서울특별시,11,양천구,11470,전라남도,46,15,98,8,66,172,23,85,6,94,75,104
20210401,서울특별시,11,양천구,11470,전라북도,45,17,91,10,40,167,30,101,14,86,78,72
20210401,서울특별시,11,양천구,11470,충청남도,44,26,110,11,64,245,28,130,17,139,98,111
20210401,서울특별시,11,강북구,11305,제주특별자치도,50,0,18,4,8,20,3,6,7,70,26,6
20210401,서울특별시,11,중구,11140,광주광역시,29,31,231,70,43,225,40,104,39,654,225,27
20210401,서울특별시,11,중구,11140,인천광역시,28,70,540,61,101,391,88,313,77,1256,413,51
20210401,서울특별시,11,중구,11140,대구광역시,27,45,352,51,76,209,61,154,52,1072,353,56
20210401,서울특별시,11,중구,11140,부산광역시,26,85,467,88,102,322,100,238,55,1404,455,66
20210401,서울특별시,11,양천구,11470,충청북도,43,15,86,18,47,174,35,104,6,75,83,84
20210401,서울특별시,11,양천구,11470,강원도,42,20,73,13,56,203,20,127,7,72,69,97
20210401,서울특별시,11,중구,11140,서울특별시,11,311,3156,328,583,1809,385,1587,217,6465,1943,263
20210401,서울특별시,11,서대문구,11410,제주특별자치도,50,0,29,8,6,21,4,5,4,23,19,4
20210401,서울특별시,11,서대문구,11410,경상남도,48,24,128,24,31,308,12,249,73,137,81,27
20210401,서울특별시,11,서대문구,11410,경상북도,47,12,99,12,34,225,7,173,39,112,53,21
20210401,서울특별시,11,강남구,11680,제주특별자치도,50,16,310,27,74,70,12,80,17,329,64,44
20210401,서울특별시,11,강남구,11680,경상남도,48,64,2308,223,460,508,64,710,108,1799,358,542
20210401,서울특별시,11,양천구,11470,경기도,41,159,854,125,466,1639,243,1014,94,804,694,830
20210401,서울특별시,11,양천구,11470,세종특별자치시,36,3,25,0,16,48,5,34,3,17,13,17
20210401,서울특별시,11,양천구,11470,울산광역시,31,14,54,7,25,109,24,63,6,62,44,57
20210401,서울특별시,11,양천구,11470,대전광역시,30,15,94,26,46,142,28,84,14,71,79,84
20210401,서울특별시,11,영등포구,11560,제주특별자치도,50,24,68,15,40,47,4,45,21,76,24,19
20210401,서울특별시,11,영등포구,11560,경상남도,48,144,502,91,287,442,38,491,119,376,113,130
20210401,서울특별시,11,영등포구,11560,경상북도,47,105,463,55,218,319,18,305,86,236,97,109
20210401,서울특별시,11,영등포구,11560,전라남도,46,81,326,28,168,175,38,262,50,178,58,63
20210401,서울특별시,11,영등포구,11560,전라북도,45,77,298,79,155,158,12,244,31,198,67,78
20210401,서울특별시,11,영등포구,11560,충청남도,44,86,423,134,221,265,46,250,85,246,71,83
20210401,서울특별시,11,영등포구,11560,충청북도,43,67,365,37,145,194,21,219,64,179,56,68
20210401,서울특별시,11,영등포구,11560,강원도,42,65,290,50,159,216,18,222,32,138,60,81
20210401,서울특별시,11,영등포구,11560,경기도,41,568,2595,484,1456,1882,192,1733,754,2216,649,612
20210401,서울특별시,11,영등포구,11560,세종특별자치시,36,17,61,16,28,47,4,37,10,45,22,16
20210401,서울특별시,11,강남구,11680,경상북도,47,45,1698,159,326,359,47,516,88,1390,241,337
20210401,서울특별시,11,강남구,11680,전라남도,46,34,1009,88,234,279,35,368,65,909,168,211
20210401,서울특별시,11,강남구,11680,전라북도,45,32,1129,131,230,247,31,349,55,979,180,202
20210401,서울특별시,11,강남구,11680,충청남도,44,59,1591,166,340,340,48,427,73,1250,240,271
20210401,서울특별시,11,서초구,11650,서울특별시,11,202,1891,1702,393,1175,102,9228,323,1802,584,560
20210401,서울특별시,11,서초구,11650,부산광역시,26,34,315,375,98,321,27,3032,85,333,108,140
20210401,서울특별시,11,서초구,11650,대구광역시,27,21,250,385,68,214,14,1883,71,252,89,104
20210401,서울특별시,11,노원구,11350,경기도,41,435,900,179,390,1556,179,1560,538,4469,527,460
20210401,서울특별시,11,노원구,11350,강원도,42,49,99,13,40,153,20,150,62,430,51,55
20210401,서울특별시,11,노원구,11350,충청북도,43,33,99,9,37,182,24,153,68,455,49,50
20210401,서울특별시,11,서초구,11650,인천광역시,28,42,287,296,77,282,13,2512,67,374,111,137
20210401,서울특별시,11,금천구,11545,대구광역시,27,121,308,31,241,339,191,258,140,1373,479,420
20210401,서울특별시,11,금천구,11545,인천광역시,28,155,584,92,314,530,139,355,157,1559,630,522
20210401,서울특별시,11,금천구,11545,광주광역시,29,71,240,14,195,235,92,177,81,938,314,237
20210401,서울특별시,11,금천구,11545,대전광역시,30,95,240,24,204,226,80,205,84,877,308,267
20210401,서울특별시,11,금천구,11545,울산광역시,31,38,135,15,107,197,76,122,78,629,201,174
20210401,서울특별시,11,금천구,11545,세종특별자치시,36,20,75,0,50,62,24,47,34,268,96,61
20210401,서울특별시,11,영등포구,11560,울산광역시,31,49,189,36,120,97,17,122,50,110,31,60
20210401,서울특별시,11,영등포구,11560,대전광역시,30,64,264,51,140,196,6,165,62,196,50,66
20210401,서울특별시,11,영등포구,11560,광주광역시,29,61,275,42,152,165,11,166,29,194,71,62
20210401,서울특별시,11,영등포구,11560,인천광역시,28,143,569,162,292,389,39,462,135,364,97,134
20210401,서울특별시,11,영등포구,11560,대구광역시,27,91,459,64,235,221,14,289,51,285,77,109
20210401,서울특별시,11,영등포구,11560,부산광역시,26,136,539,104,323,337,34,442,98,348,145,149
20210401,서울특별시,11,영등포구,11560,서울특별시,11,406,2736,572,1234,1435,127,1521,301,1758,589,563
20210401,서울특별시,11,광진구,11215,제주특별자치도,50,5,28,20,29,45,17,21,3,74,27,9
20210401,서울특별시,11,광진구,11215,경상남도,48,36,199,222,193,311,47,173,46,477,270,99
20210401,서울특별시,11,광진구,11215,경상북도,47,18,150,181,148,214,51,111,25,401,193,76
20210401,서울특별시,11,광진구,11215,전라남도,46,15,92,109,90,159,24,103,20,229,116,43
20210401,서울특별시,11,광진구,11215,전라북도,45,17,124,138,98,173,38,80,23,261,141,41
20210401,서울특별시,11,광진구,11215,충청남도,44,30,127,146,139,199,65,101,32,336,170,70
20210401,서울특별시,11,광진구,11215,충청북도,43,13,108,117,98,147,48,69,17,245,139,36
20210401,서울특별시,11,광진구,11215,강원도,42,18,117,106,83,192,35,106,21,246,132,55
20210401,서울특별시,11,광진구,11215,경기도,41,172,1079,1034,973,1369,301,596,219,2565,1267,508
20210401,서울특별시,11,광진구,11215,세종특별자치시,36,5,14,57,25,36,7,19,5,65,37,14
20210401,서울특별시,11,서대문구,11410,전라남도,46,6,41,23,24,153,0,121,32,66,28,20
20210401,서울특별시,11,금천구,11545,경기도,41,849,3152,330,1780,2646,776,1849,775,7531,2779,2442
20210401,서울특별시,11,금천구,11545,강원도,42,83,270,41,220,235,90,200,67,819,294,254
20210401,서울특별시,11,금천구,11545,충청북도,43,81,241,22,186,224,105,140,87,874,297,221
20210401,서울특별시,11,금천구,11545,충청남도,44,108,354,22,262,344,118,271,104,1156,353,302
20210401,서울특별시,11,금천구,11545,전라북도,45,105,222,20,177,240,70,175,88,972,293,247
20210401,서울특별시,11,금천구,11545,전라남도,46,76,204,20,184,227,117,182,76,862,309,215
20210401,서울특별시,11,금천구,11545,경상북도,47,87,300,34,248,397,145,291,107,1179,428,341
20210401,서울특별시,11,금천구,11545,경상남도,48,141,361,48,310,515,176,390,141,1577,509,432
20210401,서울특별시,11,금천구,11545,제주특별자치도,50,24,121,6,52,75,28,41,25,270,95,78
20210401,서울특별시,11,서초구,11650,광주광역시,29,16,139,209,40,138,13,1114,55,191,63,75
20210401,서울특별시,11,서초구,11650,대전광역시,30,12,130,172,36,131,17,984,41,172,60,65
20210401,서울특별시,11,서초구,11650,울산광역시,31,18,92,118,25,92,4,730,34,120,32,59
20210401,서울특별시,11,서초구,11650,세종특별자치시,36,6,34,62,6,30,6,242,11,48,22,7
20210401,서울특별시,11,서초구,11650,경기도,41,186,1585,1856,382,1410,105,10484,414,1600,572,646
20210401,서울특별시,11,동작구,11590,제주특별자치도,50,10,17,20,14,41,0,6,0,10,8,3
20210401,서울특별시,11,동작구,11590,경상남도,48,54,107,109,75,416,16,308,36,114,59,140
20210401,서울특별시,11,서초구,11650,강원도,42,16,135,135,36,173,8,489,37,153,70,36
20210401,서울특별시,11,서초구,11650,충청북도,43,18,137,125,37,131,9,1036,36,169,55,59
20210401,서울특별시,11,서초구,11650,충청남도,44,21,238,178,46,189,19,1193,52,222,70,109
20210401,서울특별시,11,서초구,11650,전라북도,45,11,139,183,37,147,9,807,48,154,64,56
20210401,서울특별시,11,서초구,11650,전라남도,46,15,121,128,46,106,5,723,41,159,45,45
20210401,서울특별시,11,서초구,11650,경상북도,47,28,203,242,54,203,17,1309,54,206,81,103
20210401,서울특별시,11,서초구,11650,경상남도,48,37,272,276,79,293,22,1993,95,302,137,131
20210401,서울특별시,11,서초구,11650,제주특별자치도,50,6,64,66,13,45,7,33,18,67,19,7
20210401,서울특별시,11,강남구,11680,충청북도,43,45,1174,90,237,298,26,317,67,1013,190,187
20210401,서울특별시,11,강남구,11680,강원도,42,37,1229,120,262,263,31,360,71,861,171,194
20210401,서울특별시,11,강남구,11680,경기도,41,430,13123,1484,2827,2699,304,2948,740,10298,1878,2002
20210401,서울특별시,11,노원구,11350,충청남도,44,53,122,18,59,253,29,243,72,606,75,62
20210401,서울특별시,11,노원구,11350,전라북도,45,19,78,12,34,187,20,160,54,440,61,51
20210401,서울특별시,11,노원구,11350,전라남도,46,19,95,19,35,210,22,133,53,515,59,47
20210401,서울특별시,11,노원구,11350,경상북도,47,32,143,18,53,231,30,247,79,620,80,68
20210401,서울특별시,11,노원구,11350,경상남도,48,43,158,26,88,321,50,302,120,885,115,106
20210401,서울특별시,11,노원구,11350,제주특별자치도,50,3,23,6,9,34,5,20,11,96,15,10
20210401,서울특별시,11,광진구,11215,울산광역시,31,15,77,109,56,91,27,45,28,175,86,24
20210401,서울특별시,11,광진구,11215,대전광역시,30,12,103,123,86,122,28,80,15,257,137,57
20210401,서울특별시,11,광진구,11215,광주광역시,29,14,118,130,84,116,27,75,19,239,146,58
20210401,서울특별시,11,광진구,11215,인천광역시,28,30,225,283,157,262,58,137,39,474,280,117
20210401,서울특별시,11,광진구,11215,대구광역시,27,23,165,245,142,194,46,99,29,328,203,57
20210401,서울특별시,11,광진구,11215,부산광역시,26,28,218,336,157,291,75,139,45,464,295,110
20210401,서울특별시,11,광진구,11215,서울특별시,11,125,1262,1032,802,1104,242,485,158,1843,1019,523
20210401,서울특별시,11,송파구,11710,경상남도,48,74,346,63,157,823,75,3634,92,732,345,334
20210401,서울특별시,11,구로구,11530,인천광역시,28,57,356,46,185,459,54,178,44,377,141,125
20210401,서울특별시,11,구로구,11530,광주광역시,29,23,155,26,86,224,24,107,19,212,41,74
20210401,서울특별시,11,구로구,11530,대전광역시,30,25,185,31,106,183,29,89,20,181,44,71
20210401,서울특별시,11,구로구,11530,울산광역시,31,31,81,8,71,148,22,69,11,121,43,51
20210401,서울특별시,11,구로구,11530,세종특별자치시,36,0,48,5,15,61,4,19,5,50,15,9
20210401,서울특별시,11,구로구,11530,경기도,41,310,1662,191,942,2196,244,880,182,1779,582,552
20210401,서울특별시,11,구로구,11530,강원도,42,35,182,28,89,232,32,108,21,161,66,68
20210401,서울특별시,11,구로구,11530,충청북도,43,30,137,14,102,221,22,96,21,183,65,52
20210401,서울특별시,11,구로구,11530,충청남도,44,37,217,25,136,321,23,158,41,245,84,65
20210401,서울특별시,11,성동구,11200,전라남도,46,25,256,32,105,195,25,255,16,400,162,54
20210401,서울특별시,11,용산구,11170,서울특별시,11,175,1757,871,9771,1456,159,538,147,2722,681,252
20210401,서울특별시,11,용산구,11170,부산광역시,26,37,372,275,1953,345,30,139,34,479,107,67
20210401,서울특별시,11,용산구,11170,대구광역시,27,30,240,216,1364,231,26,72,26,380,97,67
20210401,서울특별시,11,용산구,11170,인천광역시,28,54,359,250,1977,346,28,134,35,419,129,72
20210401,서울특별시,11,용산구,11170,광주광역시,29,29,165,133,874,161,23,53,14,240,55,36
20210401,서울특별시,11,용산구,11170,대전광역시,30,25,173,129,1097,177,16,56,21,247,46,23
20210401,서울특별시,11,동대문구,11230,제주특별자치도,50,27,56,6,25,45,6,74,5,157,28,0
20210401,서울특별시,11,용산구,11170,울산광역시,31,12,101,92,550,115,9,34,13,178,39,24
20210401,서울특별시,11,용산구,11170,세종특별자치시,36,7,37,72,237,52,4,8,6,73,20,11
20210401,서울특별시,11,용산구,11170,경기도,41,224,1768,1186,10273,1736,135,668,216,2384,611,300
20210401,서울특별시,11,용산구,11170,강원도,42,33,142,133,968,207,17,59,23,218,58,28
20210401,서울특별시,11,강남구,11680,세종특별자치시,36,10,328,41,72,68,4,81,21,273,51,64
20210401,서울특별시,11,강남구,11680,울산광역시,31,21,813,78,136,167,28,221,46,677,131,304
20210401,서울특별시,11,강남구,11680,대전광역시,30,32,1270,113,240,241,35,300,81,963,189,220
20210401,서울특별시,11,강남구,11680,광주광역시,29,27,1161,98,218,204,29,298,62,1015,192,254
20210401,서울특별시,11,강남구,11680,인천광역시,28,72,2846,281,517,528,52,610,94,2080,391,408
20210401,서울특별시,11,용산구,11170,충청북도,43,28,154,120,1122,169,22,59,17,191,79,25
20210401,서울특별시,11,용산구,11170,충청남도,44,40,204,185,1420,230,19,76,35,314,68,32
20210401,서울특별시,11,용산구,11170,전라북도,45,17,134,133,1010,174,16,45,20,219,60,28
20210401,서울특별시,11,용산구,11170,전라남도,46,22,144,135,876,135,18,56,25,193,64,38
20210401,서울특별시,11,용산구,11170,경상북도,47,34,226,183,1330,233,26,83,45,280,102,38
20210401,서울특별시,11,용산구,11170,경상남도,48,43,291,293,1897,301,36,126,42,419,110,66
20210401,서울특별시,11,용산구,11170,제주특별자치도,50,3,43,67,249,56,4,17,7,74,19,7
20210401,서울특별시,11,강남구,11680,대구광역시,27,48,1772,219,360,376,39,537,93,1656,304,376
20210401,서울특별시,11,종로구,11110,제주특별자치도,50,4,70,9,13,14,0,12,14,151,40,11
20210401,서울특별시,11,종로구,11110,경상남도,48,43,242,69,76,182,11,121,77,843,220,57
20210401,서울특별시,11,종로구,11110,경상북도,47,46,193,40,64,147,8,71,72,598,153,49
20210401,서울특별시,11,종로구,11110,전라남도,46,21,155,23,43,75,6,50,30,432,105,22
20210401,서울특별시,11,종로구,11110,전라북도,45,20,134,27,36,102,6,48,56,453,109,32
20210401,서울특별시,11,종로구,11110,충청남도,44,53,192,55,66,131,6,87,54,497,143,28
20210401,서울특별시,11,종로구,11110,충청북도,43,36,159,25,42,83,5,52,30,409,100,24
20210401,서울특별시,11,종로구,11110,강원도,42,44,129,25,41,99,6,62,37,401,103,45
20210401,서울특별시,11,종로구,11110,경기도,41,379,1371,1174,484,880,80,489,384,3507,1064,208
20210401,서울특별시,11,종로구,11110,세종특별자치시,36,6,37,22,12,34,0,19,11,87,21,4
20210401,서울특별시,11,종로구,11110,울산광역시,31,14,89,29,29,44,8,40,23,291,54,17
20210401,서울특별시,11,동대문구,11230,경상남도,48,110,416,53,127,427,35,918,49,1058,207,84
20210401,서울특별시,11,동대문구,11230,경상북도,47,99,291,38,103,365,19,631,39,838,167,73
20210401,서울특별시,11,동대문구,11230,전라남도,46,70,180,25,54,205,15,445,25,583,79,41
20210401,서울특별시,11,동대문구,11230,전라북도,45,80,196,23,65,182,15,436,26,637,106,39
20210401,서울특별시,11,동대문구,11230,충청남도,44,90,269,31,86,328,19,582,25,707,144,56
20210401,서울특별시,11,동대문구,11230,충청북도,43,62,187,28,74,246,11,416,22,539,107,35
20210401,서울특별시,11,동대문구,11230,강원도,42,89,209,26,61,248,14,467,24,548,121,39
20210401,서울특별시,11,강남구,11680,부산광역시,26,66,2707,468,478,545,66,717,136,2251,348,569
20210401,서울특별시,11,성동구,11200,세종특별자치시,36,9,69,8,27,73,11,63,5,130,32,23
20210401,서울특별시,11,동대문구,11230,울산광역시,31,52,175,24,40,157,8,249,14,421,68,31
20210401,서울특별시,11,동대문구,11230,대전광역시,30,85,188,25,60,214,17,365,37,538,104,65
20210401,서울특별시,11,동대문구,11230,광주광역시,29,76,218,23,74,203,9,355,31,590,107,35
20210401,서울특별시,11,도봉구,11320,경상남도,48,78,127,16,224,256,33,170,64,252,160,167
20210401,서울특별시,11,도봉구,11320,경상북도,47,58,84,11,162,171,22,125,47,160,116,125
20210401,서울특별시,11,도봉구,11320,전라남도,46,32,68,5,121,111,15,81,31,118,95,70
20210401,서울특별시,11,도봉구,11320,전라북도,45,43,63,7,114,107,14,89,28,117,77,67
