"배송년월일","송하인_시명","송하인_시코드","송하인_구명","송하인_구코드","수하인_시명","수하인_시코드","대분류_착지물동량 가구/인테리어","대분류_착지물동량 기타","대분류_착지물동량 도서/음반","대분류_착지물동량 디지털/가전","대분류_착지물동량 생활/건강","대분류_착지물동량 스포츠/레저","대분류_착지물동량 식품","대분류_착지물동량 출산/육아","대분류_착지물동량 패션의류","대분류_착지물동량 패션잡화","대분류_착지물동량 화장품/미용"
20220401,서울특별시,11,구로구,11530,경상북도,47,22,328,42,118,164,46,88,14,296,81,80
20220401,서울특별시,11,강동구,11740,전라북도,45,39,65,38,54,107,11,138,7,64,33,19
20220401,서울특별시,11,강동구,11740,전라남도,46,26,70,46,49,89,6,185,8,49,29,12
20220401,서울특별시,11,강동구,11740,경상북도,47,51,128,86,66,146,19,224,13,83,53,30
20220401,서울특별시,11,강동구,11740,경상남도,48,51,142,75,78,225,23,303,13,114,61,59
20220401,서울특별시,11,강동구,11740,제주특별자치도,50,3,40,4,10,27,5,37,0,19,8,3
20220401,서울특별시,11,영등포구,11560,제주특별자치도,50,7,60,6,34,29,0,59,9,60,19,28
20220401,서울특별시,11,영등포구,11560,경상남도,48,34,470,86,216,278,21,464,72,250,111,146
20220401,서울특별시,11,영등포구,11560,경상북도,47,25,337,68,161,221,17,375,44,198,88,130
20220401,서울특별시,11,영등포구,11560,전라남도,46,19,233,233,101,162,7,239,24,122,60,74
20220401,서울특별시,11,영등포구,11560,전라북도,45,18,213,165,124,128,7,247,13,177,50,63
20220401,서울특별시,11,노원구,11350,서울특별시,11,122,573,117,229,824,141,738,205,989,259,151
20220401,서울특별시,11,노원구,11350,부산광역시,26,39,126,19,67,264,34,188,86,243,58,52
20220401,서울특별시,11,노원구,11350,대구광역시,27,25,100,9,34,163,36,90,56,178,47,25
20220401,서울특별시,11,노원구,11350,인천광역시,28,37,140,17,69,223,43,174,74,267,59,40
20220401,서울특별시,11,노원구,11350,광주광역시,29,11,52,11,21,108,17,57,37,124,28,26
20220401,서울특별시,11,도봉구,11320,충청남도,44,27,70,7,101,158,30,117,14,346,84,102
20220401,서울특별시,11,도봉구,11320,충청북도,43,20,51,4,60,102,26,106,12,254,68,69
20220401,서울특별시,11,도봉구,11320,강원도,42,31,74,3,68,91,14,106,7,227,55,66
20220401,서울특별시,11,도봉구,11320,경기도,41,213,600,107,671,1025,162,1037,190,2615,538,670
20220401,서울특별시,11,도봉구,11320,세종특별자치시,36,5,11,0,17,31,5,19,11,61,15,18
20220401,서울특별시,11,도봉구,11320,울산광역시,31,13,27,3,42,49,18,71,13,171,33,26
20220401,서울특별시,11,도봉구,11320,대전광역시,30,20,34,10,60,93,21,109,15,209,53,75
20220401,서울특별시,11,도봉구,11320,광주광역시,29,8,41,0,61,85,10,113,17,264,59,66
20220401,서울특별시,11,도봉구,11320,인천광역시,28,60,141,13,124,189,45,240,49,512,98,150
20220401,서울특별시,11,도봉구,11320,대구광역시,27,30,73,11,77,154,22,173,20,342,84,92
20220401,서울특별시,11,도봉구,11320,부산광역시,26,36,102,10,95,208,32,261,31,467,120,126
20220401,서울특별시,11,도봉구,11320,서울특별시,11,137,405,89,422,649,120,738,69,1604,370,449
20220401,서울특별시,11,영등포구,11560,서울특별시,11,147,2153,455,853,1104,126,1977,195,1513,585,452
20220401,서울특별시,11,영등포구,11560,충청북도,43,17,264,95,121,159,14,251,34,183,78,56
20220401,서울특별시,11,영등포구,11560,강원도,42,15,239,172,118,156,9,227,21,142,61,73
20220401,서울특별시,11,영등포구,11560,경기도,41,177,2582,400,1150,1724,153,2356,387,2059,750,656
20220401,서울특별시,11,성북구,11290,서울특별시,11,251,1658,190,476,1593,196,1153,379,6260,1849,872
20220401,서울특별시,11,성북구,11290,부산광역시,26,75,436,50,126,494,62,319,125,1764,454,146
20220401,서울특별시,11,강북구,11305,서울특별시,11,64,475,62,186,316,31,104,69,1460,286,90
20220401,서울특별시,11,강북구,11305,부산광역시,26,15,120,16,41,74,4,15,27,426,98,30
20220401,서울특별시,11,강북구,11305,대구광역시,27,11,71,17,48,55,6,14,22,342,68,14
20220401,서울특별시,11,강북구,11305,인천광역시,28,10,111,11,49,76,6,33,33,447,96,17
20220401,서울특별시,11,강북구,11305,광주광역시,29,9,58,8,28,33,5,8,10,222,56,8
20220401,서울특별시,11,강북구,11305,대전광역시,30,10,70,5,23,26,5,8,11,233,42,7
20220401,서울특별시,11,강북구,11305,울산광역시,31,6,30,0,17,35,7,6,4,142,32,14
20220401,서울특별시,11,강북구,11305,세종특별자치시,36,0,6,0,6,5,0,4,0,41,10,0
20220401,서울특별시,11,강북구,11305,경기도,41,60,627,89,271,429,46,137,111,2271,445,145
20220401,서울특별시,11,강북구,11305,강원도,42,10,85,8,29,40,5,13,9,225,57,15
20220401,서울특별시,11,강북구,11305,충청북도,43,6,72,6,29,42,4,8,7,254,53,8
20220401,서울특별시,11,강북구,11305,충청남도,44,11,85,13,46,61,6,10,19,305,66,12
20220401,서울특별시,11,강북구,11305,전라북도,45,8,64,8,26,34,4,13,10,225,48,10
20220401,서울특별시,11,강북구,11305,전라남도,46,8,66,5,22,41,5,17,6,207,44,13
20220401,서울특별시,11,강북구,11305,경상북도,47,18,101,15,40,60,0,19,25,373,73,10
20220401,서울특별시,11,강북구,11305,경상남도,48,15,134,16,28,68,6,27,28,404,94,14
20220401,서울특별시,11,노원구,11350,대전광역시,30,15,49,0,33,85,32,79,49,109,28,19
20220401,서울특별시,11,노원구,11350,울산광역시,31,10,33,9,20,86,18,44,25,79,23,16
20220401,서울특별시,11,노원구,11350,세종특별자치시,36,5,17,3,9,40,7,25,20,40,9,0
20220401,서울특별시,11,노원구,11350,경기도,41,151,695,148,320,1256,212,997,413,1742,368,184
20220401,서울특별시,11,노원구,11350,강원도,42,21,67,4,27,130,25,81,25,102,30,21
20220401,서울특별시,11,은평구,11380,제주특별자치도,50,17,8,0,7,14,13,17,3,19,9,19
20220401,서울특별시,11,은평구,11380,경상남도,48,55,71,13,31,195,69,163,23,98,120,194
20220401,서울특별시,11,은평구,11380,경상북도,47,66,83,13,40,142,50,101,17,73,103,155
20220401,서울특별시,11,은평구,11380,전라남도,46,38,33,17,17,105,35,69,5,66,50,82
20220401,서울특별시,11,은평구,11380,전라북도,45,40,32,3,23,121,26,82,13,74,51,103
20220401,서울특별시,11,은평구,11380,충청남도,44,50,47,5,39,151,44,130,20,72,85,136
20220401,서울특별시,11,은평구,11380,충청북도,43,36,33,3,27,109,20,116,12,99,57,80
20220401,서울특별시,11,은평구,11380,강원도,42,37,42,7,22,117,28,91,8,54,69,100
