시도별,산업별,항목,날짜,지수
강원도,광업,생산자제품 출하지수(계절조정),2018-01-01,101.419
강원도,광업,생산자제품 출하지수(계절조정),2018-02-01,104.128
강원도,광업,생산자제품 출하지수(계절조정),2018-03-01,105.504
강원도,광업,생산자제품 출하지수(계절조정),2018-04-01,113.284
강원도,광업,생산자제품 출하지수(계절조정),2018-05-01,113.229
강원도,광업,생산자제품 출하지수(계절조정),2018-06-01,115.207
강원도,광업,생산자제품 출하지수(계절조정),2018-07-01,119.879
강원도,광업,생산자제품 출하지수(계절조정),2018-08-01,102.807
강원도,광업,생산자제품 출하지수(계절조정),2018-09-01,115.021
강원도,광업,생산자제품 출하지수(계절조정),2018-10-01,122.138
강원도,광업,생산자제품 출하지수(계절조정),2018-11-01,122.642
강원도,광업,생산자제품 출하지수(계절조정),2018-12-01,95.295
강원도,광업,생산자제품 출하지수(계절조정),2019-01-01,110.668
강원도,광업,생산자제품 출하지수(계절조정),2019-02-01,112.668
강원도,광업,생산자제품 출하지수(계절조정),2019-03-01,108.016
강원도,광업,생산자제품 출하지수(계절조정),2019-04-01,104.328
강원도,광업,생산자제품 출하지수(계절조정),2019-05-01,117.418
강원도,광업,생산자제품 출하지수(계절조정),2019-06-01,112.213
강원도,광업,생산자제품 출하지수(계절조정),2019-07-01,102.569
강원도,광업,생산자제품 출하지수(계절조정),2019-08-01,104.941
강원도,광업,생산자제품 출하지수(계절조정),2019-09-01,106.972
강원도,광업,생산자제품 출하지수(계절조정),2019-10-01,109.958
강원도,광업,생산자제품 출하지수(계절조정),2019-11-01,98.939
강원도,광업,생산자제품 출하지수(계절조정),2019-12-01,105.781
강원도,광업,생산자제품 출하지수(계절조정),2020-01-01,100.2
강원도,광업,생산자제품 출하지수(계절조정),2020-02-01,101.5
강원도,광업,생산자제품 출하지수(계절조정),2020-03-01,87.9
강원도,광업,생산자제품 출하지수(계절조정),2020-04-01,99.8
강원도,광업,생산자제품 출하지수(계절조정),2020-05-01,97.5
강원도,광업,생산자제품 출하지수(계절조정),2020-06-01,98.9
강원도,광업,생산자제품 출하지수(계절조정),2020-07-01,94.9
강원도,광업,생산자제품 출하지수(계절조정),2020-08-01,90.7
강원도,광업,생산자제품 출하지수(계절조정),2020-09-01,88.2
강원도,광업,생산자제품 출하지수(계절조정),2020-10-01,107.5
강원도,광업,생산자제품 출하지수(계절조정),2020-11-01,113.9
강원도,광업,생산자제품 출하지수(계절조정),2020-12-01,115.6
강원도,광업,생산자제품 출하지수(계절조정),2021-01-01,105.5
강원도,광업,생산자제품 출하지수(계절조정),2021-02-01,105.3
강원도,광업,생산자제품 출하지수(계절조정),2021-03-01,101.2
강원도,광업,생산자제품 출하지수(계절조정),2021-04-01,109.4
강원도,광업,생산자제품 출하지수(계절조정),2021-05-01,103.0
강원도,광업,생산자제품 출하지수(계절조정),2021-06-01,106.1
강원도,광업,생산자제품 출하지수(계절조정),2021-07-01,115.5
강원도,광업,생산자제품 출하지수(계절조정),2021-08-01,107.6
강원도,광업,생산자제품 출하지수(계절조정),2021-09-01,99.0
강원도,광업,생산자제품 출하지수(계절조정),2021-10-01,101.1
강원도,광업,생산자제품 출하지수(계절조정),2021-11-01,112.9
강원도,광업,생산자제품 출하지수(계절조정),2021-12-01,91.9
강원도,광업,생산자제품 출하지수(계절조정),2022-01-01,100.1
강원도,광업,생산자제품 출하지수(계절조정),2022-02-01,88.1
강원도,광업,생산자제품 출하지수(계절조정),2022-03-01,91.2
강원도,광업,생산자제품 출하지수(계절조정),2022-04-01,104.4
강원도,광업,생산자제품 출하지수(계절조정),2022-05-01,107.3
강원도,광업,생산자제품 출하지수(계절조정),2022-06-01,100.7
강원도,광업,생산자제품 출하지수(계절조정),2022-07-01,106.0
강원도,광업,생산자제품 출하지수(계절조정),2022-08-01,103.6
강원도,광업,생산자제품 출하지수(계절조정),2022-09-01,104.1
강원도,광업,생산자제품 출하지수(계절조정),2022-10-01,104.8
강원도,광업,생산자제품 출하지수(계절조정),2022-11-01,101.2
강원도,광업,생산자제품 출하지수(계절조정),2022-12-01,94.4
강원도,광업,생산자제품 출하지수(계절조정),2023-01-01,109.8
강원도,광업,생산자제품 출하지수(계절조정),2023-02-01,120.4
강원도,광업,생산자제품 출하지수(계절조정),2023-03-01,110.9
강원도,광업,생산자제품 출하지수(계절조정),2023-04-01,100.0
강원도,광업,생산자제품 출하지수(계절조정),2023-05-01,98.3
강원도,광업,생산자제품 출하지수(계절조정),2023-06-01,97.9
강원도,광업,생산자제품 출하지수(계절조정),2023-07-01,90.2
강원도,광업,생산자제품 출하지수(계절조정),2023-08-01,101.9
강원도,광업,생산자제품 출하지수(계절조정),2023-09-01,113.0
강원도,광업,생산자제품 출하지수(계절조정),2023-10-01,120.8
강원도,광업,생산자제품 출하지수(계절조정),2023-11-01,98.0
강원도,광업,생산자제품 출하지수(계절조정),2023-12-01,95.5
강원도,광업,생산자제품 출하지수(계절조정),2024-01-01,109.1
강원도,광업,생산자제품 출하지수(계절조정),2024-02-01,105.0
강원도,광업,생산자제품 출하지수(계절조정),2024-03-01,103.3
강원도,광업,생산자제품 출하지수(계절조정),2024-04-01,99.8
강원도,광업,생산자제품 출하지수(계절조정),2024-05-01,100.5
강원도,광업,생산자제품 출하지수(계절조정),2024-06-01,95.1
강원도,광업,생산자제품 출하지수(계절조정),2024-07-01,82.6
강원도,광업,생산자제품 출하지수(계절조정),2024-08-01,96.3
강원도,광업,생산자제품 출하지수(계절조정),2024-09-01,94.0
강원도,광업,생산자제품 출하지수(계절조정),2024-10-01,92.5
강원도,광업,생산자제품 출하지수(계절조정),2024-11-01,94.7
강원도,광업,생산자제품 출하지수(계절조정),2024-12-01,102.4
강원도,광업,생산자제품 출하지수(계절조정),2025-01-01,196.3
강원도,광업,생산자제품 출하지수(계절조정),2025-02-01,91.9
강원도,광업,생산자제품 출하지수(계절조정),2025-03-01,92.2
강원도,광업,생산자제품 출하지수(계절조정),2025-04-01,89.9
강원도,광업,생산자제품 출하지수(계절조정),2025-05-01,84.5
강원도,광업,생산자제품 출하지수(계절조정),2025-06-01,76.9
강원도,광업,생산자제품 출하지수(계절조정),2025-07-01,89.0
강원도,광업,생산자제품 출하지수(계절조정),2025-08-01,91.9
강원도,광업,생산자제품 출하지수(계절조정),2025-09-01,86.8
강원도,광업,생산자제품 출하지수(계절조정),2025-10-01,82.2
강원도,광업,생산자제품 출하지수(계절조정),2025-11-01,80.4
강원도,광업,생산자제품 출하지수(계절조정),2025-12-01,89.6
강원도,광업,생산자제품 출하지수(계절조정),2026-01-01,84.6
강원도,광업,생산자제품 출하지수(계절조정),2026-02-01,79.2
강원도,광업,생산자제품 출하지수(계절조정),2026-03-01,87.7
강원도,광업,생산자제품 출하지수(계절조정),2026-04-01,88.6
강원도,광업,생산자제품 출하지수(계절조정),2026-05-01,86.9
강원도,광업,생산자제품 출하지수(계절조정),2026-06-01,86.0
강원도,광업,생산자제품 출하지수(원지수),2018-01-01,89.8
강원도,광업,생산자제품 출하지수(원지수),2018-02-01,82.594
강원도,광업,생산자제품 출하지수(원지수),2018-03-01,99.113
강원도,광업,생산자제품 출하지수(원지수),2018-04-01,114.08
강원도,광업,생산자제품 출하지수(원지수),2018-05-01,116.075
강원도,광업,생산자제품 출하지수(원지수),2018-06-01,120.399
강원도,광업,생산자제품 출하지수(원지수),2018-07-01,119.512
강원도,광업,생산자제품 출하지수(원지수),2018-08-01,102.661
강원도,광업,생산자제품 출하지수(원지수),2018-09-01,107.095
강원도,광업,생산자제품 출하지수(원지수),2018-10-01,131.153
강원도,광업,생산자제품 출하지수(원지수),2018-11-01,142.572
강원도,광업,생산자제품 출하지수(원지수),2018-12-01,103.991
강원도,광업,생산자제품 출하지수(원지수),2019-01-01,98.337
강원도,광업,생산자제품 출하지수(원지수),2019-02-01,89.69
강원도,광업,생산자제품 출하지수(원지수),2019-03-01,99.002
강원도,광업,생산자제품 출하지수(원지수),2019-04-01,107.428
강원도,광업,생산자제품 출하지수(원지수),2019-05-01,126.829
강원도,광업,생산자제품 출하지수(원지수),2019-06-01,116.408
강원도,광업,생산자제품 출하지수(원지수),2019-07-01,104.878
강원도,광업,생산자제품 출하지수(원지수),2019-08-01,105.322
강원도,광업,생산자제품 출하지수(원지수),2019-09-01,99.113
강원도,광업,생산자제품 출하지수(원지수),2019-10-01,117.184
강원도,광업,생산자제품 출하지수(원지수),2019-11-01,114.967
강원도,광업,생산자제품 출하지수(원지수),2019-12-01,116.186
강원도,광업,생산자제품 출하지수(원지수),2020-01-01,87.9
강원도,광업,생산자제품 출하지수(원지수),2020-02-01,84.6
강원도,광업,생산자제품 출하지수(원지수),2020-03-01,82.8
강원도,광업,생산자제품 출하지수(원지수),2020-04-01,97.6
강원도,광업,생산자제품 출하지수(원지수),2020-05-01,102.8
강원도,광업,생산자제품 출하지수(원지수),2020-06-01,104.3
강원도,광업,생산자제품 출하지수(원지수),2020-07-01,97.0
강원도,광업,생산자제품 출하지수(원지수),2020-08-01,87.1
강원도,광업,생산자제품 출하지수(원지수),2020-09-01,86.1
강원도,광업,생산자제품 출하지수(원지수),2020-10-01,110.2
강원도,광업,생산자제품 출하지수(원지수),2020-11-01,128.7
강원도,광업,생산자제품 출하지수(원지수),2020-12-01,130.9
강원도,광업,생산자제품 출하지수(원지수),2021-01-01,92.6
강원도,광업,생산자제품 출하지수(원지수),2021-02-01,84.4
강원도,광업,생산자제품 출하지수(원지수),2021-03-01,95.8
강원도,광업,생산자제품 출하지수(원지수),2021-04-01,112.5
강원도,광업,생산자제품 출하지수(원지수),2021-05-01,105.8
강원도,광업,생산자제품 출하지수(원지수),2021-06-01,113.6
강원도,광업,생산자제품 출하지수(원지수),2021-07-01,117.9
강원도,광업,생산자제품 출하지수(원지수),2021-08-01,106.8
강원도,광업,생산자제품 출하지수(원지수),2021-09-01,93.5
강원도,광업,생산자제품 출하지수(원지수),2021-10-01,100.8
강원도,광업,생산자제품 출하지수(원지수),2021-11-01,130.2
강원도,광업,생산자제품 출하지수(원지수),2021-12-01,104.7
강원도,광업,생산자제품 출하지수(원지수),2022-01-01,89.0
강원도,광업,생산자제품 출하지수(원지수),2022-02-01,70.5
강원도,광업,생산자제품 출하지수(원지수),2022-03-01,84.7
강원도,광업,생산자제품 출하지수(원지수),2022-04-01,107.5
강원도,광업,생산자제품 출하지수(원지수),2022-05-01,115.6
강원도,광업,생산자제품 출하지수(원지수),2022-06-01,101.6
강원도,광업,생산자제품 출하지수(원지수),2022-07-01,105.4
강원도,광업,생산자제품 출하지수(원지수),2022-08-01,106.3
강원도,광업,생산자제품 출하지수(원지수),2022-09-01,98.2
강원도,광업,생산자제품 출하지수(원지수),2022-10-01,106.2
강원도,광업,생산자제품 출하지수(원지수),2022-11-01,116.0
강원도,광업,생산자제품 출하지수(원지수),2022-12-01,110.8
강원도,광업,생산자제품 출하지수(원지수),2023-01-01,98.9
강원도,광업,생산자제품 출하지수(원지수),2023-02-01,98.5
강원도,광업,생산자제품 출하지수(원지수),2023-03-01,106.3
강원도,광업,생산자제품 출하지수(원지수),2023-04-01,100.4
강원도,광업,생산자제품 출하지수(원지수),2023-05-01,100.5
강원도,광업,생산자제품 출하지수(원지수),2023-06-01,100.2
강원도,광업,생산자제품 출하지수(원지수),2023-07-01,89.6
강원도,광업,생산자제품 출하지수(원지수),2023-08-01,105.3
강원도,광업,생산자제품 출하지수(원지수),2023-09-01,106.2
강원도,광업,생산자제품 출하지수(원지수),2023-10-01,118.8
강원도,광업,생산자제품 출하지수(원지수),2023-11-01,111.9
강원도,광업,생산자제품 출하지수(원지수),2023-12-01,107.0
강원도,광업,생산자제품 출하지수(원지수),2024-01-01,100.8
강원도,광업,생산자제품 출하지수(원지수),2024-02-01,86.6
강원도,광업,생산자제품 출하지수(원지수),2024-03-01,97.2
강원도,광업,생산자제품 출하지수(원지수),2024-04-01,100.2
강원도,광업,생산자제품 출하지수(원지수),2024-05-01,105.3
강원도,광업,생산자제품 출하지수(원지수),2024-06-01,94.0
강원도,광업,생산자제품 출하지수(원지수),2024-07-01,84.1
강원도,광업,생산자제품 출하지수(원지수),2024-08-01,100.1
강원도,광업,생산자제품 출하지수(원지수),2024-09-01,86.5
강원도,광업,생산자제품 출하지수(원지수),2024-10-01,92.4
강원도,광업,생산자제품 출하지수(원지수),2024-11-01,107.7
강원도,광업,생산자제품 출하지수(원지수),2024-12-01,114.9
강원도,광업,생산자제품 출하지수(원지수),2025-01-01,175.4
강원도,광업,생산자제품 출하지수(원지수),2025-02-01,75.3
강원도,광업,생산자제품 출하지수(원지수),2025-03-01,85.1
강원도,광업,생산자제품 출하지수(원지수),2025-04-01,92.4
강원도,광업,생산자제품 출하지수(원지수),2025-05-01,88.5
강원도,광업,생산자제품 출하지수(원지수),2025-06-01,73.5
강원도,광업,생산자제품 출하지수(원지수),2025-07-01,90.5
강원도,광업,생산자제품 출하지수(원지수),2025-08-01,93.7
강원도,광업,생산자제품 출하지수(원지수),2025-09-01,85.0
강원도,광업,생산자제품 출하지수(원지수),2025-10-01,80.8
강원도,광업,생산자제품 출하지수(원지수),2025-11-01,88.9
강원도,광업,생산자제품 출하지수(원지수),2025-12-01,103.2
강원도,광업,생산자제품 출하지수(원지수),2026-01-01,79.3
강원도,광업,생산자제품 출하지수(원지수),2026-02-01,63.8
강원도,광업,생산자제품 출하지수(원지수),2026-03-01,83.4
강원도,광업,생산자제품 출하지수(원지수),2026-04-01,91.0
강원도,광업,생산자제품 출하지수(원지수),2026-05-01,88.6
강원도,광업,생산자제품 출하지수(원지수),2026-06-01,83.9
강원도,광업,생산지수(계절조정),2018-01-01,108.4
강원도,광업,생산지수(계절조정),2018-02-01,107.63
강원도,광업,생산지수(계절조정),2018-03-01,109.678
강원도,광업,생산지수(계절조정),2018-04-01,111.304
강원도,광업,생산지수(계절조정),2018-05-01,113.909
강원도,광업,생산지수(계절조정),2018-06-01,114.925
강원도,광업,생산지수(계절조정),2018-07-01,110.691
강원도,광업,생산지수(계절조정),2018-08-01,103.627
강원도,광업,생산지수(계절조정),2018-09-01,105.925
강원도,광업,생산지수(계절조정),2018-10-01,107.005
강원도,광업,생산지수(계절조정),2018-11-01,107.785
강원도,광업,생산지수(계절조정),2018-12-01,100.098
강원도,광업,생산지수(계절조정),2019-01-01,106.628
강원도,광업,생산지수(계절조정),2019-02-01,106.592
강원도,광업,생산지수(계절조정),2019-03-01,103.748
강원도,광업,생산지수(계절조정),2019-04-01,110.003
강원도,광업,생산지수(계절조정),2019-05-01,111.134
강원도,광업,생산지수(계절조정),2019-06-01,109.107
강원도,광업,생산지수(계절조정),2019-07-01,100.988
강원도,광업,생산지수(계절조정),2019-08-01,106.295
강원도,광업,생산지수(계절조정),2019-09-01,109.069
강원도,광업,생산지수(계절조정),2019-10-01,100.253
강원도,광업,생산지수(계절조정),2019-11-01,99.674
강원도,광업,생산지수(계절조정),2019-12-01,104.857
강원도,광업,생산지수(계절조정),2020-01-01,104.4
강원도,광업,생산지수(계절조정),2020-02-01,101.6
강원도,광업,생산지수(계절조정),2020-03-01,101.0
강원도,광업,생산지수(계절조정),2020-04-01,103.7
강원도,광업,생산지수(계절조정),2020-05-01,95.0
강원도,광업,생산지수(계절조정),2020-06-01,93.0
강원도,광업,생산지수(계절조정),2020-07-01,94.1
강원도,광업,생산지수(계절조정),2020-08-01,95.1
강원도,광업,생산지수(계절조정),2020-09-01,97.6
강원도,광업,생산지수(계절조정),2020-10-01,105.9
강원도,광업,생산지수(계절조정),2020-11-01,104.4
강원도,광업,생산지수(계절조정),2020-12-01,105.2
강원도,광업,생산지수(계절조정),2021-01-01,93.4
강원도,광업,생산지수(계절조정),2021-02-01,102.2
강원도,광업,생산지수(계절조정),2021-03-01,101.4
강원도,광업,생산지수(계절조정),2021-04-01,103.9
강원도,광업,생산지수(계절조정),2021-05-01,100.7
강원도,광업,생산지수(계절조정),2021-06-01,100.3
강원도,광업,생산지수(계절조정),2021-07-01,106.1
강원도,광업,생산지수(계절조정),2021-08-01,105.8
강원도,광업,생산지수(계절조정),2021-09-01,102.7
강원도,광업,생산지수(계절조정),2021-10-01,94.9
강원도,광업,생산지수(계절조정),2021-11-01,97.7
강원도,광업,생산지수(계절조정),2021-12-01,99.5
강원도,광업,생산지수(계절조정),2022-01-01,99.1
강원도,광업,생산지수(계절조정),2022-02-01,87.7
강원도,광업,생산지수(계절조정),2022-03-01,92.4
강원도,광업,생산지수(계절조정),2022-04-01,89.7
강원도,광업,생산지수(계절조정),2022-05-01,94.7
강원도,광업,생산지수(계절조정),2022-06-01,95.0
강원도,광업,생산지수(계절조정),2022-07-01,94.7
강원도,광업,생산지수(계절조정),2022-08-01,95.2
강원도,광업,생산지수(계절조정),2022-09-01,98.3
강원도,광업,생산지수(계절조정),2022-10-01,95.6
강원도,광업,생산지수(계절조정),2022-11-01,96.6
강원도,광업,생산지수(계절조정),2022-12-01,92.5
강원도,광업,생산지수(계절조정),2023-01-01,95.0
강원도,광업,생산지수(계절조정),2023-02-01,99.1
강원도,광업,생산지수(계절조정),2023-03-01,94.6
강원도,광업,생산지수(계절조정),2023-04-01,97.9
강원도,광업,생산지수(계절조정),2023-05-01,100.6
강원도,광업,생산지수(계절조정),2023-06-01,94.5
강원도,광업,생산지수(계절조정),2023-07-01,96.4
강원도,광업,생산지수(계절조정),2023-08-01,93.7
강원도,광업,생산지수(계절조정),2023-09-01,91.6
강원도,광업,생산지수(계절조정),2023-10-01,98.6
강원도,광업,생산지수(계절조정),2023-11-01,97.6
강원도,광업,생산지수(계절조정),2023-12-01,92.4
강원도,광업,생산지수(계절조정),2024-01-01,92.3
강원도,광업,생산지수(계절조정),2024-02-01,95.1
강원도,광업,생산지수(계절조정),2024-03-01,92.9
강원도,광업,생산지수(계절조정),2024-04-01,88.9
강원도,광업,생산지수(계절조정),2024-05-01,88.4
강원도,광업,생산지수(계절조정),2024-06-01,87.6
강원도,광업,생산지수(계절조정),2024-07-01,84.3
강원도,광업,생산지수(계절조정),2024-08-01,86.8
강원도,광업,생산지수(계절조정),2024-09-01,84.9
강원도,광업,생산지수(계절조정),2024-10-01,88.5
강원도,광업,생산지수(계절조정),2024-11-01,83.1
강원도,광업,생산지수(계절조정),2024-12-01,86.4
강원도,광업,생산지수(계절조정),2025-01-01,83.6
강원도,광업,생산지수(계절조정),2025-02-01,80.3
강원도,광업,생산지수(계절조정),2025-03-01,85.4
강원도,광업,생산지수(계절조정),2025-04-01,82.8
강원도,광업,생산지수(계절조정),2025-05-01,79.4
강원도,광업,생산지수(계절조정),2025-06-01,78.8
강원도,광업,생산지수(계절조정),2025-07-01,77.8
강원도,광업,생산지수(계절조정),2025-08-01,83.3
강원도,광업,생산지수(계절조정),2025-09-01,79.8
강원도,광업,생산지수(계절조정),2025-10-01,73.3
강원도,광업,생산지수(계절조정),2025-11-01,77.5
강원도,광업,생산지수(계절조정),2025-12-01,81.9
강원도,광업,생산지수(계절조정),2026-01-01,71.0
강원도,광업,생산지수(계절조정),2026-02-01,79.3
강원도,광업,생산지수(계절조정),2026-03-01,82.2
강원도,광업,생산지수(계절조정),2026-04-01,79.2
강원도,광업,생산지수(계절조정),2026-05-01,76.7
강원도,광업,생산지수(계절조정),2026-06-01,81.2
강원도,광업,생산지수(원지수),2018-01-01,100.918
강원도,광업,생산지수(원지수),2018-02-01,87.141
강원도,광업,생산지수(원지수),2018-03-01,108.726
강원도,광업,생산지수(원지수),2018-04-01,114.466
강원도,광업,생산지수(원지수),2018-05-01,118.599
강원도,광업,생산지수(원지수),2018-06-01,120.092
강원도,광업,생산지수(원지수),2018-07-01,111.711
강원도,광업,생산지수(원지수),2018-08-01,102.296
강원도,광업,생산지수(원지수),2018-09-01,98.163
강원도,광업,생산지수(원지수),2018-10-01,115.27
강원도,광업,생산지수(원지수),2018-11-01,117.566
강원도,광업,생산지수(원지수),2018-12-01,101.722
강원도,광업,생산지수(원지수),2019-01-01,99.311
강원도,광업,생산지수(원지수),2019-02-01,86.567
강원도,광업,생산지수(원지수),2019-03-01,100.23
강원도,광업,생산지수(원지수),2019-04-01,115.729
강원도,광업,생산지수(원지수),2019-05-01,122.273
강원도,광업,생산지수(원지수),2019-06-01,113.433
강원도,광업,생산지수(원지수),2019-07-01,104.133
강원도,광업,생산지수(원지수),2019-08-01,104.822
강원도,광업,생산지수(원지수),2019-09-01,100.804
강원도,광업,생산지수(원지수),2019-10-01,108.152
강원도,광업,생산지수(원지수),2019-11-01,109.07
강원도,광업,생산지수(원지수),2019-12-01,106.889
강원도,광업,생산지수(원지수),2020-01-01,90.6
강원도,광업,생산지수(원지수),2020-02-01,91.0
강원도,광업,생산지수(원지수),2020-03-01,100.1
강원도,광업,생산지수(원지수),2020-04-01,103.6
강원도,광업,생산지수(원지수),2020-05-01,102.3
강원도,광업,생산지수(원지수),2020-06-01,98.6
강원도,광업,생산지수(원지수),2020-07-01,96.6
강원도,광업,생산지수(원지수),2020-08-01,89.2
강원도,광업,생산지수(원지수),2020-09-01,97.1
강원도,광업,생산지수(원지수),2020-10-01,108.7
강원도,광업,생산지수(원지수),2020-11-01,111.5
강원도,광업,생산지수(원지수),2020-12-01,110.5
강원도,광업,생산지수(원지수),2021-01-01,84.8
강원도,광업,생산지수(원지수),2021-02-01,83.3
강원도,광업,생산지수(원지수),2021-03-01,100.7
강원도,광업,생산지수(원지수),2021-04-01,109.2
강원도,광업,생산지수(원지수),2021-05-01,106.0
강원도,광업,생산지수(원지수),2021-06-01,108.5
강원도,광업,생산지수(원지수),2021-07-01,108.3
강원도,광업,생산지수(원지수),2021-08-01,102.0
강원도,광업,생산지수(원지수),2021-09-01,96.9
강원도,광업,생산지수(원지수),2021-10-01,97.7
강원도,광업,생산지수(원지수),2021-11-01,107.0
강원도,광업,생산지수(원지수),2021-12-01,105.1
강원도,광업,생산지수(원지수),2022-01-01,88.2
강원도,광업,생산지수(원지수),2022-02-01,72.9
강원도,광업,생산지수(원지수),2022-03-01,89.7
강원도,광업,생산지수(원지수),2022-04-01,94.3
강원도,광업,생산지수(원지수),2022-05-01,104.9
강원도,광업,생산지수(원지수),2022-06-01,97.2
강원도,광업,생산지수(원지수),2022-07-01,93.7
강원도,광업,생산지수(원지수),2022-08-01,94.3
강원도,광업,생산지수(원지수),2022-09-01,92.6
강원도,광업,생산지수(원지수),2022-10-01,100.9
강원도,광업,생산지수(원지수),2022-11-01,105.7
강원도,광업,생산지수(원지수),2022-12-01,100.7
강원도,광업,생산지수(원지수),2023-01-01,82.8
강원도,광업,생산지수(원지수),2023-02-01,86.3
강원도,광업,생산지수(원지수),2023-03-01,94.3
강원도,광업,생산지수(원지수),2023-04-01,100.4
강원도,광업,생산지수(원지수),2023-05-01,106.0
강원도,광업,생산지수(원지수),2023-06-01,98.7
강원도,광업,생산지수(원지수),2023-07-01,95.0
강원도,광업,생산지수(원지수),2023-08-01,93.0
강원도,광업,생산지수(원지수),2023-09-01,86.4
강원도,광업,생산지수(원지수),2023-10-01,101.3
강원도,광업,생산지수(원지수),2023-11-01,106.8
강원도,광업,생산지수(원지수),2023-12-01,96.0
강원도,광업,생산지수(원지수),2024-01-01,86.2
강원도,광업,생산지수(원지수),2024-02-01,79.4
강원도,광업,생산지수(원지수),2024-03-01,90.5
강원도,광업,생산지수(원지수),2024-04-01,91.1
강원도,광업,생산지수(원지수),2024-05-01,95.6
강원도,광업,생산지수(원지수),2024-06-01,88.9
강원도,광업,생산지수(원지수),2024-07-01,84.9
강원도,광업,생산지수(원지수),2024-08-01,86.3
강원도,광업,생산지수(원지수),2024-09-01,77.9
강원도,광업,생산지수(원지수),2024-10-01,93.4
강원도,광업,생산지수(원지수),2024-11-01,91.1
강원도,광업,생산지수(원지수),2024-12-01,90.0
강원도,광업,생산지수(원지수),2025-01-01,71.0
강원도,광업,생산지수(원지수),2025-02-01,70.2
강원도,광업,생산지수(원지수),2025-03-01,81.4
강원도,광업,생산지수(원지수),2025-04-01,86.9
강원도,광업,생산지수(원지수),2025-05-01,85.9
강원도,광업,생산지수(원지수),2025-06-01,77.8
강원도,광업,생산지수(원지수),2025-07-01,78.0
강원도,광업,생산지수(원지수),2025-08-01,80.8
강원도,광업,생산지수(원지수),2025-09-01,81.3
강원도,광업,생산지수(원지수),2025-10-01,73.3
강원도,광업,생산지수(원지수),2025-11-01,82.9
강원도,광업,생산지수(원지수),2025-12-01,87.6
강원도,광업,생산지수(원지수),2026-01-01,66.4
강원도,광업,생산지수(원지수),2026-02-01,64.6
강원도,광업,생산지수(원지수),2026-03-01,80.5
강원도,광업,생산지수(원지수),2026-04-01,83.0
강원도,광업,생산지수(원지수),2026-05-01,80.8
강원도,광업,생산지수(원지수),2026-06-01,82.2
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-01-01,88.195
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-02-01,90.293
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-03-01,92.323
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-04-01,86.474
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-05-01,88.316
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-06-01,85.781
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-07-01,82.877
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-08-01,82.553
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-09-01,80.72
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-10-01,80.763
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-11-01,78.398
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2018-12-01,84.666
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-01-01,83.103
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-02-01,86.687
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-03-01,83.561
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-04-01,87.37
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-05-01,89.275
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-06-01,88.082
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-07-01,90.973
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-08-01,88.181
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-09-01,93.296
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-10-01,96.113
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-11-01,96.916
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2019-12-01,94.747
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-01-01,97.9
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-02-01,100.6
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-03-01,102.4
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-04-01,101.7
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-05-01,95.3
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-06-01,91.6
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-07-01,98.7
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-08-01,116.5
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-09-01,99.3
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-10-01,98.2
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-11-01,100.0
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2020-12-01,96.9
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2021-01-01,98.6
강원도,광업 및 제조업,생산자제품 재고지수(계절조정),2021-02-01,100.4
