시도별,산업별,항목,날짜,지수
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2021-09-01,99.0
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2021-10-01,102.4
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2021-11-01,103.4
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2021-12-01,106.7
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-01-01,109.1
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-02-01,107.2
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-03-01,104.4
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-04-01,105.9
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-05-01,105.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-06-01,106.9
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-07-01,106.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-08-01,109.6
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-09-01,107.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-10-01,109.1
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-11-01,107.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2022-12-01,106.6
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-01-01,107.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-02-01,110.6
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-03-01,111.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-04-01,108.6
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-05-01,113.2
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-06-01,113.8
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-07-01,113.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-08-01,114.8
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-09-01,117.2
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-10-01,111.1
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-11-01,116.8
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2023-12-01,114.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-01-01,115.0
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-02-01,114.4
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-03-01,112.8
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-04-01,117.0
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-05-01,117.4
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-06-01,116.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-07-01,112.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-08-01,121.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-09-01,122.9
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-10-01,118.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-11-01,115.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2024-12-01,124.9
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-01-01,116.9
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-02-01,119.7
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-03-01,120.3
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-04-01,120.7
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-05-01,111.8
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-06-01,122.0
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-07-01,116.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-08-01,113.9
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-09-01,117.2
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-10-01,112.0
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-11-01,117.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2025-12-01,118.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2026-01-01,115.0
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2026-02-01,112.5
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2026-03-01,121.6
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2026-04-01,117.4
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2026-05-01,114.2
경상남도,광업 및 제조업,생산자제품 출하지수(계절조정),2026-06-01,130.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-01-01,99.527
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-02-01,88.047
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-03-01,104.497
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-04-01,101.893
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-05-01,105.562
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-06-01,105.207
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-07-01,104.852
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-08-01,96.331
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-09-01,95.266
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-10-01,106.391
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-11-01,106.036
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2018-12-01,103.077
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-01-01,105.325
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-02-01,88.994
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-03-01,109.822
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-04-01,111.598
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-05-01,115.858
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-06-01,112.544
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-07-01,112.189
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-08-01,97.988
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-09-01,96.686
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-10-01,110.296
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-11-01,106.391
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2019-12-01,114.201
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-01-01,95.5
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-02-01,96.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-03-01,112.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-04-01,99.4
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-05-01,88.9
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-06-01,100.9
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-07-01,99.4
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-08-01,85.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-09-01,104.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-10-01,101.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-11-01,103.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2020-12-01,112.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-01-01,97.5
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-02-01,86.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-03-01,108.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-04-01,105.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-05-01,101.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-06-01,106.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-07-01,103.0
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-08-01,90.9
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-09-01,94.8
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-10-01,102.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-11-01,106.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2021-12-01,115.1
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-01-01,101.9
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-02-01,96.4
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-03-01,108.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-04-01,110.0
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-05-01,111.1
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-06-01,109.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-07-01,106.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-08-01,101.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-09-01,103.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-10-01,111.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-11-01,110.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2022-12-01,117.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-01-01,96.5
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-02-01,105.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-03-01,117.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-04-01,111.0
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-05-01,115.1
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-06-01,118.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-07-01,112.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-08-01,106.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-09-01,113.5
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-10-01,110.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-11-01,119.8
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2023-12-01,121.4
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-01-01,113.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-02-01,100.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-03-01,117.1
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-04-01,119.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-05-01,121.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-06-01,119.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-07-01,113.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-08-01,112.5
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-09-01,116.9
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-10-01,120.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-11-01,118.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2024-12-01,132.4
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-01-01,103.2
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-02-01,114.0
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-03-01,122.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-04-01,125.9
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-05-01,115.4
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-06-01,123.0
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-07-01,117.5
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-08-01,103.8
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-09-01,126.4
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-10-01,104.3
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-11-01,118.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2025-12-01,127.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2026-01-01,113.5
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2026-02-01,97.7
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2026-03-01,126.1
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2026-04-01,122.6
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2026-05-01,115.8
경상남도,광업 및 제조업,생산자제품 출하지수(원지수),2026-06-01,134.2
경상남도,광업 및 제조업,생산지수(계절조정),2018-01-01,103.518
경상남도,광업 및 제조업,생산지수(계절조정),2018-02-01,106.439
경상남도,광업 및 제조업,생산지수(계절조정),2018-03-01,103.986
경상남도,광업 및 제조업,생산지수(계절조정),2018-04-01,103.585
경상남도,광업 및 제조업,생산지수(계절조정),2018-05-01,109.069
경상남도,광업 및 제조업,생산지수(계절조정),2018-06-01,105.046
경상남도,광업 및 제조업,생산지수(계절조정),2018-07-01,109.698
경상남도,광업 및 제조업,생산지수(계절조정),2018-08-01,110.57
경상남도,광업 및 제조업,생산지수(계절조정),2018-09-01,107.564
경상남도,광업 및 제조업,생산지수(계절조정),2018-10-01,108.119
경상남도,광업 및 제조업,생산지수(계절조정),2018-11-01,107.075
경상남도,광업 및 제조업,생산지수(계절조정),2018-12-01,98.22
경상남도,광업 및 제조업,생산지수(계절조정),2019-01-01,107.299
경상남도,광업 및 제조업,생산지수(계절조정),2019-02-01,104.483
경상남도,광업 및 제조업,생산지수(계절조정),2019-03-01,106.287
경상남도,광업 및 제조업,생산지수(계절조정),2019-04-01,109.655
경상남도,광업 및 제조업,생산지수(계절조정),2019-05-01,110.722
경상남도,광업 및 제조업,생산지수(계절조정),2019-06-01,108.735
경상남도,광업 및 제조업,생산지수(계절조정),2019-07-01,112.202
경상남도,광업 및 제조업,생산지수(계절조정),2019-08-01,105.186
경상남도,광업 및 제조업,생산지수(계절조정),2019-09-01,106.891
경상남도,광업 및 제조업,생산지수(계절조정),2019-10-01,108.593
경상남도,광업 및 제조업,생산지수(계절조정),2019-11-01,105.099
경상남도,광업 및 제조업,생산지수(계절조정),2019-12-01,106.892
경상남도,광업 및 제조업,생산지수(계절조정),2020-01-01,108.2
경상남도,광업 및 제조업,생산지수(계절조정),2020-02-01,99.1
경상남도,광업 및 제조업,생산지수(계절조정),2020-03-01,104.5
경상남도,광업 및 제조업,생산지수(계절조정),2020-04-01,99.6
경상남도,광업 및 제조업,생산지수(계절조정),2020-05-01,86.1
경상남도,광업 및 제조업,생산지수(계절조정),2020-06-01,93.8
경상남도,광업 및 제조업,생산지수(계절조정),2020-07-01,98.8
경상남도,광업 및 제조업,생산지수(계절조정),2020-08-01,96.7
경상남도,광업 및 제조업,생산지수(계절조정),2020-09-01,101.9
경상남도,광업 및 제조업,생산지수(계절조정),2020-10-01,104.1
경상남도,광업 및 제조업,생산지수(계절조정),2020-11-01,102.7
경상남도,광업 및 제조업,생산지수(계절조정),2020-12-01,104.6
경상남도,광업 및 제조업,생산지수(계절조정),2021-01-01,98.7
경상남도,광업 및 제조업,생산지수(계절조정),2021-02-01,101.0
경상남도,광업 및 제조업,생산지수(계절조정),2021-03-01,103.1
경상남도,광업 및 제조업,생산지수(계절조정),2021-04-01,103.1
경상남도,광업 및 제조업,생산지수(계절조정),2021-05-01,103.4
경상남도,광업 및 제조업,생산지수(계절조정),2021-06-01,103.7
경상남도,광업 및 제조업,생산지수(계절조정),2021-07-01,104.9
경상남도,광업 및 제조업,생산지수(계절조정),2021-08-01,104.3
경상남도,광업 및 제조업,생산지수(계절조정),2021-09-01,101.7
경상남도,광업 및 제조업,생산지수(계절조정),2021-10-01,105.2
경상남도,광업 및 제조업,생산지수(계절조정),2021-11-01,107.9
경상남도,광업 및 제조업,생산지수(계절조정),2021-12-01,107.8
경상남도,광업 및 제조업,생산지수(계절조정),2022-01-01,109.4
경상남도,광업 및 제조업,생산지수(계절조정),2022-02-01,107.6
경상남도,광업 및 제조업,생산지수(계절조정),2022-03-01,107.2
경상남도,광업 및 제조업,생산지수(계절조정),2022-04-01,107.0
경상남도,광업 및 제조업,생산지수(계절조정),2022-05-01,107.4
경상남도,광업 및 제조업,생산지수(계절조정),2022-06-01,109.9
경상남도,광업 및 제조업,생산지수(계절조정),2022-07-01,108.2
경상남도,광업 및 제조업,생산지수(계절조정),2022-08-01,109.0
경상남도,광업 및 제조업,생산지수(계절조정),2022-09-01,111.4
경상남도,광업 및 제조업,생산지수(계절조정),2022-10-01,110.9
경상남도,광업 및 제조업,생산지수(계절조정),2022-11-01,109.7
경상남도,광업 및 제조업,생산지수(계절조정),2022-12-01,109.3
경상남도,광업 및 제조업,생산지수(계절조정),2023-01-01,108.4
경상남도,광업 및 제조업,생산지수(계절조정),2023-02-01,111.2
경상남도,광업 및 제조업,생산지수(계절조정),2023-03-01,113.4
경상남도,광업 및 제조업,생산지수(계절조정),2023-04-01,108.0
경상남도,광업 및 제조업,생산지수(계절조정),2023-05-01,113.5
경상남도,광업 및 제조업,생산지수(계절조정),2023-06-01,111.9
경상남도,광업 및 제조업,생산지수(계절조정),2023-07-01,112.7
경상남도,광업 및 제조업,생산지수(계절조정),2023-08-01,113.9
경상남도,광업 및 제조업,생산지수(계절조정),2023-09-01,114.8
경상남도,광업 및 제조업,생산지수(계절조정),2023-10-01,114.1
경상남도,광업 및 제조업,생산지수(계절조정),2023-11-01,116.6
경상남도,광업 및 제조업,생산지수(계절조정),2023-12-01,115.7
경상남도,광업 및 제조업,생산지수(계절조정),2024-01-01,117.2
경상남도,광업 및 제조업,생산지수(계절조정),2024-02-01,117.5
경상남도,광업 및 제조업,생산지수(계절조정),2024-03-01,114.2
경상남도,광업 및 제조업,생산지수(계절조정),2024-04-01,120.5
경상남도,광업 및 제조업,생산지수(계절조정),2024-05-01,117.4
경상남도,광업 및 제조업,생산지수(계절조정),2024-06-01,119.1
경상남도,광업 및 제조업,생산지수(계절조정),2024-07-01,114.9
경상남도,광업 및 제조업,생산지수(계절조정),2024-08-01,125.3
경상남도,광업 및 제조업,생산지수(계절조정),2024-09-01,121.2
경상남도,광업 및 제조업,생산지수(계절조정),2024-10-01,122.0
경상남도,광업 및 제조업,생산지수(계절조정),2024-11-01,116.8
경상남도,광업 및 제조업,생산지수(계절조정),2024-12-01,125.0
경상남도,광업 및 제조업,생산지수(계절조정),2025-01-01,116.0
경상남도,광업 및 제조업,생산지수(계절조정),2025-02-01,119.0
경상남도,광업 및 제조업,생산지수(계절조정),2025-03-01,118.6
경상남도,광업 및 제조업,생산지수(계절조정),2025-04-01,120.4
경상남도,광업 및 제조업,생산지수(계절조정),2025-05-01,114.3
경상남도,광업 및 제조업,생산지수(계절조정),2025-06-01,119.7
경상남도,광업 및 제조업,생산지수(계절조정),2025-07-01,116.8
경상남도,광업 및 제조업,생산지수(계절조정),2025-08-01,117.7
경상남도,광업 및 제조업,생산지수(계절조정),2025-09-01,119.0
경상남도,광업 및 제조업,생산지수(계절조정),2025-10-01,113.8
경상남도,광업 및 제조업,생산지수(계절조정),2025-11-01,118.5
경상남도,광업 및 제조업,생산지수(계절조정),2025-12-01,120.5
경상남도,광업 및 제조업,생산지수(계절조정),2026-01-01,115.7
경상남도,광업 및 제조업,생산지수(계절조정),2026-02-01,114.4
경상남도,광업 및 제조업,생산지수(계절조정),2026-03-01,120.5
경상남도,광업 및 제조업,생산지수(계절조정),2026-04-01,118.8
경상남도,광업 및 제조업,생산지수(계절조정),2026-05-01,116.5
경상남도,광업 및 제조업,생산지수(계절조정),2026-06-01,126.5
경상남도,광업 및 제조업,생산지수(원지수),2018-01-01,106.071
경상남도,광업 및 제조업,생산지수(원지수),2018-02-01,92.381
경상남도,광업 및 제조업,생산지수(원지수),2018-03-01,111.31
경상남도,광업 및 제조업,생산지수(원지수),2018-04-01,106.548
경상남도,광업 및 제조업,생산지수(원지수),2018-05-01,110.357
경상남도,광업 및 제조업,생산지수(원지수),2018-06-01,108.095
경상남도,광업 및 제조업,생산지수(원지수),2018-07-01,109.524
경상남도,광업 및 제조업,생산지수(원지수),2018-08-01,101.786
경상남도,광업 및 제조업,생산지수(원지수),2018-09-01,99.167
경상남도,광업 및 제조업,생산지수(원지수),2018-10-01,110.714
경상남도,광업 및 제조업,생산지수(원지수),2018-11-01,109.643
경상남도,광업 및 제조업,생산지수(원지수),2018-12-01,102.381
경상남도,광업 및 제조업,생산지수(원지수),2019-01-01,110.0
경상남도,광업 및 제조업,생산지수(원지수),2019-02-01,90.595
경상남도,광업 및 제조업,생산지수(원지수),2019-03-01,111.31
경상남도,광업 및 제조업,생산지수(원지수),2019-04-01,115.0
경상남도,광업 및 제조업,생산지수(원지수),2019-05-01,117.024
경상남도,광업 및 제조업,생산지수(원지수),2019-06-01,111.667
경상남도,광업 및 제조업,생산지수(원지수),2019-07-01,114.286
경상남도,광업 및 제조업,생산지수(원지수),2019-08-01,96.786
경상남도,광업 및 제조업,생산지수(원지수),2019-09-01,98.81
경상남도,광업 및 제조업,생산지수(원지수),2019-10-01,111.548
경상남도,광업 및 제조업,생산지수(원지수),2019-11-01,107.619
경상남도,광업 및 제조업,생산지수(원지수),2019-12-01,111.548
경상남도,광업 및 제조업,생산지수(원지수),2020-01-01,99.3
경상남도,광업 및 제조업,생산지수(원지수),2020-02-01,98.1
경상남도,광업 및 제조업,생산지수(원지수),2020-03-01,111.8
경상남도,광업 및 제조업,생산지수(원지수),2020-04-01,99.8
경상남도,광업 및 제조업,생산지수(원지수),2020-05-01,89.0
경상남도,광업 및 제조업,생산지수(원지수),2020-06-01,98.2
경상남도,광업 및 제조업,생산지수(원지수),2020-07-01,100.4
경상남도,광업 및 제조업,생산지수(원지수),2020-08-01,85.3
경상남도,광업 및 제조업,생산지수(원지수),2020-09-01,103.3
경상남도,광업 및 제조업,생산지수(원지수),2020-10-01,100.1
경상남도,광업 및 제조업,생산지수(원지수),2020-11-01,102.9
경상남도,광업 및 제조업,생산지수(원지수),2020-12-01,111.8
경상남도,광업 및 제조업,생산지수(원지수),2021-01-01,99.1
경상남도,광업 및 제조업,생산지수(원지수),2021-02-01,87.5
경상남도,광업 및 제조업,생산지수(원지수),2021-03-01,110.3
경상남도,광업 및 제조업,생산지수(원지수),2021-04-01,107.9
경상남도,광업 및 제조업,생산지수(원지수),2021-05-01,104.5
경상남도,광업 및 제조업,생산지수(원지수),2021-06-01,110.7
경상남도,광업 및 제조업,생산지수(원지수),2021-07-01,106.4
경상남도,광업 및 제조업,생산지수(원지수),2021-08-01,94.1
경상남도,광업 및 제조업,생산지수(원지수),2021-09-01,96.6
경상남도,광업 및 제조업,생산지수(원지수),2021-10-01,103.9
경상남도,광업 및 제조업,생산지수(원지수),2021-11-01,110.6
경상남도,광업 및 제조업,생산지수(원지수),2021-12-01,115.3
경상남도,광업 및 제조업,생산지수(원지수),2022-01-01,104.8
경상남도,광업 및 제조업,생산지수(원지수),2022-02-01,97.5
경상남도,광업 및 제조업,생산지수(원지수),2022-03-01,112.1
경상남도,광업 및 제조업,생산지수(원지수),2022-04-01,111.8
경상남도,광업 및 제조업,생산지수(원지수),2022-05-01,113.3
경상남도,광업 및 제조업,생산지수(원지수),2022-06-01,112.3
경상남도,광업 및 제조업,생산지수(원지수),2022-07-01,107.2
경상남도,광업 및 제조업,생산지수(원지수),2022-08-01,100.4
경상남도,광업 및 제조업,생산지수(원지수),2022-09-01,106.0
경상남도,광업 및 제조업,생산지수(원지수),2022-10-01,112.1
경상남도,광업 및 제조업,생산지수(원지수),2022-11-01,112.6
경상남도,광업 및 제조업,생산지수(원지수),2022-12-01,119.5
경상남도,광업 및 제조업,생산지수(원지수),2023-01-01,99.2
경상남도,광업 및 제조업,생산지수(원지수),2023-02-01,107.6
경상남도,광업 및 제조업,생산지수(원지수),2023-03-01,121.2
경상남도,광업 및 제조업,생산지수(원지수),2023-04-01,110.5
경상남도,광업 및 제조업,생산지수(원지수),2023-05-01,114.5
경상남도,광업 및 제조업,생산지수(원지수),2023-06-01,116.8
경상남도,광업 및 제조업,생산지수(원지수),2023-07-01,111.4
경상남도,광업 및 제조업,생산지수(원지수),2023-08-01,105.1
경상남도,광업 및 제조업,생산지수(원지수),2023-09-01,109.9
경상남도,광업 및 제조업,생산지수(원지수),2023-10-01,112.5
경상남도,광업 및 제조업,생산지수(원지수),2023-11-01,119.9
경상남도,광업 및 제조업,생산지수(원지수),2023-12-01,121.3
경상남도,광업 및 제조업,생산지수(원지수),2024-01-01,119.7
경상남도,광업 및 제조업,생산지수(원지수),2024-02-01,104.0
경상남도,광업 및 제조업,생산지수(원지수),2024-03-01,119.5
경상남도,광업 및 제조업,생산지수(원지수),2024-04-01,123.2
경상남도,광업 및 제조업,생산지수(원지수),2024-05-01,120.8
경상남도,광업 및 제조업,생산지수(원지수),2024-06-01,121.6
경상남도,광업 및 제조업,생산지수(원지수),2024-07-01,115.9
경상남도,광업 및 제조업,생산지수(원지수),2024-08-01,115.7
경상남도,광업 및 제조업,생산지수(원지수),2024-09-01,113.4
경상남도,광업 및 제조업,생산지수(원지수),2024-10-01,123.4
경상남도,광업 및 제조업,생산지수(원지수),2024-11-01,120.2
경상남도,광업 및 제조업,생산지수(원지수),2024-12-01,131.0
경상남도,광업 및 제조업,생산지수(원지수),2025-01-01,103.6
경상남도,광업 및 제조업,생산지수(원지수),2025-02-01,115.3
경상남도,광업 및 제조업,생산지수(원지수),2025-03-01,121.3
경상남도,광업 및 제조업,생산지수(원지수),2025-04-01,125.6
경상남도,광업 및 제조업,생산지수(원지수),2025-05-01,117.4
경상남도,광업 및 제조업,생산지수(원지수),2025-06-01,119.6
경상남도,광업 및 제조업,생산지수(원지수),2025-07-01,117.6
경상남도,광업 및 제조업,생산지수(원지수),2025-08-01,106.4
경상남도,광업 및 제조업,생산지수(원지수),2025-09-01,127.7
경상남도,광업 및 제조업,생산지수(원지수),2025-10-01,104.8
경상남도,광업 및 제조업,생산지수(원지수),2025-11-01,119.5
경상남도,광업 및 제조업,생산지수(원지수),2025-12-01,129.1
경상남도,광업 및 제조업,생산지수(원지수),2026-01-01,118.0
경상남도,광업 및 제조업,생산지수(원지수),2026-02-01,99.2
경상남도,광업 및 제조업,생산지수(원지수),2026-03-01,126.0
경상남도,광업 및 제조업,생산지수(원지수),2026-04-01,124.2
경상남도,광업 및 제조업,생산지수(원지수),2026-05-01,117.0
경상남도,광업 및 제조업,생산지수(원지수),2026-06-01,129.2
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-01-01,112.962
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-02-01,113.495
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-03-01,109.785
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-04-01,111.418
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-05-01,108.088
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-06-01,107.21
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-07-01,107.763
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-08-01,108.12
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-09-01,106.311
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-10-01,111.69
경상남도,전기업 및 가스업,생산자제품 출하지수(계절조정),2018-11-01,110.468
