연도,출발지,도착지,품목,물동량_톤
2022,인천광역시,광주광역시,금속가공제품,25252
2022,인천광역시,광주광역시,"기타기계,장비제조품",5188
2022,인천광역시,광주광역시,"전자부품,컴퓨터,영상,음향,통신장비",509
2022,인천광역시,광주광역시,전기장비제품,3575
2022,인천광역시,광주광역시,"의료,정밀,광학기기,시계",137
2022,인천광역시,광주광역시,"자동차,트레일러",532
2022,인천광역시,광주광역시,기타운송장비,8
2022,인천광역시,광주광역시,가구제품,2791
2022,인천광역시,광주광역시,기타제품,301
2022,인천광역시,광주광역시,*) 재생제품,56099
2022,인천광역시,광주광역시,*) 기타,14622
2022,인천광역시,대전광역시,합계,641622
2022,인천광역시,대전광역시,농산물,1959
2022,인천광역시,대전광역시,임산물,26
2022,인천광역시,대전광역시,수산물,616
2022,인천광역시,대전광역시,축산물,375
2022,인천광역시,대전광역시,석탄광물,0
2022,인천광역시,대전광역시,석회석광물,0
2022,인천광역시,대전광역시,비금속광물,50535
2022,인천광역시,대전광역시,음식료품,24916
2022,인천광역시,대전광역시,담배제품,0
2022,인천광역시,대전광역시,섬유제품,190
2022,인천광역시,대전광역시,의복,54
2022,인천광역시,대전광역시,가죽,43
2022,인천광역시,대전광역시,"목재,나무제품",7608
2022,인천광역시,대전광역시,"펄프,종이",3043
2022,인천광역시,대전광역시,"인쇄,기록매체",605
2022,인천광역시,대전광역시,"코크스,연탄,석유정제품",278
2022,인천광역시,대전광역시,"화합물,화학제품",10206
2022,인천광역시,대전광역시,"고무,플라스틱제품",4512
2022,인천광역시,대전광역시,비금속광물제품,204207
2022,인천광역시,대전광역시,제1차금속제품,64339
2022,인천광역시,대전광역시,금속가공제품,16991
2022,인천광역시,대전광역시,"기타기계,장비제조품",6630
2022,인천광역시,대전광역시,"전자부품,컴퓨터,영상,음향,통신장비",1189
2022,인천광역시,대전광역시,전기장비제품,2054
2022,인천광역시,대전광역시,"의료,정밀,광학기기,시계",112
2022,인천광역시,대전광역시,"자동차,트레일러",552
2022,인천광역시,대전광역시,기타운송장비,34
2022,인천광역시,대전광역시,가구제품,1797
2022,인천광역시,대전광역시,기타제품,92
2022,인천광역시,대전광역시,*) 재생제품,70723
2022,인천광역시,대전광역시,*) 기타,167936
2022,인천광역시,울산광역시,합계,1576170
2022,인천광역시,울산광역시,농산물,1137
2022,인천광역시,울산광역시,임산물,34
2022,인천광역시,울산광역시,수산물,373
2022,인천광역시,울산광역시,축산물,181
2022,인천광역시,울산광역시,석탄광물,0
2022,인천광역시,울산광역시,석회석광물,0
2022,인천광역시,울산광역시,비금속광물,84431
2022,인천광역시,울산광역시,음식료품,23870
2022,인천광역시,울산광역시,담배제품,0
2022,인천광역시,울산광역시,섬유제품,124
2022,인천광역시,울산광역시,의복,62
2022,인천광역시,울산광역시,가죽,49
2022,인천광역시,울산광역시,"목재,나무제품",30348
2022,인천광역시,울산광역시,"펄프,종이",3564
2022,인천광역시,울산광역시,"인쇄,기록매체",850
2022,인천광역시,울산광역시,"코크스,연탄,석유정제품",10290
2022,인천광역시,울산광역시,"화합물,화학제품",104620
2022,인천광역시,울산광역시,"고무,플라스틱제품",4843
2022,인천광역시,울산광역시,비금속광물제품,476369
2022,인천광역시,울산광역시,제1차금속제품,568236
2022,인천광역시,울산광역시,금속가공제품,85584
2022,인천광역시,울산광역시,"기타기계,장비제조품",17432
2022,인천광역시,울산광역시,"전자부품,컴퓨터,영상,음향,통신장비",1110
2022,인천광역시,울산광역시,전기장비제품,9196
2022,인천광역시,울산광역시,"의료,정밀,광학기기,시계",294
2022,인천광역시,울산광역시,"자동차,트레일러",2672
2022,인천광역시,울산광역시,기타운송장비,528
2022,인천광역시,울산광역시,가구제품,6047
2022,인천광역시,울산광역시,기타제품,908
2022,인천광역시,울산광역시,*) 재생제품,112779
2022,인천광역시,울산광역시,*) 기타,30239
2022,인천광역시,경기도,합계,43119287
2022,인천광역시,경기도,농산물,1006058
2022,인천광역시,경기도,임산물,951
2022,인천광역시,경기도,수산물,10035
2022,인천광역시,경기도,축산물,13819
2022,인천광역시,경기도,석탄광물,0
2022,인천광역시,경기도,석회석광물,3250896
2022,인천광역시,경기도,비금속광물,6286044
2022,인천광역시,경기도,음식료품,981614
2022,인천광역시,경기도,담배제품,0
2022,인천광역시,경기도,섬유제품,7491
2022,인천광역시,경기도,의복,4306
2022,인천광역시,경기도,가죽,2850
2022,인천광역시,경기도,"목재,나무제품",467906
2022,인천광역시,경기도,"펄프,종이",45036
2022,인천광역시,경기도,"인쇄,기록매체",9557
2022,인천광역시,경기도,"코크스,연탄,석유정제품",1155602
2022,인천광역시,경기도,"화합물,화학제품",271750
2022,인천광역시,경기도,"고무,플라스틱제품",124750
2022,인천광역시,경기도,비금속광물제품,11188308
2022,인천광역시,경기도,제1차금속제품,2766111
2022,인천광역시,경기도,금속가공제품,703115
2022,인천광역시,경기도,"기타기계,장비제조품",340648
2022,인천광역시,경기도,"전자부품,컴퓨터,영상,음향,통신장비",84973
2022,인천광역시,경기도,전기장비제품,111411
2022,인천광역시,경기도,"의료,정밀,광학기기,시계",8045
2022,인천광역시,경기도,"자동차,트레일러",123507
2022,인천광역시,경기도,기타운송장비,1029
2022,인천광역시,경기도,가구제품,52326
2022,인천광역시,경기도,기타제품,102780
2022,인천광역시,경기도,*) 재생제품,898983
2022,인천광역시,경기도,*) 기타,13099386
2022,인천광역시,강원특별자치도,합계,1781677
2022,인천광역시,강원특별자치도,농산물,106211
2022,인천광역시,강원특별자치도,임산물,192
2022,인천광역시,강원특별자치도,수산물,3931
2022,인천광역시,강원특별자치도,축산물,2525
2022,인천광역시,강원특별자치도,석탄광물,0
2022,인천광역시,강원특별자치도,석회석광물,0
2022,인천광역시,강원특별자치도,비금속광물,472027
2022,인천광역시,강원특별자치도,음식료품,65719
2022,인천광역시,강원특별자치도,담배제품,0
2022,인천광역시,강원특별자치도,섬유제품,210
2022,인천광역시,강원특별자치도,의복,62
2022,인천광역시,강원특별자치도,가죽,45
2022,인천광역시,강원특별자치도,"목재,나무제품",8647
2022,인천광역시,강원특별자치도,"펄프,종이",1331
2022,인천광역시,강원특별자치도,"인쇄,기록매체",257
2022,인천광역시,강원특별자치도,"코크스,연탄,석유정제품",509
2022,인천광역시,강원특별자치도,"화합물,화학제품",9296
2022,인천광역시,강원특별자치도,"고무,플라스틱제품",2901
2022,인천광역시,강원특별자치도,비금속광물제품,578002
2022,인천광역시,강원특별자치도,제1차금속제품,67183
2022,인천광역시,강원특별자치도,금속가공제품,25970
2022,인천광역시,강원특별자치도,"기타기계,장비제조품",3915
2022,인천광역시,강원특별자치도,"전자부품,컴퓨터,영상,음향,통신장비",493
2022,인천광역시,강원특별자치도,전기장비제품,1969
2022,인천광역시,강원특별자치도,"의료,정밀,광학기기,시계",328
2022,인천광역시,강원특별자치도,"자동차,트레일러",1553
2022,인천광역시,강원특별자치도,기타운송장비,197
2022,인천광역시,강원특별자치도,가구제품,1604
2022,인천광역시,강원특별자치도,기타제품,14857
2022,인천광역시,강원특별자치도,*) 재생제품,59711
2022,인천광역시,강원특별자치도,*) 기타,352032
2022,인천광역시,충청북도,합계,3488803
2022,인천광역시,충청북도,농산물,616604
2022,인천광역시,충청북도,임산물,139
2022,인천광역시,충청북도,수산물,1147
2022,인천광역시,충청북도,축산물,8303
2022,인천광역시,충청북도,석탄광물,0
2022,인천광역시,충청북도,석회석광물,569093
2022,인천광역시,충청북도,비금속광물,393120
2022,인천광역시,충청북도,음식료품,166270
2022,인천광역시,충청북도,담배제품,0
2022,인천광역시,충청북도,섬유제품,351
2022,인천광역시,충청북도,의복,87
2022,인천광역시,충청북도,가죽,115
2022,인천광역시,충청북도,"목재,나무제품",37542
2022,인천광역시,충청북도,"펄프,종이",3603
2022,인천광역시,충청북도,"인쇄,기록매체",910
2022,인천광역시,충청북도,"코크스,연탄,석유정제품",381
2022,인천광역시,충청북도,"화합물,화학제품",37699
2022,인천광역시,충청북도,"고무,플라스틱제품",10622
2022,인천광역시,충청북도,비금속광물제품,958577
2022,인천광역시,충청북도,제1차금속제품,294210
2022,인천광역시,충청북도,금속가공제품,54669
2022,인천광역시,충청북도,"기타기계,장비제조품",13966
2022,인천광역시,충청북도,"전자부품,컴퓨터,영상,음향,통신장비",6942
2022,인천광역시,충청북도,전기장비제품,7961
2022,인천광역시,충청북도,"의료,정밀,광학기기,시계",602
2022,인천광역시,충청북도,"자동차,트레일러",1492
2022,인천광역시,충청북도,기타운송장비,84
2022,인천광역시,충청북도,가구제품,5023
2022,인천광역시,충청북도,기타제품,9029
2022,인천광역시,충청북도,*) 재생제품,107961
2022,인천광역시,충청북도,*) 기타,182301
2022,인천광역시,충청남도,합계,5540492
2022,인천광역시,충청남도,농산물,108630
2022,인천광역시,충청남도,임산물,172
2022,인천광역시,충청남도,수산물,2522
2022,인천광역시,충청남도,축산물,4041
2022,인천광역시,충청남도,석탄광물,0
2022,인천광역시,충청남도,석회석광물,0
2022,인천광역시,충청남도,비금속광물,406782
2022,인천광역시,충청남도,음식료품,169498
2022,인천광역시,충청남도,담배제품,0
2022,인천광역시,충청남도,섬유제품,620
2022,인천광역시,충청남도,의복,133
2022,인천광역시,충청남도,가죽,116
2022,인천광역시,충청남도,"목재,나무제품",54747
2022,인천광역시,충청남도,"펄프,종이",5964
2022,인천광역시,충청남도,"인쇄,기록매체",941
2022,인천광역시,충청남도,"코크스,연탄,석유정제품",4993
2022,인천광역시,충청남도,"화합물,화학제품",101519
2022,인천광역시,충청남도,"고무,플라스틱제품",20746
2022,인천광역시,충청남도,비금속광물제품,2553134
2022,인천광역시,충청남도,제1차금속제품,928148
2022,인천광역시,충청남도,금속가공제품,106621
2022,인천광역시,충청남도,"기타기계,장비제조품",38499
2022,인천광역시,충청남도,"전자부품,컴퓨터,영상,음향,통신장비",18670
2022,인천광역시,충청남도,전기장비제품,17289
2022,인천광역시,충청남도,"의료,정밀,광학기기,시계",875
2022,인천광역시,충청남도,"자동차,트레일러",6503
2022,인천광역시,충청남도,기타운송장비,149
2022,인천광역시,충청남도,가구제품,11533
2022,인천광역시,충청남도,기타제품,19383
2022,인천광역시,충청남도,*) 재생제품,176290
2022,인천광역시,충청남도,*) 기타,781974
2022,인천광역시,전북특별자치도,합계,1277144
2022,인천광역시,전북특별자치도,농산물,71669
2022,인천광역시,전북특별자치도,임산물,128
2022,인천광역시,전북특별자치도,수산물,1169
2022,인천광역시,전북특별자치도,축산물,5761
2022,인천광역시,전북특별자치도,석탄광물,0
2022,인천광역시,전북특별자치도,석회석광물,0
2022,인천광역시,전북특별자치도,비금속광물,204172
2022,인천광역시,전북특별자치도,음식료품,87736
2022,인천광역시,전북특별자치도,담배제품,0
2022,인천광역시,전북특별자치도,섬유제품,311
2022,인천광역시,전북특별자치도,의복,74
2022,인천광역시,전북특별자치도,가죽,53
2022,인천광역시,전북특별자치도,"목재,나무제품",21701
2022,인천광역시,전북특별자치도,"펄프,종이",3753
2022,인천광역시,전북특별자치도,"인쇄,기록매체",379
2022,인천광역시,전북특별자치도,"코크스,연탄,석유정제품",687
2022,인천광역시,전북특별자치도,"화합물,화학제품",21641
2022,인천광역시,전북특별자치도,"고무,플라스틱제품",3802
2022,인천광역시,전북특별자치도,비금속광물제품,374089
2022,인천광역시,전북특별자치도,제1차금속제품,216887
2022,인천광역시,전북특별자치도,금속가공제품,29779
2022,인천광역시,전북특별자치도,"기타기계,장비제조품",8772
2022,인천광역시,전북특별자치도,"전자부품,컴퓨터,영상,음향,통신장비",747
2022,인천광역시,전북특별자치도,전기장비제품,2802
2022,인천광역시,전북특별자치도,"의료,정밀,광학기기,시계",137
2022,인천광역시,전북특별자치도,"자동차,트레일러",2489
2022,인천광역시,전북특별자치도,기타운송장비,212
2022,인천광역시,전북특별자치도,가구제품,3588
2022,인천광역시,전북특별자치도,기타제품,9145
2022,인천광역시,전북특별자치도,*) 재생제품,91873
2022,인천광역시,전북특별자치도,*) 기타,113588
2022,인천광역시,전라남도,합계,2358822
2022,인천광역시,전라남도,농산물,6606
2022,인천광역시,전라남도,임산물,120
2022,인천광역시,전라남도,수산물,3008
2022,인천광역시,전라남도,축산물,1417
2022,인천광역시,전라남도,석탄광물,0
2022,인천광역시,전라남도,석회석광물,0
2022,인천광역시,전라남도,비금속광물,296655
2022,인천광역시,전라남도,음식료품,59588
2022,인천광역시,전라남도,담배제품,0
2022,인천광역시,전라남도,섬유제품,231
2022,인천광역시,전라남도,의복,66
2022,인천광역시,전라남도,가죽,48
2022,인천광역시,전라남도,"목재,나무제품",27472
2022,인천광역시,전라남도,"펄프,종이",2251
2022,인천광역시,전라남도,"인쇄,기록매체",491
2022,인천광역시,전라남도,"코크스,연탄,석유정제품",7288
2022,인천광역시,전라남도,"화합물,화학제품",100943
2022,인천광역시,전라남도,"고무,플라스틱제품",2654
2022,인천광역시,전라남도,비금속광물제품,587938
2022,인천광역시,전라남도,제1차금속제품,618104
2022,인천광역시,전라남도,금속가공제품,37303
2022,인천광역시,전라남도,"기타기계,장비제조품",12493
2022,인천광역시,전라남도,"전자부품,컴퓨터,영상,음향,통신장비",691
2022,인천광역시,전라남도,전기장비제품,2355
2022,인천광역시,전라남도,"의료,정밀,광학기기,시계",268
2022,인천광역시,전라남도,"자동차,트레일러",2577
2022,인천광역시,전라남도,기타운송장비,472
2022,인천광역시,전라남도,가구제품,4225
2022,인천광역시,전라남도,기타제품,420
2022,인천광역시,전라남도,*) 재생제품,118580
2022,인천광역시,전라남도,*) 기타,464558
2022,인천광역시,경상북도,합계,3541509
2022,인천광역시,경상북도,농산물,6128
2022,인천광역시,경상북도,임산물,230
2022,인천광역시,경상북도,수산물,2391
2022,인천광역시,경상북도,축산물,5380
2022,인천광역시,경상북도,석탄광물,0
2022,인천광역시,경상북도,석회석광물,0
2022,인천광역시,경상북도,비금속광물,313519
2022,인천광역시,경상북도,음식료품,71452
2022,인천광역시,경상북도,담배제품,0
2022,인천광역시,경상북도,섬유제품,515
2022,인천광역시,경상북도,의복,227
2022,인천광역시,경상북도,가죽,98
2022,인천광역시,경상북도,"목재,나무제품",50263
2022,인천광역시,경상북도,"펄프,종이",5289
2022,인천광역시,경상북도,"인쇄,기록매체",971
2022,인천광역시,경상북도,"코크스,연탄,석유정제품",1101
2022,인천광역시,경상북도,"화합물,화학제품",50587
2022,인천광역시,경상북도,"고무,플라스틱제품",13371
2022,인천광역시,경상북도,비금속광물제품,1717688
2022,인천광역시,경상북도,제1차금속제품,835707
2022,인천광역시,경상북도,금속가공제품,85214
2022,인천광역시,경상북도,"기타기계,장비제조품",16526
2022,인천광역시,경상북도,"전자부품,컴퓨터,영상,음향,통신장비",23265
2022,인천광역시,경상북도,전기장비제품,9274
2022,인천광역시,경상북도,"의료,정밀,광학기기,시계",718
2022,인천광역시,경상북도,"자동차,트레일러",1920
2022,인천광역시,경상북도,기타운송장비,35
2022,인천광역시,경상북도,가구제품,8316
2022,인천광역시,경상북도,기타제품,929
2022,인천광역시,경상북도,*) 재생제품,205246
2022,인천광역시,경상북도,*) 기타,115149
2022,인천광역시,경상남도,합계,2449606
2022,인천광역시,경상남도,농산물,4734
2022,인천광역시,경상남도,임산물,158
2022,인천광역시,경상남도,수산물,4757
2022,인천광역시,경상남도,축산물,2128
2022,인천광역시,경상남도,석탄광물,0
2022,인천광역시,경상남도,석회석광물,0
2022,인천광역시,경상남도,비금속광물,174968
2022,인천광역시,경상남도,음식료품,92685
2022,인천광역시,경상남도,담배제품,0
2022,인천광역시,경상남도,섬유제품,362
2022,인천광역시,경상남도,의복,130
2022,인천광역시,경상남도,가죽,139
2022,인천광역시,경상남도,"목재,나무제품",64681
2022,인천광역시,경상남도,"펄프,종이",7062
2022,인천광역시,경상남도,"인쇄,기록매체",1014
2022,인천광역시,경상남도,"코크스,연탄,석유정제품",1091
2022,인천광역시,경상남도,"화합물,화학제품",35419
2022,인천광역시,경상남도,"고무,플라스틱제품",10119
2022,인천광역시,경상남도,비금속광물제품,859748
2022,인천광역시,경상남도,제1차금속제품,583275
2022,인천광역시,경상남도,금속가공제품,144139
2022,인천광역시,경상남도,"기타기계,장비제조품",205118
2022,인천광역시,경상남도,"전자부품,컴퓨터,영상,음향,통신장비",1510
2022,인천광역시,경상남도,전기장비제품,10516
2022,인천광역시,경상남도,"의료,정밀,광학기기,시계",616
2022,인천광역시,경상남도,"자동차,트레일러",3750
2022,인천광역시,경상남도,기타운송장비,1832
2022,인천광역시,경상남도,가구제품,10090
2022,인천광역시,경상남도,기타제품,1123
2022,인천광역시,경상남도,*) 재생제품,201734
2022,인천광역시,경상남도,*) 기타,26708
2022,인천광역시,제주특별자치도,합계,0
2022,인천광역시,제주특별자치도,농산물,0
2022,인천광역시,제주특별자치도,임산물,0
2022,인천광역시,제주특별자치도,수산물,0
2022,인천광역시,제주특별자치도,축산물,0
2022,인천광역시,제주특별자치도,석탄광물,0
2022,인천광역시,제주특별자치도,석회석광물,0
2022,인천광역시,제주특별자치도,비금속광물,0
2022,인천광역시,제주특별자치도,음식료품,0
2022,인천광역시,제주특별자치도,담배제품,0
2022,인천광역시,제주특별자치도,섬유제품,0
2022,인천광역시,제주특별자치도,의복,0
2022,인천광역시,제주특별자치도,가죽,0
2022,인천광역시,제주특별자치도,"목재,나무제품",0
2022,인천광역시,제주특별자치도,"펄프,종이",0
2022,인천광역시,제주특별자치도,"인쇄,기록매체",0
2022,인천광역시,제주특별자치도,"코크스,연탄,석유정제품",0
2022,인천광역시,제주특별자치도,"화합물,화학제품",0
2022,인천광역시,제주특별자치도,"고무,플라스틱제품",0
2022,인천광역시,제주특별자치도,비금속광물제품,0
2022,인천광역시,제주특별자치도,제1차금속제품,0
2022,인천광역시,제주특별자치도,금속가공제품,0
2022,인천광역시,제주특별자치도,"기타기계,장비제조품",0
2022,인천광역시,제주특별자치도,"전자부품,컴퓨터,영상,음향,통신장비",0
2022,인천광역시,제주특별자치도,전기장비제품,0
2022,인천광역시,제주특별자치도,"의료,정밀,광학기기,시계",0
2022,인천광역시,제주특별자치도,"자동차,트레일러",0
2022,인천광역시,제주특별자치도,기타운송장비,0
2022,인천광역시,제주특별자치도,가구제품,0
2022,인천광역시,제주특별자치도,기타제품,0
2022,인천광역시,제주특별자치도,*) 재생제품,0
2022,인천광역시,제주특별자치도,*) 기타,0
2022,인천광역시,세종특별자치시,합계,308011
2022,인천광역시,세종특별자치시,농산물,1121
2022,인천광역시,세종특별자치시,임산물,23
2022,인천광역시,세종특별자치시,수산물,68
2022,인천광역시,세종특별자치시,축산물,281
2022,인천광역시,세종특별자치시,석탄광물,0
2022,인천광역시,세종특별자치시,석회석광물,0
2022,인천광역시,세종특별자치시,비금속광물,66636
2022,인천광역시,세종특별자치시,음식료품,9392
2022,인천광역시,세종특별자치시,담배제품,0
2022,인천광역시,세종특별자치시,섬유제품,34
2022,인천광역시,세종특별자치시,의복,8
2022,인천광역시,세종특별자치시,가죽,4
2022,인천광역시,세종특별자치시,"목재,나무제품",2794
2022,인천광역시,세종특별자치시,"펄프,종이",910
2022,인천광역시,세종특별자치시,"인쇄,기록매체",178
2022,인천광역시,세종특별자치시,"코크스,연탄,석유정제품",50
2022,인천광역시,세종특별자치시,"화합물,화학제품",4021
2022,인천광역시,세종특별자치시,"고무,플라스틱제품",1325
2022,인천광역시,세종특별자치시,비금속광물제품,179842
2022,인천광역시,세종특별자치시,제1차금속제품,17622
2022,인천광역시,세종특별자치시,금속가공제품,3339
2022,인천광역시,세종특별자치시,"기타기계,장비제조품",768
2022,인천광역시,세종특별자치시,"전자부품,컴퓨터,영상,음향,통신장비",337
2022,인천광역시,세종특별자치시,전기장비제품,715
2022,인천광역시,세종특별자치시,"의료,정밀,광학기기,시계",111
2022,인천광역시,세종특별자치시,"자동차,트레일러",153
2022,인천광역시,세종특별자치시,기타운송장비,1
2022,인천광역시,세종특별자치시,가구제품,698
2022,인천광역시,세종특별자치시,기타제품,50
2022,인천광역시,세종특별자치시,*) 재생제품,14538
2022,인천광역시,세종특별자치시,*) 기타,2992
2022,광주광역시,서울특별시,합계,634793
2022,광주광역시,서울특별시,농산물,7022
2022,광주광역시,서울특별시,임산물,411
2022,광주광역시,서울특별시,수산물,17
2022,광주광역시,서울특별시,축산물,86
2022,광주광역시,서울특별시,석탄광물,0
2022,광주광역시,서울특별시,석회석광물,0
2022,광주광역시,서울특별시,비금속광물,374
2022,광주광역시,서울특별시,음식료품,17636
2022,광주광역시,서울특별시,담배제품,3167
2022,광주광역시,서울특별시,섬유제품,9292
2022,광주광역시,서울특별시,의복,1525
2022,광주광역시,서울특별시,가죽,0
2022,광주광역시,서울특별시,"목재,나무제품",907
2022,광주광역시,서울특별시,"펄프,종이",1662
2022,광주광역시,서울특별시,"인쇄,기록매체",975
2022,광주광역시,서울특별시,"코크스,연탄,석유정제품",321
2022,광주광역시,서울특별시,"화합물,화학제품",621
2022,광주광역시,서울특별시,"고무,플라스틱제품",62927
2022,광주광역시,서울특별시,비금속광물제품,3126
2022,광주광역시,서울특별시,제1차금속제품,11166
2022,광주광역시,서울특별시,금속가공제품,17474
2022,광주광역시,서울특별시,"기타기계,장비제조품",25307
2022,광주광역시,서울특별시,"전자부품,컴퓨터,영상,음향,통신장비",3151
2022,광주광역시,서울특별시,전기장비제품,25445
2022,광주광역시,서울특별시,"의료,정밀,광학기기,시계",1284
2022,광주광역시,서울특별시,"자동차,트레일러",422965
2022,광주광역시,서울특별시,기타운송장비,9
2022,광주광역시,서울특별시,가구제품,2451
2022,광주광역시,서울특별시,기타제품,61
2022,광주광역시,서울특별시,*) 재생제품,15411
2022,광주광역시,서울특별시,*) 기타,0
2022,광주광역시,부산광역시,합계,2571392
2022,광주광역시,부산광역시,농산물,3092
2022,광주광역시,부산광역시,임산물,266
2022,광주광역시,부산광역시,수산물,52
2022,광주광역시,부산광역시,축산물,49
2022,광주광역시,부산광역시,석탄광물,0
2022,광주광역시,부산광역시,석회석광물,0
2022,광주광역시,부산광역시,비금속광물,905
2022,광주광역시,부산광역시,음식료품,15322
2022,광주광역시,부산광역시,담배제품,785
2022,광주광역시,부산광역시,섬유제품,960
2022,광주광역시,부산광역시,의복,435
2022,광주광역시,부산광역시,가죽,0
2022,광주광역시,부산광역시,"목재,나무제품",1881
2022,광주광역시,부산광역시,"펄프,종이",2319
2022,광주광역시,부산광역시,"인쇄,기록매체",539
2022,광주광역시,부산광역시,"코크스,연탄,석유정제품",160
2022,광주광역시,부산광역시,"화합물,화학제품",1531
2022,광주광역시,부산광역시,"고무,플라스틱제품",48391
2022,광주광역시,부산광역시,비금속광물제품,9234
2022,광주광역시,부산광역시,제1차금속제품,59780
2022,광주광역시,부산광역시,금속가공제품,23887
2022,광주광역시,부산광역시,"기타기계,장비제조품",18983
2022,광주광역시,부산광역시,"전자부품,컴퓨터,영상,음향,통신장비",4635
2022,광주광역시,부산광역시,전기장비제품,15213
2022,광주광역시,부산광역시,"의료,정밀,광학기기,시계",682
2022,광주광역시,부산광역시,"자동차,트레일러",224795
2022,광주광역시,부산광역시,기타운송장비,15
2022,광주광역시,부산광역시,가구제품,1233
2022,광주광역시,부산광역시,기타제품,62
2022,광주광역시,부산광역시,*) 재생제품,95841
2022,광주광역시,부산광역시,*) 기타,2040345
2022,광주광역시,대구광역시,합계,305690
2022,광주광역시,대구광역시,농산물,1977
2022,광주광역시,대구광역시,임산물,147
2022,광주광역시,대구광역시,수산물,5
2022,광주광역시,대구광역시,축산물,157
2022,광주광역시,대구광역시,석탄광물,0
2022,광주광역시,대구광역시,석회석광물,0
2022,광주광역시,대구광역시,비금속광물,881
2022,광주광역시,대구광역시,음식료품,8814
2022,광주광역시,대구광역시,담배제품,597
2022,광주광역시,대구광역시,섬유제품,450
2022,광주광역시,대구광역시,의복,761
2022,광주광역시,대구광역시,가죽,0
2022,광주광역시,대구광역시,"목재,나무제품",730
2022,광주광역시,대구광역시,"펄프,종이",2430
2022,광주광역시,대구광역시,"인쇄,기록매체",406
2022,광주광역시,대구광역시,"코크스,연탄,석유정제품",84
2022,광주광역시,대구광역시,"화합물,화학제품",1222
2022,광주광역시,대구광역시,"고무,플라스틱제품",37298
2022,광주광역시,대구광역시,비금속광물제품,3776
2022,광주광역시,대구광역시,제1차금속제품,25618
2022,광주광역시,대구광역시,금속가공제품,17506
2022,광주광역시,대구광역시,"기타기계,장비제조품",13746
2022,광주광역시,대구광역시,"전자부품,컴퓨터,영상,음향,통신장비",3087
2022,광주광역시,대구광역시,전기장비제품,12552
2022,광주광역시,대구광역시,"의료,정밀,광학기기,시계",823
2022,광주광역시,대구광역시,"자동차,트레일러",109017
2022,광주광역시,대구광역시,기타운송장비,1
2022,광주광역시,대구광역시,가구제품,774
2022,광주광역시,대구광역시,기타제품,34
2022,광주광역시,대구광역시,*) 재생제품,62797
2022,광주광역시,대구광역시,*) 기타,0
2022,광주광역시,인천광역시,합계,626441
2022,광주광역시,인천광역시,농산물,3398
2022,광주광역시,인천광역시,임산물,432
2022,광주광역시,인천광역시,수산물,8
2022,광주광역시,인천광역시,축산물,26
2022,광주광역시,인천광역시,석탄광물,0
2022,광주광역시,인천광역시,석회석광물,0
2022,광주광역시,인천광역시,비금속광물,745
2022,광주광역시,인천광역시,음식료품,6245
2022,광주광역시,인천광역시,담배제품,837
2022,광주광역시,인천광역시,섬유제품,608
2022,광주광역시,인천광역시,의복,177
2022,광주광역시,인천광역시,가죽,0
2022,광주광역시,인천광역시,"목재,나무제품",1431
2022,광주광역시,인천광역시,"펄프,종이",470
2022,광주광역시,인천광역시,"인쇄,기록매체",209
2022,광주광역시,인천광역시,"코크스,연탄,석유정제품",260
2022,광주광역시,인천광역시,"화합물,화학제품",914
2022,광주광역시,인천광역시,"고무,플라스틱제품",48863
2022,광주광역시,인천광역시,비금속광물제품,3676
2022,광주광역시,인천광역시,제1차금속제품,16662
2022,광주광역시,인천광역시,금속가공제품,15715
2022,광주광역시,인천광역시,"기타기계,장비제조품",24797
2022,광주광역시,인천광역시,"전자부품,컴퓨터,영상,음향,통신장비",1790
2022,광주광역시,인천광역시,전기장비제품,15867
2022,광주광역시,인천광역시,"의료,정밀,광학기기,시계",642
2022,광주광역시,인천광역시,"자동차,트레일러",387497
2022,광주광역시,인천광역시,기타운송장비,7
2022,광주광역시,인천광역시,가구제품,622
2022,광주광역시,인천광역시,기타제품,18
2022,광주광역시,인천광역시,*) 재생제품,10946
2022,광주광역시,인천광역시,*) 기타,83579
2022,광주광역시,광주광역시,합계,5289842
2022,광주광역시,광주광역시,농산물,29447
2022,광주광역시,광주광역시,임산물,995
2022,광주광역시,광주광역시,수산물,7
2022,광주광역시,광주광역시,축산물,164
2022,광주광역시,광주광역시,석탄광물,0
2022,광주광역시,광주광역시,석회석광물,0
2022,광주광역시,광주광역시,비금속광물,10383
2022,광주광역시,광주광역시,음식료품,104770
2022,광주광역시,광주광역시,담배제품,1371
2022,광주광역시,광주광역시,섬유제품,5826
2022,광주광역시,광주광역시,의복,2393
2022,광주광역시,광주광역시,가죽,0
2022,광주광역시,광주광역시,"목재,나무제품",5512
2022,광주광역시,광주광역시,"펄프,종이",30754
2022,광주광역시,광주광역시,"인쇄,기록매체",2974
2022,광주광역시,광주광역시,"코크스,연탄,석유정제품",728
2022,광주광역시,광주광역시,"화합물,화학제품",7608
2022,광주광역시,광주광역시,"고무,플라스틱제품",432932
2022,광주광역시,광주광역시,비금속광물제품,190900
2022,광주광역시,광주광역시,제1차금속제품,343979
2022,광주광역시,광주광역시,금속가공제품,238289
2022,광주광역시,광주광역시,"기타기계,장비제조품",169350
2022,광주광역시,광주광역시,"전자부품,컴퓨터,영상,음향,통신장비",29458
2022,광주광역시,광주광역시,전기장비제품,230913
