시도별,산업별,산업코드,연도,지표,단위,값,비고
제주특별자치도,광업 및 제조업,,2022,사업체수,개,239.0,
제주특별자치도,광업,05~08,2022,사업체수,개,6.0,
제주특별자치도,제조업,10~34,2022,사업체수,개,233.0,
전국,광업 및 제조업,,2022,종사자수,명,2991569.0,
전국,광업,05~08,2022,종사자수,명,9805.0,
전국,제조업,10~34,2022,종사자수,명,2981764.0,
서울특별시,광업 및 제조업,,2022,종사자수,명,95697.0,
서울특별시,광업,05~08,2022,종사자수,명,0.0,-
서울특별시,제조업,10~34,2022,종사자수,명,95697.0,
부산광역시,광업 및 제조업,,2022,종사자수,명,131337.0,
부산광역시,광업,05~08,2022,종사자수,명,,X
부산광역시,제조업,10~34,2022,종사자수,명,131325.0,
대구광역시,광업 및 제조업,,2022,종사자수,명,102217.0,
대구광역시,광업,05~08,2022,종사자수,명,,X
대구광역시,제조업,10~34,2022,종사자수,명,102207.0,
인천광역시,광업 및 제조업,,2022,종사자수,명,176251.0,
인천광역시,광업,05~08,2022,종사자수,명,443.0,
인천광역시,제조업,10~34,2022,종사자수,명,175808.0,
광주광역시,광업 및 제조업,,2022,종사자수,명,64980.0,
광주광역시,광업,05~08,2022,종사자수,명,0.0,-
광주광역시,제조업,10~34,2022,종사자수,명,64980.0,
대전광역시,광업 및 제조업,,2022,종사자수,명,45335.0,
대전광역시,광업,05~08,2022,종사자수,명,,X
대전광역시,제조업,10~34,2022,종사자수,명,45325.0,
울산광역시,광업 및 제조업,,2022,종사자수,명,158352.0,
울산광역시,광업,05~08,2022,종사자수,명,243.0,
울산광역시,제조업,10~34,2022,종사자수,명,158109.0,
세종특별자치시,광업 및 제조업,,2022,종사자수,명,19472.0,
세종특별자치시,광업,05~08,2022,종사자수,명,125.0,
세종특별자치시,제조업,10~34,2022,종사자수,명,19347.0,
경기도,광업 및 제조업,,2022,종사자수,명,947780.0,
경기도,광업,05~08,2022,종사자수,명,1317.0,
경기도,제조업,10~34,2022,종사자수,명,946463.0,
강원특별자치도,광업 및 제조업,,2022,종사자수,명,45188.0,
강원특별자치도,광업,05~08,2022,종사자수,명,3313.0,
강원특별자치도,제조업,10~34,2022,종사자수,명,41875.0,
충청북도,광업 및 제조업,,2022,종사자수,명,194927.0,
충청북도,광업,05~08,2022,종사자수,명,873.0,
충청북도,제조업,10~34,2022,종사자수,명,194054.0,
충청남도,광업 및 제조업,,2022,종사자수,명,264469.0,
충청남도,광업,05~08,2022,종사자수,명,616.0,
충청남도,제조업,10~34,2022,종사자수,명,263853.0,
전라북도,광업 및 제조업,,2022,종사자수,명,89833.0,
전라북도,광업,05~08,2022,종사자수,명,528.0,
전라북도,제조업,10~34,2022,종사자수,명,89305.0,
전라남도,광업 및 제조업,,2022,종사자수,명,98525.0,
전라남도,광업,05~08,2022,종사자수,명,848.0,
전라남도,제조업,10~34,2022,종사자수,명,97677.0,
경상북도,광업 및 제조업,,2022,종사자수,명,240970.0,
경상북도,광업,05~08,2022,종사자수,명,839.0,
경상북도,제조업,10~34,2022,종사자수,명,240131.0,
경상남도,광업 및 제조업,,2022,종사자수,명,310190.0,
경상남도,광업,05~08,2022,종사자수,명,487.0,
경상남도,제조업,10~34,2022,종사자수,명,309703.0,
제주특별자치도,광업 및 제조업,,2022,종사자수,명,6046.0,
제주특별자치도,광업,05~08,2022,종사자수,명,141.0,
제주특별자치도,제조업,10~34,2022,종사자수,명,5905.0,
전국,광업 및 제조업,,2022,급여액,백만원,155632990.0,
전국,광업,05~08,2022,급여액,백만원,496405.0,
전국,제조업,10~34,2022,급여액,백만원,155136585.0,
서울특별시,광업 및 제조업,,2022,급여액,백만원,3754528.0,
서울특별시,광업,05~08,2022,급여액,백만원,0.0,-
서울특별시,제조업,10~34,2022,급여액,백만원,3754528.0,
부산광역시,광업 및 제조업,,2022,급여액,백만원,5957052.0,
부산광역시,광업,05~08,2022,급여액,백만원,,X
부산광역시,제조업,10~34,2022,급여액,백만원,5956228.0,
대구광역시,광업 및 제조업,,2022,급여액,백만원,4436517.0,
대구광역시,광업,05~08,2022,급여액,백만원,,X
대구광역시,제조업,10~34,2022,급여액,백만원,4435902.0,
인천광역시,광업 및 제조업,,2022,급여액,백만원,8542103.0,
인천광역시,광업,05~08,2022,급여액,백만원,23730.0,
인천광역시,제조업,10~34,2022,급여액,백만원,8518373.0,
광주광역시,광업 및 제조업,,2022,급여액,백만원,3308703.0,
광주광역시,광업,05~08,2022,급여액,백만원,0.0,-
광주광역시,제조업,10~34,2022,급여액,백만원,3308703.0,
대전광역시,광업 및 제조업,,2022,급여액,백만원,2233529.0,
대전광역시,광업,05~08,2022,급여액,백만원,,X
대전광역시,제조업,10~34,2022,급여액,백만원,2233254.0,
울산광역시,광업 및 제조업,,2022,급여액,백만원,10310172.0,
울산광역시,광업,05~08,2022,급여액,백만원,15409.0,
울산광역시,제조업,10~34,2022,급여액,백만원,10294763.0,
세종특별자치시,광업 및 제조업,,2022,급여액,백만원,1051373.0,
세종특별자치시,광업,05~08,2022,급여액,백만원,5065.0,
세종특별자치시,제조업,10~34,2022,급여액,백만원,1046308.0,
경기도,광업 및 제조업,,2022,급여액,백만원,49342057.0,
경기도,광업,05~08,2022,급여액,백만원,69627.0,
경기도,제조업,10~34,2022,급여액,백만원,49272430.0,
강원특별자치도,광업 및 제조업,,2022,급여액,백만원,1907799.0,
강원특별자치도,광업,05~08,2022,급여액,백만원,180475.0,
강원특별자치도,제조업,10~34,2022,급여액,백만원,1727324.0,
충청북도,광업 및 제조업,,2022,급여액,백만원,9923305.0,
충청북도,광업,05~08,2022,급여액,백만원,39962.0,
충청북도,제조업,10~34,2022,급여액,백만원,9883343.0,
충청남도,광업 및 제조업,,2022,급여액,백만원,15741359.0,
충청남도,광업,05~08,2022,급여액,백만원,33230.0,
충청남도,제조업,10~34,2022,급여액,백만원,15708129.0,
전라북도,광업 및 제조업,,2022,급여액,백만원,4410601.0,
전라북도,광업,05~08,2022,급여액,백만원,23924.0,
전라북도,제조업,10~34,2022,급여액,백만원,4386677.0,
전라남도,광업 및 제조업,,2022,급여액,백만원,5327513.0,
전라남도,광업,05~08,2022,급여액,백만원,34061.0,
전라남도,제조업,10~34,2022,급여액,백만원,5293452.0,
경상북도,광업 및 제조업,,2022,급여액,백만원,13504237.0,
경상북도,광업,05~08,2022,급여액,백만원,39366.0,
경상북도,제조업,10~34,2022,급여액,백만원,13464871.0,
경상남도,광업 및 제조업,,2022,급여액,백만원,15624923.0,
경상남도,광업,05~08,2022,급여액,백만원,22669.0,
경상남도,제조업,10~34,2022,급여액,백만원,15602254.0,
제주특별자치도,광업 및 제조업,,2022,급여액,백만원,257219.0,
제주특별자치도,광업,05~08,2022,급여액,백만원,7173.0,
제주특별자치도,제조업,10~34,2022,급여액,백만원,250046.0,
전국,광업 및 제조업,,2022,출하액,백만원,2043859462.0,
전국,광업,05~08,2022,출하액,백만원,3527146.0,
전국,제조업,10~34,2022,출하액,백만원,2040332316.0,
서울특별시,광업 및 제조업,,2022,출하액,백만원,34996259.0,
서울특별시,광업,05~08,2022,출하액,백만원,0.0,-
서울특별시,제조업,10~34,2022,출하액,백만원,34996259.0,
부산광역시,광업 및 제조업,,2022,출하액,백만원,54456372.0,
부산광역시,광업,05~08,2022,출하액,백만원,,X
부산광역시,제조업,10~34,2022,출하액,백만원,54451885.0,
대구광역시,광업 및 제조업,,2022,출하액,백만원,39177403.0,
대구광역시,광업,05~08,2022,출하액,백만원,,X
대구광역시,제조업,10~34,2022,출하액,백만원,39175493.0,
인천광역시,광업 및 제조업,,2022,출하액,백만원,93215006.0,
인천광역시,광업,05~08,2022,출하액,백만원,171549.0,
인천광역시,제조업,10~34,2022,출하액,백만원,93043457.0,
광주광역시,광업 및 제조업,,2022,출하액,백만원,43057191.0,
광주광역시,광업,05~08,2022,출하액,백만원,0.0,-
광주광역시,제조업,10~34,2022,출하액,백만원,43057191.0,
대전광역시,광업 및 제조업,,2022,출하액,백만원,21760440.0,
대전광역시,광업,05~08,2022,출하액,백만원,,X
대전광역시,제조업,10~34,2022,출하액,백만원,21759638.0,
울산광역시,광업 및 제조업,,2022,출하액,백만원,275827189.0,
울산광역시,광업,05~08,2022,출하액,백만원,124675.0,
울산광역시,제조업,10~34,2022,출하액,백만원,275702514.0,
세종특별자치시,광업 및 제조업,,2022,출하액,백만원,10765590.0,
세종특별자치시,광업,05~08,2022,출하액,백만원,43668.0,
세종특별자치시,제조업,10~34,2022,출하액,백만원,10721922.0,
경기도,광업 및 제조업,,2022,출하액,백만원,520389001.0,
경기도,광업,05~08,2022,출하액,백만원,744861.0,
경기도,제조업,10~34,2022,출하액,백만원,519644140.0,
강원특별자치도,광업 및 제조업,,2022,출하액,백만원,18452756.0,
강원특별자치도,광업,05~08,2022,출하액,백만원,1064504.0,
강원특별자치도,제조업,10~34,2022,출하액,백만원,17388252.0,
충청북도,광업 및 제조업,,2022,출하액,백만원,128366127.0,
충청북도,광업,05~08,2022,출하액,백만원,310192.0,
충청북도,제조업,10~34,2022,출하액,백만원,128055935.0,
충청남도,광업 및 제조업,,2022,출하액,백만원,268267499.0,
충청남도,광업,05~08,2022,출하액,백만원,246584.0,
충청남도,제조업,10~34,2022,출하액,백만원,268020915.0,
전라북도,광업 및 제조업,,2022,출하액,백만원,51332618.0,
전라북도,광업,05~08,2022,출하액,백만원,193513.0,
전라북도,제조업,10~34,2022,출하액,백만원,51139105.0,
전라남도,광업 및 제조업,,2022,출하액,백만원,160356450.0,
전라남도,광업,05~08,2022,출하액,백만원,218694.0,
전라남도,제조업,10~34,2022,출하액,백만원,160137756.0,
경상북도,광업 및 제조업,,2022,출하액,백만원,168527748.0,
경상북도,광업,05~08,2022,출하액,백만원,221223.0,
경상북도,제조업,10~34,2022,출하액,백만원,168306525.0,
경상남도,광업 및 제조업,,2022,출하액,백만원,152702110.0,
경상남도,광업,05~08,2022,출하액,백만원,135965.0,
경상남도,제조업,10~34,2022,출하액,백만원,152566145.0,
제주특별자치도,광업 및 제조업,,2022,출하액,백만원,2209703.0,
제주특별자치도,광업,05~08,2022,출하액,백만원,44519.0,
제주특별자치도,제조업,10~34,2022,출하액,백만원,2165184.0,
전국,광업 및 제조업,,2022,주요생산비,백만원,1352646495.0,
전국,광업,05~08,2022,주요생산비,백만원,1141491.0,
전국,제조업,10~34,2022,주요생산비,백만원,1351505004.0,
서울특별시,광업 및 제조업,,2022,주요생산비,백만원,18531003.0,
서울특별시,광업,05~08,2022,주요생산비,백만원,0.0,-
서울특별시,제조업,10~34,2022,주요생산비,백만원,18531003.0,
부산광역시,광업 및 제조업,,2022,주요생산비,백만원,36058150.0,
부산광역시,광업,05~08,2022,주요생산비,백만원,,X
부산광역시,제조업,10~34,2022,주요생산비,백만원,36057102.0,
대구광역시,광업 및 제조업,,2022,주요생산비,백만원,26047743.0,
대구광역시,광업,05~08,2022,주요생산비,백만원,,X
대구광역시,제조업,10~34,2022,주요생산비,백만원,26047229.0,
인천광역시,광업 및 제조업,,2022,주요생산비,백만원,62714975.0,
인천광역시,광업,05~08,2022,주요생산비,백만원,63778.0,
인천광역시,제조업,10~34,2022,주요생산비,백만원,62651197.0,
광주광역시,광업 및 제조업,,2022,주요생산비,백만원,28885952.0,
광주광역시,광업,05~08,2022,주요생산비,백만원,0.0,-
광주광역시,제조업,10~34,2022,주요생산비,백만원,28885952.0,
대전광역시,광업 및 제조업,,2022,주요생산비,백만원,12355835.0,
대전광역시,광업,05~08,2022,주요생산비,백만원,,X
대전광역시,제조업,10~34,2022,주요생산비,백만원,12355631.0,
울산광역시,광업 및 제조업,,2022,주요생산비,백만원,208021794.0,
울산광역시,광업,05~08,2022,주요생산비,백만원,60174.0,
울산광역시,제조업,10~34,2022,주요생산비,백만원,207961620.0,
세종특별자치시,광업 및 제조업,,2022,주요생산비,백만원,6529843.0,
세종특별자치시,광업,05~08,2022,주요생산비,백만원,18731.0,
세종특별자치시,제조업,10~34,2022,주요생산비,백만원,6511112.0,
경기도,광업 및 제조업,,2022,주요생산비,백만원,292071890.0,
경기도,광업,05~08,2022,주요생산비,백만원,304398.0,
경기도,제조업,10~34,2022,주요생산비,백만원,291767492.0,
강원특별자치도,광업 및 제조업,,2022,주요생산비,백만원,10648581.0,
강원특별자치도,광업,05~08,2022,주요생산비,백만원,298339.0,
강원특별자치도,제조업,10~34,2022,주요생산비,백만원,10350242.0,
충청북도,광업 및 제조업,,2022,주요생산비,백만원,82304096.0,
충청북도,광업,05~08,2022,주요생산비,백만원,78678.0,
충청북도,제조업,10~34,2022,주요생산비,백만원,82225418.0,
충청남도,광업 및 제조업,,2022,주요생산비,백만원,184428953.0,
충청남도,광업,05~08,2022,주요생산비,백만원,79291.0,
충청남도,제조업,10~34,2022,주요생산비,백만원,184349662.0,
전라북도,광업 및 제조업,,2022,주요생산비,백만원,36022582.0,
전라북도,광업,05~08,2022,주요생산비,백만원,39723.0,
전라북도,제조업,10~34,2022,주요생산비,백만원,35982859.0,
전라남도,광업 및 제조업,,2022,주요생산비,백만원,116360520.0,
전라남도,광업,05~08,2022,주요생산비,백만원,84335.0,
전라남도,제조업,10~34,2022,주요생산비,백만원,116276185.0,
경상북도,광업 및 제조업,,2022,주요생산비,백만원,121798354.0,
경상북도,광업,05~08,2022,주요생산비,백만원,59624.0,
경상북도,제조업,10~34,2022,주요생산비,백만원,121738730.0,
경상남도,광업 및 제조업,,2022,주요생산비,백만원,108637122.0,
경상남도,광업,05~08,2022,주요생산비,백만원,39405.0,
경상남도,제조업,10~34,2022,주요생산비,백만원,108597717.0,
제주특별자치도,광업 및 제조업,,2022,주요생산비,백만원,1229102.0,
제주특별자치도,광업,05~08,2022,주요생산비,백만원,13249.0,
제주특별자치도,제조업,10~34,2022,주요생산비,백만원,1215853.0,
전국,광업 및 제조업,,2022,부가가치,백만원,724689070.0,
전국,광업,05~08,2022,부가가치,백만원,2415975.0,
전국,제조업,10~34,2022,부가가치,백만원,722273095.0,
서울특별시,광업 및 제조업,,2022,부가가치,백만원,16988348.0,
서울특별시,광업,05~08,2022,부가가치,백만원,0.0,-
서울특별시,제조업,10~34,2022,부가가치,백만원,16988348.0,
부산광역시,광업 및 제조업,,2022,부가가치,백만원,18905641.0,
부산광역시,광업,05~08,2022,부가가치,백만원,,X
부산광역시,제조업,10~34,2022,부가가치,백만원,18902084.0,
대구광역시,광업 및 제조업,,2022,부가가치,백만원,13976034.0,
대구광역시,광업,05~08,2022,부가가치,백만원,,X
대구광역시,제조업,10~34,2022,부가가치,백만원,13974695.0,
인천광역시,광업 및 제조업,,2022,부가가치,백만원,31266901.0,
인천광역시,광업,05~08,2022,부가가치,백만원,110901.0,
인천광역시,제조업,10~34,2022,부가가치,백만원,31156000.0,
광주광역시,광업 및 제조업,,2022,부가가치,백만원,14908521.0,
광주광역시,광업,05~08,2022,부가가치,백만원,0.0,-
광주광역시,제조업,10~34,2022,부가가치,백만원,14908521.0,
대전광역시,광업 및 제조업,,2022,부가가치,백만원,9966934.0,
대전광역시,광업,05~08,2022,부가가치,백만원,,X
대전광역시,제조업,10~34,2022,부가가치,백만원,9966336.0,
울산광역시,광업 및 제조업,,2022,부가가치,백만원,69942762.0,
울산광역시,광업,05~08,2022,부가가치,백만원,64959.0,
울산광역시,제조업,10~34,2022,부가가치,백만원,69877803.0,
세종특별자치시,광업 및 제조업,,2022,부가가치,백만원,4355372.0,
세종특별자치시,광업,05~08,2022,부가가치,백만원,24983.0,
세종특별자치시,제조업,10~34,2022,부가가치,백만원,4330389.0,
경기도,광업 및 제조업,,2022,부가가치,백만원,242882037.0,
경기도,광업,05~08,2022,부가가치,백만원,441923.0,
경기도,제조업,10~34,2022,부가가치,백만원,242440114.0,
강원특별자치도,광업 및 제조업,,2022,부가가치,백만원,7940328.0,
강원특별자치도,광업,05~08,2022,부가가치,백만원,777572.0,
강원특별자치도,제조업,10~34,2022,부가가치,백만원,7162756.0,
충청북도,광업 및 제조업,,2022,부가가치,백만원,48992134.0,
충청북도,광업,05~08,2022,부가가치,백만원,234410.0,
충청북도,제조업,10~34,2022,부가가치,백만원,48757724.0,
충청남도,광업 및 제조업,,2022,부가가치,백만원,85707460.0,
충청남도,광업,05~08,2022,부가가치,백만원,171220.0,
충청남도,제조업,10~34,2022,부가가치,백만원,85536240.0,
전라북도,광업 및 제조업,,2022,부가가치,백만원,15978972.0,
전라북도,광업,05~08,2022,부가가치,백만원,153831.0,
전라북도,제조업,10~34,2022,부가가치,백만원,15825141.0,
전라남도,광업 및 제조업,,2022,부가가치,백만원,45280864.0,
전라남도,광업,05~08,2022,부가가치,백만원,136244.0,
전라남도,제조업,10~34,2022,부가가치,백만원,45144620.0,
경상북도,광업 및 제조업,,2022,부가가치,백만원,50336548.0,
경상북도,광업,05~08,2022,부가가치,백만원,164603.0,
경상북도,제조업,10~34,2022,부가가치,백만원,50171945.0,
경상남도,광업 및 제조업,,2022,부가가치,백만원,46254810.0,
경상남도,광업,05~08,2022,부가가치,백만원,98449.0,
경상남도,제조업,10~34,2022,부가가치,백만원,46156361.0,
제주특별자치도,광업 및 제조업,,2022,부가가치,백만원,1005404.0,
제주특별자치도,광업,05~08,2022,부가가치,백만원,31386.0,
제주특별자치도,제조업,10~34,2022,부가가치,백만원,974018.0,
전국,광업 및 제조업,,2022,유형자산 연말잔액,백만원,718982326.0,
전국,광업,05~08,2022,유형자산 연말잔액,백만원,3162295.0,
전국,제조업,10~34,2022,유형자산 연말잔액,백만원,715820031.0,
서울특별시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,9810847.0,
서울특별시,광업,05~08,2022,유형자산 연말잔액,백만원,0.0,-
서울특별시,제조업,10~34,2022,유형자산 연말잔액,백만원,9810847.0,
부산광역시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,24680861.0,
부산광역시,광업,05~08,2022,유형자산 연말잔액,백만원,,X
부산광역시,제조업,10~34,2022,유형자산 연말잔액,백만원,24680604.0,
대구광역시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,16572336.0,
대구광역시,광업,05~08,2022,유형자산 연말잔액,백만원,,X
대구광역시,제조업,10~34,2022,유형자산 연말잔액,백만원,16571003.0,
인천광역시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,40571821.0,
인천광역시,광업,05~08,2022,유형자산 연말잔액,백만원,140215.0,
인천광역시,제조업,10~34,2022,유형자산 연말잔액,백만원,40431606.0,
광주광역시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,11865956.0,
광주광역시,광업,05~08,2022,유형자산 연말잔액,백만원,0.0,-
광주광역시,제조업,10~34,2022,유형자산 연말잔액,백만원,11865956.0,
대전광역시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,7813804.0,
대전광역시,광업,05~08,2022,유형자산 연말잔액,백만원,,X
대전광역시,제조업,10~34,2022,유형자산 연말잔액,백만원,7813312.0,
울산광역시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,57063942.0,
울산광역시,광업,05~08,2022,유형자산 연말잔액,백만원,71151.0,
울산광역시,제조업,10~34,2022,유형자산 연말잔액,백만원,56992791.0,
세종특별자치시,광업 및 제조업,,2022,유형자산 연말잔액,백만원,4157152.0,
세종특별자치시,광업,05~08,2022,유형자산 연말잔액,백만원,11842.0,
세종특별자치시,제조업,10~34,2022,유형자산 연말잔액,백만원,4145310.0,
경기도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,220937824.0,
경기도,광업,05~08,2022,유형자산 연말잔액,백만원,679571.0,
경기도,제조업,10~34,2022,유형자산 연말잔액,백만원,220258253.0,
강원특별자치도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,9786627.0,
강원특별자치도,광업,05~08,2022,유형자산 연말잔액,백만원,1320400.0,
강원특별자치도,제조업,10~34,2022,유형자산 연말잔액,백만원,8466227.0,
충청북도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,44831170.0,
충청북도,광업,05~08,2022,유형자산 연말잔액,백만원,150168.0,
충청북도,제조업,10~34,2022,유형자산 연말잔액,백만원,44681002.0,
충청남도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,88882210.0,
충청남도,광업,05~08,2022,유형자산 연말잔액,백만원,169311.0,
충청남도,제조업,10~34,2022,유형자산 연말잔액,백만원,88712899.0,
전라북도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,17817389.0,
전라북도,광업,05~08,2022,유형자산 연말잔액,백만원,73402.0,
전라북도,제조업,10~34,2022,유형자산 연말잔액,백만원,17743987.0,
전라남도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,45290763.0,
전라남도,광업,05~08,2022,유형자산 연말잔액,백만원,185041.0,
전라남도,제조업,10~34,2022,유형자산 연말잔액,백만원,45105722.0,
경상북도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,51345994.0,
경상북도,광업,05~08,2022,유형자산 연말잔액,백만원,139288.0,
경상북도,제조업,10~34,2022,유형자산 연말잔액,백만원,51206706.0,
경상남도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,66300470.0,
경상남도,광업,05~08,2022,유형자산 연말잔액,백만원,184360.0,
경상남도,제조업,10~34,2022,유형자산 연말잔액,백만원,66116110.0,
제주특별자치도,광업 및 제조업,,2022,유형자산 연말잔액,백만원,1253160.0,
제주특별자치도,광업,05~08,2022,유형자산 연말잔액,백만원,35464.0,
제주특별자치도,제조업,10~34,2022,유형자산 연말잔액,백만원,1217696.0,
전국,광업 및 제조업,,2023,사업체수,개,73382.0,
전국,광업,05~08,2023,사업체수,개,332.0,
전국,제조업,10~34,2023,사업체수,개,73050.0,
서울특별시,광업 및 제조업,,2023,사업체수,개,3854.0,
서울특별시,광업,05~08,2023,사업체수,개,1.0,
서울특별시,제조업,10~34,2023,사업체수,개,3853.0,
부산광역시,광업 및 제조업,,2023,사업체수,개,4240.0,
부산광역시,광업,05~08,2023,사업체수,개,1.0,
부산광역시,제조업,10~34,2023,사업체수,개,4239.0,
대구광역시,광업 및 제조업,,2023,사업체수,개,3162.0,
대구광역시,광업,05~08,2023,사업체수,개,2.0,
대구광역시,제조업,10~34,2023,사업체수,개,3160.0,
인천광역시,광업 및 제조업,,2023,사업체수,개,4744.0,
인천광역시,광업,05~08,2023,사업체수,개,16.0,
인천광역시,제조업,10~34,2023,사업체수,개,4728.0,
광주광역시,광업 및 제조업,,2023,사업체수,개,1275.0,
광주광역시,광업,05~08,2023,사업체수,개,0.0,-
광주광역시,제조업,10~34,2023,사업체수,개,1275.0,
대전광역시,광업 및 제조업,,2023,사업체수,개,1029.0,
대전광역시,광업,05~08,2023,사업체수,개,0.0,-
대전광역시,제조업,10~34,2023,사업체수,개,1029.0,
울산광역시,광업 및 제조업,,2023,사업체수,개,1825.0,
울산광역시,광업,05~08,2023,사업체수,개,6.0,
울산광역시,제조업,10~34,2023,사업체수,개,1819.0,
세종특별자치시,광업 및 제조업,,2023,사업체수,개,353.0,
세종특별자치시,광업,05~08,2023,사업체수,개,6.0,
세종특별자치시,제조업,10~34,2023,사업체수,개,347.0,
경기도,광업 및 제조업,,2023,사업체수,개,26013.0,
경기도,광업,05~08,2023,사업체수,개,43.0,
경기도,제조업,10~34,2023,사업체수,개,25970.0,
강원특별자치도,광업 및 제조업,,2023,사업체수,개,1183.0,
강원특별자치도,광업,05~08,2023,사업체수,개,70.0,
강원특별자치도,제조업,10~34,2023,사업체수,개,1113.0,
충청북도,광업 및 제조업,,2023,사업체수,개,3742.0,
충청북도,광업,05~08,2023,사업체수,개,39.0,
충청북도,제조업,10~34,2023,사업체수,개,3703.0,
충청남도,광업 및 제조업,,2023,사업체수,개,4786.0,
충청남도,광업,05~08,2023,사업체수,개,25.0,
충청남도,제조업,10~34,2023,사업체수,개,4761.0,
전라북도,광업 및 제조업,,2023,사업체수,개,1915.0,
전라북도,광업,05~08,2023,사업체수,개,27.0,
전라북도,제조업,10~34,2023,사업체수,개,1888.0,
전라남도,광업 및 제조업,,2023,사업체수,개,2096.0,
전라남도,광업,05~08,2023,사업체수,개,29.0,
전라남도,제조업,10~34,2023,사업체수,개,2067.0,
경상북도,광업 및 제조업,,2023,사업체수,개,5447.0,
경상북도,광업,05~08,2023,사업체수,개,39.0,
경상북도,제조업,10~34,2023,사업체수,개,5408.0,
경상남도,광업 및 제조업,,2023,사업체수,개,7481.0,
경상남도,광업,05~08,2023,사업체수,개,22.0,
경상남도,제조업,10~34,2023,사업체수,개,7459.0,
제주특별자치도,광업 및 제조업,,2023,사업체수,개,237.0,
제주특별자치도,광업,05~08,2023,사업체수,개,6.0,
제주특별자치도,제조업,10~34,2023,사업체수,개,231.0,
전국,광업 및 제조업,,2023,종사자수,명,2983665.0,
전국,광업,05~08,2023,종사자수,명,9350.0,
전국,제조업,10~34,2023,종사자수,명,2974315.0,
서울특별시,광업 및 제조업,,2023,종사자수,명,91581.0,
서울특별시,광업,05~08,2023,종사자수,명,,X
서울특별시,제조업,10~34,2023,종사자수,명,91571.0,
부산광역시,광업 및 제조업,,2023,종사자수,명,129428.0,
부산광역시,광업,05~08,2023,종사자수,명,,X
부산광역시,제조업,10~34,2023,종사자수,명,129418.0,
대구광역시,광업 및 제조업,,2023,종사자수,명,101391.0,
대구광역시,광업,05~08,2023,종사자수,명,,X
대구광역시,제조업,10~34,2023,종사자수,명,101318.0,
인천광역시,광업 및 제조업,,2023,종사자수,명,174964.0,
인천광역시,광업,05~08,2023,종사자수,명,420.0,
인천광역시,제조업,10~34,2023,종사자수,명,174544.0,
광주광역시,광업 및 제조업,,2023,종사자수,명,61281.0,
광주광역시,광업,05~08,2023,종사자수,명,0.0,-
광주광역시,제조업,10~34,2023,종사자수,명,61281.0,
대전광역시,광업 및 제조업,,2023,종사자수,명,44231.0,
대전광역시,광업,05~08,2023,종사자수,명,0.0,-
대전광역시,제조업,10~34,2023,종사자수,명,44231.0,
울산광역시,광업 및 제조업,,2023,종사자수,명,156918.0,
울산광역시,광업,05~08,2023,종사자수,명,109.0,
울산광역시,제조업,10~34,2023,종사자수,명,156809.0,
세종특별자치시,광업 및 제조업,,2023,종사자수,명,20018.0,
세종특별자치시,광업,05~08,2023,종사자수,명,167.0,
세종특별자치시,제조업,10~34,2023,종사자수,명,19851.0,
경기도,광업 및 제조업,,2023,종사자수,명,943465.0,
경기도,광업,05~08,2023,종사자수,명,1267.0,
경기도,제조업,10~34,2023,종사자수,명,942198.0,
강원특별자치도,광업 및 제조업,,2023,종사자수,명,44910.0,
강원특별자치도,광업,05~08,2023,종사자수,명,3107.0,
강원특별자치도,제조업,10~34,2023,종사자수,명,41803.0,
충청북도,광업 및 제조업,,2023,종사자수,명,196236.0,
충청북도,광업,05~08,2023,종사자수,명,892.0,
충청북도,제조업,10~34,2023,종사자수,명,195344.0,
충청남도,광업 및 제조업,,2023,종사자수,명,264566.0,
충청남도,광업,05~08,2023,종사자수,명,592.0,
충청남도,제조업,10~34,2023,종사자수,명,263974.0,
전라북도,광업 및 제조업,,2023,종사자수,명,88795.0,
전라북도,광업,05~08,2023,종사자수,명,540.0,
전라북도,제조업,10~34,2023,종사자수,명,88255.0,
전라남도,광업 및 제조업,,2023,종사자수,명,101008.0,
전라남도,광업,05~08,2023,종사자수,명,838.0,
전라남도,제조업,10~34,2023,종사자수,명,100170.0,
경상북도,광업 및 제조업,,2023,종사자수,명,241620.0,
경상북도,광업,05~08,2023,종사자수,명,705.0,
경상북도,제조업,10~34,2023,종사자수,명,240915.0,
경상남도,광업 및 제조업,,2023,종사자수,명,317141.0,
경상남도,광업,05~08,2023,종사자수,명,482.0,
경상남도,제조업,10~34,2023,종사자수,명,316659.0,
제주특별자치도,광업 및 제조업,,2023,종사자수,명,6112.0,
제주특별자치도,광업,05~08,2023,종사자수,명,138.0,
