시도별,산업별,산업코드,연도,지표,단위,값,비고
제주특별자치도,제조업,10~34,2023,종사자수,명,5974.0,
전국,광업 및 제조업,,2023,급여액,백만원,160455197.0,
전국,광업,05~08,2023,급여액,백만원,512048.0,
전국,제조업,10~34,2023,급여액,백만원,159943149.0,
서울특별시,광업 및 제조업,,2023,급여액,백만원,3828174.0,
서울특별시,광업,05~08,2023,급여액,백만원,,X
서울특별시,제조업,10~34,2023,급여액,백만원,3827858.0,
부산광역시,광업 및 제조업,,2023,급여액,백만원,6104652.0,
부산광역시,광업,05~08,2023,급여액,백만원,,X
부산광역시,제조업,10~34,2023,급여액,백만원,6103824.0,
대구광역시,광업 및 제조업,,2023,급여액,백만원,4676827.0,
대구광역시,광업,05~08,2023,급여액,백만원,,X
대구광역시,제조업,10~34,2023,급여액,백만원,4672194.0,
인천광역시,광업 및 제조업,,2023,급여액,백만원,8909249.0,
인천광역시,광업,05~08,2023,급여액,백만원,22094.0,
인천광역시,제조업,10~34,2023,급여액,백만원,8887155.0,
광주광역시,광업 및 제조업,,2023,급여액,백만원,3352297.0,
광주광역시,광업,05~08,2023,급여액,백만원,0.0,-
광주광역시,제조업,10~34,2023,급여액,백만원,3352297.0,
대전광역시,광업 및 제조업,,2023,급여액,백만원,2237720.0,
대전광역시,광업,05~08,2023,급여액,백만원,0.0,-
대전광역시,제조업,10~34,2023,급여액,백만원,2237720.0,
울산광역시,광업 및 제조업,,2023,급여액,백만원,10419720.0,
울산광역시,광업,05~08,2023,급여액,백만원,6406.0,
울산광역시,제조업,10~34,2023,급여액,백만원,10413314.0,
세종특별자치시,광업 및 제조업,,2023,급여액,백만원,1089672.0,
세종특별자치시,광업,05~08,2023,급여액,백만원,6921.0,
세종특별자치시,제조업,10~34,2023,급여액,백만원,1082751.0,
경기도,광업 및 제조업,,2023,급여액,백만원,50164588.0,
경기도,광업,05~08,2023,급여액,백만원,78828.0,
경기도,제조업,10~34,2023,급여액,백만원,50085760.0,
강원특별자치도,광업 및 제조업,,2023,급여액,백만원,2007775.0,
강원특별자치도,광업,05~08,2023,급여액,백만원,185876.0,
강원특별자치도,제조업,10~34,2023,급여액,백만원,1821899.0,
충청북도,광업 및 제조업,,2023,급여액,백만원,10157412.0,
충청북도,광업,05~08,2023,급여액,백만원,46796.0,
충청북도,제조업,10~34,2023,급여액,백만원,10110616.0,
충청남도,광업 및 제조업,,2023,급여액,백만원,16234649.0,
충청남도,광업,05~08,2023,급여액,백만원,33679.0,
충청남도,제조업,10~34,2023,급여액,백만원,16200970.0,
전라북도,광업 및 제조업,,2023,급여액,백만원,4584933.0,
전라북도,광업,05~08,2023,급여액,백만원,24303.0,
전라북도,제조업,10~34,2023,급여액,백만원,4560630.0,
전라남도,광업 및 제조업,,2023,급여액,백만원,5836731.0,
전라남도,광업,05~08,2023,급여액,백만원,35985.0,
전라남도,제조업,10~34,2023,급여액,백만원,5800746.0,
경상북도,광업 및 제조업,,2023,급여액,백만원,13789446.0,
경상북도,광업,05~08,2023,급여액,백만원,34643.0,
경상북도,제조업,10~34,2023,급여액,백만원,13754803.0,
경상남도,광업 및 제조업,,2023,급여액,백만원,16793634.0,
경상남도,광업,05~08,2023,급여액,백만원,23642.0,
경상남도,제조업,10~34,2023,급여액,백만원,16769992.0,
제주특별자치도,광업 및 제조업,,2023,급여액,백만원,267718.0,
제주특별자치도,광업,05~08,2023,급여액,백만원,7098.0,
제주특별자치도,제조업,10~34,2023,급여액,백만원,260620.0,
전국,광업 및 제조업,,2023,출하액,백만원,1992494162.0,
전국,광업,05~08,2023,출하액,백만원,3600636.0,
전국,제조업,10~34,2023,출하액,백만원,1988893526.0,
서울특별시,광업 및 제조업,,2023,출하액,백만원,34462409.0,
서울특별시,광업,05~08,2023,출하액,백만원,,X
서울특별시,제조업,10~34,2023,출하액,백만원,34462409.0,
부산광역시,광업 및 제조업,,2023,출하액,백만원,52848661.0,
부산광역시,광업,05~08,2023,출하액,백만원,,X
부산광역시,제조업,10~34,2023,출하액,백만원,52844423.0,
대구광역시,광업 및 제조업,,2023,출하액,백만원,40977690.0,
대구광역시,광업,05~08,2023,출하액,백만원,,X
대구광역시,제조업,10~34,2023,출하액,백만원,40947526.0,
인천광역시,광업 및 제조업,,2023,출하액,백만원,99450703.0,
인천광역시,광업,05~08,2023,출하액,백만원,127822.0,
인천광역시,제조업,10~34,2023,출하액,백만원,99322881.0,
광주광역시,광업 및 제조업,,2023,출하액,백만원,45869719.0,
광주광역시,광업,05~08,2023,출하액,백만원,0.0,-
광주광역시,제조업,10~34,2023,출하액,백만원,45869719.0,
대전광역시,광업 및 제조업,,2023,출하액,백만원,21292001.0,
대전광역시,광업,05~08,2023,출하액,백만원,0.0,-
대전광역시,제조업,10~34,2023,출하액,백만원,21292001.0,
울산광역시,광업 및 제조업,,2023,출하액,백만원,274263969.0,
울산광역시,광업,05~08,2023,출하액,백만원,62924.0,
울산광역시,제조업,10~34,2023,출하액,백만원,274201045.0,
세종특별자치시,광업 및 제조업,,2023,출하액,백만원,10543370.0,
세종특별자치시,광업,05~08,2023,출하액,백만원,49193.0,
세종특별자치시,제조업,10~34,2023,출하액,백만원,10494177.0,
경기도,광업 및 제조업,,2023,출하액,백만원,490178443.0,
경기도,광업,05~08,2023,출하액,백만원,781392.0,
경기도,제조업,10~34,2023,출하액,백만원,489397051.0,
강원특별자치도,광업 및 제조업,,2023,출하액,백만원,18944319.0,
강원특별자치도,광업,05~08,2023,출하액,백만원,1079883.0,
강원특별자치도,제조업,10~34,2023,출하액,백만원,17864436.0,
충청북도,광업 및 제조업,,2023,출하액,백만원,123443747.0,
충청북도,광업,05~08,2023,출하액,백만원,359660.0,
충청북도,제조업,10~34,2023,출하액,백만원,123084087.0,
충청남도,광업 및 제조업,,2023,출하액,백만원,250450109.0,
충청남도,광업,05~08,2023,출하액,백만원,303649.0,
충청남도,제조업,10~34,2023,출하액,백만원,250146460.0,
전라북도,광업 및 제조업,,2023,출하액,백만원,49014479.0,
전라북도,광업,05~08,2023,출하액,백만원,177407.0,
전라북도,제조업,10~34,2023,출하액,백만원,48837072.0,
전라남도,광업 및 제조업,,2023,출하액,백만원,146491132.0,
전라남도,광업,05~08,2023,출하액,백만원,217309.0,
전라남도,제조업,10~34,2023,출하액,백만원,146273823.0,
경상북도,광업 및 제조업,,2023,출하액,백만원,166635717.0,
경상북도,광업,05~08,2023,출하액,백만원,204314.0,
경상북도,제조업,10~34,2023,출하액,백만원,166431403.0,
경상남도,광업 및 제조업,,2023,출하액,백만원,165336440.0,
경상남도,광업,05~08,2023,출하액,백만원,153728.0,
경상남도,제조업,10~34,2023,출하액,백만원,165182712.0,
제주특별자치도,광업 및 제조업,,2023,출하액,백만원,2291254.0,
제주특별자치도,광업,05~08,2023,출하액,백만원,48953.0,
제주특별자치도,제조업,10~34,2023,출하액,백만원,2242301.0,
전국,광업 및 제조업,,2023,주요생산비,백만원,1324477461.0,
전국,광업,05~08,2023,주요생산비,백만원,1085217.0,
전국,제조업,10~34,2023,주요생산비,백만원,1323392244.0,
서울특별시,광업 및 제조업,,2023,주요생산비,백만원,17991782.0,
서울특별시,광업,05~08,2023,주요생산비,백만원,,X
서울특별시,제조업,10~34,2023,주요생산비,백만원,17991780.0,
부산광역시,광업 및 제조업,,2023,주요생산비,백만원,34747386.0,
부산광역시,광업,05~08,2023,주요생산비,백만원,,X
부산광역시,제조업,10~34,2023,주요생산비,백만원,34746798.0,
대구광역시,광업 및 제조업,,2023,주요생산비,백만원,27671239.0,
대구광역시,광업,05~08,2023,주요생산비,백만원,,X
대구광역시,제조업,10~34,2023,주요생산비,백만원,27662260.0,
인천광역시,광업 및 제조업,,2023,주요생산비,백만원,65894791.0,
인천광역시,광업,05~08,2023,주요생산비,백만원,57090.0,
인천광역시,제조업,10~34,2023,주요생산비,백만원,65837701.0,
광주광역시,광업 및 제조업,,2023,주요생산비,백만원,31386071.0,
광주광역시,광업,05~08,2023,주요생산비,백만원,0.0,-
광주광역시,제조업,10~34,2023,주요생산비,백만원,31386071.0,
대전광역시,광업 및 제조업,,2023,주요생산비,백만원,12190904.0,
대전광역시,광업,05~08,2023,주요생산비,백만원,0.0,-
대전광역시,제조업,10~34,2023,주요생산비,백만원,12190904.0,
울산광역시,광업 및 제조업,,2023,주요생산비,백만원,198555924.0,
울산광역시,광업,05~08,2023,주요생산비,백만원,19064.0,
울산광역시,제조업,10~34,2023,주요생산비,백만원,198536860.0,
세종특별자치시,광업 및 제조업,,2023,주요생산비,백만원,6561607.0,
세종특별자치시,광업,05~08,2023,주요생산비,백만원,24460.0,
세종특별자치시,제조업,10~34,2023,주요생산비,백만원,6537147.0,
경기도,광업 및 제조업,,2023,주요생산비,백만원,293822439.0,
경기도,광업,05~08,2023,주요생산비,백만원,305142.0,
경기도,제조업,10~34,2023,주요생산비,백만원,293517297.0,
강원특별자치도,광업 및 제조업,,2023,주요생산비,백만원,10507973.0,
강원특별자치도,광업,05~08,2023,주요생산비,백만원,261175.0,
강원특별자치도,제조업,10~34,2023,주요생산비,백만원,10246798.0,
충청북도,광업 및 제조업,,2023,주요생산비,백만원,81486421.0,
충청북도,광업,05~08,2023,주요생산비,백만원,86765.0,
충청북도,제조업,10~34,2023,주요생산비,백만원,81399656.0,
충청남도,광업 및 제조업,,2023,주요생산비,백만원,168350218.0,
충청남도,광업,05~08,2023,주요생산비,백만원,82639.0,
충청남도,제조업,10~34,2023,주요생산비,백만원,168267579.0,
전라북도,광업 및 제조업,,2023,주요생산비,백만원,33621147.0,
전라북도,광업,05~08,2023,주요생산비,백만원,34062.0,
전라북도,제조업,10~34,2023,주요생산비,백만원,33587085.0,
전라남도,광업 및 제조업,,2023,주요생산비,백만원,107148816.0,
전라남도,광업,05~08,2023,주요생산비,백만원,84542.0,
전라남도,제조업,10~34,2023,주요생산비,백만원,107064274.0,
경상북도,광업 및 제조업,,2023,주요생산비,백만원,118339557.0,
경상북도,광업,05~08,2023,주요생산비,백만원,63344.0,
경상북도,제조업,10~34,2023,주요생산비,백만원,118276213.0,
경상남도,광업 및 제조업,,2023,주요생산비,백만원,114957656.0,
경상남도,광업,05~08,2023,주요생산비,백만원,44282.0,
경상남도,제조업,10~34,2023,주요생산비,백만원,114913374.0,
제주특별자치도,광업 및 제조업,,2023,주요생산비,백만원,1243530.0,
제주특별자치도,광업,05~08,2023,주요생산비,백만원,13083.0,
제주특별자치도,제조업,10~34,2023,주요생산비,백만원,1230447.0,
전국,광업 및 제조업,,2023,부가가치,백만원,675084862.0,
전국,광업,05~08,2023,부가가치,백만원,2529787.0,
전국,제조업,10~34,2023,부가가치,백만원,672555075.0,
서울특별시,광업 및 제조업,,2023,부가가치,백만원,16829707.0,
서울특별시,광업,05~08,2023,부가가치,백만원,,X
서울특별시,제조업,10~34,2023,부가가치,백만원,16829709.0,
부산광역시,광업 및 제조업,,2023,부가가치,백만원,18240802.0,
부산광역시,광업,05~08,2023,부가가치,백만원,,X
부산광역시,제조업,10~34,2023,부가가치,백만원,18237206.0,
대구광역시,광업 및 제조업,,2023,부가가치,백만원,13639537.0,
대구광역시,광업,05~08,2023,부가가치,백만원,,X
대구광역시,제조업,10~34,2023,부가가치,백만원,13618288.0,
인천광역시,광업 및 제조업,,2023,부가가치,백만원,35983202.0,
인천광역시,광업,05~08,2023,부가가치,백만원,79065.0,
인천광역시,제조업,10~34,2023,부가가치,백만원,35904137.0,
광주광역시,광업 및 제조업,,2023,부가가치,백만원,14452131.0,
광주광역시,광업,05~08,2023,부가가치,백만원,0.0,-
광주광역시,제조업,10~34,2023,부가가치,백만원,14452131.0,
대전광역시,광업 및 제조업,,2023,부가가치,백만원,9040834.0,
대전광역시,광업,05~08,2023,부가가치,백만원,0.0,-
대전광역시,제조업,10~34,2023,부가가치,백만원,9040834.0,
울산광역시,광업 및 제조업,,2023,부가가치,백만원,75994731.0,
울산광역시,광업,05~08,2023,부가가치,백만원,42958.0,
울산광역시,제조업,10~34,2023,부가가치,백만원,75951773.0,
세종특별자치시,광업 및 제조업,,2023,부가가치,백만원,4062745.0,
세종특별자치시,광업,05~08,2023,부가가치,백만원,24875.0,
세종특별자치시,제조업,10~34,2023,부가가치,백만원,4037870.0,
경기도,광업 및 제조업,,2023,부가가치,백만원,200944249.0,
경기도,광업,05~08,2023,부가가치,백만원,476137.0,
경기도,제조업,10~34,2023,부가가치,백만원,200468112.0,
강원특별자치도,광업 및 제조업,,2023,부가가치,백만원,8455918.0,
강원특별자치도,광업,05~08,2023,부가가치,백만원,822739.0,
강원특별자치도,제조업,10~34,2023,부가가치,백만원,7633179.0,
충청북도,광업 및 제조업,,2023,부가가치,백만원,41505346.0,
충청북도,광업,05~08,2023,부가가치,백만원,275878.0,
충청북도,제조업,10~34,2023,부가가치,백만원,41229468.0,
충청남도,광업 및 제조업,,2023,부가가치,백만원,80755000.0,
충청남도,광업,05~08,2023,부가가치,백만원,218910.0,
충청남도,제조업,10~34,2023,부가가치,백만원,80536090.0,
전라북도,광업 및 제조업,,2023,부가가치,백만원,15480241.0,
전라북도,광업,05~08,2023,부가가치,백만원,144570.0,
전라북도,제조업,10~34,2023,부가가치,백만원,15335671.0,
전라남도,광업 및 제조업,,2023,부가가치,백만원,38787851.0,
전라남도,광업,05~08,2023,부가가치,백만원,132991.0,
전라남도,제조업,10~34,2023,부가가치,백만원,38654860.0,
경상북도,광업 및 제조업,,2023,부가가치,백만원,48507120.0,
경상북도,광업,05~08,2023,부가가치,백만원,139434.0,
경상북도,제조업,10~34,2023,부가가치,백만원,48367686.0,
경상남도,광업 및 제조업,,2023,부가가치,백만원,51359751.0,
경상남도,광업,05~08,2023,부가가치,백만원,111566.0,
경상남도,제조업,10~34,2023,부가가치,백만원,51248185.0,
제주특별자치도,광업 및 제조업,,2023,부가가치,백만원,1045697.0,
제주특별자치도,광업,05~08,2023,부가가치,백만원,35821.0,
제주특별자치도,제조업,10~34,2023,부가가치,백만원,1009876.0,
전국,광업 및 제조업,,2023,유형자산 연말잔액,백만원,768533913.0,
전국,광업,05~08,2023,유형자산 연말잔액,백만원,3009880.0,
전국,제조업,10~34,2023,유형자산 연말잔액,백만원,765524033.0,
서울특별시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,10804473.0,
서울특별시,광업,05~08,2023,유형자산 연말잔액,백만원,,X
서울특별시,제조업,10~34,2023,유형자산 연말잔액,백만원,10801242.0,
부산광역시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,25768316.0,
부산광역시,광업,05~08,2023,유형자산 연말잔액,백만원,,X
부산광역시,제조업,10~34,2023,유형자산 연말잔액,백만원,25768137.0,
대구광역시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,17711090.0,
대구광역시,광업,05~08,2023,유형자산 연말잔액,백만원,,X
대구광역시,제조업,10~34,2023,유형자산 연말잔액,백만원,17679998.0,
인천광역시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,43368437.0,
인천광역시,광업,05~08,2023,유형자산 연말잔액,백만원,136159.0,
인천광역시,제조업,10~34,2023,유형자산 연말잔액,백만원,43232278.0,
광주광역시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,11340746.0,
광주광역시,광업,05~08,2023,유형자산 연말잔액,백만원,0.0,-
광주광역시,제조업,10~34,2023,유형자산 연말잔액,백만원,11340746.0,
대전광역시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,7834674.0,
대전광역시,광업,05~08,2023,유형자산 연말잔액,백만원,0.0,-
대전광역시,제조업,10~34,2023,유형자산 연말잔액,백만원,7834674.0,
울산광역시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,58144880.0,
울산광역시,광업,05~08,2023,유형자산 연말잔액,백만원,28565.0,
울산광역시,제조업,10~34,2023,유형자산 연말잔액,백만원,58116315.0,
세종특별자치시,광업 및 제조업,,2023,유형자산 연말잔액,백만원,4970166.0,
세종특별자치시,광업,05~08,2023,유형자산 연말잔액,백만원,16928.0,
세종특별자치시,제조업,10~34,2023,유형자산 연말잔액,백만원,4953238.0,
경기도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,256007103.0,
경기도,광업,05~08,2023,유형자산 연말잔액,백만원,672755.0,
경기도,제조업,10~34,2023,유형자산 연말잔액,백만원,255334348.0,
강원특별자치도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,10676702.0,
강원특별자치도,광업,05~08,2023,유형자산 연말잔액,백만원,1219314.0,
강원특별자치도,제조업,10~34,2023,유형자산 연말잔액,백만원,9457388.0,
충청북도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,46388860.0,
충청북도,광업,05~08,2023,유형자산 연말잔액,백만원,133912.0,
충청북도,제조업,10~34,2023,유형자산 연말잔액,백만원,46254948.0,
충청남도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,88047083.0,
충청남도,광업,05~08,2023,유형자산 연말잔액,백만원,184855.0,
충청남도,제조업,10~34,2023,유형자산 연말잔액,백만원,87862228.0,
전라북도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,17464496.0,
전라북도,광업,05~08,2023,유형자산 연말잔액,백만원,67398.0,
전라북도,제조업,10~34,2023,유형자산 연말잔액,백만원,17397098.0,
전라남도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,44161238.0,
전라남도,광업,05~08,2023,유형자산 연말잔액,백만원,185025.0,
전라남도,제조업,10~34,2023,유형자산 연말잔액,백만원,43976213.0,
경상북도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,54724927.0,
경상북도,광업,05~08,2023,유형자산 연말잔액,백만원,93479.0,
경상북도,제조업,10~34,2023,유형자산 연말잔액,백만원,54631448.0,
경상남도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,69824219.0,
경상남도,광업,05~08,2023,유형자산 연말잔액,백만원,195046.0,
경상남도,제조업,10~34,2023,유형자산 연말잔액,백만원,69629173.0,
제주특별자치도,광업 및 제조업,,2023,유형자산 연말잔액,백만원,1296503.0,
제주특별자치도,광업,05~08,2023,유형자산 연말잔액,백만원,41942.0,
제주특별자치도,제조업,10~34,2023,유형자산 연말잔액,백만원,1254561.0,
전국,광업 및 제조업,,2024,사업체수,개,73890.0,
전국,광업,05~08,2024,사업체수,개,320.0,
전국,제조업,10~34,2024,사업체수,개,73570.0,
서울특별시,광업 및 제조업,,2024,사업체수,개,3818.0,
서울특별시,광업,05~08,2024,사업체수,개,1.0,
서울특별시,제조업,10~34,2024,사업체수,개,3817.0,
부산광역시,광업 및 제조업,,2024,사업체수,개,4162.0,
부산광역시,광업,05~08,2024,사업체수,개,2.0,
부산광역시,제조업,10~34,2024,사업체수,개,4160.0,
대구광역시,광업 및 제조업,,2024,사업체수,개,3161.0,
대구광역시,광업,05~08,2024,사업체수,개,1.0,
대구광역시,제조업,10~34,2024,사업체수,개,3160.0,
인천광역시,광업 및 제조업,,2024,사업체수,개,4687.0,
인천광역시,광업,05~08,2024,사업체수,개,13.0,
인천광역시,제조업,10~34,2024,사업체수,개,4674.0,
광주광역시,광업 및 제조업,,2024,사업체수,개,1300.0,
광주광역시,광업,05~08,2024,사업체수,개,0.0,-
광주광역시,제조업,10~34,2024,사업체수,개,1300.0,
대전광역시,광업 및 제조업,,2024,사업체수,개,1025.0,
대전광역시,광업,05~08,2024,사업체수,개,0.0,-
대전광역시,제조업,10~34,2024,사업체수,개,1025.0,
울산광역시,광업 및 제조업,,2024,사업체수,개,1860.0,
울산광역시,광업,05~08,2024,사업체수,개,5.0,
울산광역시,제조업,10~34,2024,사업체수,개,1855.0,
세종특별자치시,광업 및 제조업,,2024,사업체수,개,353.0,
세종특별자치시,광업,05~08,2024,사업체수,개,6.0,
세종특별자치시,제조업,10~34,2024,사업체수,개,347.0,
경기도,광업 및 제조업,,2024,사업체수,개,26255.0,
경기도,광업,05~08,2024,사업체수,개,41.0,
경기도,제조업,10~34,2024,사업체수,개,26214.0,
강원특별자치도,광업 및 제조업,,2024,사업체수,개,1187.0,
강원특별자치도,광업,05~08,2024,사업체수,개,69.0,
강원특별자치도,제조업,10~34,2024,사업체수,개,1118.0,
충청북도,광업 및 제조업,,2024,사업체수,개,3829.0,
충청북도,광업,05~08,2024,사업체수,개,39.0,
충청북도,제조업,10~34,2024,사업체수,개,3790.0,
충청남도,광업 및 제조업,,2024,사업체수,개,4851.0,
충청남도,광업,05~08,2024,사업체수,개,28.0,
충청남도,제조업,10~34,2024,사업체수,개,4823.0,
전라북도,광업 및 제조업,,2024,사업체수,개,1929.0,
전라북도,광업,05~08,2024,사업체수,개,24.0,
전라북도,제조업,10~34,2024,사업체수,개,1905.0,
전라남도,광업 및 제조업,,2024,사업체수,개,2136.0,
전라남도,광업,05~08,2024,사업체수,개,27.0,
전라남도,제조업,10~34,2024,사업체수,개,2109.0,
경상북도,광업 및 제조업,,2024,사업체수,개,5509.0,
경상북도,광업,05~08,2024,사업체수,개,37.0,
경상북도,제조업,10~34,2024,사업체수,개,5472.0,
경상남도,광업 및 제조업,,2024,사업체수,개,7593.0,
경상남도,광업,05~08,2024,사업체수,개,22.0,
경상남도,제조업,10~34,2024,사업체수,개,7571.0,
제주특별자치도,광업 및 제조업,,2024,사업체수,개,235.0,
제주특별자치도,광업,05~08,2024,사업체수,개,5.0,
제주특별자치도,제조업,10~34,2024,사업체수,개,230.0,
전국,광업 및 제조업,,2024,종사자수,명,3045554.0,
전국,광업,05~08,2024,종사자수,명,8536.0,
전국,제조업,10~34,2024,종사자수,명,3037018.0,
서울특별시,광업 및 제조업,,2024,종사자수,명,92519.0,
서울특별시,광업,05~08,2024,종사자수,명,,X
서울특별시,제조업,10~34,2024,종사자수,명,92509.0,
부산광역시,광업 및 제조업,,2024,종사자수,명,130806.0,
부산광역시,광업,05~08,2024,종사자수,명,,X
부산광역시,제조업,10~34,2024,종사자수,명,130759.0,
대구광역시,광업 및 제조업,,2024,종사자수,명,100389.0,
대구광역시,광업,05~08,2024,종사자수,명,,X
대구광역시,제조업,10~34,2024,종사자수,명,100330.0,
인천광역시,광업 및 제조업,,2024,종사자수,명,176400.0,
인천광역시,광업,05~08,2024,종사자수,명,350.0,
인천광역시,제조업,10~34,2024,종사자수,명,176050.0,
광주광역시,광업 및 제조업,,2024,종사자수,명,61179.0,
광주광역시,광업,05~08,2024,종사자수,명,0.0,-
광주광역시,제조업,10~34,2024,종사자수,명,61179.0,
대전광역시,광업 및 제조업,,2024,종사자수,명,44518.0,
대전광역시,광업,05~08,2024,종사자수,명,0.0,-
대전광역시,제조업,10~34,2024,종사자수,명,44518.0,
울산광역시,광업 및 제조업,,2024,종사자수,명,165367.0,
울산광역시,광업,05~08,2024,종사자수,명,99.0,
울산광역시,제조업,10~34,2024,종사자수,명,165268.0,
세종특별자치시,광업 및 제조업,,2024,종사자수,명,20524.0,
세종특별자치시,광업,05~08,2024,종사자수,명,101.0,
세종특별자치시,제조업,10~34,2024,종사자수,명,20423.0,
경기도,광업 및 제조업,,2024,종사자수,명,959127.0,
경기도,광업,05~08,2024,종사자수,명,1079.0,
경기도,제조업,10~34,2024,종사자수,명,958048.0,
강원특별자치도,광업 및 제조업,,2024,종사자수,명,43635.0,
강원특별자치도,광업,05~08,2024,종사자수,명,2954.0,
강원특별자치도,제조업,10~34,2024,종사자수,명,40681.0,
충청북도,광업 및 제조업,,2024,종사자수,명,194425.0,
충청북도,광업,05~08,2024,종사자수,명,870.0,
충청북도,제조업,10~34,2024,종사자수,명,193555.0,
충청남도,광업 및 제조업,,2024,종사자수,명,267776.0,
충청남도,광업,05~08,2024,종사자수,명,658.0,
충청남도,제조업,10~34,2024,종사자수,명,267118.0,
전라북도,광업 및 제조업,,2024,종사자수,명,89161.0,
전라북도,광업,05~08,2024,종사자수,명,447.0,
전라북도,제조업,10~34,2024,종사자수,명,88714.0,
전라남도,광업 및 제조업,,2024,종사자수,명,108147.0,
전라남도,광업,05~08,2024,종사자수,명,602.0,
전라남도,제조업,10~34,2024,종사자수,명,107545.0,
경상북도,광업 및 제조업,,2024,종사자수,명,243711.0,
경상북도,광업,05~08,2024,종사자수,명,690.0,
경상북도,제조업,10~34,2024,종사자수,명,243021.0,
경상남도,광업 및 제조업,,2024,종사자수,명,341816.0,
경상남도,광업,05~08,2024,종사자수,명,464.0,
경상남도,제조업,10~34,2024,종사자수,명,341352.0,
제주특별자치도,광업 및 제조업,,2024,종사자수,명,6054.0,
제주특별자치도,광업,05~08,2024,종사자수,명,106.0,
제주특별자치도,제조업,10~34,2024,종사자수,명,5948.0,
전국,광업 및 제조업,,2024,급여액,백만원,172878439.0,
전국,광업,05~08,2024,급여액,백만원,495217.0,
전국,제조업,10~34,2024,급여액,백만원,172383222.0,
서울특별시,광업 및 제조업,,2024,급여액,백만원,4028499.0,
서울특별시,광업,05~08,2024,급여액,백만원,,X
서울특별시,제조업,10~34,2024,급여액,백만원,4027835.0,
부산광역시,광업 및 제조업,,2024,급여액,백만원,6406370.0,
부산광역시,광업,05~08,2024,급여액,백만원,,X
부산광역시,제조업,10~34,2024,급여액,백만원,6403791.0,
대구광역시,광업 및 제조업,,2024,급여액,백만원,4882514.0,
대구광역시,광업,05~08,2024,급여액,백만원,,X
대구광역시,제조업,10~34,2024,급여액,백만원,4879213.0,
인천광역시,광업 및 제조업,,2024,급여액,백만원,9509206.0,
인천광역시,광업,05~08,2024,급여액,백만원,19318.0,
인천광역시,제조업,10~34,2024,급여액,백만원,9489888.0,
광주광역시,광업 및 제조업,,2024,급여액,백만원,3375658.0,
광주광역시,광업,05~08,2024,급여액,백만원,0.0,-
광주광역시,제조업,10~34,2024,급여액,백만원,3375658.0,
대전광역시,광업 및 제조업,,2024,급여액,백만원,2402130.0,
대전광역시,광업,05~08,2024,급여액,백만원,0.0,-
대전광역시,제조업,10~34,2024,급여액,백만원,2402130.0,
울산광역시,광업 및 제조업,,2024,급여액,백만원,12486939.0,
울산광역시,광업,05~08,2024,급여액,백만원,5586.0,
울산광역시,제조업,10~34,2024,급여액,백만원,12481353.0,
세종특별자치시,광업 및 제조업,,2024,급여액,백만원,1139858.0,
세종특별자치시,광업,05~08,2024,급여액,백만원,6409.0,
세종특별자치시,제조업,10~34,2024,급여액,백만원,1133449.0,
경기도,광업 및 제조업,,2024,급여액,백만원,54062651.0,
경기도,광업,05~08,2024,급여액,백만원,72754.0,
경기도,제조업,10~34,2024,급여액,백만원,53989897.0,
강원특별자치도,광업 및 제조업,,2024,급여액,백만원,2050817.0,
강원특별자치도,광업,05~08,2024,급여액,백만원,174774.0,
강원특별자치도,제조업,10~34,2024,급여액,백만원,1876043.0,
충청북도,광업 및 제조업,,2024,급여액,백만원,10943834.0,
충청북도,광업,05~08,2024,급여액,백만원,50133.0,
충청북도,제조업,10~34,2024,급여액,백만원,10893701.0,
충청남도,광업 및 제조업,,2024,급여액,백만원,17248740.0,
충청남도,광업,05~08,2024,급여액,백만원,37399.0,
충청남도,제조업,10~34,2024,급여액,백만원,17211341.0,
전라북도,광업 및 제조업,,2024,급여액,백만원,4812907.0,
전라북도,광업,05~08,2024,급여액,백만원,25809.0,
전라북도,제조업,10~34,2024,급여액,백만원,4787098.0,
전라남도,광업 및 제조업,,2024,급여액,백만원,6341196.0,
전라남도,광업,05~08,2024,급여액,백만원,31249.0,
전라남도,제조업,10~34,2024,급여액,백만원,6309947.0,
경상북도,광업 및 제조업,,2024,급여액,백만원,14743537.0,
경상북도,광업,05~08,2024,급여액,백만원,35729.0,
경상북도,제조업,10~34,2024,급여액,백만원,14707808.0,
경상남도,광업 및 제조업,,2024,급여액,백만원,18172530.0,
경상남도,광업,05~08,2024,급여액,백만원,24052.0,
경상남도,제조업,10~34,2024,급여액,백만원,18148478.0,
제주특별자치도,광업 및 제조업,,2024,급여액,백만원,271053.0,
