기간,지역,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지,품목약칭_TRASS
2008,대구광역시,74,구리와그제품,1462,23125,1979,41248,-18123,동
2008,대구광역시,75,니켈과그제품,32,879,105,3021,-2142,니켈
2008,대구광역시,76,알루미늄과그제품,2342,99155,1154,149902,-50747,알루미늄
2008,대구광역시,78,납과그제품,9,765,4,88,677,연
2008,대구광역시,79,아연과그제품,56,588,1,1,588,아연
2008,대구광역시,80,주석과그제품,19,254,37,3833,-3579,주석
2008,대구광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,184,18386,561,35258,-16872,기타_비금속
2008,대구광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,13332,162279,5577,62332,99947,비금속제의공구
2008,대구광역시,83,비금속(卑金屬)으로만든각종제품,2681,88128,1555,23410,64719,비금속제의각종_제품
2008,대구광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,27658,1010096,17984,482851,527246,기계류
2008,대구광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,14542,674871,17573,368496,306375,전기기기
2008,대구광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,7,28,4,27,0,철도차량
2008,대구광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,14553,480485,6137,137157,343328,자동차
2008,대구광역시,88,항공기와우주선이들의부분품,2,56,10,2266,-2210,항공기
2008,대구광역시,89,선박과수상구조물,3,6,5,22,-17,선박
2008,대구광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,13180,251039,8453,112999,138040,광학_정밀의료기기
2008,대구광역시,91,시계와그부분품,32,4051,538,1079,2972,시계
2008,대구광역시,92,악기와그부분품과부속품,1,0,400,2904,-2904,악기
2008,대구광역시,93,무기ㆍ총포탄과이들의부분품과부속품,1,9,70,766,-757,무기
2008,대구광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,477,10731,4358,38204,-27473,가구_침구조립식건축
2008,대구광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,154,3571,2478,16800,-13229,완구_운동용구
2008,대구광역시,96,잡품,568,3199,657,2030,1169,잡품
2008,대구광역시,97,예술품ㆍ수집품ㆍ골동품,3,1322,107,4381,-3059,예술품_수집과_골동품
2008,대구광역시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,663,14,-14,
2009,대구광역시,01,살아있는동물,91,184,23,153,32,산_동물
2009,대구광역시,02,육과식용설육(屑肉),25,501,604,20650,-20149,육과식용설육
2009,대구광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,263,9419,719,29251,-19833,어류
2009,대구광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,0,0,570,1089,-1089,낙농품
2009,대구광역시,05,다른류로분류되지않은동물성생산품,0,0,234,5860,-5860,기타_동물성생산품
2009,대구광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,0,0,88,350,-350,산_수목및절화
2009,대구광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),606,8342,427,11974,-3633,채소
2009,대구광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,66,2552,110,3487,-935,과실_견과류
2009,대구광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,138,18,220,728,-710,커피_향신료
2009,대구광역시,10,곡물,3,102,78,35420,-35318,곡물
2009,대구광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),1,6,81,1607,-1600,제분공업생산품
2009,대구광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,9,217,98,1217,-1000,채유용종자
2009,대구광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),2,4,46,450,-447,식물성수액과_엑스
2009,대구광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0,0,4,5,-5,기타_식물성생산품
2009,대구광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,2,24,120,886,-862,동_식물성유지
2009,대구광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,1,0,200,5360,-5360,육_어류조제품
2009,대구광역시,17,당류(糖類)와설탕과자,3,27,713,774,-747,당류설탕과자
2009,대구광역시,18,코코아와그조제품,2,5,480,363,-358,코코아
2009,대구광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,56,714,2195,504,210,곡물_곡분의_조제품
2009,대구광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,75,1921,1003,7939,-6018,채소_과실의_조제품
2009,대구광역시,21,각종조제식료품,32,461,26259,4238,-3778,각종의_조제식료품
2009,대구광역시,22,음료ㆍ주류ㆍ식초,78,859,151,4774,-3915,음료_알콜식초
2009,대구광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,1,0,184,22556,-22556,사료
2009,대구광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,26,63,32,18,45,담배
2009,대구광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,17,113,341,4818,-4706,암석광물
2009,대구광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0,0,9,235,-235,금속광물
2009,대구광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,140,883,370,4527,-3644,광물성_연료에너지
2009,대구광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,182,15033,963,92664,-77630,무기화학품
2009,대구광역시,29,유기화학품,27,599,500,7837,-7239,유기화학품
2009,대구광역시,30,의료용품,20,955,789,1135,-180,의료용품
2009,대구광역시,31,비료,7,20,39,463,-443,비료
2009,대구광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,696,6814,2943,29630,-22816,유연_착색제
2009,대구광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,987,1023,5778,1345,-322,향료_화장품
2009,대구광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,450,3016,1072,3788,-771,비누_왁스
2009,대구광역시,35,단백질계물질변성전분글루(glue)효소,58,523,167,2215,-1691,단백질계물질
2009,대구광역시,36,화약류화공품성냥발화성합금특정가연성조제품,0,0,6,9,-9,화약류_성냥
2009,대구광역시,37,사진용이나영화용재료,451,26175,128,2999,23176,사진_영화용재료
2009,대구광역시,38,각종화학공업생산품,908,17256,1651,46382,-29126,각종_화학공업생산품
2009,대구광역시,39,플라스틱과그제품,9056,113954,7018,80176,33778,플라스틱
2009,대구광역시,40,고무와그제품,2034,19073,2426,38852,-19779,고무
2009,대구광역시,41,원피(모피는제외한다)와가죽,11,159,10,168,-9,원피
2009,대구광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,174,823,3740,7322,-6499,가죽제품
2009,대구광역시,43,모피ㆍ인조모피와이들의제품,5,10,73,993,-982,모피
2009,대구광역시,44,목재와그제품목탄,100,438,1682,38297,-37858,목재_및목탄
2009,대구광역시,45,코르크(cork)와그제품,0,0,3,12,-12,코르크
2009,대구광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),1,3,158,2038,-2035,조물재료의제품
2009,대구광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],0,0,557,35671,-35671,펄프
2009,대구광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,4608,110339,1148,23653,86686,지와_지제품
2009,대구광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,533,1910,1748,1597,313,인쇄서적_신문_회화
2009,대구광역시,50,견,88,1015,282,2395,-1380,견
2009,대구광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,45,1115,214,6246,-5131,모
2009,대구광역시,52,면,4635,75852,2152,73562,2290,면
2009,대구광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,150,1530,194,3114,-1585,기타_식물성방직용_섬유
2009,대구광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,35924,499066,1859,52046,447020,인조필라멘트
2009,대구광역시,55,인조스테이플섬유,4352,61499,1802,47000,14500,인조스테이플섬유
2009,대구광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,918,13500,319,2329,11170,워딩_펄프_부직포
2009,대구광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,2,1,125,861,-860,양탄자류
2009,대구광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,1314,21389,364,481,20908,특수_직물
2009,대구광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,8214,101902,479,8595,93308,침투_도포직물
2009,대구광역시,60,메리야스편물과뜨개질편물,9489,146277,142,1433,144844,편물
2009,대구광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),900,19046,4116,4066,14980,편물제_의류
2009,대구광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),858,10562,8852,18811,-8249,비편물제의류
2009,대구광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,3299,21940,2914,11068,10872,기타_방직용섬유제품
2009,대구광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,83,389,4283,5327,-4938,신발류
2009,대구광역시,65,모자류와그부분품,42,139,674,730,-590,모자류
2009,대구광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,12,67,667,9806,-9739,산류_지팡이
2009,대구광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0,0,272,224,-224,조제_우모_조화_인모제품
2009,대구광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,1171,12168,2320,28574,-16405,석_시멘트제품
2009,대구광역시,69,도자제품,1956,14613,1295,15555,-942,도자_제품
2009,대구광역시,70,유리와유리제품,234,2807,1287,39999,-37192,유리와유리제품
2009,대구광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,325,19791,571,601,19191,진주_귀석귀금속
2009,대구광역시,72,철강,613,32366,1564,88384,-56018,철강
2009,대구광역시,73,철강의제품,4306,47725,4438,45384,2341,철강제품
2009,대구광역시,74,구리와그제품,1328,10680,2678,36598,-25918,동
2009,대구광역시,75,니켈과그제품,19,89,65,1690,-1601,니켈
2009,대구광역시,76,알루미늄과그제품,2447,85221,1054,114651,-29430,알루미늄
2009,대구광역시,78,납과그제품,1,58,5,148,-90,연
2009,대구광역시,79,아연과그제품,59,1672,5,239,1433,아연
2009,대구광역시,80,주석과그제품,42,405,20,467,-62,주석
2009,대구광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,477,11945,531,12326,-381,기타_비금속
2009,대구광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,11873,109772,5217,43571,66201,비금속제의공구
2009,대구광역시,83,비금속(卑金屬)으로만든각종제품,2734,99383,1367,17293,82089,비금속제의각종_제품
2009,대구광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,26148,780953,14979,378223,402730,기계류
2009,대구광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,15916,665911,18169,289846,376065,전기기기
2009,대구광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,10,85,3,35,50,철도차량
2009,대구광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,13708,417785,4941,83514,334271,자동차
2009,대구광역시,88,항공기와우주선이들의부분품,0,0,10,668,-668,항공기
2009,대구광역시,89,선박과수상구조물,0,0,8,63,-63,선박
2009,대구광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,13613,240899,8625,94284,146616,광학_정밀의료기기
2009,대구광역시,91,시계와그부분품,37,4088,925,1223,2865,시계
2009,대구광역시,92,악기와그부분품과부속품,1,5,378,1738,-1733,악기
2009,대구광역시,93,무기ㆍ총포탄과이들의부분품과부속품,0,0,45,1271,-1271,무기
2009,대구광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,383,7304,2853,20840,-13536,가구_침구조립식건축
2009,대구광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,161,3040,2699,13629,-10589,완구_운동용구
2009,대구광역시,96,잡품,780,3136,585,1644,1493,잡품
2009,대구광역시,97,예술품ㆍ수집품ㆍ골동품,6,17,72,1747,-1730,예술품_수집과_골동품
2009,대구광역시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,606,5,-5,
2010,대구광역시,01,살아있는동물,106,219,27,44,175,산_동물
2010,대구광역시,02,육과식용설육(屑肉),3,64,674,25232,-25169,육과식용설육
2010,대구광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,215,2289,833,14314,-12026,어류
2010,대구광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,0,0,613,1310,-1310,낙농품
2010,대구광역시,05,다른류로분류되지않은동물성생산품,1,5,284,7603,-7597,기타_동물성생산품
2010,대구광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,0,0,84,622,-622,산_수목및절화
2010,대구광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),490,6471,732,12972,-6500,채소
2010,대구광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,57,1753,152,5229,-3475,과실_견과류
2010,대구광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,1,2,323,569,-567,커피_향신료
2010,대구광역시,10,곡물,0,0,81,49910,-49910,곡물
2010,대구광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),11,39,49,1314,-1275,제분공업생산품
2010,대구광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,13,123,73,2665,-2542,채유용종자
2010,대구광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),2,14,58,823,-809,식물성수액과_엑스
2010,대구광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0,0,22,62,-62,기타_식물성생산품
2010,대구광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,8,81,111,1211,-1130,동_식물성유지
2010,대구광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,6,89,176,4753,-4664,육_어류조제품
2010,대구광역시,17,당류(糖類)와설탕과자,7,77,1256,537,-460,당류설탕과자
2010,대구광역시,18,코코아와그조제품,1,1,783,16,-15,코코아
2010,대구광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,142,841,3659,751,91,곡물_곡분의_조제품
2010,대구광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,92,2640,958,10706,-8066,채소_과실의_조제품
2010,대구광역시,21,각종조제식료품,35,608,31416,4520,-3912,각종의_조제식료품
2010,대구광역시,22,음료ㆍ주류ㆍ식초,87,935,218,7838,-6903,음료_알콜식초
2010,대구광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,4,61,237,23531,-23470,사료
2010,대구광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,52,75,19,24,51,담배
2010,대구광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,12,51,396,5821,-5769,암석광물
2010,대구광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),1,28,21,774,-746,금속광물
2010,대구광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,133,608,420,13841,-13233,광물성_연료에너지
2010,대구광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,271,35132,1305,163285,-128153,무기화학품
2010,대구광역시,29,유기화학품,57,1036,560,10158,-9122,유기화학품
2010,대구광역시,30,의료용품,42,1855,2143,2510,-655,의료용품
2010,대구광역시,31,비료,6,38,49,912,-874,비료
2010,대구광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,839,8412,2797,37057,-28645,유연_착색제
2010,대구광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,711,2133,16470,2445,-312,향료_화장품
2010,대구광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,407,3977,1944,5496,-1519,비누_왁스
2010,대구광역시,35,단백질계물질변성전분글루(glue)효소,105,1474,225,3341,-1868,단백질계물질
2010,대구광역시,36,화약류화공품성냥발화성합금특정가연성조제품,0,0,13,29,-29,화약류_성냥
2010,대구광역시,37,사진용이나영화용재료,485,21841,143,3292,18549,사진_영화용재료
2010,대구광역시,38,각종화학공업생산품,1149,27853,1977,124844,-96992,각종_화학공업생산품
2010,대구광역시,39,플라스틱과그제품,9804,138722,8953,108489,30233,플라스틱
2010,대구광역시,40,고무와그제품,2278,23431,3307,56896,-33465,고무
2010,대구광역시,41,원피(모피는제외한다)와가죽,1,5,24,209,-204,원피
2010,대구광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,290,899,9022,11274,-10375,가죽제품
2010,대구광역시,43,모피ㆍ인조모피와이들의제품,1,5,119,1466,-1461,모피
2010,대구광역시,44,목재와그제품목탄,343,489,2027,47863,-47374,목재_및목탄
2010,대구광역시,45,코르크(cork)와그제품,0,0,4,20,-20,코르크
2010,대구광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,168,1646,-1646,조물재료의제품
2010,대구광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],23,517,566,63192,-62675,펄프
2010,대구광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,5000,146127,1856,40649,105478,지와_지제품
2010,대구광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,530,2136,2394,2060,76,인쇄서적_신문_회화
2010,대구광역시,50,견,71,957,288,3233,-2276,견
2010,대구광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,76,1753,293,7839,-6086,모
2010,대구광역시,52,면,5355,100425,2010,82795,17630,면
2010,대구광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,158,2676,157,3059,-383,기타_식물성방직용_섬유
2010,대구광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,37205,556636,2499,84519,472116,인조필라멘트
2010,대구광역시,55,인조스테이플섬유,4877,75228,2634,61177,14051,인조스테이플섬유
2010,대구광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,843,9850,442,3352,6497,워딩_펄프_부직포
2010,대구광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,10,956,211,1457,-501,양탄자류
2010,대구광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,1396,26683,1330,1548,25134,특수_직물
2010,대구광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,8701,117130,484,10237,106894,침투_도포직물
2010,대구광역시,60,메리야스편물과뜨개질편물,10266,185652,137,1412,184241,편물
2010,대구광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),1134,32572,8214,7442,25129,편물제_의류
2010,대구광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),911,14209,25181,26773,-12564,비편물제의류
2010,대구광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,4174,23222,4322,11804,11418,기타_방직용섬유제품
2010,대구광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,45,515,12376,6542,-6027,신발류
2010,대구광역시,65,모자류와그부분품,51,54,1614,755,-700,모자류
2010,대구광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,7,45,1008,12845,-12800,산류_지팡이
2010,대구광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,1,6,375,371,-365,조제_우모_조화_인모제품
2010,대구광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,1727,20897,2844,38035,-17138,석_시멘트제품
2010,대구광역시,69,도자제품,2298,22597,1746,17351,5245,도자_제품
2010,대구광역시,70,유리와유리제품,225,3228,1700,37303,-34075,유리와유리제품
2010,대구광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,247,15363,1179,950,14413,진주_귀석귀금속
2010,대구광역시,72,철강,753,51498,2210,185118,-133621,철강
2010,대구광역시,73,철강의제품,6417,74703,5600,57551,17151,철강제품
2010,대구광역시,74,구리와그제품,1596,14213,3008,53193,-38981,동
2010,대구광역시,75,니켈과그제품,66,813,66,3012,-2199,니켈
2010,대구광역시,76,알루미늄과그제품,2537,94461,1424,160673,-66212,알루미늄
2010,대구광역시,78,납과그제품,1,0,25,1043,-1043,연
2010,대구광역시,79,아연과그제품,82,1866,6,254,1612,아연
2010,대구광역시,80,주석과그제품,43,591,17,835,-243,주석
2010,대구광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,813,22383,771,34385,-12001,기타_비금속
2010,대구광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,14325,170706,6012,61600,109106,비금속제의공구
2010,대구광역시,83,비금속(卑金屬)으로만든각종제품,3480,130298,1565,19457,110840,비금속제의각종_제품
2010,대구광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,33536,1045350,19970,579910,465441,기계류
2010,대구광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,19934,947910,20774,346722,601188,전기기기
2010,대구광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,8,40,6,42,-1,철도차량
2010,대구광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,19847,612590,6318,82849,529742,자동차
2010,대구광역시,88,항공기와우주선이들의부분품,0,0,11,737,-737,항공기
2010,대구광역시,89,선박과수상구조물,0,0,9,164,-164,선박
2010,대구광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,15925,362845,10635,126511,236334,광학_정밀의료기기
2010,대구광역시,91,시계와그부분품,34,2570,2901,1963,607,시계
2010,대구광역시,92,악기와그부분품과부속품,7,44,411,1921,-1877,악기
2010,대구광역시,93,무기ㆍ총포탄과이들의부분품과부속품,0,0,55,775,-775,무기
2010,대구광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,574,10348,3993,28827,-18479,가구_침구조립식건축
2010,대구광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,132,3360,5544,18393,-15033,완구_운동용구
2010,대구광역시,96,잡품,691,2788,1394,2666,122,잡품
2010,대구광역시,97,예술품ㆍ수집품ㆍ골동품,5,44,101,2350,-2306,예술품_수집과_골동품
2010,대구광역시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,558,5,-5,
2011,대구광역시,01,살아있는동물,96,240,39,109,131,산_동물
2011,대구광역시,02,육과식용설육(屑肉),2,35,673,30814,-30780,육과식용설육
2011,대구광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,174,4362,587,14955,-10593,어류
2011,대구광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,1,4,890,7921,-7917,낙농품
2011,대구광역시,05,다른류로분류되지않은동물성생산품,0,0,256,9247,-9247,기타_동물성생산품
2011,대구광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,0,0,99,863,-863,산_수목및절화
2011,대구광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),451,7602,908,20466,-12864,채소
2011,대구광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,68,2122,207,6746,-4624,과실_견과류
2011,대구광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,2,10,1060,1645,-1636,커피_향신료
2011,대구광역시,10,곡물,0,0,75,55257,-55257,곡물
2011,대구광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),8,28,59,2362,-2334,제분공업생산품
2011,대구광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,8,53,253,5976,-5923,채유용종자
