기간,지역,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지,품목약칭_TRASS
2023,부산광역시,43,모피ㆍ인조모피와이들의제품,2,2,104,77,-75,모피
2023,부산광역시,44,목재와그제품목탄,3942,8360,11331,331429,-323069,목재_및목탄
2023,부산광역시,45,코르크(cork)와그제품,1,0,45,73,-73,코르크
2023,부산광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),45,364,395,920,-557,조물재료의제품
2023,부산광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],215,2167,22,369,1798,펄프
2023,부산광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,9288,63048,20303,54358,8690,지와_지제품
2023,부산광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,4047,7495,16079,6742,753,인쇄서적_신문_회화
2023,부산광역시,50,견,1,0,20,63,-63,견
2023,부산광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,121,3593,434,13401,-9808,모
2023,부산광역시,52,면,1650,13085,895,17757,-4671,면
2023,부산광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,81,315,216,4386,-4071,기타_식물성방직용_섬유
2023,부산광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,7055,50062,1955,54272,-4211,인조필라멘트
2023,부산광역시,55,인조스테이플섬유,1201,29537,1124,17716,11822,인조스테이플섬유
2023,부산광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,7913,124819,4107,60819,64000,워딩_펄프_부직포
2023,부산광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,81,154,1623,2237,-2083,양탄자류
2023,부산광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,2291,6953,1911,1765,5188,특수_직물
2023,부산광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,8893,82075,2206,16350,65724,침투_도포직물
2023,부산광역시,60,메리야스편물과뜨개질편물,27942,185704,785,4996,180708,편물
2023,부산광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),22044,76588,73751,99527,-22939,편물제_의류
2023,부산광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),23772,14060,165964,197945,-183885,비편물제의류
2023,부산광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,8494,19336,30223,40827,-21491,기타_방직용섬유제품
2023,부산광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,16874,120087,86879,328580,-208493,신발류
2023,부산광역시,65,모자류와그부분품,1277,2481,14067,7829,-5349,모자류
2023,부산광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,21,271,2644,5215,-4945,산류_지팡이
2023,부산광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,5,8,3531,1093,-1085,조제_우모_조화_인모제품
2023,부산광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,1286,14469,4549,41944,-27475,석_시멘트제품
2023,부산광역시,69,도자제품,454,6109,9773,49153,-43044,도자_제품
2023,부산광역시,70,유리와유리제품,2036,27267,8753,53857,-26591,유리와유리제품
2023,부산광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,4002,14669,19498,26176,-11506,진주_귀석귀금속
2023,부산광역시,72,철강,24186,1686905,16412,2191476,-504571,철강
2023,부산광역시,73,철강의제품,71988,1649085,98809,808312,840772,철강제품
2023,부산광역시,74,구리와그제품,3470,70543,2160,142926,-72383,동
2023,부산광역시,75,니켈과그제품,649,36127,1056,173447,-137319,니켈
2023,부산광역시,76,알루미늄과그제품,3367,96183,5594,187078,-90896,알루미늄
2023,부산광역시,78,납과그제품,20,162,16,10,152,연
2023,부산광역시,79,아연과그제품,185,3614,124,10572,-6957,아연
2023,부산광역시,80,주석과그제품,64,495,29,2464,-1969,주석
2023,부산광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,203,9820,999,59643,-49823,기타_비금속
2023,부산광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,6471,111593,24657,45626,65966,비금속제의공구
2023,부산광역시,83,비금속(卑金屬)으로만든각종제품,10553,92218,10130,40341,51877,비금속제의각종_제품
2023,부산광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,227659,2954746,147145,2030135,924610,기계류
2023,부산광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,69462,1396338,218387,1024392,371946,전기기기
2023,부산광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,69,9408,101,2043,7364,철도차량
2023,부산광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,31820,1963773,31839,420789,1542984,자동차
2023,부산광역시,88,항공기와우주선이들의부분품,5037,261530,456,22722,238808,항공기
2023,부산광역시,89,선박과수상구조물,194,298127,1528,131930,166197,선박
2023,부산광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,24002,312479,51734,435817,-123338,광학_정밀의료기기
2023,부산광역시,91,시계와그부분품,443,1041,8734,2897,-1856,시계
2023,부산광역시,92,악기와그부분품과부속품,745,1624,2336,6876,-5252,악기
2023,부산광역시,93,무기ㆍ총포탄과이들의부분품과부속품,135,188921,116,727,188194,무기
2023,부산광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,3058,33917,31191,131882,-97965,가구_침구조립식건축
2023,부산광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,5699,33846,50878,78427,-44580,완구_운동용구
2023,부산광역시,96,잡품,9359,6627,34973,27346,-20720,잡품
2023,부산광역시,97,예술품ㆍ수집품ㆍ골동품,83,767,730,3421,-2654,예술품_수집과_골동품
2023,부산광역시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,431,0,0,
2024,부산광역시,01,살아있는동물,75,41,84,1169,-1127,산_동물
2024,부산광역시,02,육과식용설육(屑肉),2,3,4323,286007,-286004,육과식용설육
2024,부산광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,12430,724711,51200,1919937,-1195226,어류
2024,부산광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,27516,1841,28911,8687,-6846,낙농품
2024,부산광역시,05,다른류로분류되지않은동물성생산품,9,82,451,13262,-13181,기타_동물성생산품
2024,부산광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,4,121,1500,3972,-3850,산_수목및절화
2024,부산광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),1634,2521,9565,96556,-94035,채소
2024,부산광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,151,999,7598,81216,-80217,과실_견과류
2024,부산광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,942,1045,26536,48036,-46992,커피_향신료
2024,부산광역시,10,곡물,167,310,4121,148143,-147833,곡물
2024,부산광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),671,2459,5247,17748,-15289,제분공업생산품
2024,부산광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,802,20807,6533,32182,-11375,채유용종자
2024,부산광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),702,695,687,2277,-1583,식물성수액과_엑스
2024,부산광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,5,18,94,789,-771,기타_식물성생산품
2024,부산광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,457,5601,17879,19273,-13672,동_식물성유지
2024,부산광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,3199,49841,12217,134063,-84222,육_어류조제품
2024,부산광역시,17,당류(糖類)와설탕과자,1876,5675,114307,18443,-12768,당류설탕과자
2024,부산광역시,18,코코아와그조제품,620,3296,47792,4386,-1090,코코아
2024,부산광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,22487,299142,257898,21003,278139,곡물_곡분의_조제품
2024,부산광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,3418,39414,80412,47755,-8340,채소_과실의_조제품
2024,부산광역시,21,각종조제식료품,15691,75870,1309581,121635,-45765,각종의_조제식료품
2024,부산광역시,22,음료ㆍ주류ㆍ식초,3550,12763,65413,52476,-39713,음료_알콜식초
2024,부산광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,193,15409,7285,40873,-25464,사료
2024,부산광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,236,464,1156,20273,-19809,담배
2024,부산광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,739,3859,4993,27281,-23422,암석광물
2024,부산광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),62,149580,274,235682,-86102,금속광물
2024,부산광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,2147,39122,5974,331887,-292765,광물성_연료에너지
2024,부산광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,1520,19323,2965,106821,-87499,무기화학품
2024,부산광역시,29,유기화학품,4428,61179,5816,216030,-154851,유기화학품
2024,부산광역시,30,의료용품,715,12707,99638,10604,2103,의료용품
2024,부산광역시,31,비료,16,371,281,5753,-5382,비료
2024,부산광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,6307,160477,5559,96512,63965,유연_착색제
2024,부산광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,56729,169815,298741,37969,131845,향료_화장품
2024,부산광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,4929,27995,42335,39219,-11224,비누_왁스
2024,부산광역시,35,단백질계물질변성전분글루(glue)효소,4399,112475,2173,16874,95601,단백질계물질
2024,부산광역시,36,화약류화공품성냥발화성합금특정가연성조제품,8,126,75,13741,-13614,화약류_성냥
2024,부산광역시,37,사진용이나영화용재료,116,442,293,312,129,사진_영화용재료
2024,부산광역시,38,각종화학공업생산품,6001,91261,11491,237140,-145879,각종_화학공업생산품
2024,부산광역시,39,플라스틱과그제품,56503,504226,188889,384438,119787,플라스틱
2024,부산광역시,40,고무와그제품,12312,111007,22817,183461,-72454,고무
2024,부산광역시,41,원피(모피는제외한다)와가죽,1527,24487,775,7074,17413,원피
2024,부산광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,29043,5657,132361,70314,-64657,가죽제품
2024,부산광역시,43,모피ㆍ인조모피와이들의제품,3,0,193,58,-58,모피
2024,부산광역시,44,목재와그제품목탄,3762,8283,12688,379093,-370811,목재_및목탄
2024,부산광역시,45,코르크(cork)와그제품,0,0,43,74,-74,코르크
2024,부산광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),45,120,504,775,-655,조물재료의제품
2024,부산광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],188,2834,17,169,2666,펄프
2024,부산광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,11171,64162,29715,59375,4787,지와_지제품
2024,부산광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,6521,7376,20366,5589,1788,인쇄서적_신문_회화
2024,부산광역시,50,견,16,37,95,14,23,견
2024,부산광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,53,2706,397,8034,-5328,모
2024,부산광역시,52,면,1596,9140,1598,11343,-2203,면
2024,부산광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,50,311,242,3955,-3645,기타_식물성방직용_섬유
2024,부산광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,7744,47299,2265,57100,-9800,인조필라멘트
2024,부산광역시,55,인조스테이플섬유,1017,33204,1171,13633,19571,인조스테이플섬유
2024,부산광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,7660,107407,7229,64277,43130,워딩_펄프_부직포
2024,부산광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,106,91,3337,2231,-2140,양탄자류
2024,부산광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,2361,6616,4537,1782,4834,특수_직물
2024,부산광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,9404,78229,2701,15347,62882,침투_도포직물
2024,부산광역시,60,메리야스편물과뜨개질편물,32957,196358,1366,7729,188629,편물
2024,부산광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),10326,73229,120925,93984,-20755,편물제_의류
2024,부산광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),6276,13088,244552,185676,-172588,비편물제의류
2024,부산광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,8706,22364,47544,38780,-16416,기타_방직용섬유제품
2024,부산광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,13299,84523,126268,303896,-219373,신발류
2024,부산광역시,65,모자류와그부분품,2146,5979,23443,8048,-2069,모자류
2024,부산광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,31,249,4972,6650,-6401,산류_지팡이
2024,부산광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,8,178,6836,1046,-868,조제_우모_조화_인모제품
2024,부산광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,1227,12920,5028,41565,-28645,석_시멘트제품
2024,부산광역시,69,도자제품,544,5212,12627,44389,-39176,도자_제품
2024,부산광역시,70,유리와유리제품,2168,23975,12288,50604,-26629,유리와유리제품
2024,부산광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,2003,26490,35778,21236,5255,진주_귀석귀금속
2024,부산광역시,72,철강,25186,1668773,16534,1875933,-207160,철강
2024,부산광역시,73,철강의제품,69730,1464755,125272,807427,657328,철강제품
2024,부산광역시,74,구리와그제품,3458,85000,2958,130172,-45172,동
2024,부산광역시,75,니켈과그제품,699,26882,984,147218,-120336,니켈
2024,부산광역시,76,알루미늄과그제품,4465,62813,6375,166105,-103292,알루미늄
2024,부산광역시,78,납과그제품,33,200,13,73,127,연
2024,부산광역시,79,아연과그제품,167,3437,235,17327,-13890,아연
2024,부산광역시,80,주석과그제품,74,1648,42,1380,268,주석
2024,부산광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,224,9962,1058,54023,-44060,기타_비금속
2024,부산광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,6222,80605,46061,42642,37963,비금속제의공구
2024,부산광역시,83,비금속(卑金屬)으로만든각종제품,11022,106478,14889,47527,58950,비금속제의각종_제품
2024,부산광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,234995,3033270,189990,2346123,687147,기계류
2024,부산광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,75104,1515930,363223,1350183,165746,전기기기
2024,부산광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,182,12584,118,11999,585,철도차량
2024,부산광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,31413,1662900,39267,556297,1106603,자동차
2024,부산광역시,88,항공기와우주선이들의부분품,4934,288000,574,6614,281385,항공기
2024,부산광역시,89,선박과수상구조물,210,236271,1567,319510,-83238,선박
2024,부산광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,26689,404004,74704,553238,-149234,광학_정밀의료기기
2024,부산광역시,91,시계와그부분품,513,1095,16451,3347,-2251,시계
2024,부산광역시,92,악기와그부분품과부속품,601,1016,3417,7075,-6060,악기
2024,부산광역시,93,무기ㆍ총포탄과이들의부분품과부속품,236,260918,343,6464,254454,무기
2024,부산광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,4078,33671,45950,122074,-88403,가구_침구조립식건축
2024,부산광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,8450,36892,73540,67990,-31098,완구_운동용구
2024,부산광역시,96,잡품,10549,7455,62900,28026,-20571,잡품
2024,부산광역시,97,예술품ㆍ수집품ㆍ골동품,77,1507,938,4142,-2635,예술품_수집과_골동품
2024,부산광역시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,20,0,0,
2025,부산광역시,01,살아있는동물,54,22,124,1789,-1767,산_동물
2025,부산광역시,02,육과식용설육(屑肉),21,91,3444,249499,-249408,육과식용설육
2025,부산광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,13071,902724,51199,2158728,-1256004,어류
2025,부산광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,4242,1423,13070,14817,-13394,낙농품
2025,부산광역시,05,다른류로분류되지않은동물성생산품,7,25,361,7082,-7057,기타_동물성생산품
2025,부산광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,4,65,755,3286,-3221,산_수목및절화
2025,부산광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),1585,2371,9596,95809,-93439,채소
2025,부산광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,389,2259,7105,84454,-82196,과실_견과류
2025,부산광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,697,834,24574,86352,-85518,커피_향신료
2025,부산광역시,10,곡물,281,307,2852,134345,-134038,곡물
2025,부산광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),758,2126,4826,17213,-15087,제분공업생산품
2025,부산광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,773,25608,6930,30542,-4933,채유용종자
2025,부산광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),221,1770,946,2269,-499,식물성수액과_엑스
2025,부산광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,8,24,129,1451,-1427,기타_식물성생산품
2025,부산광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,483,3027,20127,28734,-25707,동_식물성유지
2025,부산광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,3157,36434,14626,120299,-83865,육_어류조제품
2025,부산광역시,17,당류(糖類)와설탕과자,1656,6129,126150,17807,-11678,당류설탕과자
2025,부산광역시,18,코코아와그조제품,818,6277,44247,3296,2980,코코아
2025,부산광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,22767,319342,254036,21324,298018,곡물_곡분의_조제품
2025,부산광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,3746,53373,74418,47015,6357,채소_과실의_조제품
2025,부산광역시,21,각종조제식료품,15447,74593,1305519,114917,-40324,각종의_조제식료품
2025,부산광역시,22,음료ㆍ주류ㆍ식초,2980,14870,78421,41573,-26703,음료_알콜식초
2025,부산광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,160,13880,6426,31189,-17310,사료
2025,부산광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,455,612,1423,26357,-25745,담배
2025,부산광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,748,2813,5924,23055,-20242,암석광물
2025,부산광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),68,214314,345,265582,-51268,금속광물
2025,부산광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,2432,40290,5903,406743,-366453,광물성_연료에너지
2025,부산광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,1509,31356,2991,111108,-79751,무기화학품
2025,부산광역시,29,유기화학품,3297,46786,5481,208626,-161840,유기화학품
2025,부산광역시,30,의료용품,1728,12092,83637,9916,2176,의료용품
2025,부산광역시,31,비료,18,139,456,9113,-8974,비료
2025,부산광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,6307,151025,5099,86263,64761,유연_착색제
2025,부산광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,39329,172576,299540,39190,133386,향료_화장품
2025,부산광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,4215,28715,50694,37418,-8703,비누_왁스
2025,부산광역시,35,단백질계물질변성전분글루(glue)효소,4273,88600,5033,13873,74727,단백질계물질
2025,부산광역시,36,화약류화공품성냥발화성합금특정가연성조제품,3,11,54,29696,-29685,화약류_성냥
2025,부산광역시,37,사진용이나영화용재료,102,248,302,432,-184,사진_영화용재료
2025,부산광역시,38,각종화학공업생산품,5630,77635,12070,229317,-151683,각종_화학공업생산품
2025,부산광역시,39,플라스틱과그제품,60468,491523,213844,351804,139719,플라스틱
2025,부산광역시,40,고무와그제품,12476,109461,23291,177842,-68381,고무
2025,부산광역시,41,원피(모피는제외한다)와가죽,1051,18498,689,6548,11949,원피
2025,부산광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,16510,5096,149473,62565,-57469,가죽제품
2025,부산광역시,43,모피ㆍ인조모피와이들의제품,6,27,199,83,-56,모피
2025,부산광역시,44,목재와그제품목탄,3439,6736,14469,370017,-363281,목재_및목탄
2025,부산광역시,45,코르크(cork)와그제품,4,48,99,44,4,코르크
2025,부산광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),48,166,646,512,-346,조물재료의제품
2025,부산광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],185,3767,14,30,3737,펄프
2025,부산광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,7557,60204,29376,57611,2593,지와_지제품
2025,부산광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,5285,4470,21309,7199,-2729,인쇄서적_신문_회화
2025,부산광역시,50,견,8,15,77,18,-3,견
2025,부산광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,65,3061,370,9178,-6117,모
2025,부산광역시,52,면,1611,7836,1217,9639,-1803,면
2025,부산광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,70,385,252,3720,-3334,기타_식물성방직용_섬유
2025,부산광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,8812,47334,2229,60522,-13188,인조필라멘트
2025,부산광역시,55,인조스테이플섬유,1035,30336,1146,10846,19490,인조스테이플섬유
2025,부산광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,7296,98881,8866,64232,34649,워딩_펄프_부직포
2025,부산광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,93,107,3571,2992,-2885,양탄자류
2025,부산광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,1974,4103,4332,2356,1747,특수_직물
2025,부산광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,10216,73967,3038,14822,59145,침투_도포직물
2025,부산광역시,60,메리야스편물과뜨개질편물,34294,177914,1537,7188,170726,편물
2025,부산광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),12886,74908,156221,83527,-8619,편물제_의류
2025,부산광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),6485,11724,253226,169909,-158185,비편물제의류
2025,부산광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,8076,22244,59081,41493,-19249,기타_방직용섬유제품
2025,부산광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,10561,82311,214624,282996,-200685,신발류
2025,부산광역시,65,모자류와그부분품,1791,3212,23557,7877,-4666,모자류
2025,부산광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,35,301,4629,5592,-5291,산류_지팡이
2025,부산광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,17,18,8965,1059,-1042,조제_우모_조화_인모제품
2025,부산광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,1281,11209,5517,39178,-27969,석_시멘트제품
2025,부산광역시,69,도자제품,605,5203,14089,41174,-35971,도자_제품
2025,부산광역시,70,유리와유리제품,2090,22324,16592,41561,-19238,유리와유리제품
