"year","hs_section","section_name","hs_chapter","sales"
"2026","11","섬유 및 섬유 제품","60","3"
"2026","11","섬유 및 섬유 제품","61","260"
"2026","11","섬유 및 섬유 제품","62","422"
"2026","11","섬유 및 섬유 제품","63","1337"
"2026","12","신발, 모자, 우산 등","64","2839"
"2026","12","신발, 모자, 우산 등","65","56"
"2026","12","신발, 모자, 우산 등","66","1"
"2026","12","신발, 모자, 우산 등","67","0"
"2026","13","석재, 유리 및 도자기","68","2851"
"2026","13","석재, 유리 및 도자기","69","868"
"2026","13","석재, 유리 및 도자기","70","439"
"2026","14","귀금속 및 보석류","71","169"
"2026","15","비금속 및 그 제품","72","3890"
"2026","15","비금속 및 그 제품","73","21391"
"2026","15","비금속 및 그 제품","74","941"
"2026","15","비금속 및 그 제품","75","185"
"2026","15","비금속 및 그 제품","76","3744"
"2026","15","비금속 및 그 제품","78","278"
"2026","15","비금속 및 그 제품","79","12"
"2026","15","비금속 및 그 제품","80","2"
"2026","15","비금속 및 그 제품","81","2315"
"2026","15","비금속 및 그 제품","82","2236"
"2026","15","비금속 및 그 제품","83","1371"
"2026","16","기계 및 전기기기","84","542918"
"2026","16","기계 및 전기기기","85","476246"
"2026","17","수송기기","86","297"
"2026","17","수송기기","87","207298"
"2026","17","수송기기","88","1391"
"2026","17","수송기기","89","23"
"2026","18","광학, 정밀, 의료기기","90","199277"
"2026","18","광학, 정밀, 의료기기","91","7"
"2026","18","광학, 정밀, 의료기기","92","0"
"2026","19","무기 및 탄약","93","263296"
"2026","20","잡품(가구, 장난감 등)","94","3415"
"2026","20","잡품(가구, 장난감 등)","95","2085"
"2026","20","잡품(가구, 장난감 등)","96","12207"
"2026","21","특수품 및 기타","97","47"
