지역명,연도,연월,수출_금액증감률,수출_중량증감률,수출액_백만불,수출중량_천톤,수출단가_USD_kg,수입_금액증감률,수입_중량증감률,수입액_백만불,수입중량_천톤,수입단가_USD_kg,수지_금액,수지_중량,중량비_수입대수출
대구,2022,2022-12-01,19.4,3.2,970.296,92.419555,10.498817052300241,40.2,1.9,741.126,143.753079,5.155548703064649,229.17,-51.333524,1.5554400689334633
대구,2023,2023-01-01,5.3,-9.9,840.077,82.221212,10.217278237153693,30.7,25.5,701.737,147.335418,4.762853423336404,138.34,-65.114206,1.7919392625834802
대구,2023,2023-02-01,48.4,15.7,1008.07,89.461397,11.268212142942502,53.1,6.4,681.225,139.469149,4.884413541520928,326.845,-50.007752,1.5589869337721163
대구,2023,2023-03-01,31.8,8.2,1148.79,100.952449,11.379515914467811,48.4,24.3,901.41,169.562429,5.316095112084057,247.38,-68.60998,1.6796267022704918
대구,2023,2023-04-01,17.1,-0.6,1006.324,91.263157,11.026618331864194,57.7,152.0,939.585,335.785866,2.7981672105281525,66.739,-244.522709,3.6793146000855526
대구,2023,2023-05-01,16.6,-7.7,1044.463,90.341662,11.561255094022954,18.4,8.4,836.279,160.053032,5.225011919799183,208.184,-69.71137,1.7716414382547003
대구,2023,2023-06-01,5.1,2.3,943.83,83.605099,11.289143979125006,-6.9,6.1,732.336,153.518899,4.770331241106673,211.494,-69.9138,1.8362384691393046
대구,2023,2023-07-01,-10.1,-13.9,855.957,72.887936,11.743466024336318,-4.9,4.0,693.458,155.918895,4.4475558911573865,162.499,-83.030959,2.13915914699519
대구,2023,2023-08-01,-8.7,-5.8,864.062,78.132566,11.058922600852505,-10.4,-3.9,679.798,133.957549,5.074727068946297,184.264,-55.824983,1.714490587701932
대구,2023,2023-09-01,-6.2,-7.1,843.757,80.518236,10.479079546650773,-18.3,-2.3,558.323,137.453573,4.06190241413368,285.434,-56.935337,1.7071110822646438
대구,2023,2023-10-01,-10.9,-17.0,775.545,75.159256,10.318689157859678,-30.4,14.1,514.039,148.875441,3.452812609972386,261.506,-73.716185,1.980799823244658
대구,2023,2023-11-01,-11.5,-0.8,884.688,84.753386,10.438379417667159,-25.8,-25.1,583.154,163.112249,3.575169881938174,301.534,-78.358863,1.9245514155623233
대구,2023,2023-12-01,-17.5,-11.2,800.737,82.079708,9.755602444394661,-27.9,-4.1,534.077,137.857881,3.874112935190118,266.66,-55.778173,1.6795610554559965
대구,2024,2024-01-01,-2.5,-4.1,819.257,78.846524,10.390527805639218,-17.1,11.4,581.871,164.106185,3.5456981709738726,237.386,-85.259661,2.0813369654697778
대구,2024,2024-02-01,-25.1,-14.0,754.805,76.905841,9.814664142350384,-40.3,-4.4,406.465,133.366845,3.047721493299178,348.34,-56.461004,1.7341575524803117
대구,2024,2024-03-01,-29.0,-16.6,816.031,84.176458,9.694290059104175,-39.2,-16.7,547.869,141.2184,3.8795865128056968,268.162,-57.041942,1.6776472110527625
대구,2024,2024-04-01,-16.2,-4.2,843.122,87.430942,9.643290815738895,-36.9,-46.8,592.636,178.493052,3.320218873281409,250.486,-91.06211,2.041531841210175
대구,2024,2024-05-01,-30.1,-9.2,730.592,82.035422,8.905811443256793,-35.1,2.5,543.077,164.078494,3.3098609498451395,187.515,-82.043072,2.0000932524001644
대구,2024,2024-06-01,-20.5,-2.4,750.793,81.617458,9.198926533585498,-38.9,0.3,447.377,154.055566,2.903997639397203,303.416,-72.438108,1.8875320277678826
대구,2024,2024-07-01,-15.9,7.3,719.689,78.180581,9.205470089816805,-35.0,-4.0,451.074,149.74721,3.012236421633498,268.615,-71.566629,1.9154016008144017
대구,2024,2024-08-01,-19.8,-3.1,693.173,75.719888,9.154437735037327,-28.8,9.7,484.099,146.947045,3.294377236371102,209.074,-71.227157,1.9406664336323372
대구,2024,2024-09-01,-26.8,-9.8,617.453,72.624017,8.502049673181807,-25.4,3.3,416.506,141.995238,2.933239211867091,200.947,-69.371221,1.955210464328901
대구,2024,2024-10-01,-6.1,8.8,728.106,81.806072,8.900390670267116,-20.4,-1.5,408.997,146.683193,2.78830172452,319.109,-64.877121,1.7930599699249707
대구,2024,2024-11-01,-23.4,-7.8,677.906,78.133199,8.676286248051868,-22.0,0.6,454.733,164.078279,2.771439356698762,223.173,-85.94508,2.0999815840127063
대구,2024,2024-12-01,-9.2,10.3,727.371,90.548338,8.03295804280803,-17.6,11.8,440.126,154.069315,2.8566752568478675,287.245,-63.520977,1.7015145545796766
대구,2025,2025-01-01,-28.6,-9.9,585.256,71.058193,8.236291626498298,-24.1,-18.6,441.708,133.541668,3.3076417766475705,143.548,-62.483475,1.8793282289066935
대구,2025,2025-02-01,-7.7,9.1,697.043,83.919844,8.306056908304072,15.7,9.1,470.273,145.509368,3.2319087524316648,226.77,-61.589524,1.7339089429193886
대구,2025,2025-03-01,-13.3,-1.4,707.898,82.959265,8.533079457731453,-6.5,4.4,512.356,147.418419,3.4755222819205516,195.542,-64.459154,1.776997650593939
대구,2025,2025-04-01,3.8,3.4,875.334,90.427969,9.679903349371918,-9.8,-12.6,534.686,156.060878,3.426137330843416,340.648,-65.632909,1.7258031970175067
대구,2025,2025-05-01,1.7,-3.7,743.28,79.000957,9.40849362115955,-12.7,-6.3,474.057,153.767139,3.082953894329789,269.223,-74.766182,1.9463959025205226
대구,2025,2025-06-01,8.2,-1.8,812.159,80.161072,10.131588559594114,17.3,3.4,524.861,159.224677,3.2963546222172586,287.298,-79.063605,1.9863092275013488
대구,2025,2025-07-01,9.6,6.8,788.561,83.481614,9.445924224704136,15.2,5.2,519.624,157.507945,3.2990335820837484,268.937,-74.026331,1.8867381385319166
대구,2025,2025-08-01,5.1,-5.4,728.824,71.608534,10.177893042748229,5.8,5.7,512.06,155.374814,3.295643526884608,216.764,-83.76628,2.1697806856372734
대구,2025,2025-09-01,29.7,18.0,800.625,85.687198,9.343577788598012,36.1,24.5,566.798,176.738862,3.206980024574335,233.827,-91.051664,2.0626052213774106
대구,2025,2025-10-01,-6.9,-10.3,677.686,73.359308,9.237900662857943,21.9,-2.8,498.77,142.627405,3.4970137751577264,178.916,-69.268097,1.9442305126433308
대구,2025,2025-11-01,12.4,1.1,762.296,78.975945,9.652255506407679,14.6,-7.4,521.276,151.909162,3.4314980948943683,241.02,-72.933217,1.9234864742675761
대구,2025,2025-12-01,17.4,-8.0,853.921,83.286485,10.252815928058435,27.9,9.5,562.717,168.709668,3.3354164386121607,291.204,-85.423183,2.0256547986146853
대구,2026,2026-01-01,26.8,5.8,741.988,75.161847,9.871870232246954,25.1,4.7,552.405,139.786286,3.9517825089079195,189.583,-64.624439,1.8598037645349508
대구,2026,2026-02-01,-7.0,-16.6,648.041,70.026326,9.254248180891283,5.6,-13.6,496.774,125.706162,3.9518667350610865,151.267,-55.679836,1.7951271925932542
대구,2026,2026-03-01,16.3,3.7,823.326,86.055553,9.567377947126783,17.6,3.3,602.418,152.286538,3.9558191282804,220.908,-66.230985,1.769630578052296
대구,2026,2026-04-01,5.0,0.1,919.337,90.556506,10.152081176806888,30.1,0.9,695.676,157.506843,4.4167985768085005,223.661,-66.950337,1.7393211151499153
대구,2026,2026-05-01,12.9,-0.3,839.05,78.728373,10.657530036852153,21.9,-20.4,577.958,122.451825,4.719880655106611,261.092,-43.723452,1.555370958828274
대구,2026,2026-06-01,11.8,5.6,908.098,84.673242,10.724734031088593,40.0,3.8,734.585,165.209074,4.44639620702674,173.513,-80.535832,1.951136747545346
대구,2026,2026-07-01,20.0,3.3,946.509,86.244732,10.974687706143026,31.7,15.6,684.593,182.093624,3.759566013140581,261.916,-95.848892,2.1113593813474894
대전,2000,2000-01-01,0.0,0.0,72.423,51.351204,1.410346678531627,0.0,0.0,85.448,74.441698,1.1478513023708836,-13.025,-23.090494,1.4496582787036503
대전,2000,2000-02-01,0.0,0.0,63.607,51.663268,1.2311842138983542,0.0,0.0,90.221,67.8864,1.328999622899432,-26.614,-16.223132,1.3140167594508345
대전,2000,2000-03-01,0.0,0.0,76.333,61.315578,1.2449201734671733,0.0,0.0,121.85,79.585931,1.5310495017015004,-45.517,-18.270353,1.2979724500028362
대전,2000,2000-04-01,0.0,0.0,69.989,52.886511,1.3233809278891548,0.0,0.0,90.819,65.333096,1.3900917844150535,-20.83,-12.446585,1.235345171474821
대전,2000,2000-05-01,0.0,0.0,71.539,52.363702,1.3661944680687397,0.0,0.0,121.885,76.604824,1.5910877884139516,-50.346,-24.241122,1.4629375134706863
대전,2000,2000-06-01,0.0,0.0,79.779,46.778605,1.7054591516784223,0.0,0.0,126.707,65.650163,1.9300332887216136,-46.928,-18.871558,1.4034228468335044
대전,2000,2000-07-01,0.0,0.0,61.407,29.119673,2.1087805484628896,0.0,0.0,117.987,63.104682,1.8697027900402066,-56.58,-33.985009,2.1670807223693753
대전,2000,2000-08-01,0.0,0.0,63.344,38.271656,1.6551152111108023,0.0,0.0,97.273,61.337418,1.585867210778256,-33.929,-23.065762,1.602685235256086
대전,2000,2000-09-01,0.0,0.0,62.01,40.712245,1.523128975078628,0.0,0.0,88.925,50.310592,1.767520445793999,-26.915,-9.598347,1.2357606906718115
대전,2000,2000-10-01,0.0,0.0,66.842,43.280619,1.544386414621288,0.0,0.0,98.899,62.317446,1.5870194680314722,-32.057,-19.036827,1.4398464587579027
대전,2000,2000-11-01,0.0,0.0,76.612,42.610517,1.7979598792476514,0.0,0.0,111.418,56.998589,1.9547501430254703,-34.806,-14.388072,1.33766480702405
대전,2000,2000-12-01,0.0,0.0,73.253,35.539277,2.0611843060285104,0.0,0.0,107.564,58.315123,1.8445301058526449,-34.311,-22.775846,1.6408640783547734
대전,2001,2001-01-01,-27.6,-23.6,52.4,39.206953,1.336497636018795,15.7,-19.7,98.885,59.798586,1.6536344187135128,-46.485,-20.591633,1.5252036035547063
대전,2001,2001-02-01,-10.1,-21.3,57.204,40.637909,1.407651166303857,7.9,-12.4,97.337,59.447477,1.6373613299013514,-40.133,-18.809568,1.4628576731150218
대전,2001,2001-03-01,-8.1,-14.9,70.145,52.156162,1.344903407578188,-10.8,-31.9,108.698,54.214077,2.004977415736507,-38.553,-2.057915,1.039456795152987
대전,2001,2001-04-01,-4.6,1.7,66.76,53.769132,1.2416045696999536,-2.2,-6.3,88.837,61.186043,1.4519160848496118,-22.077,-7.416911,1.137939942939752
대전,2001,2001-05-01,1.1,-10.0,72.349,47.132924,1.5349991865558776,-12.2,-16.8,107.074,63.712123,1.6805906781665398,-34.725,-16.579199,1.3517540944414992
대전,2001,2001-06-01,-14.7,-8.5,68.034,42.802601,1.5894828447458134,-20.0,-2.4,101.391,64.107219,1.5815847510090868,-33.357,-21.304618,1.4977412003536887
대전,2001,2001-07-01,0.5,59.6,61.744,46.477096,1.3284823130946046,-6.7,-5.7,110.122,59.487977,1.8511639755374434,-48.378,-13.010881,1.27994178035564
대전,2001,2001-08-01,8.8,34.9,68.91,51.623064,1.3348684611204016,8.5,13.4,105.526,69.553947,1.5171820515088812,-36.616,-17.930883,1.3473424785479606
대전,2001,2001-09-01,7.9,24.6,66.924,50.708154,1.3197877406462084,2.9,17.2,91.538,58.983936,1.5519140669079798,-24.614,-8.275782,1.163204166335852
대전,2001,2001-10-01,27.0,17.8,84.887,50.990381,1.6647649681221248,19.7,13.9,118.389,70.966019,1.6682491376612234,-33.502,-19.975638,1.391753064171064
대전,2001,2001-11-01,-11.6,10.0,67.76,46.87491,1.4455494421215955,6.6,42.0,118.727,80.961763,1.4664576906508322,-50.967,-34.086853,1.7271875935335128
대전,2001,2001-12-01,11.1,23.1,81.36,43.75382,1.8594947823984282,5.1,2.1,113.1,59.556169,1.8990476032801908,-31.74,-15.802349,1.3611650137062319
대전,2002,2002-01-01,10.8,4.0,58.059,40.779102,1.4237439559115352,45.7,27.6,144.033,76.280929,1.888191477059751,-85.974,-35.501827,1.8705887393008311
대전,2002,2002-02-01,13.0,12.9,64.644,45.89783,1.4084325991010904,10.1,-16.4,107.123,49.719718,2.154537561938706,-42.479,-3.821888,1.0832694704738763
대전,2002,2002-03-01,8.0,-7.4,75.743,48.310542,1.5678358566128279,26.2,13.3,137.225,61.443415,2.233355681809027,-61.482,-13.132873,1.2718427998592936
대전,2002,2002-04-01,13.9,-10.4,76.035,48.191694,1.5777615121809165,36.1,3.3,120.919,63.191223,1.9135410624985054,-44.884,-14.999529,1.3112471829689158
대전,2002,2002-05-01,22.7,11.4,88.793,52.495284,1.6914471783789187,15.5,9.8,123.672,69.968627,1.7675350410977766,-34.879,-17.473343,1.332855480884721
대전,2002,2002-06-01,16.5,14.8,79.255,49.150117,1.6125088776492638,-2.3,-5.6,99.07,60.524643,1.6368539340248567,-19.815,-11.374526,1.231424189692163
대전,2002,2002-07-01,30.6,10.6,80.629,51.411119,1.5683183242908991,3.0,15.8,113.434,68.887665,1.646651835274138,-32.805,-17.476546,1.339937086372308
대전,2002,2002-08-01,6.1,-9.0,73.114,46.961022,1.5569081950558912,6.4,-13.1,112.259,60.445421,1.8571960976167243,-39.145,-13.484399,1.2871402372801852
대전,2002,2002-09-01,14.0,-2.1,76.314,49.630771,1.537634787096094,23.0,15.4,112.58,68.049429,1.6543856672184567,-36.266,-18.418658,1.3711136786490785
대전,2002,2002-10-01,1.8,-5.0,86.44,48.462757,1.7836376911037066,-5.5,0.4,111.863,71.264933,1.5696780350582804,-25.423,-22.802176,1.470509261369509
대전,2002,2002-11-01,27.5,1.2,86.412,47.432016,1.821807447526582,-2.9,-21.0,115.315,63.944061,1.8033731076291823,-28.903,-16.512045,1.3481202443514102
대전,2002,2002-12-01,8.5,-6.3,88.248,41.008394,2.1519496715721176,13.5,26.6,128.355,75.394214,1.7024515966172151,-40.107,-34.38582,1.8385068676427563
대전,2003,2003-01-01,51.8,13.9,88.137,46.434894,1.89807690742225,-9.5,-11.7,130.412,67.321049,1.9371652987760188,-42.275,-20.886155,1.4497943938452837
대전,2003,2003-02-01,41.8,15.6,91.674,53.06641,1.7275334811606815,17.1,9.0,125.482,54.173004,2.3163197669451745,-33.808,-1.106594,1.0208530028694234
대전,2003,2003-03-01,30.1,24.3,98.562,60.065909,1.6408975014429565,-13.5,13.0,118.679,69.425593,1.7094416463968842,-20.117,-9.359684,1.1558235637456182
대전,2003,2003-04-01,25.8,17.1,95.634,56.417255,1.695119693434216,25.0,8.6,151.119,68.628694,2.201979830768745,-55.485,-12.211439,1.2164486556462204
대전,2003,2003-05-01,15.1,8.3,102.24,56.849924,1.7984192907628163,11.4,22.9,137.769,85.973363,1.6024614507635349,-35.529,-29.123439,1.5122863312886752
대전,2003,2003-06-01,20.0,5.6,95.125,51.895013,1.8330277708958278,20.9,16.5,119.752,70.534216,1.6977859369699382,-24.627,-18.639203,1.359171371630642
대전,2003,2003-07-01,28.3,5.0,103.473,53.971045,1.9171946735513459,18.3,11.2,134.205,76.603542,1.7519424885079073,-30.732,-22.632497,1.4193451692476957
대전,2003,2003-08-01,12.2,-3.3,82.015,45.415578,1.8058781504443255,0.9,9.3,113.221,66.089084,1.713157349858261,-31.206,-20.673506,1.4552073739984108
대전,2003,2003-09-01,65.8,24.3,126.546,61.685838,2.0514595262530113,-1.6,22.2,110.788,83.181114,1.3318888708319054,15.758,-21.495276,1.3484637105845916
대전,2003,2003-10-01,78.5,43.7,154.29,69.661991,2.21483764367286,30.6,9.7,146.068,78.144689,1.869199325881251,8.222,-8.482698,1.121769387843078
대전,2003,2003-11-01,55.8,34.7,134.671,63.897543,2.1076084255696657,19.8,8.0,138.091,69.080644,1.9989825225138318,-3.42,-5.183101,1.0811158106658343
대전,2003,2003-12-01,79.0,69.6,157.992,69.559947,2.2713070784829665,43.1,-13.5,183.728,65.213137,2.817346449688504,-25.736,4.34681,0.9375098718807247
대전,2004,2004-01-01,38.3,31.5,121.888,61.049825,1.9965331595954616,12.1,24.8,146.237,84.003303,1.740848214027965,-24.349,-22.953478,1.3759794233644405
대전,2004,2004-02-01,56.5,29.9,143.49,68.94731,2.081154435176659,25.4,21.4,157.298,65.789922,2.3909133073603583,-13.808,3.157388,0.9542057840980308
대전,2004,2004-03-01,60.4,24.2,158.052,74.626207,2.1179154931457256,57.9,19.3,187.346,82.817616,2.262151569298976,-29.294,-8.191409,1.1097658494153402
대전,2004,2004-04-01,58.2,25.9,151.294,71.050298,2.129392898535063,15.1,45.3,173.949,99.751627,1.74382118098184,-22.655,-28.701329,1.403957897544638
대전,2004,2004-05-01,43.9,17.9,147.091,67.001255,2.195346937904372,15.7,25.1,159.339,107.572567,1.4812233680358302,-12.248,-40.571312,1.6055306277471966
대전,2004,2004-06-01,65.0,47.4,156.922,76.474281,2.0519578340331175,34.4,37.0,160.906,96.596816,1.6657484859542369,-3.984,-20.122535,1.2631281358500122
대전,2004,2004-07-01,55.2,40.5,160.597,75.815681,2.118255720739355,22.9,16.1,164.991,88.9131,1.8556433191509463,-4.394,-13.097419,1.1727534307843255
대전,2004,2004-08-01,72.6,52.9,141.57,69.417937,2.0393864484909714,21.4,33.8,137.4,88.418642,1.5539709374862374,4.17,-19.000705,1.273714630845339
대전,2004,2004-09-01,17.0,16.1,147.999,71.639318,2.0658906886857857,42.1,-11.7,157.377,73.448165,2.1426947834571495,-9.378,-1.808847,1.0252493609724203
대전,2004,2004-10-01,-1.8,6.3,151.517,74.066518,2.0456881745136175,9.3,6.5,159.64,83.241579,1.917791588263841,-8.123,-9.175061,1.1238759597150227
대전,2004,2004-11-01,28.1,16.0,172.553,74.092046,2.328900459841533,21.6,21.2,167.952,83.730325,2.0058682442711167,4.601,-9.638279,1.1300852050974541
대전,2004,2004-12-01,17.0,10.8,184.784,77.082158,2.397234389831172,19.2,35.2,218.994,88.170718,2.4837497637254127,-34.21,-11.08856,1.1438537826094595
대전,2005,2005-01-01,34.1,21.5,163.397,74.205615,2.201949272976176,32.5,-2.3,193.71,82.102777,2.3593599032588144,-30.313,-7.897162,1.106422701300973
대전,2005,2005-02-01,8.0,1.0,154.911,69.615973,2.2252220765484383,-7.2,7.7,145.988,70.823908,2.061281340193766,8.923,-1.207935,1.017351405833256
대전,2005,2005-03-01,13.4,10.7,179.281,82.579366,2.171014488050199,19.8,16.6,224.362,96.576052,2.3231639247377807,-45.081,-13.996686,1.1694937449628762
대전,2005,2005-04-01,12.0,13.2,169.495,80.42591,2.107467605899641,10.5,-10.1,192.275,89.659124,2.144511249072654,-22.78,-9.233214,1.114803972998254
대전,2005,2005-05-01,18.8,18.2,174.73,79.200324,2.206177843413873,10.5,-16.0,176.008,90.33488,1.9483946843124162,-1.278,-11.134556,1.1405872531531562
대전,2005,2005-06-01,14.2,0.7,179.18,77.039098,2.3258320080538843,27.6,2.4,205.344,98.891468,2.076458203654131,-26.164,-21.85237,1.283652983579844
대전,2005,2005-07-01,0.3,-0.3,161.006,75.558408,2.1308813176688424,6.4,-5.0,175.493,84.470938,2.0775547680079036,-14.487,-8.91253,1.1179555027151975
대전,2005,2005-08-01,45.1,9.3,205.475,75.905554,2.7069824165962877,34.7,-3.5,185.115,85.30942,2.169924493684285,20.36,-9.403866,1.1238890371579398
대전,2005,2005-09-01,28.1,7.5,189.563,77.039924,2.460581347406314,13.7,24.2,178.96,91.232924,1.9615725568545845,10.603,-14.193,1.1842291537047727
대전,2005,2005-10-01,16.1,0.4,175.896,74.333144,2.3663199285637644,27.0,7.7,202.712,89.688539,2.260177300914669,-26.816,-15.355395,1.2065753467928115
대전,2005,2005-11-01,18.1,1.5,203.756,75.221968,2.7087299816457873,16.7,17.8,196.072,98.6649,1.9872517987653158,7.684,-23.442932,1.3116500754141396
대전,2005,2005-12-01,10.8,-0.4,204.664,76.769972,2.6659381873944152,-1.7,6.7,215.263,94.041864,2.2890124764009356,-10.599,-17.271892,1.2249823928553731
대전,2006,2006-01-01,10.9,-8.0,181.254,68.261521,2.6552880355537347,-11.1,5.1,172.191,86.293158,1.995418918380528,9.063,-18.031637,1.2641552185747515
대전,2006,2006-02-01,10.2,-2.4,170.695,67.918796,2.513221818596431,24.2,25.5,181.365,88.889531,2.0403415110830094,-10.67,-20.970735,1.3087618779343497
대전,2006,2006-03-01,0.7,-12.2,180.61,72.52994,2.4901440701591646,-13.5,2.5,194.019,98.982416,1.9601360306258842,-13.409,-26.452476,1.3647111248127326
대전,2006,2006-04-01,2.6,-14.3,173.86,68.929617,2.522282983234913,3.1,-1.7,198.153,88.150602,2.247891625289184,-24.293,-19.220985,1.2788494385512108
대전,2006,2006-05-01,22.1,-8.5,213.301,72.486967,2.9426117387419453,6.0,14.4,186.606,103.38092,1.805033269195128,26.695,-30.893953,1.4262001057376286
대전,2006,2006-06-01,42.6,-6.0,255.58,72.449191,3.52771364969417,3.8,1.6,213.149,100.440584,2.122140189865881,42.431,-27.991393,1.3863589449880813
대전,2006,2006-07-01,7.3,-10.9,172.756,67.326052,2.5659606477445016,5.1,4.8,184.514,88.53422,2.0840981035355597,-11.758,-21.208168,1.315006856484025
대전,2006,2006-08-01,7.3,-14.8,220.474,64.666262,3.4094130877705595,8.5,4.0,200.77,88.747315,2.26226562459946,19.704,-24.081053,1.3723897478409994
대전,2006,2006-09-01,13.7,-8.2,215.589,70.747504,3.047301852514825,21.2,15.2,216.856,105.113277,2.0630695397309324,-1.267,-34.365773,1.485752444354786
대전,2006,2006-10-01,-1.4,-9.9,173.381,66.988438,2.5882227616652296,3.0,6.8,208.813,95.757535,2.1806430167610307,-35.432,-28.769097,1.4294636187814977
대전,2006,2006-11-01,2.9,-10.2,209.583,67.546693,3.102786986181544,6.7,-0.1,209.125,98.574187,2.1214986028746043,0.458,-31.027494,1.4593488240793668
대전,2006,2006-12-01,11.8,-18.6,228.781,62.50539,3.660180346046957,4.4,14.7,224.681,107.907741,2.082158313368825,4.1,-45.402351,1.726374973422292
대전,2007,2007-01-01,0.0,-1.6,181.242,67.168725,2.6983093694275126,39.5,27.4,240.212,109.959116,2.1845573949503194,-58.97,-42.790391,1.6370582588846223
대전,2007,2007-02-01,-5.4,-8.9,161.461,61.872371,2.609581585292731,19.7,7.4,217.159,95.467571,2.2746886479388904,-55.698,-33.5952,1.5429757977110656
대전,2007,2007-03-01,26.3,6.3,228.174,77.096504,2.9595894516825303,13.3,-1.2,219.762,97.752214,2.2481536837620886,8.412,-20.65571,1.2679201899997956
대전,2007,2007-04-01,22.1,7.6,212.319,74.168328,2.862663966214797,14.6,20.7,227.09,106.382721,2.134651171405928,-14.771,-32.214393,1.434341637039465
대전,2007,2007-05-01,-1.9,1.9,209.202,73.855512,2.8325847906923993,31.5,2.3,245.459,105.720524,2.3217724497846794,-36.257,-31.865012,1.4314506952439785
대전,2007,2007-06-01,-4.2,1.8,244.83,73.733723,3.3204616563305773,3.8,15.8,221.259,116.276974,1.9028616964180716,23.571,-42.543251,1.5769849841978005
대전,2007,2007-07-01,22.2,5.9,211.169,71.318476,2.9609297876752163,19.7,12.3,220.82,99.425591,2.220957379071551,-9.651,-28.107115,1.3941070614015925
대전,2007,2007-08-01,2.9,5.1,226.779,67.992322,3.335361895715225,31.6,9.8,264.145,97.445847,2.7106850433554137,-37.366,-29.453525,1.433188985662234
대전,2007,2007-09-01,-7.9,-6.8,198.618,65.944617,3.011891023644887,-8.6,-8.3,198.22,96.367646,2.0569144129555683,0.398,-30.423029,1.4613421137922449
대전,2007,2007-10-01,39.5,9.9,241.884,73.652172,3.2841394005325464,21.2,6.3,253.087,101.743482,2.4875008700803063,-11.203,-28.09131,1.381405045325751
대전,2007,2007-11-01,10.6,1.8,231.858,68.732696,3.373329048521536,29.9,17.1,271.742,115.472233,2.353310340850514,-39.884,-46.739537,1.6800189679741355
대전,2007,2007-12-01,2.0,5.1,233.294,65.710933,3.5503072220873806,3.9,6.1,233.55,114.470373,2.040265912298547,-0.256,-48.75944,1.7420293362749848
대전,2008,2008-01-01,34.2,3.7,243.317,69.637877,3.4940324214651173,3.5,0.3,248.616,110.314742,2.253696971887946,-5.299,-40.676865,1.584119831797859
대전,2008,2008-02-01,31.2,4.1,211.816,64.422557,3.2879166842135743,-2.7,5.4,211.274,100.63948,2.099315298528967,0.542,-36.216923,1.562177670159848
대전,2008,2008-03-01,15.3,-6.6,263.12,72.041414,3.6523436366754267,9.5,19.5,240.677,116.821942,2.060203724399651,22.443,-44.780528,1.6215942402241021
대전,2008,2008-04-01,27.6,2.1,270.886,75.715004,3.57770568169025,8.1,-0.1,245.486,106.249645,2.3104641902568237,25.4,-30.534641,1.4032838854502339
대전,2008,2008-05-01,30.7,4.7,273.373,77.339497,3.534713963810755,0.8,13.0,247.301,119.48436,2.0697353193338444,26.072,-42.144863,1.5449332441352703
대전,2008,2008-06-01,12.1,-9.5,274.411,66.707624,4.113637745514666,-3.4,-17.8,213.704,95.557614,2.236389033321824,60.707,-28.84999,1.432484149038197
대전,2008,2008-07-01,12.4,0.9,237.267,71.925855,3.2987720479652274,12.7,7.5,248.89,106.857275,2.3291816116403865,-11.623,-34.93142,1.485658738432793
대전,2008,2008-08-01,-3.5,-17.8,218.838,55.866521,3.917158184953024,-2.4,13.9,257.75,111.02504,2.321548364224863,-38.912,-55.158519,1.987326900130402
대전,2008,2008-09-01,38.8,3.7,275.638,68.389885,4.030391336379641,3.3,2.3,204.817,98.620659,2.076816379821595,70.821,-30.230774,1.4420357484151347
대전,2008,2008-10-01,10.7,-13.5,267.85,63.697066,4.205060245632036,-0.1,-14.9,252.728,86.634526,2.9171741529468287,15.122,-22.93746,1.360102300473306
대전,2008,2008-11-01,-4.1,-18.4,222.398,56.099671,3.9643369744539143,-23.9,-28.6,206.812,82.474461,2.507588379389348,15.586,-26.37479,1.4701416163385344
대전,2008,2008-12-01,-1.2,-18.0,230.599,53.85937,4.281501993060817,-24.5,-39.9,176.25,68.74989,2.5636404654611082,54.349,-14.89052,1.276470370893681
대전,2009,2009-01-01,-35.3,-28.6,157.425,49.688978,3.1682076455667896,-39.4,-38.6,150.684,67.730241,2.2247669250135993,6.741,-18.041263,1.3630838009990867
대전,2009,2009-02-01,-6.0,-5.1,199.163,61.121953,3.2584528180897623,-34.1,-43.8,139.321,56.607888,2.4611587699579958,59.842,4.514065,0.9261465843540699
대전,2009,2009-03-01,-26.0,-12.4,194.677,63.106292,3.0849063354887023,-32.0,-39.8,163.587,70.291886,2.3272529634501486,31.09,-7.185594,1.1138649375881569
대전,2009,2009-04-01,-18.2,-6.3,221.606,70.955142,3.1231845043732,-23.7,-5.4,187.316,100.50434,1.8637603112462606,34.29,-29.549198,1.416449000975856
대전,2009,2009-05-01,-24.4,-14.8,206.677,65.919966,3.1352716413719026,-3.1,-23.0,239.665,91.968618,2.6059432577316755,-32.988,-26.048652,1.395155725656776
대전,2009,2009-06-01,-7.3,2.8,254.34,68.546881,3.7104532881663865,7.4,47.9,229.502,141.348171,1.62366444769915,24.838,-72.80129,2.0620656831927917
대전,2009,2009-07-01,4.1,-0.5,247.035,71.544377,3.4528919023223867,-19.6,-13.7,200.123,92.23425,2.169725454481388,46.912,-20.689873,1.289189365643648
대전,2009,2009-08-01,4.0,13.7,227.62,63.532792,3.582716780336051,-29.6,-18.5,181.347,90.524966,2.0032816140466707,46.273,-26.992174,1.4248542075720518
대전,2009,2009-09-01,2.0,-0.5,281.256,68.033567,4.134076932935179,-2.7,21.0,199.252,119.311903,1.6700094038396152,82.004,-51.278336,1.75372111534296
대전,2009,2009-10-01,-5.6,-3.0,252.758,61.816085,4.0888710438391564,-20.9,15.3,199.836,99.882557,2.00070969348532,52.922,-38.066472,1.615802052168137
대전,2009,2009-11-01,47.4,6.9,327.85,59.9846,5.4655694961706835,2.1,28.2,211.089,105.755733,1.996005266210958,116.761,-45.771133,1.7630480656701888
대전,2009,2009-12-01,21.6,16.6,280.487,62.787626,4.467233718949654,29.7,65.1,228.669,113.48741,2.014928351964328,51.818,-50.699784,1.8074805057926542
