"지역","기간","부코드","부명약칭","부명_공식","류코드","류명약칭","류명_공식","수출건수","수출금액","수출비중","수입건수","수입금액","수입비중","무역수지","원자료없음"
"부산광역시","2010","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","65","모자류","모자류와그부분품",333,4963,0.04,2640,1044,0.01,3919,0
"부산광역시","2010","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","66","산류_지팡이","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품",13,280,0,470,2861,0.02,-2581,0
"부산광역시","2010","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","67","조제_우모_조화_인모제품","조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품",3,10,0,299,1303,0.01,-1293,0
"부산광역시","2010","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","68","석_시멘트제품","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품",641,27529,0.22,3965,49285,0.4,-21756,0
"부산광역시","2010","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","69","도자_제품","도자제품",407,6242,0.05,3070,30243,0.24,-24000,0
"부산광역시","2010","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","70","유리와유리제품","유리와유리제품",1333,21583,0.17,3150,54329,0.44,-32745,0
"부산광역시","2010","14","귀금속 및 보석류","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화","71","진주_귀석귀금속","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화",1553,15457,0.12,1653,2135,0.02,13322,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","72","철강","철강",15767,1577827,12.75,12593,2255561,18.09,-677734,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","73","철강제품","철강의제품",37899,1199298,9.69,29820,717421,5.75,481877,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","74","동","구리와그제품",1800,55283,0.45,1314,96929,0.78,-41647,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","75","니켈","니켈과그제품",192,12381,0.1,668,57265,0.46,-44884,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","76","알루미늄","알루미늄과그제품",1273,34652,0.28,3903,80688,0.65,-46036,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","78","연","납과그제품",17,52,0,30,723,0.01,-671,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","79","아연","아연과그제품",188,7028,0.06,32,1353,0.01,5675,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","80","주석","주석과그제품",8,25,0,24,12668,0.1,-12643,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","81","기타_비금속","그밖의비금속(卑金屬)서멧(cermet)이들의제품",210,12805,0.1,1264,59159,0.47,-46354,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","82","비금속제의공구","비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품",5280,59418,0.48,4930,35848,0.29,23569,0
"부산광역시","2010","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","83","비금속제의각종_제품","비금속(卑金屬)으로만든각종제품",9422,81617,0.66,3075,35218,0.28,46399,0
"부산광역시","2010","16","기계 및 전기기기","기계류ㆍ전기기기와 이들의 부분품, 녹음기ㆍ음성재생기ㆍ텔레비전의 영상과 음향의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품","84","기계류","원자로ㆍ보일러ㆍ기계류와이들의부분품",123008,1764614,14.26,62388,1797949,14.42,-33335,0
"부산광역시","2010","16","기계 및 전기기기","기계류ㆍ전기기기와 이들의 부분품, 녹음기ㆍ음성재생기ㆍ텔레비전의 영상과 음향의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품","85","전기기기","전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품",26425,508429,4.11,46549,839443,6.73,-331015,0
"부산광역시","2010","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","86","철도차량","철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기",125,1856,0.01,69,1882,0.02,-26,0
"부산광역시","2010","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","87","자동차","철도용이나궤도용외의차량과그부분품ㆍ부속품",29326,2222394,17.96,21224,804392,6.45,1418002,0
"부산광역시","2010","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","88","항공기","항공기와우주선이들의부분품",2848,163838,1.32,137,2753,0.02,161085,0
"부산광역시","2010","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","89","선박","선박과수상구조물",193,1491598,12.05,701,333521,2.67,1158077,0
"부산광역시","2010","18","광학, 정밀, 의료기기","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 시계, 악기, 이들의 부분품과 부속품","90","광학_정밀의료기기","광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품",7789,95137,0.77,19918,369319,2.96,-274182,0
"부산광역시","2010","18","광학, 정밀, 의료기기","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 시계, 악기, 이들의 부분품과 부속품","91","시계","시계와그부분품",107,155,0,3817,1749,0.01,-1595,0
"부산광역시","2010","18","광학, 정밀, 의료기기","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 시계, 악기, 이들의 부분품과 부속품","92","악기","악기와그부분품과부속품",149,1552,0.01,968,5381,0.04,-3828,0
"부산광역시","2010","19","무기 및 탄약","무기ㆍ총포탄과 이들의 부분품과 부속품","93","무기","무기ㆍ총포탄과이들의부분품과부속품",112,57120,0.46,25,1845,0.01,55274,0
"부산광역시","2010","20","잡품(가구, 장난감 등)","잡품","94","가구_침구조립식건축","가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물",2206,45408,0.37,6855,79949,0.64,-34541,0
"부산광역시","2010","20","잡품(가구, 장난감 등)","잡품","95","완구_운동용구","완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품",3369,57631,0.47,9073,31365,0.25,26266,0
"부산광역시","2010","20","잡품(가구, 장난감 등)","잡품","96","잡품","잡품",1049,9295,0.08,3299,18220,0.15,-8925,0
"부산광역시","2010","21","예술품, 수집품 및 골동품","예술품ㆍ수집품ㆍ골동품","97","예술품_수집과_골동품","예술품ㆍ수집품ㆍ골동품",11,200,0,104,1466,0.01,-1266,0
"부산광역시","2011","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","01","산_동물","살아있는동물",0,0,0,251,5115,0.03,-5115,0
"부산광역시","2011","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","02","육과식용설육","육과식용설육(屑肉)",99,816,0.01,3809,107393,0.73,-106577,0
"부산광역시","2011","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","03","어류","어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물",19460,817115,5.61,39250,1484032,10.09,-666916,0
"부산광역시","2011","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","04","낙농품","낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품",41,440,0,1972,3459,0.02,-3019,0
"부산광역시","2011","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","05","기타_동물성생산품","다른류로분류되지않은동물성생산품",238,2208,0.02,530,13233,0.09,-11024,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","06","산_수목및절화","살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎",89,767,0.01,173,1168,0.01,-400,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","07","채소","식용의채소ㆍ뿌리ㆍ괴경(塊莖)",1387,1126,0.01,3515,86723,0.59,-85597,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","08","과실_견과류","식용의과실과견과류감귤류ㆍ멜론의껍질",122,632,0,1610,51632,0.35,-51000,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","09","커피_향신료","커피ㆍ차ㆍ마테(maté)ㆍ향신료",344,29235,0.2,2038,38041,0.26,-8806,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","10","곡물","곡물",15,286,0,311,193722,1.32,-193436,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","11","제분공업생산품","제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten)",109,1306,0.01,234,7841,0.05,-6535,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","12","채유용종자","채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물",600,7045,0.05,1297,33909,0.23,-26864,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","13","식물성수액과_엑스","락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract)",16,50,0,89,1474,0.01,-1424,0
"부산광역시","2011","02","식물성 생산품","식물성 생산품","14","기타_식물성생산품","식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품",0,0,0,93,790,0.01,-790,0
"부산광역시","2011","03","동식물성 유지류","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스","15","동_식물성유지","동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스",146,2064,0.01,724,142980,0.97,-140917,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","16","육_어류조제품","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품",1793,64588,0.44,3228,100828,0.69,-36240,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","17","당류설탕과자","당류(糖類)와설탕과자",477,3998,0.03,4200,7567,0.05,-3569,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","18","코코아","코코아와그조제품",28,499,0,2567,1042,0.01,-543,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","19","곡물_곡분의_조제품","곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품",7625,114563,0.79,10725,15817,0.11,98745,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","20","채소_과실의_조제품","채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품",222,1465,0.01,4867,38632,0.26,-37167,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","21","각종의_조제식료품","각종조제식료품",2143,30539,0.21,86312,89739,0.61,-59200,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","22","음료_알콜식초","음료ㆍ주류ㆍ식초",1008,5294,0.04,904,7560,0.05,-2266,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","23","사료","식품공업에서생기는잔재물과웨이스트(waste)조제사료",185,9418,0.06,1139,50346,0.34,-40929,0
"부산광역시","2011","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","24","담배","담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것",344,1391,0.01,124,70,0,1321,0
"부산광역시","2011","05","광물성 생산품","광물성 생산품","25","암석광물","소금황토석류(土石類)석고ㆍ석회ㆍ시멘트",772,7669,0.05,1672,43174,0.29,-35505,0
"부산광역시","2011","05","광물성 생산품","광물성 생산품","26","금속광물","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",25,3225,0.02,183,9470,0.06,-6246,0
"부산광역시","2011","05","광물성 생산품","광물성 생산품","27","광물성_연료에너지","광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스",2518,84412,0.58,3034,239158,1.63,-154745,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","28","무기화학품","무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물",1512,23242,0.16,2999,127209,0.87,-103967,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","29","유기화학품","유기화학품",3145,79235,0.54,5075,206047,1.4,-126813,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","30","의료용품","의료용품",354,7978,0.05,5569,1217,0.01,6761,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","31","비료","비료",10,102,0,161,4043,0.03,-3941,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","32","유연_착색제","유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크",6585,241758,1.66,5946,149538,1.02,92220,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","33","향료_화장품","정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품",847,12192,0.08,66670,50875,0.35,-38683,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","34","비누_왁스","비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품",1177,14057,0.1,10383,53527,0.36,-39470,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","35","단백질계물질","단백질계물질변성전분글루(glue)효소",2996,42573,0.29,646,13655,0.09,28918,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","36","화약류_성냥","화약류화공품성냥발화성합금특정가연성조제품",14,150,0,21,668,0,-518,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","37","사진_영화용재료","사진용이나영화용재료",56,248,0,223,7783,0.05,-7536,0
"부산광역시","2011","06","화학공업 제품","화학공업이나 연관공업의 생산품","38","각종_화학공업생산품","각종화학공업생산품",3792,76597,0.53,5952,252334,1.72,-175737,0
"부산광역시","2011","07","플라스틱 및 고무 제품","플라스틱과 그 제품, 고무와 그 제품","39","플라스틱","플라스틱과그제품",24467,326928,2.25,21860,249628,1.7,77299,0
"부산광역시","2011","07","플라스틱 및 고무 제품","플라스틱과 그 제품, 고무와 그 제품","40","고무","고무와그제품",9857,180022,1.24,11149,229200,1.56,-49178,0
"부산광역시","2011","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","41","원피","원피(모피는제외한다)와가죽",7303,161331,1.11,1288,56967,0.39,104364,0
"부산광역시","2011","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","42","가죽제품","가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품",513,5775,0.04,19630,22837,0.16,-17063,0
"부산광역시","2011","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","43","모피","모피ㆍ인조모피와이들의제품",8,28,0,236,682,0,-654,0
"부산광역시","2011","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","44","목재_및목탄","목재와그제품목탄",1733,8477,0.06,8246,337359,2.29,-328882,0
"부산광역시","2011","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","45","코르크","코르크(cork)와그제품",4,3,0,7,221,0,-218,0
"부산광역시","2011","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","46","조물재료의제품","짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物)",13,58,0,229,2198,0.01,-2139,0
"부산광역시","2011","10","펄프 및 종이 제품","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)], 종이ㆍ판지와 이들의 제품","47","펄프","목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)]",35,941,0.01,15,65,0,876,0
"부산광역시","2011","10","펄프 및 종이 제품","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)], 종이ㆍ판지와 이들의 제품","48","지와_지제품","종이와판지제지용펄프ㆍ종이ㆍ판지의제품",2832,31677,0.22,5234,47058,0.32,-15381,0
"부산광역시","2011","10","펄프 및 종이 제품","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)], 종이ㆍ판지와 이들의 제품","49","인쇄서적_신문_회화","인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면",612,3721,0.03,5627,4876,0.03,-1155,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","50","견","견",30,41,0,30,266,0,-225,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","51","모","양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물",328,8544,0.06,1061,91846,0.62,-83302,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","52","면","면",4132,54894,0.38,1487,173984,1.18,-119090,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","53","기타_식물성방직용_섬유","그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물",24,335,0,147,3750,0.03,-3415,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","54","인조필라멘트","인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것",5421,42814,0.29,1418,64810,0.44,-21996,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","55","인조스테이플섬유","인조스테이플섬유",1765,23453,0.16,1341,37263,0.25,-13809,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","56","워딩_펄프_부직포","워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품",14382,209505,1.44,2272,42963,0.29,166542,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","57","양탄자류","양탄자류와그밖의방직용섬유로만든바닥깔개",84,148,0,257,1675,0.01,-1527,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","58","특수_직물","특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천",1183,4779,0.03,573,996,0.01,3783,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","59","침투_도포직물","침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품",9814,73145,0.5,1768,22258,0.15,50887,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","60","편물","메리야스편물과뜨개질편물",28419,175753,1.21,794,20082,0.14,155671,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","61","편물제_의류","의류와그부속품(메리야스편물이나뜨개질편물로한정한다)",2109,33008,0.23,18845,43963,0.3,-10955,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","62","비편물제의류","의류와그부속품(메리야스편물이나뜨개질편물은제외한다)",2739,15294,0.11,56401,121406,0.83,-106112,0
"부산광역시","2011","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","63","기타_방직용섬유제품","제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마",2840,34201,0.23,7684,19221,0.13,14980,0
"부산광역시","2011","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","64","신발류","신발류ㆍ각반과이와유사한것이들의부분품",15158,271622,1.87,36836,247335,1.68,24287,0
"부산광역시","2011","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","65","모자류","모자류와그부분품",341,6461,0.04,4362,1415,0.01,5046,0
"부산광역시","2011","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","66","산류_지팡이","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품",15,140,0,690,3662,0.02,-3522,0
"부산광역시","2011","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","67","조제_우모_조화_인모제품","조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품",0,0,0,336,1367,0.01,-1367,0
"부산광역시","2011","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","68","석_시멘트제품","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품",679,20793,0.14,4209,68111,0.46,-47318,0
"부산광역시","2011","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","69","도자_제품","도자제품",375,5865,0.04,4833,31626,0.22,-25760,0
"부산광역시","2011","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","70","유리와유리제품","유리와유리제품",1618,27013,0.19,3762,67861,0.46,-40849,0
"부산광역시","2011","14","귀금속 및 보석류","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화","71","진주_귀석귀금속","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화",1418,49097,0.34,2232,3070,0.02,46027,0
"부산광역시","2011","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","72","철강","철강",16740,1828551,12.56,14424,2819888,19.18,-991337,0
