"지역","기간","부코드","부명약칭","부명_공식","류코드","류명약칭","류명_공식","수출건수","수출금액","수출비중","수입건수","수입금액","수입비중","무역수지","원자료없음"
"광주광역시","2003","06","화학공업 제품","화학공업이나 연관공업의 생산품","35","단백질계물질","단백질계물질변성전분글루(glue)효소",18,76,0,205,2816,0.09,-2740,0
"광주광역시","2003","06","화학공업 제품","화학공업이나 연관공업의 생산품","36","화약류_성냥","화약류화공품성냥발화성합금특정가연성조제품",0,0,0,0,0,0,0,1
"광주광역시","2003","06","화학공업 제품","화학공업이나 연관공업의 생산품","37","사진_영화용재료","사진용이나영화용재료",11,72,0,44,798,0.03,-726,0
"광주광역시","2003","06","화학공업 제품","화학공업이나 연관공업의 생산품","38","각종_화학공업생산품","각종화학공업생산품",167,640,0.02,657,10654,0.36,-10014,0
"광주광역시","2003","07","플라스틱 및 고무 제품","플라스틱과 그 제품, 고무와 그 제품","39","플라스틱","플라스틱과그제품",2143,13757,0.34,2965,25012,0.84,-11255,0
"광주광역시","2003","07","플라스틱 및 고무 제품","플라스틱과 그 제품, 고무와 그 제품","40","고무","고무와그제품",47903,669827,16.6,591,14735,0.5,655093,0
"광주광역시","2003","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","41","원피","원피(모피는제외한다)와가죽",0,0,0,2,1,0,-1,0
"광주광역시","2003","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","42","가죽제품","가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품",6,8,0,187,228,0.01,-220,0
"광주광역시","2003","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","43","모피","모피ㆍ인조모피와이들의제품",0,0,0,11,4,0,-4,0
"광주광역시","2003","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","44","목재_및목탄","목재와그제품목탄",10,40,0,330,5163,0.17,-5123,0
"광주광역시","2003","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","45","코르크","코르크(cork)와그제품",0,0,0,0,0,0,0,1
"광주광역시","2003","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","46","조물재료의제품","짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物)",0,0,0,18,137,0,-137,0
"광주광역시","2003","10","펄프 및 종이 제품","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)], 종이ㆍ판지와 이들의 제품","47","펄프","목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)]",15,776,0.02,0,0,0,776,0
"광주광역시","2003","10","펄프 및 종이 제품","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)], 종이ㆍ판지와 이들의 제품","48","지와_지제품","종이와판지제지용펄프ㆍ종이ㆍ판지의제품",90,299,0.01,145,1174,0.04,-874,0
"광주광역시","2003","10","펄프 및 종이 제품","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)], 종이ㆍ판지와 이들의 제품","49","인쇄서적_신문_회화","인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면",13,57,0,330,202,0.01,-145,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","50","견","견",0,0,0,6,74,0,-74,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","51","모","양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물",0,0,0,10,81,0,-81,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","52","면","면",2982,34058,0.84,824,91985,3.1,-57927,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","53","기타_식물성방직용_섬유","그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물",0,0,0,19,197,0.01,-197,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","54","인조필라멘트","인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것",16,258,0.01,57,566,0.02,-308,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","55","인조스테이플섬유","인조스테이플섬유",96,1109,0.03,108,4693,0.16,-3584,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","56","워딩_펄프_부직포","워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품",11,30,0,19,210,0.01,-181,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","57","양탄자류","양탄자류와그밖의방직용섬유로만든바닥깔개",0,0,0,6,2,0,-2,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","58","특수_직물","특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천",21,125,0,49,187,0.01,-62,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","59","침투_도포직물","침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품",8,98,0,126,6414,0.22,-6316,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","60","편물","메리야스편물과뜨개질편물",3,44,0,1,0,0,44,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","61","편물제_의류","의류와그부속품(메리야스편물이나뜨개질편물로한정한다)",47,847,0.02,79,106,0,742,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","62","비편물제의류","의류와그부속품(메리야스편물이나뜨개질편물은제외한다)",6,28,0,399,596,0.02,-568,0
"광주광역시","2003","11","섬유 및 섬유 제품","방직용 섬유와 방직용 섬유의 제품","63","기타_방직용섬유제품","제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마",167,1615,0.04,101,176,0.01,1439,0
"광주광역시","2003","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","64","신발류","신발류ㆍ각반과이와유사한것이들의부분품",0,0,0,209,583,0.02,-583,0
"광주광역시","2003","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","65","모자류","모자류와그부분품",0,0,0,30,9,0,-9,0
"광주광역시","2003","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","66","산류_지팡이","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품",1,0,0,4,19,0,-19,0
"광주광역시","2003","12","신발, 모자, 우산 등","신발류ㆍ모자류ㆍ산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품, 조제 깃털과 그 제품, 조화, 사람 머리카락으로 된 제품","67","조제_우모_조화_인모제품","조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품",0,0,0,5,6,0,-6,0
"광주광역시","2003","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","68","석_시멘트제품","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품",53,306,0.01,896,5701,0.19,-5395,0
"광주광역시","2003","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","69","도자_제품","도자제품",87,1003,0.02,173,1165,0.04,-162,0
"광주광역시","2003","13","석재, 유리 및 도자기","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품","70","유리와유리제품","유리와유리제품",6,41,0,295,3041,0.1,-3000,0
"광주광역시","2003","14","귀금속 및 보석류","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화","71","진주_귀석귀금속","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화",10,225,0.01,138,4125,0.14,-3900,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","72","철강","철강",560,15725,0.39,236,28060,0.95,-12336,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","73","철강제품","철강의제품",833,19800,0.49,804,6507,0.22,13293,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","74","동","구리와그제품",76,1171,0.03,330,2515,0.08,-1344,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","75","니켈","니켈과그제품",3,2,0,13,21,0,-19,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","76","알루미늄","알루미늄과그제품",281,6304,0.16,312,1801,0.06,4503,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","78","연","납과그제품",10,22,0,167,9311,0.31,-9289,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","79","아연","아연과그제품",0,0,0,11,726,0.02,-726,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","80","주석","주석과그제품",10,86,0,48,1949,0.07,-1863,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","81","기타_비금속","그밖의비금속(卑金屬)서멧(cermet)이들의제품",3,13,0,86,334,0.01,-321,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","82","비금속제의공구","비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품",188,6752,0.17,213,1830,0.06,4922,0
"광주광역시","2003","15","비금속 및 그 제품","비금속(卑金屬)과 그 제품","83","비금속제의각종_제품","비금속(卑金屬)으로만든각종제품",57,225,0.01,45,258,0.01,-33,0
"광주광역시","2003","16","기계 및 전기기기","기계류ㆍ전기기기와 이들의 부분품, 녹음기ㆍ음성재생기ㆍ텔레비전의 영상과 음향의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품","84","기계류","원자로ㆍ보일러ㆍ기계류와이들의부분품",19919,661400,16.39,3814,115107,3.88,546293,0
"광주광역시","2003","16","기계 및 전기기기","기계류ㆍ전기기기와 이들의 부분품, 녹음기ㆍ음성재생기ㆍ텔레비전의 영상과 음향의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품","85","전기기기","전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품",46803,2063240,51.14,39701,2477427,83.54,-414187,0
"광주광역시","2003","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","86","철도차량","철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기",9,10,0,0,0,0,10,0
"광주광역시","2003","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","87","자동차","철도용이나궤도용외의차량과그부분품ㆍ부속품",3169,493310,12.23,677,30337,1.02,462972,0
"광주광역시","2003","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","88","항공기","항공기와우주선이들의부분품",1,1,0,0,0,0,1,0
"광주광역시","2003","17","수송기기","차량ㆍ항공기ㆍ선박과 수송기기 관련품","89","선박","선박과수상구조물",2,1,0,0,0,0,1,0
"광주광역시","2003","18","광학, 정밀, 의료기기","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 시계, 악기, 이들의 부분품과 부속품","90","광학_정밀의료기기","광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품",388,5368,0.13,1801,43153,1.46,-37785,0
"광주광역시","2003","18","광학, 정밀, 의료기기","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 시계, 악기, 이들의 부분품과 부속품","91","시계","시계와그부분품",0,0,0,117,30,0,-30,0
"광주광역시","2003","18","광학, 정밀, 의료기기","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 시계, 악기, 이들의 부분품과 부속품","92","악기","악기와그부분품과부속품",56,280,0.01,33,60,0,220,0
"광주광역시","2003","19","무기 및 탄약","무기ㆍ총포탄과 이들의 부분품과 부속품","93","무기","무기ㆍ총포탄과이들의부분품과부속품",0,0,0,2,9,0,-9,0
"광주광역시","2003","20","잡품(가구, 장난감 등)","잡품","94","가구_침구조립식건축","가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물",47,600,0.01,222,1220,0.04,-620,0
"광주광역시","2003","20","잡품(가구, 장난감 등)","잡품","95","완구_운동용구","완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품",52,1185,0.03,151,256,0.01,929,0
"광주광역시","2003","20","잡품(가구, 장난감 등)","잡품","96","잡품","잡품",24,121,0,58,212,0.01,-91,0
"광주광역시","2003","21","예술품, 수집품 및 골동품","예술품ㆍ수집품ㆍ골동품","97","예술품_수집과_골동품","예술품ㆍ수집품ㆍ골동품",3,61,0,5,4,0,57,0
"광주광역시","2004","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","01","산_동물","살아있는동물",0,0,0,136,156,0.01,-156,0
"광주광역시","2004","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","02","육과식용설육","육과식용설육(屑肉)",0,0,0,0,0,0,0,1
"광주광역시","2004","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","03","어류","어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물",96,455,0.01,1039,12611,0.42,-12156,0
"광주광역시","2004","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","04","낙농품","낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품",10,294,0.01,295,18376,0.6,-18082,0
"광주광역시","2004","01","동물 및 동물성 생산품","살아 있는 동물과 동물성 생산품","05","기타_동물성생산품","다른류로분류되지않은동물성생산품",0,0,0,35,209,0.01,-209,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","06","산_수목및절화","살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎",0,0,0,69,915,0.03,-915,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","07","채소","식용의채소ㆍ뿌리ㆍ괴경(塊莖)",528,4645,0.09,135,1055,0.03,3590,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","08","과실_견과류","식용의과실과견과류감귤류ㆍ멜론의껍질",103,1613,0.03,11,226,0.01,1387,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","09","커피_향신료","커피ㆍ차ㆍ마테(maté)ㆍ향신료",5,188,0,10,29,0,160,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","10","곡물","곡물",0,0,0,6,22,0,-22,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","11","제분공업생산품","제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten)",7,60,0,9,23,0,37,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","12","채유용종자","채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물",34,332,0.01,142,1256,0.04,-924,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","13","식물성수액과_엑스","락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract)",0,0,0,21,580,0.02,-580,0
"광주광역시","2004","02","식물성 생산품","식물성 생산품","14","기타_식물성생산품","식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품",1,2,0,153,2198,0.07,-2196,0
"광주광역시","2004","03","동식물성 유지류","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스","15","동_식물성유지","동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스",7,85,0,17,162,0.01,-77,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","16","육_어류조제품","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품",21,274,0.01,60,2062,0.07,-1788,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","17","당류설탕과자","당류(糖類)와설탕과자",13,121,0,29,931,0.03,-811,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","18","코코아","코코아와그조제품",1,12,0,23,1744,0.06,-1733,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","19","곡물_곡분의_조제품","곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품",151,3835,0.07,24,244,0.01,3592,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","20","채소_과실의_조제품","채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품",128,1291,0.02,189,1646,0.05,-356,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","21","각종의_조제식료품","각종조제식료품",94,1773,0.03,189,4175,0.14,-2402,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","22","음료_알콜식초","음료ㆍ주류ㆍ식초",412,25899,0.49,4,31,0,25868,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","23","사료","식품공업에서생기는잔재물과웨이스트(waste)조제사료",9,22,0,187,4975,0.16,-4953,0
"광주광역시","2004","04","조제식품류","조제 식료품, 음료ㆍ주류ㆍ식초, 담배ㆍ제조한 담배 대용물, 연소시키지 않고 흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것","24","담배","담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것",47,118,0,0,0,0,118,0
"광주광역시","2004","05","광물성 생산품","광물성 생산품","25","암석광물","소금황토석류(土石類)석고ㆍ석회ㆍ시멘트",14,50,0,190,1527,0.05,-1477,0
"광주광역시","2004","05","광물성 생산품","광물성 생산품","26","금속광물","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",0,0,0,0,0,0,0,1
"광주광역시","2004","05","광물성 생산품","광물성 생산품","27","광물성_연료에너지","광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스",13,102,0,146,1235,0.04,-1133,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","28","무기화학품","무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물",13,164,0,221,5275,0.17,-5110,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","29","유기화학품","유기화학품",18,135,0,112,2622,0.09,-2486,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","30","의료용품","의료용품",50,536,0.01,32,184,0.01,352,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","31","비료","비료",0,0,0,18,181,0.01,-181,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","32","유연_착색제","유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크",71,519,0.01,190,1205,0.04,-687,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","33","향료_화장품","정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품",19,168,0,210,726,0.02,-558,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","34","비누_왁스","비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품",86,2288,0.04,109,2958,0.1,-670,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","35","단백질계물질","단백질계물질변성전분글루(glue)효소",135,237,0,175,2364,0.08,-2128,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","36","화약류_성냥","화약류화공품성냥발화성합금특정가연성조제품",0,0,0,0,0,0,0,1
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","37","사진_영화용재료","사진용이나영화용재료",12,32,0,35,651,0.02,-619,0
"광주광역시","2004","06","화학공업 제품","화학공업이나 연관공업의 생산품","38","각종_화학공업생산품","각종화학공업생산품",34,114,0,760,11547,0.38,-11433,0
"광주광역시","2004","07","플라스틱 및 고무 제품","플라스틱과 그 제품, 고무와 그 제품","39","플라스틱","플라스틱과그제품",2234,14608,0.28,3588,29810,0.98,-15202,0
"광주광역시","2004","07","플라스틱 및 고무 제품","플라스틱과 그 제품, 고무와 그 제품","40","고무","고무와그제품",49800,816716,15.45,932,22722,0.75,793994,0
"광주광역시","2004","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","41","원피","원피(모피는제외한다)와가죽",2,27,0,1,1,0,26,0
"광주광역시","2004","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","42","가죽제품","가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품",4,6,0,192,565,0.02,-559,0
"광주광역시","2004","08","가죽 및 모피 제품","원피ㆍ가죽ㆍ모피와 이들의 제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품","43","모피","모피ㆍ인조모피와이들의제품",0,0,0,4,4,0,-4,0
"광주광역시","2004","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","44","목재_및목탄","목재와그제품목탄",6,86,0,264,3946,0.13,-3860,0
"광주광역시","2004","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","45","코르크","코르크(cork)와그제품",0,0,0,0,0,0,0,1
"광주광역시","2004","09","목재 및 목재 제품","목재와 그 제품, 목탄, 코르크와 그 제품, 짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)","46","조물재료의제품","짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物)",2,6,0,19,159,0.01,-153,0
"광주광역시","2004","10","펄프 및 종이 제품","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)], 종이ㆍ판지와 이들의 제품","47","펄프","목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)]",0,0,0,0,0,0,0,1
