행정구역별,산업별,산업코드,연도,지표,단위,값,지수
충 북,부동산업,68,2021,종사자수,명,16219,100.0
충 북,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,27117,100.0
충 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,35449,100.0
충 북,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,35794,100.0
충 북,교육 서비스업,85,2021,종사자수,명,54630,100.0
충 북,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,71568,100.0
충 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,14495,100.0
충 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,29034,100.0
충 남,전체 산업,0,2021,종사자수,명,1082844,100.0
충 남,"농업, 임업 및 어업",01~03,2021,종사자수,명,7981,100.0
충 남,광업,05~08,2021,종사자수,명,879,100.0
충 남,제조업,10~34,2021,종사자수,명,318380,100.0
충 남,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,19533,100.0
충 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,7770,100.0
충 남,건설업,41~42,2021,종사자수,명,85490,100.0
충 남,도매 및 소매업,45~47,2021,종사자수,명,123978,100.0
충 남,운수 및 창고업,49~52,2021,종사자수,명,48019,100.0
충 남,숙박 및 음식점업,55~56,2021,종사자수,명,90448,100.0
충 남,정보통신업,58~63,2021,종사자수,명,8246,100.0
충 남,금융 및 보험업,64~66,2021,종사자수,명,18100,100.0
충 남,부동산업,68,2021,종사자수,명,19591,100.0
충 남,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,28836,100.0
충 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,41751,100.0
충 남,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,41501,100.0
충 남,교육 서비스업,85,2021,종사자수,명,71764,100.0
충 남,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,97917,100.0
충 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,14269,100.0
충 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,38391,100.0
전 북,전체 산업,0,2021,종사자수,명,791096,100.0
전 북,"농업, 임업 및 어업",01~03,2021,종사자수,명,6348,100.0
전 북,광업,05~08,2021,종사자수,명,834,100.0
전 북,제조업,10~34,2021,종사자수,명,121697,100.0
전 북,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,24390,100.0
전 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,5794,100.0
전 북,건설업,41~42,2021,종사자수,명,71806,100.0
전 북,도매 및 소매업,45~47,2021,종사자수,명,105497,100.0
전 북,운수 및 창고업,49~52,2021,종사자수,명,38984,100.0
전 북,숙박 및 음식점업,55~56,2021,종사자수,명,69834,100.0
전 북,정보통신업,58~63,2021,종사자수,명,8135,100.0
전 북,금융 및 보험업,64~66,2021,종사자수,명,22004,100.0
전 북,부동산업,68,2021,종사자수,명,16346,100.0
전 북,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,26374,100.0
전 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,24024,100.0
전 북,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,41386,100.0
전 북,교육 서비스업,85,2021,종사자수,명,60935,100.0
전 북,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,97263,100.0
전 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,13645,100.0
전 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,35800,100.0
전 남,전체 산업,0,2021,종사자수,명,856478,100.0
전 남,"농업, 임업 및 어업",01~03,2021,종사자수,명,11185,100.0
전 남,광업,05~08,2021,종사자수,명,2904,100.0
전 남,제조업,10~34,2021,종사자수,명,126107,100.0
전 남,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,20450,100.0
전 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,7966,100.0
전 남,건설업,41~42,2021,종사자수,명,103198,100.0
전 남,도매 및 소매업,45~47,2021,종사자수,명,108380,100.0
전 남,운수 및 창고업,49~52,2021,종사자수,명,52829,100.0
전 남,숙박 및 음식점업,55~56,2021,종사자수,명,77372,100.0
전 남,정보통신업,58~63,2021,종사자수,명,9276,100.0
전 남,금융 및 보험업,64~66,2021,종사자수,명,19514,100.0
전 남,부동산업,68,2021,종사자수,명,14034,100.0
전 남,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,22951,100.0
전 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,28732,100.0
전 남,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,51286,100.0
전 남,교육 서비스업,85,2021,종사자수,명,55766,100.0
전 남,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,93974,100.0
전 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,15737,100.0
전 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,34817,100.0
경 북,전체 산업,0,2021,종사자수,명,1234314,100.0
경 북,"농업, 임업 및 어업",01~03,2021,종사자수,명,6693,100.0
경 북,광업,05~08,2021,종사자수,명,1344,100.0
경 북,제조업,10~34,2021,종사자수,명,315862,100.0
경 북,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,19240,100.0
경 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,10567,100.0
경 북,건설업,41~42,2021,종사자수,명,100762,100.0
경 북,도매 및 소매업,45~47,2021,종사자수,명,145410,100.0
경 북,운수 및 창고업,49~52,2021,종사자수,명,61730,100.0
경 북,숙박 및 음식점업,55~56,2021,종사자수,명,110114,100.0
경 북,정보통신업,58~63,2021,종사자수,명,10028,100.0
경 북,금융 및 보험업,64~66,2021,종사자수,명,23247,100.0
경 북,부동산업,68,2021,종사자수,명,21684,100.0
경 북,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,36026,100.0
경 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,32475,100.0
경 북,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,60843,100.0
경 북,교육 서비스업,85,2021,종사자수,명,83737,100.0
경 북,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,127371,100.0
경 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,19756,100.0
경 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,47425,100.0
경 남,전체 산업,0,2021,종사자수,명,1511931,100.0
경 남,"농업, 임업 및 어업",01~03,2021,종사자수,명,5833,100.0
경 남,광업,05~08,2021,종사자수,명,730,100.0
경 남,제조업,10~34,2021,종사자수,명,406186,100.0
경 남,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,10479,100.0
경 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,11100,100.0
경 남,건설업,41~42,2021,종사자수,명,107617,100.0
경 남,도매 및 소매업,45~47,2021,종사자수,명,185680,100.0
경 남,운수 및 창고업,49~52,2021,종사자수,명,80884,100.0
경 남,숙박 및 음식점업,55~56,2021,종사자수,명,140508,100.0
경 남,정보통신업,58~63,2021,종사자수,명,12487,100.0
경 남,금융 및 보험업,64~66,2021,종사자수,명,33758,100.0
경 남,부동산업,68,2021,종사자수,명,34340,100.0
경 남,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,42846,100.0
경 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,44220,100.0
경 남,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,61375,100.0
경 남,교육 서비스업,85,2021,종사자수,명,100290,100.0
경 남,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,151573,100.0
경 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,23322,100.0
경 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,58703,100.0
제 주,전체 산업,0,2021,종사자수,명,323316,100.0
제 주,"농업, 임업 및 어업",01~03,2021,종사자수,명,4093,100.0
제 주,광업,05~08,2021,종사자수,명,185,100.0
제 주,제조업,10~34,2021,종사자수,명,13819,100.0
제 주,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,2436,100.0
제 주,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,1530,100.0
제 주,건설업,41~42,2021,종사자수,명,32815,100.0
제 주,도매 및 소매업,45~47,2021,종사자수,명,50976,100.0
제 주,운수 및 창고업,49~52,2021,종사자수,명,17415,100.0
제 주,숙박 및 음식점업,55~56,2021,종사자수,명,58120,100.0
제 주,정보통신업,58~63,2021,종사자수,명,6168,100.0
제 주,금융 및 보험업,64~66,2021,종사자수,명,8381,100.0
제 주,부동산업,68,2021,종사자수,명,7031,100.0
제 주,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,10346,100.0
제 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,15162,100.0
제 주,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,17353,100.0
제 주,교육 서비스업,85,2021,종사자수,명,22525,100.0
제 주,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,28769,100.0
제 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,12044,100.0
제 주,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,14148,100.0
전 국,전체 산업,0,2021,매출액,백만원,7474083484,100.0
전 국,"농업, 임업 및 어업",01~03,2021,매출액,백만원,20997315,100.0
전 국,광업,05~08,2021,매출액,백만원,4808468,100.0
전 국,제조업,10~34,2021,매출액,백만원,2171240106,100.0
전 국,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,165808133,100.0
전 국,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,35648861,100.0
전 국,건설업,41~42,2021,매출액,백만원,505268234,100.0
전 국,도매 및 소매업,45~47,2021,매출액,백만원,1606287940,100.0
전 국,운수 및 창고업,49~52,2021,매출액,백만원,301540708,100.0
전 국,숙박 및 음식점업,55~56,2021,매출액,백만원,163084959,100.0
전 국,정보통신업,58~63,2021,매출액,백만원,228074208,100.0
전 국,금융 및 보험업,64~66,2021,매출액,백만원,1013314596,100.0
전 국,부동산업,68,2021,매출액,백만원,227588948,100.0
전 국,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,299224674,100.0
전 국,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,109825803,100.0
전 국,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,207050341,100.0
전 국,교육 서비스업,85,2021,매출액,백만원,122811397,100.0
전 국,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,183524716,100.0
전 국,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,42515291,100.0
전 국,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,65468786,100.0
서 울,전체 산업,0,2021,매출액,백만원,2242880703,100.0
서 울,"농업, 임업 및 어업",01~03,2021,매출액,백만원,323268,100.0
서 울,광업,05~08,2021,매출액,백만원,48295,100.0
서 울,제조업,10~34,2021,매출액,백만원,64451197,100.0
서 울,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,15088617,100.0
서 울,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,2029726,100.0
서 울,건설업,41~42,2021,매출액,백만원,191766911,100.0
서 울,도매 및 소매업,45~47,2021,매출액,백만원,613757195,100.0
서 울,운수 및 창고업,49~52,2021,매출액,백만원,99114072,100.0
서 울,숙박 및 음식점업,55~56,2021,매출액,백만원,38247486,100.0
서 울,정보통신업,58~63,2021,매출액,백만원,141347242,100.0
서 울,금융 및 보험업,64~66,2021,매출액,백만원,697133246,100.0
서 울,부동산업,68,2021,매출액,백만원,70154577,100.0
서 울,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,131761445,100.0
서 울,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,42330689,100.0
서 울,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,30517170,100.0
서 울,교육 서비스업,85,2021,매출액,백만원,26656618,100.0
서 울,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,47014260,100.0
서 울,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,11131669,100.0
서 울,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,20007020,100.0
부 산,전체 산업,0,2021,매출액,백만원,347409336,100.0
부 산,"농업, 임업 및 어업",01~03,2021,매출액,백만원,1404281,100.0
부 산,광업,05~08,2021,매출액,백만원,23002,100.0
부 산,제조업,10~34,2021,매출액,백만원,62448313,100.0
부 산,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,7680973,100.0
부 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,1596624,100.0
부 산,건설업,41~42,2021,매출액,백만원,25444830,100.0
부 산,도매 및 소매업,45~47,2021,매출액,백만원,98999421,100.0
부 산,운수 및 창고업,49~52,2021,매출액,백만원,29529090,100.0
부 산,숙박 및 음식점업,55~56,2021,매출액,백만원,9749359,100.0
부 산,정보통신업,58~63,2021,매출액,백만원,4742162,100.0
부 산,금융 및 보험업,64~66,2021,매출액,백만원,39618450,100.0
부 산,부동산업,68,2021,매출액,백만원,15653456,100.0
부 산,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,8638618,100.0
부 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,5650462,100.0
부 산,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,10035992,100.0
부 산,교육 서비스업,85,2021,매출액,백만원,7169670,100.0
부 산,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,13261574,100.0
부 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,1763661,100.0
부 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,3999398,100.0
대 구,전체 산업,0,2021,매출액,백만원,215868161,100.0
대 구,"농업, 임업 및 어업",01~03,2021,매출액,백만원,54845,100.0
대 구,광업,05~08,2021,매출액,백만원,2991,100.0
대 구,제조업,10~34,2021,매출액,백만원,45894871,100.0
대 구,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,12429598,100.0
대 구,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,1217460,100.0
대 구,건설업,41~42,2021,매출액,백만원,16268453,100.0
대 구,도매 및 소매업,45~47,2021,매출액,백만원,55084498,100.0
대 구,운수 및 창고업,49~52,2021,매출액,백만원,6285284,100.0
대 구,숙박 및 음식점업,55~56,2021,매출액,백만원,5963449,100.0
대 구,정보통신업,58~63,2021,매출액,백만원,4300131,100.0
대 구,금융 및 보험업,64~66,2021,매출액,백만원,23391686,100.0
대 구,부동산업,68,2021,매출액,백만원,9808847,100.0
대 구,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,5608717,100.0
대 구,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,3594399,100.0
대 구,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,8009984,100.0
대 구,교육 서비스업,85,2021,매출액,백만원,5039363,100.0
대 구,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,9251021,100.0
대 구,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,1023768,100.0
대 구,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,2638796,100.0
인 천,전체 산업,0,2021,매출액,백만원,335636557,100.0
인 천,"농업, 임업 및 어업",01~03,2021,매출액,백만원,154665,100.0
인 천,광업,05~08,2021,매출액,백만원,191439,100.0
인 천,제조업,10~34,2021,매출액,백만원,96753561,100.0
인 천,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,11691534,100.0
인 천,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,2545824,100.0
인 천,건설업,41~42,2021,매출액,백만원,23762357,100.0
인 천,도매 및 소매업,45~47,2021,매출액,백만원,95288282,100.0
인 천,운수 및 창고업,49~52,2021,매출액,백만원,21245738,100.0
인 천,숙박 및 음식점업,55~56,2021,매출액,백만원,8225246,100.0
인 천,정보통신업,58~63,2021,매출액,백만원,2579426,100.0
인 천,금융 및 보험업,64~66,2021,매출액,백만원,17388722,100.0
인 천,부동산업,68,2021,매출액,백만원,15355599,100.0
인 천,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,7663283,100.0
인 천,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,4609478,100.0
인 천,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,8434419,100.0
인 천,교육 서비스업,85,2021,매출액,백만원,6077650,100.0
인 천,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,9278209,100.0
인 천,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,1497533,100.0
인 천,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,2893592,100.0
광 주,전체 산업,0,2021,매출액,백만원,175689830,100.0
광 주,"농업, 임업 및 어업",01~03,2021,매출액,백만원,105377,100.0
광 주,광업,05~08,2021,매출액,백만원,8684,100.0
광 주,제조업,10~34,2021,매출액,백만원,49596738,100.0
광 주,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,3791463,100.0
광 주,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,843314,100.0
광 주,건설업,41~42,2021,매출액,백만원,24149080,100.0
광 주,도매 및 소매업,45~47,2021,매출액,백만원,35290762,100.0
광 주,운수 및 창고업,49~52,2021,매출액,백만원,5216253,100.0
광 주,숙박 및 음식점업,55~56,2021,매출액,백만원,4015958,100.0
광 주,정보통신업,58~63,2021,매출액,백만원,4151824,100.0
광 주,금융 및 보험업,64~66,2021,매출액,백만원,13996631,100.0
광 주,부동산업,68,2021,매출액,백만원,10997247,100.0
광 주,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,3074838,100.0
광 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,2726710,100.0
광 주,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,5420473,100.0
광 주,교육 서비스업,85,2021,매출액,백만원,3540459,100.0
광 주,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,5988501,100.0
광 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,897216,100.0
광 주,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,1878302,100.0
대 전,전체 산업,0,2021,매출액,백만원,151895365,100.0
대 전,"농업, 임업 및 어업",01~03,2021,매출액,백만원,80005,100.0
대 전,광업,05~08,2021,매출액,백만원,3829,100.0
대 전,제조업,10~34,2021,매출액,백만원,25339081,100.0
대 전,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,4691749,100.0
대 전,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,1580141,100.0
대 전,건설업,41~42,2021,매출액,백만원,13774733,100.0
대 전,도매 및 소매업,45~47,2021,매출액,백만원,34806324,100.0
대 전,운수 및 창고업,49~52,2021,매출액,백만원,3908702,100.0
대 전,숙박 및 음식점업,55~56,2021,매출액,백만원,4322900,100.0
대 전,정보통신업,58~63,2021,매출액,백만원,4578751,100.0
대 전,금융 및 보험업,64~66,2021,매출액,백만원,17225087,100.0
대 전,부동산업,68,2021,매출액,백만원,4647486,100.0
대 전,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,15121813,100.0
대 전,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,3181763,100.0
대 전,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,6409620,100.0
대 전,교육 서비스업,85,2021,매출액,백만원,3842429,100.0
대 전,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,5484499,100.0
대 전,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,875537,100.0
대 전,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,2020916,100.0
울 산,전체 산업,0,2021,매출액,백만원,282862685,100.0
울 산,"농업, 임업 및 어업",01~03,2021,매출액,백만원,62831,100.0
울 산,광업,05~08,2021,매출액,백만원,151891,100.0
울 산,제조업,10~34,2021,매출액,백만원,214027463,100.0
울 산,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,5407389,100.0
울 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,738642,100.0
울 산,건설업,41~42,2021,매출액,백만원,7293558,100.0
울 산,도매 및 소매업,45~47,2021,매출액,백만원,17583829,100.0
울 산,운수 및 창고업,49~52,2021,매출액,백만원,5638411,100.0
울 산,숙박 및 음식점업,55~56,2021,매출액,백만원,3279607,100.0
울 산,정보통신업,58~63,2021,매출액,백만원,1001824,100.0
울 산,금융 및 보험업,64~66,2021,매출액,백만원,8201152,100.0
울 산,부동산업,68,2021,매출액,백만원,1913406,100.0
울 산,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,3548564,100.0
울 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,1996540,100.0
울 산,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,4007297,100.0
울 산,교육 서비스업,85,2021,매출액,백만원,3054640,100.0
울 산,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,3457873,100.0
울 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,523637,100.0
울 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,974131,100.0
세 종,전체 산업,0,2021,매출액,백만원,43213337,100.0
세 종,"농업, 임업 및 어업",01~03,2021,매출액,백만원,130951,100.0
세 종,광업,05~08,2021,매출액,백만원,44022,100.0
세 종,제조업,10~34,2021,매출액,백만원,11264012,100.0
세 종,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,854083,100.0
세 종,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,210298,100.0
세 종,건설업,41~42,2021,매출액,백만원,1908140,100.0
세 종,도매 및 소매업,45~47,2021,매출액,백만원,4669606,100.0
세 종,운수 및 창고업,49~52,2021,매출액,백만원,887757,100.0
세 종,숙박 및 음식점업,55~56,2021,매출액,백만원,949262,100.0
세 종,정보통신업,58~63,2021,매출액,백만원,483218,100.0
세 종,금융 및 보험업,64~66,2021,매출액,백만원,1641497,100.0
세 종,부동산업,68,2021,매출액,백만원,2449500,100.0
세 종,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,2243306,100.0
세 종,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,432157,100.0
세 종,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,9704358,100.0
세 종,교육 서비스업,85,2021,매출액,백만원,951405,100.0
세 종,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,889758,100.0
세 종,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,3104401,100.0
세 종,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,395606,100.0
경 기,전체 산업,0,2021,매출액,백만원,1704841721,100.0
경 기,"농업, 임업 및 어업",01~03,2021,매출액,백만원,2822650,100.0
경 기,광업,05~08,2021,매출액,백만원,858598,100.0
경 기,제조업,10~34,2021,매출액,백만원,645483109,100.0
경 기,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,31051829,100.0
경 기,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,9651217,100.0
경 기,건설업,41~42,2021,매출액,백만원,92740234,100.0
경 기,도매 및 소매업,45~47,2021,매출액,백만원,377770458,100.0
경 기,운수 및 창고업,49~52,2021,매출액,백만원,64885626,100.0
경 기,숙박 및 음식점업,55~56,2021,매출액,백만원,39297465,100.0
경 기,정보통신업,58~63,2021,매출액,백만원,48599457,100.0
경 기,금융 및 보험업,64~66,2021,매출액,백만원,83567792,100.0
경 기,부동산업,68,2021,매출액,백만원,62676512,100.0
경 기,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,91658126,100.0
경 기,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,23609875,100.0
경 기,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,38323171,100.0
경 기,교육 서비스업,85,2021,매출액,백만원,28166885,100.0
경 기,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,39282043,100.0
경 기,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,9513339,100.0
경 기,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,14883335,100.0
강 원,전체 산업,0,2021,매출액,백만원,124543268,100.0
강 원,"농업, 임업 및 어업",01~03,2021,매출액,백만원,1121571,100.0
강 원,광업,05~08,2021,매출액,백만원,1440665,100.0
강 원,제조업,10~34,2021,매출액,백만원,19501122,100.0
강 원,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,8126225,100.0
강 원,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,1156345,100.0
강 원,건설업,41~42,2021,매출액,백만원,10503504,100.0
강 원,도매 및 소매업,45~47,2021,매출액,백만원,24474186,100.0
강 원,운수 및 창고업,49~52,2021,매출액,백만원,4349554,100.0
강 원,숙박 및 음식점업,55~56,2021,매출액,백만원,6476686,100.0
강 원,정보통신업,58~63,2021,매출액,백만원,1826877,100.0
강 원,금융 및 보험업,64~66,2021,매출액,백만원,11620227,100.0
강 원,부동산업,68,2021,매출액,백만원,3435850,100.0
강 원,"전문, 과학 및 기술 서비스업",70~73,2021,매출액,백만원,2832191,100.0
강 원,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,매출액,백만원,2094522,100.0
강 원,"공공행정, 국방 및 사회보장 행정",84,2021,매출액,백만원,12199326,100.0
강 원,교육 서비스업,85,2021,매출액,백만원,4079190,100.0
강 원,보건업 및 사회복지 서비스업,86~87,2021,매출액,백만원,5035725,100.0
강 원,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,매출액,백만원,2455203,100.0
강 원,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,매출액,백만원,1814299,100.0
충 북,전체 산업,0,2021,매출액,백만원,237093905,100.0
충 북,"농업, 임업 및 어업",01~03,2021,매출액,백만원,1579068,100.0
충 북,광업,05~08,2021,매출액,백만원,417268,100.0
충 북,제조업,10~34,2021,매출액,백만원,133619220,100.0
충 북,"전기, 가스, 증기 및 공기조절 공급업",35,2021,매출액,백만원,3592335,100.0
충 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,매출액,백만원,1895103,100.0
충 북,건설업,41~42,2021,매출액,백만원,11627399,100.0
충 북,도매 및 소매업,45~47,2021,매출액,백만원,28535447,100.0
충 북,운수 및 창고업,49~52,2021,매출액,백만원,6981204,100.0
충 북,숙박 및 음식점업,55~56,2021,매출액,백만원,5114234,100.0
