행정구역별,산업별,산업코드,연도,지표,단위,값,지수
광 주,운수 및 창고업,49~52,2023,사업체수,개,20126,106.0
광 주,숙박 및 음식점업,55~56,2023,사업체수,개,22065,97.95
광 주,정보통신업,58~63,2023,사업체수,개,2066,113.52
광 주,금융 및 보험업,64~66,2023,사업체수,개,2048,101.74
광 주,부동산업,68,2023,사업체수,개,9150,98.05
광 주,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,6117,106.16
광 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,3910,97.53
광 주,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,287,100.35
광 주,교육 서비스업,85,2023,사업체수,개,8337,104.47
광 주,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,5496,103.39
광 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,4465,96.42
광 주,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,17023,108.49
대 전,전체 산업,0,2023,사업체수,개,167782,102.25
대 전,"농업, 임업 및 어업",01~03,2023,사업체수,개,84,87.5
대 전,광업,05~08,2023,사업체수,개,8,80.0
대 전,제조업,10~34,2023,사업체수,개,10302,93.26
대 전,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,508,111.65
대 전,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,231,100.43
대 전,건설업,41~42,2023,사업체수,개,13622,103.63
대 전,도매 및 소매업,45~47,2023,사업체수,개,45395,103.18
대 전,운수 및 창고업,49~52,2023,사업체수,개,18298,101.66
대 전,숙박 및 음식점업,55~56,2023,사업체수,개,23164,99.17
대 전,정보통신업,58~63,2023,사업체수,개,3364,116.08
대 전,금융 및 보험업,64~66,2023,사업체수,개,1682,100.06
대 전,부동산업,68,2023,사업체수,개,7208,98.78
대 전,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,6042,104.06
대 전,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,3964,100.25
대 전,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,286,97.95
대 전,교육 서비스업,85,2023,사업체수,개,7952,107.72
대 전,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,5219,101.52
대 전,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,4363,102.66
대 전,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,16090,106.83
울 산,전체 산업,0,2023,사업체수,개,116666,101.09
울 산,"농업, 임업 및 어업",01~03,2023,사업체수,개,120,118.81
울 산,광업,05~08,2023,사업체수,개,15,93.75
울 산,제조업,10~34,2023,사업체수,개,9313,92.9
울 산,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,329,124.62
울 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,330,105.1
울 산,건설업,41~42,2023,사업체수,개,10278,103.51
울 산,도매 및 소매업,45~47,2023,사업체수,개,26733,102.81
울 산,운수 및 창고업,49~52,2023,사업체수,개,12828,101.64
울 산,숙박 및 음식점업,55~56,2023,사업체수,개,19964,97.3
울 산,정보통신업,58~63,2023,사업체수,개,916,118.5
울 산,금융 및 보험업,64~66,2023,사업체수,개,1061,94.48
울 산,부동산업,68,2023,사업체수,개,4776,97.23
울 산,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,3327,105.42
울 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,2527,93.84
울 산,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,218,98.64
울 산,교육 서비스업,85,2023,사업체수,개,6279,106.24
울 산,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,3170,102.06
울 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,3224,102.58
울 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,11258,106.42
세 종,전체 산업,0,2023,사업체수,개,34099,111.88
세 종,"농업, 임업 및 어업",01~03,2023,사업체수,개,85,97.7
세 종,광업,05~08,2023,사업체수,개,9,112.5
세 종,제조업,10~34,2023,사업체수,개,1870,101.58
세 종,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,393,113.26
세 종,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,108,106.93
세 종,건설업,41~42,2023,사업체수,개,2320,104.79
세 종,도매 및 소매업,45~47,2023,사업체수,개,7288,115.5
세 종,운수 및 창고업,49~52,2023,사업체수,개,2568,115.16
세 종,숙박 및 음식점업,55~56,2023,사업체수,개,4829,105.37
세 종,정보통신업,58~63,2023,사업체수,개,975,137.71
세 종,금융 및 보험업,64~66,2023,사업체수,개,277,108.63
세 종,부동산업,68,2023,사업체수,개,2741,99.85
세 종,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,1497,121.02
세 종,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,848,108.44
세 종,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,171,103.64
세 종,교육 서비스업,85,2023,사업체수,개,3214,121.7
세 종,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,1128,111.02
세 종,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,965,110.92
세 종,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,2813,120.32
경 기,전체 산업,0,2023,사업체수,개,1562116,105.47
경 기,"농업, 임업 및 어업",01~03,2023,사업체수,개,1667,101.09
경 기,광업,05~08,2023,사업체수,개,106,91.38
경 기,제조업,10~34,2023,사업체수,개,171187,92.82
경 기,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,7698,126.4
경 기,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,3658,103.39
경 기,건설업,41~42,2023,사업체수,개,117019,102.75
경 기,도매 및 소매업,45~47,2023,사업체수,개,406623,108.03
경 기,운수 및 창고업,49~52,2023,사업체수,개,178600,114.63
경 기,숙박 및 음식점업,55~56,2023,사업체수,개,183285,101.12
경 기,정보통신업,58~63,2023,사업체수,개,37078,117.62
경 기,금융 및 보험업,64~66,2023,사업체수,개,10355,100.96
경 기,부동산업,68,2023,사업체수,개,83842,104.71
경 기,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,58767,110.76
경 기,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,35486,98.22
경 기,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,2034,101.5
경 기,교육 서비스업,85,2023,사업체수,개,72609,112.38
경 기,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,39791,103.99
경 기,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,37748,105.56
경 기,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,114563,107.87
강 원,전체 산업,0,2023,사업체수,개,209314,104.47
강 원,"농업, 임업 및 어업",01~03,2023,사업체수,개,963,99.9
강 원,광업,05~08,2023,사업체수,개,203,94.86
강 원,제조업,10~34,2023,사업체수,개,10426,97.6
강 원,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,6801,124.67
강 원,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,672,105.33
강 원,건설업,41~42,2023,사업체수,개,25072,104.28
강 원,도매 및 소매업,45~47,2023,사업체수,개,45006,101.78
강 원,운수 및 창고업,49~52,2023,사업체수,개,16249,109.99
강 원,숙박 및 음식점업,55~56,2023,사업체수,개,43926,101.87
강 원,정보통신업,58~63,2023,사업체수,개,1929,90.39
강 원,금융 및 보험업,64~66,2023,사업체수,개,1811,99.02
강 원,부동산업,68,2023,사업체수,개,6266,105.99
강 원,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,4990,111.83
강 원,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,4442,103.09
강 원,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,827,101.1
강 원,교육 서비스업,85,2023,사업체수,개,8183,107.46
강 원,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,5646,105.28
강 원,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,5616,104.25
강 원,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,20286,110.08
충 북,전체 산업,0,2023,사업체수,개,203356,104.52
충 북,"농업, 임업 및 어업",01~03,2023,사업체수,개,861,103.36
충 북,광업,05~08,2023,사업체수,개,106,93.81
충 북,제조업,10~34,2023,사업체수,개,18189,97.56
충 북,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,8180,129.39
충 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,716,103.77
충 북,건설업,41~42,2023,사업체수,개,21484,104.22
충 북,도매 및 소매업,45~47,2023,사업체수,개,44092,100.85
충 북,운수 및 창고업,49~52,2023,사업체수,개,21338,110.67
충 북,숙박 및 음식점업,55~56,2023,사업체수,개,31440,99.98
충 북,정보통신업,58~63,2023,사업체수,개,1949,139.02
충 북,금융 및 보험업,64~66,2023,사업체수,개,1546,100.91
충 북,부동산업,68,2023,사업체수,개,6754,103.96
충 북,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,4845,109.32
충 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,4698,100.36
충 북,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,576,100.52
충 북,교육 서비스업,85,2023,사업체수,개,7567,108.92
충 북,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,5411,103.64
충 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,5049,104.15
충 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,18555,110.67
충 남,전체 산업,0,2023,사업체수,개,276134,105.69
충 남,"농업, 임업 및 어업",01~03,2023,사업체수,개,1666,105.18
충 남,광업,05~08,2023,사업체수,개,113,86.26
충 남,제조업,10~34,2023,사업체수,개,24019,97.23
충 남,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,15615,124.05
충 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,857,100.47
충 남,건설업,41~42,2023,사업체수,개,27444,106.6
충 남,도매 및 소매업,45~47,2023,사업체수,개,62559,103.42
충 남,운수 및 창고업,49~52,2023,사업체수,개,25056,107.83
충 남,숙박 및 음식점업,55~56,2023,사업체수,개,42097,101.52
충 남,정보통신업,58~63,2023,사업체수,개,2608,132.39
충 남,금융 및 보험업,64~66,2023,사업체수,개,2050,101.89
충 남,부동산업,68,2023,사업체수,개,9777,105.0
충 남,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,6261,109.96
충 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,6185,105.55
충 남,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,775,100.13
충 남,교육 서비스업,85,2023,사업체수,개,10179,110.68
충 남,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,7229,103.51
충 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,6245,103.98
충 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,25399,112.11
전 북,전체 산업,0,2023,사업체수,개,239757,103.62
전 북,"농업, 임업 및 어업",01~03,2023,사업체수,개,1413,93.64
전 북,광업,05~08,2023,사업체수,개,99,85.34
전 북,제조업,10~34,2023,사업체수,개,15570,95.03
전 북,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,25570,117.43
전 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,639,104.24
전 북,건설업,41~42,2023,사업체수,개,23170,102.42
전 북,도매 및 소매업,45~47,2023,사업체수,개,52432,98.67
전 북,운수 및 창고업,49~52,2023,사업체수,개,22586,109.02
전 북,숙박 및 음식점업,55~56,2023,사업체수,개,31373,100.14
전 북,정보통신업,58~63,2023,사업체수,개,1815,111.42
전 북,금융 및 보험업,64~66,2023,사업체수,개,2125,101.24
전 북,부동산업,68,2023,사업체수,개,6970,98.03
전 북,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,5380,102.93
전 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,4145,95.79
전 북,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,931,100.54
전 북,교육 서비스업,85,2023,사업체수,개,9383,103.55
전 북,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,7041,103.8
전 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,5037,103.71
전 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,24078,113.81
전 남,전체 산업,0,2023,사업체수,개,243020,103.55
전 남,"농업, 임업 및 어업",01~03,2023,사업체수,개,2057,90.18
전 남,광업,05~08,2023,사업체수,개,848,88.15
전 남,제조업,10~34,2023,사업체수,개,16993,97.57
전 남,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,16045,125.01
전 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,821,102.63
전 남,건설업,41~42,2023,사업체수,개,26314,105.81
전 남,도매 및 소매업,45~47,2023,사업체수,개,54466,99.39
전 남,운수 및 창고업,49~52,2023,사업체수,개,24616,101.17
전 남,숙박 및 음식점업,55~56,2023,사업체수,개,37127,100.18
전 남,정보통신업,58~63,2023,사업체수,개,1772,111.73
전 남,금융 및 보험업,64~66,2023,사업체수,개,1938,98.68
전 남,부동산업,68,2023,사업체수,개,5470,104.21
전 남,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,4716,106.17
전 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,4381,99.55
전 남,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,1292,100.08
전 남,교육 서비스업,85,2023,사업체수,개,8124,106.52
전 남,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,6657,104.7
전 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,5180,105.05
전 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,24203,112.67
경 북,전체 산업,0,2023,사업체수,개,336555,102.4
경 북,"농업, 임업 및 어업",01~03,2023,사업체수,개,1271,102.83
경 북,광업,05~08,2023,사업체수,개,174,88.78
경 북,제조업,10~34,2023,사업체수,개,35501,93.68
경 북,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,15073,130.49
경 북,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,1243,99.76
경 북,건설업,41~42,2023,사업체수,개,33756,104.12
경 북,도매 및 소매업,45~47,2023,사업체수,개,73945,100.7
경 북,운수 및 창고업,49~52,2023,사업체수,개,33831,104.12
경 북,숙박 및 음식점업,55~56,2023,사업체수,개,54980,99.27
경 북,정보통신업,58~63,2023,사업체수,개,2449,116.12
경 북,금융 및 보험업,64~66,2023,사업체수,개,2628,97.26
경 북,부동산업,68,2023,사업체수,개,8705,100.78
경 북,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,6466,105.16
경 북,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,5941,97.84
경 북,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,1283,98.01
경 북,교육 서비스업,85,2023,사업체수,개,12585,106.45
경 북,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,8441,100.9
경 북,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,7028,102.96
경 북,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,31255,108.48
경 남,전체 산업,0,2023,사업체수,개,399164,101.67
경 남,"농업, 임업 및 어업",01~03,2023,사업체수,개,1149,108.7
경 남,광업,05~08,2023,사업체수,개,86,77.48
경 남,제조업,10~34,2023,사업체수,개,46864,94.75
경 남,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,7643,128.95
경 남,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,1268,100.63
경 남,건설업,41~42,2023,사업체수,개,33704,103.92
경 남,도매 및 소매업,45~47,2023,사업체수,개,90637,100.62
경 남,운수 및 창고업,49~52,2023,사업체수,개,38517,107.03
경 남,숙박 및 음식점업,55~56,2023,사업체수,개,67454,98.09
경 남,정보통신업,58~63,2023,사업체수,개,2961,118.72
경 남,금융 및 보험업,64~66,2023,사업체수,개,3287,99.31
경 남,부동산업,68,2023,사업체수,개,13607,99.5
경 남,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,9562,104.16
경 남,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,7737,92.16
경 남,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,1104,100.36
경 남,교육 서비스업,85,2023,사업체수,개,17966,105.65
경 남,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,10380,102.18
경 남,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,8344,103.37
경 남,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,36894,108.05
제 주,전체 산업,0,2023,사업체수,개,99122,103.11
제 주,"농업, 임업 및 어업",01~03,2023,사업체수,개,719,95.23
제 주,광업,05~08,2023,사업체수,개,11,100.0
제 주,제조업,10~34,2023,사업체수,개,3410,92.06
제 주,"전기, 가스, 증기 및 공기조절 공급업",35,2023,사업체수,개,1121,100.18
제 주,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,사업체수,개,196,103.16
제 주,건설업,41~42,2023,사업체수,개,9597,101.73
제 주,도매 및 소매업,45~47,2023,사업체수,개,21986,100.52
제 주,운수 및 창고업,49~52,2023,사업체수,개,8429,104.37
제 주,숙박 및 음식점업,55~56,2023,사업체수,개,24251,103.33
제 주,정보통신업,58~63,2023,사업체수,개,1083,112.0
제 주,금융 및 보험업,64~66,2023,사업체수,개,881,102.32
제 주,부동산업,68,2023,사업체수,개,4095,102.97
제 주,"전문, 과학 및 기술 서비스업",70~73,2023,사업체수,개,2975,107.28
제 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,사업체수,개,2880,97.26
제 주,"공공행정, 국방 및 사회보장 행정",84,2023,사업체수,개,227,101.34
제 주,교육 서비스업,85,2023,사업체수,개,4217,111.3
제 주,보건업 및 사회복지 서비스업,86~87,2023,사업체수,개,2300,106.48
제 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,사업체수,개,2784,105.26
제 주,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,사업체수,개,7960,111.42
전 국,전체 산업,0,2023,종사자수,명,25445897,102.06
전 국,"농업, 임업 및 어업",01~03,2023,종사자수,명,65192,98.53
전 국,광업,05~08,2023,종사자수,명,13232,89.03
전 국,제조업,10~34,2023,종사자수,명,4156969,98.56
전 국,"전기, 가스, 증기 및 공기조절 공급업",35,2023,종사자수,명,175313,111.67
전 국,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,종사자수,명,131801,98.97
전 국,건설업,41~42,2023,종사자수,명,1923114,96.76
전 국,도매 및 소매업,45~47,2023,종사자수,명,3574852,97.46
전 국,운수 및 창고업,49~52,2023,종사자수,명,1427375,104.84
전 국,숙박 및 음식점업,55~56,2023,종사자수,명,2298936,109.05
전 국,정보통신업,58~63,2023,종사자수,명,873769,105.02
전 국,금융 및 보험업,64~66,2023,종사자수,명,703095,99.02
전 국,부동산업,68,2023,종사자수,명,674587,95.97
전 국,"전문, 과학 및 기술 서비스업",70~73,2023,종사자수,명,1492837,106.26
전 국,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,종사자수,명,1338595,102.91
전 국,"공공행정, 국방 및 사회보장 행정",84,2023,종사자수,명,929279,103.56
전 국,교육 서비스업,85,2023,종사자수,명,1718615,101.87
전 국,보건업 및 사회복지 서비스업,86~87,2023,종사자수,명,2567968,108.94
전 국,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,종사자수,명,455369,107.95
전 국,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,종사자수,명,924999,102.34
서 울,전체 산업,0,2023,종사자수,명,5800617,100.51
서 울,"농업, 임업 및 어업",01~03,2023,종사자수,명,522,69.32
서 울,광업,05~08,2023,종사자수,명,141,104.44
서 울,제조업,10~34,2023,종사자수,명,241919,90.44
서 울,"전기, 가스, 증기 및 공기조절 공급업",35,2023,종사자수,명,7368,107.2
서 울,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,종사자수,명,10599,99.9
서 울,건설업,41~42,2023,종사자수,명,408445,90.96
서 울,도매 및 소매업,45~47,2023,종사자수,명,950356,94.18
서 울,운수 및 창고업,49~52,2023,종사자수,명,285491,104.01
서 울,숙박 및 음식점업,55~56,2023,종사자수,명,462916,109.16
서 울,정보통신업,58~63,2023,종사자수,명,507543,103.45
서 울,금융 및 보험업,64~66,2023,종사자수,명,288023,98.07
서 울,부동산업,68,2023,종사자수,명,193591,94.26
서 울,"전문, 과학 및 기술 서비스업",70~73,2023,종사자수,명,628504,105.14
서 울,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,종사자수,명,524790,106.45
서 울,"공공행정, 국방 및 사회보장 행정",84,2023,종사자수,명,163456,101.42
서 울,교육 서비스업,85,2023,종사자수,명,364171,100.69
서 울,보건업 및 사회복지 서비스업,86~87,2023,종사자수,명,486955,108.12
서 울,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,종사자수,명,91995,103.96
서 울,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,종사자수,명,183832,98.57
부 산,전체 산업,0,2023,종사자수,명,1555085,100.69
부 산,"농업, 임업 및 어업",01~03,2023,종사자수,명,2915,105.73
부 산,광업,05~08,2023,종사자수,명,32,37.65
부 산,제조업,10~34,2023,종사자수,명,205191,96.32
부 산,"전기, 가스, 증기 및 공기조절 공급업",35,2023,종사자수,명,4428,107.22
부 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,종사자수,명,7695,97.34
부 산,건설업,41~42,2023,종사자수,명,115039,92.81
부 산,도매 및 소매업,45~47,2023,종사자수,명,240302,97.2
부 산,운수 및 창고업,49~52,2023,종사자수,명,132691,100.71
부 산,숙박 및 음식점업,55~56,2023,종사자수,명,158094,110.62
부 산,정보통신업,58~63,2023,종사자수,명,22775,106.62
부 산,금융 및 보험업,64~66,2023,종사자수,명,48280,98.83
부 산,부동산업,68,2023,종사자수,명,46384,97.16
부 산,"전문, 과학 및 기술 서비스업",70~73,2023,종사자수,명,59574,101.56
부 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,종사자수,명,78448,99.71
부 산,"공공행정, 국방 및 사회보장 행정",84,2023,종사자수,명,52920,100.89
부 산,교육 서비스업,85,2023,종사자수,명,104913,100.36
부 산,보건업 및 사회복지 서비스업,86~87,2023,종사자수,명,190746,108.33
부 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,종사자수,명,25159,110.71
부 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,종사자수,명,59499,99.69
대 구,전체 산업,0,2023,종사자수,명,1028785,102.41
대 구,"농업, 임업 및 어업",01~03,2023,종사자수,명,575,147.81
대 구,광업,05~08,2023,종사자수,명,84,365.22
대 구,제조업,10~34,2023,종사자수,명,164964,97.14
대 구,"전기, 가스, 증기 및 공기조절 공급업",35,2023,종사자수,명,4014,121.34
대 구,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,종사자수,명,4670,104.06
대 구,건설업,41~42,2023,종사자수,명,73138,97.06
대 구,도매 및 소매업,45~47,2023,종사자수,명,155834,97.89
대 구,운수 및 창고업,49~52,2023,종사자수,명,59657,106.11
대 구,숙박 및 음식점업,55~56,2023,종사자수,명,97701,110.01
대 구,정보통신업,58~63,2023,종사자수,명,16924,102.17
대 구,금융 및 보험업,64~66,2023,종사자수,명,31052,102.0
대 구,부동산업,68,2023,종사자수,명,28935,94.99
대 구,"전문, 과학 및 기술 서비스업",70~73,2023,종사자수,명,36467,105.45
대 구,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,종사자수,명,45788,106.16
대 구,"공공행정, 국방 및 사회보장 행정",84,2023,종사자수,명,36921,107.18
대 구,교육 서비스업,85,2023,종사자수,명,82152,100.25
대 구,보건업 및 사회복지 서비스업,86~87,2023,종사자수,명,132104,111.41
대 구,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,종사자수,명,16255,105.33
대 구,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,종사자수,명,41550,100.43
인 천,전체 산업,0,2023,종사자수,명,1258759,102.89
인 천,"농업, 임업 및 어업",01~03,2023,종사자수,명,488,75.31
인 천,광업,05~08,2023,종사자수,명,437,85.69
인 천,제조업,10~34,2023,종사자수,명,246065,98.29
인 천,"전기, 가스, 증기 및 공기조절 공급업",35,2023,종사자수,명,4462,96.08
인 천,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,종사자수,명,7695,97.91
인 천,건설업,41~42,2023,종사자수,명,84452,96.66
인 천,도매 및 소매업,45~47,2023,종사자수,명,174170,100.62
인 천,운수 및 창고업,49~52,2023,종사자수,명,100101,105.1
인 천,숙박 및 음식점업,55~56,2023,종사자수,명,114430,110.97
인 천,정보통신업,58~63,2023,종사자수,명,15766,105.75
인 천,금융 및 보험업,64~66,2023,종사자수,명,22316,98.32
인 천,부동산업,68,2023,종사자수,명,32141,97.68
인 천,"전문, 과학 및 기술 서비스업",70~73,2023,종사자수,명,43550,100.45
인 천,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,종사자수,명,66620,102.92
인 천,"공공행정, 국방 및 사회보장 행정",84,2023,종사자수,명,46540,106.71
인 천,교육 서비스업,85,2023,종사자수,명,81747,103.01
인 천,보건업 및 사회복지 서비스업,86~87,2023,종사자수,명,150562,111.12
인 천,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,종사자수,명,21528,111.49
인 천,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2023,종사자수,명,45689,103.31
광 주,전체 산업,0,2023,종사자수,명,678748,100.37
광 주,"농업, 임업 및 어업",01~03,2023,종사자수,명,517,117.23
광 주,광업,05~08,2023,종사자수,명,33,82.5
광 주,제조업,10~34,2023,종사자수,명,82335,94.29
광 주,"전기, 가스, 증기 및 공기조절 공급업",35,2023,종사자수,명,3354,103.42
광 주,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2023,종사자수,명,2765,105.21
광 주,건설업,41~42,2023,종사자수,명,72871,96.78
광 주,도매 및 소매업,45~47,2023,종사자수,명,91836,95.53
광 주,운수 및 창고업,49~52,2023,종사자수,명,38656,102.89
광 주,숙박 및 음식점업,55~56,2023,종사자수,명,59294,107.8
광 주,정보통신업,58~63,2023,종사자수,명,10619,82.52
광 주,금융 및 보험업,64~66,2023,종사자수,명,20870,95.84
광 주,부동산업,68,2023,종사자수,명,22009,86.11
광 주,"전문, 과학 및 기술 서비스업",70~73,2023,종사자수,명,29279,118.78
광 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2023,종사자수,명,33069,103.69
광 주,"공공행정, 국방 및 사회보장 행정",84,2023,종사자수,명,24122,102.93
광 주,교육 서비스업,85,2023,종사자수,명,52509,101.98
광 주,보건업 및 사회복지 서비스업,86~87,2023,종사자수,명,93458,106.91
광 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2023,종사자수,명,11758,101.76
