연도,품목,지역,구분,물동량_톤
2022,"펄프, 종이 및 종이제품",세종,반입,606139
2022,"펄프, 종이 및 종이제품",세종,반출,113765
2022,"펄프, 종이 및 종이제품",세종,합계,719904
2022,"펄프, 종이 및 종이제품",대전,반입,1811078
2022,"펄프, 종이 및 종이제품",대전,반출,22282
2022,"펄프, 종이 및 종이제품",대전,합계,1833360
2022,"펄프, 종이 및 종이제품",울산,반입,1653700
2022,"펄프, 종이 및 종이제품",울산,반출,44909
2022,"펄프, 종이 및 종이제품",울산,합계,1698609
2022,"펄프, 종이 및 종이제품",경기,반입,1676723
2022,"펄프, 종이 및 종이제품",경기,반출,19471227
2022,"펄프, 종이 및 종이제품",경기,합계,21147950
2022,"펄프, 종이 및 종이제품",강원,반입,553551
2022,"펄프, 종이 및 종이제품",강원,반출,851787
2022,"펄프, 종이 및 종이제품",강원,합계,1405338
2022,"펄프, 종이 및 종이제품",충북,반입,1421036
2022,"펄프, 종이 및 종이제품",충북,반출,6827691
2022,"펄프, 종이 및 종이제품",충북,합계,8248727
2022,"펄프, 종이 및 종이제품",충남,반입,3568854
2022,"펄프, 종이 및 종이제품",충남,반출,672390
2022,"펄프, 종이 및 종이제품",충남,합계,4241244
2022,"펄프, 종이 및 종이제품",전북,반입,1701665
2022,"펄프, 종이 및 종이제품",전북,반출,1019516
2022,"펄프, 종이 및 종이제품",전북,합계,2721181
2022,"펄프, 종이 및 종이제품",전남,반입,965165
2022,"펄프, 종이 및 종이제품",전남,반출,47648
2022,"펄프, 종이 및 종이제품",전남,합계,1012813
2022,"펄프, 종이 및 종이제품",경북,반입,2512037
2022,"펄프, 종이 및 종이제품",경북,반출,547445
2022,"펄프, 종이 및 종이제품",경북,합계,3059482
2022,"펄프, 종이 및 종이제품",경남,반입,3026413
2022,"펄프, 종이 및 종이제품",경남,반출,327908
2022,"펄프, 종이 및 종이제품",경남,합계,3354321
2022,"펄프, 종이 및 종이제품",제주,반입,0
2022,"펄프, 종이 및 종이제품",제주,반출,0
2022,"펄프, 종이 및 종이제품",제주,합계,0
2022,인쇄 및 기록매체,서울,반입,203524
2022,인쇄 및 기록매체,서울,반출,214645
2022,인쇄 및 기록매체,서울,합계,418169
2022,인쇄 및 기록매체,부산,반입,50957
2022,인쇄 및 기록매체,부산,반출,13888
2022,인쇄 및 기록매체,부산,합계,64845
2022,인쇄 및 기록매체,대구,반입,36645
2022,인쇄 및 기록매체,대구,반출,41492
2022,인쇄 및 기록매체,대구,합계,78137
2022,인쇄 및 기록매체,인천,반입,58920
2022,인쇄 및 기록매체,인천,반출,24676
2022,인쇄 및 기록매체,인천,합계,83596
2022,인쇄 및 기록매체,광주,반입,24350
2022,인쇄 및 기록매체,광주,반출,8428
2022,인쇄 및 기록매체,광주,합계,32778
2022,인쇄 및 기록매체,세종,반입,14614
2022,인쇄 및 기록매체,세종,반출,8942
2022,인쇄 및 기록매체,세종,합계,23556
2022,인쇄 및 기록매체,대전,반입,44613
2022,인쇄 및 기록매체,대전,반출,30163
2022,인쇄 및 기록매체,대전,합계,74776
2022,인쇄 및 기록매체,울산,반입,60690
2022,인쇄 및 기록매체,울산,반출,147
2022,인쇄 및 기록매체,울산,합계,60837
2022,인쇄 및 기록매체,경기,반입,241509
2022,인쇄 및 기록매체,경기,반출,314963
2022,인쇄 및 기록매체,경기,합계,556472
2022,인쇄 및 기록매체,강원,반입,14138
2022,인쇄 및 기록매체,강원,반출,4164
2022,인쇄 및 기록매체,강원,합계,18302
2022,인쇄 및 기록매체,충북,반입,63360
2022,인쇄 및 기록매체,충북,반출,9636
2022,인쇄 및 기록매체,충북,합계,72996
2022,인쇄 및 기록매체,충남,반입,38193
2022,인쇄 및 기록매체,충남,반출,306235
2022,인쇄 및 기록매체,충남,합계,344428
2022,인쇄 및 기록매체,전북,반입,27016
2022,인쇄 및 기록매체,전북,반출,6003
2022,인쇄 및 기록매체,전북,합계,33019
2022,인쇄 및 기록매체,전남,반입,32962
2022,인쇄 및 기록매체,전남,반출,5039
2022,인쇄 및 기록매체,전남,합계,38001
2022,인쇄 및 기록매체,경북,반입,67370
2022,인쇄 및 기록매체,경북,반출,17271
2022,인쇄 및 기록매체,경북,합계,84641
2022,인쇄 및 기록매체,경남,반입,68641
2022,인쇄 및 기록매체,경남,반출,41810
2022,인쇄 및 기록매체,경남,합계,110451
2022,인쇄 및 기록매체,제주,반입,0
2022,인쇄 및 기록매체,제주,반출,0
2022,인쇄 및 기록매체,제주,합계,0
2022,"코크스, 연탄 및 석유정제품",서울,반입,5415243
2022,"코크스, 연탄 및 석유정제품",서울,반출,166807
2022,"코크스, 연탄 및 석유정제품",서울,합계,5582050
2022,"코크스, 연탄 및 석유정제품",부산,반입,1633364
2022,"코크스, 연탄 및 석유정제품",부산,반출,5267227
2022,"코크스, 연탄 및 석유정제품",부산,합계,6900591
2022,"코크스, 연탄 및 석유정제품",대구,반입,564539
2022,"코크스, 연탄 및 석유정제품",대구,반출,11007
2022,"코크스, 연탄 및 석유정제품",대구,합계,575546
2022,"코크스, 연탄 및 석유정제품",인천,반입,2232821
2022,"코크스, 연탄 및 석유정제품",인천,반출,4033541
2022,"코크스, 연탄 및 석유정제품",인천,합계,6266362
2022,"코크스, 연탄 및 석유정제품",광주,반입,2455482
2022,"코크스, 연탄 및 석유정제품",광주,반출,8426
2022,"코크스, 연탄 및 석유정제품",광주,합계,2463908
2022,"코크스, 연탄 및 석유정제품",세종,반입,62408
2022,"코크스, 연탄 및 석유정제품",세종,반출,0
2022,"코크스, 연탄 및 석유정제품",세종,합계,62408
2022,"코크스, 연탄 및 석유정제품",대전,반입,757350
2022,"코크스, 연탄 및 석유정제품",대전,반출,14385
2022,"코크스, 연탄 및 석유정제품",대전,합계,771735
2022,"코크스, 연탄 및 석유정제품",울산,반입,15637438
2022,"코크스, 연탄 및 석유정제품",울산,반출,1293349
2022,"코크스, 연탄 및 석유정제품",울산,합계,16930787
2022,"코크스, 연탄 및 석유정제품",경기,반입,4186620
2022,"코크스, 연탄 및 석유정제품",경기,반출,1001349
2022,"코크스, 연탄 및 석유정제품",경기,합계,5187969
2022,"코크스, 연탄 및 석유정제품",강원,반입,336194
2022,"코크스, 연탄 및 석유정제품",강원,반출,1604271
2022,"코크스, 연탄 및 석유정제품",강원,합계,1940465
2022,"코크스, 연탄 및 석유정제품",충북,반입,105146
2022,"코크스, 연탄 및 석유정제품",충북,반출,20473168
2022,"코크스, 연탄 및 석유정제품",충북,합계,20578314
2022,"코크스, 연탄 및 석유정제품",충남,반입,3762907
2022,"코크스, 연탄 및 석유정제품",충남,반출,3032594
2022,"코크스, 연탄 및 석유정제품",충남,합계,6795501
2022,"코크스, 연탄 및 석유정제품",전북,반입,622447
2022,"코크스, 연탄 및 석유정제품",전북,반출,211532
2022,"코크스, 연탄 및 석유정제품",전북,합계,833979
2022,"코크스, 연탄 및 석유정제품",전남,반입,5678698
2022,"코크스, 연탄 및 석유정제품",전남,반출,4183204
2022,"코크스, 연탄 및 석유정제품",전남,합계,9861902
2022,"코크스, 연탄 및 석유정제품",경북,반입,1092206
2022,"코크스, 연탄 및 석유정제품",경북,반출,1114375
2022,"코크스, 연탄 및 석유정제품",경북,합계,2206581
2022,"코크스, 연탄 및 석유정제품",경남,반입,2375291
2022,"코크스, 연탄 및 석유정제품",경남,반출,4502919
2022,"코크스, 연탄 및 석유정제품",경남,합계,6878210
2022,"코크스, 연탄 및 석유정제품",제주,반입,0
2022,"코크스, 연탄 및 석유정제품",제주,반출,0
2022,"코크스, 연탄 및 석유정제품",제주,합계,0
2022,화합물 및 화학제품,서울,반입,1415604
2022,화합물 및 화학제품,서울,반출,106877
2022,화합물 및 화학제품,서울,합계,1522481
2022,화합물 및 화학제품,부산,반입,1173765
2022,화합물 및 화학제품,부산,반출,161486
2022,화합물 및 화학제품,부산,합계,1335251
2022,화합물 및 화학제품,대구,반입,960941
2022,화합물 및 화학제품,대구,반출,21327
2022,화합물 및 화학제품,대구,합계,982268
2022,화합물 및 화학제품,인천,반입,2126771
2022,화합물 및 화학제품,인천,반출,814739
2022,화합물 및 화학제품,인천,합계,2941510
2022,화합물 및 화학제품,광주,반입,577724
2022,화합물 및 화학제품,광주,반출,65710
2022,화합물 및 화학제품,광주,합계,643434
2022,화합물 및 화학제품,세종,반입,311134
2022,화합물 및 화학제품,세종,반출,449077
2022,화합물 및 화학제품,세종,합계,760211
2022,화합물 및 화학제품,대전,반입,816542
2022,화합물 및 화학제품,대전,반출,50892
2022,화합물 및 화학제품,대전,합계,867434
2022,화합물 및 화학제품,울산,반입,7829099
2022,화합물 및 화학제품,울산,반출,700223
2022,화합물 및 화학제품,울산,합계,8529322
2022,화합물 및 화학제품,경기,반입,2230256
2022,화합물 및 화학제품,경기,반출,22021203
2022,화합물 및 화학제품,경기,합계,24251459
2022,화합물 및 화학제품,강원,반입,369612
2022,화합물 및 화학제품,강원,반출,1944181
2022,화합물 및 화학제품,강원,합계,2313793
2022,화합물 및 화학제품,충북,반입,2190167
2022,화합물 및 화학제품,충북,반출,3066565
2022,화합물 및 화학제품,충북,합계,5256732
2022,화합물 및 화학제품,충남,반입,6566466
2022,화합물 및 화학제품,충남,반출,1967634
2022,화합물 및 화학제품,충남,합계,8534100
2022,화합물 및 화학제품,전북,반입,1478797
2022,화합물 및 화학제품,전북,반출,4160022
2022,화합물 및 화학제품,전북,합계,5638819
2022,화합물 및 화학제품,전남,반입,6844295
2022,화합물 및 화학제품,전남,반출,2914457
2022,화합물 및 화학제품,전남,합계,9758752
2022,화합물 및 화학제품,경북,반입,3524304
2022,화합물 및 화학제품,경북,반출,1414337
2022,화합물 및 화학제품,경북,합계,4938641
2022,화합물 및 화학제품,경남,반입,2340698
2022,화합물 및 화학제품,경남,반출,897445
2022,화합물 및 화학제품,경남,합계,3238143
2022,화합물 및 화학제품,제주,반입,0
2022,화합물 및 화학제품,제주,반출,0
2022,화합물 및 화학제품,제주,합계,0
2022,고무제품 및 플라스틱 제품,서울,반입,727080
2022,고무제품 및 플라스틱 제품,서울,반출,196954
2022,고무제품 및 플라스틱 제품,서울,합계,924034
2022,고무제품 및 플라스틱 제품,부산,반입,436052
2022,고무제품 및 플라스틱 제품,부산,반출,424396
2022,고무제품 및 플라스틱 제품,부산,합계,860448
2022,고무제품 및 플라스틱 제품,대구,반입,302173
2022,고무제품 및 플라스틱 제품,대구,반출,333330
2022,고무제품 및 플라스틱 제품,대구,합계,635503
2022,고무제품 및 플라스틱 제품,인천,반입,580525
2022,고무제품 및 플라스틱 제품,인천,반출,235554
2022,고무제품 및 플라스틱 제품,인천,합계,816079
2022,고무제품 및 플라스틱 제품,광주,반입,194235
2022,고무제품 및 플라스틱 제품,광주,반출,1478023
2022,고무제품 및 플라스틱 제품,광주,합계,1672258
2022,고무제품 및 플라스틱 제품,세종,반입,101693
2022,고무제품 및 플라스틱 제품,세종,반출,143080
2022,고무제품 및 플라스틱 제품,세종,합계,244773
2022,고무제품 및 플라스틱 제품,대전,반입,382781
2022,고무제품 및 플라스틱 제품,대전,반출,20400
2022,고무제품 및 플라스틱 제품,대전,합계,403181
2022,고무제품 및 플라스틱 제품,울산,반입,570297
2022,고무제품 및 플라스틱 제품,울산,반출,352835
2022,고무제품 및 플라스틱 제품,울산,합계,923132
2022,고무제품 및 플라스틱 제품,경기,반입,1999866
2022,고무제품 및 플라스틱 제품,경기,반출,2046762
2022,고무제품 및 플라스틱 제품,경기,합계,4046628
2022,고무제품 및 플라스틱 제품,강원,반입,154417
2022,고무제품 및 플라스틱 제품,강원,반출,122093
2022,고무제품 및 플라스틱 제품,강원,합계,276510
2022,고무제품 및 플라스틱 제품,충북,반입,702033
2022,고무제품 및 플라스틱 제품,충북,반출,633008
2022,고무제품 및 플라스틱 제품,충북,합계,1335041
2022,고무제품 및 플라스틱 제품,충남,반입,1086282
2022,고무제품 및 플라스틱 제품,충남,반출,1233663
2022,고무제품 및 플라스틱 제품,충남,합계,2319945
2022,고무제품 및 플라스틱 제품,전북,반입,341895
2022,고무제품 및 플라스틱 제품,전북,반출,294178
2022,고무제품 및 플라스틱 제품,전북,합계,636073
2022,고무제품 및 플라스틱 제품,전남,반입,294383
2022,고무제품 및 플라스틱 제품,전남,반출,485506
2022,고무제품 및 플라스틱 제품,전남,합계,779889
2022,고무제품 및 플라스틱 제품,경북,반입,1132518
2022,고무제품 및 플라스틱 제품,경북,반출,1010598
2022,고무제품 및 플라스틱 제품,경북,합계,2143116
2022,고무제품 및 플라스틱 제품,경남,반입,1074277
2022,고무제품 및 플라스틱 제품,경남,반출,1070127
2022,고무제품 및 플라스틱 제품,경남,합계,2144404
2022,고무제품 및 플라스틱 제품,제주,반입,0
2022,고무제품 및 플라스틱 제품,제주,반출,0
2022,고무제품 및 플라스틱 제품,제주,합계,0
2022,비금속 광물제품,서울,반입,5159584
2022,비금속 광물제품,서울,반출,155489
2022,비금속 광물제품,서울,합계,5315073
2022,비금속 광물제품,부산,반입,4815254
2022,비금속 광물제품,부산,반출,4939706
2022,비금속 광물제품,부산,합계,9754960
2022,비금속 광물제품,대구,반입,2175539
2022,비금속 광물제품,대구,반출,6456505
2022,비금속 광물제품,대구,합계,8632044
2022,비금속 광물제품,인천,반입,4576361
2022,비금속 광물제품,인천,반출,21258383
2022,비금속 광물제품,인천,합계,25834744
2022,비금속 광물제품,광주,반입,4032673
2022,비금속 광물제품,광주,반출,314998
2022,비금속 광물제품,광주,합계,4347671
2022,비금속 광물제품,세종,반입,2856892
2022,비금속 광물제품,세종,반출,3628401
2022,비금속 광물제품,세종,합계,6485293
2022,비금속 광물제품,대전,반입,3631622
2022,비금속 광물제품,대전,반출,220484
2022,비금속 광물제품,대전,합계,3852106
2022,비금속 광물제품,울산,반입,8833353
2022,비금속 광물제품,울산,반출,1549713
2022,비금속 광물제품,울산,합계,10383066
2022,비금속 광물제품,경기,반입,38590273
2022,비금속 광물제품,경기,반출,32256636
2022,비금속 광물제품,경기,합계,70846909
2022,비금속 광물제품,강원,반입,5457048
2022,비금속 광물제품,강원,반출,28724852
2022,비금속 광물제품,강원,합계,34181900
2022,비금속 광물제품,충북,반입,12370798
2022,비금속 광물제품,충북,반출,27003621
2022,비금속 광물제품,충북,합계,39374419
2022,비금속 광물제품,충남,반입,27747875
2022,비금속 광물제품,충남,반출,15466584
2022,비금속 광물제품,충남,합계,43214459
2022,비금속 광물제품,전북,반입,5363756
2022,비금속 광물제품,전북,반출,16094341
2022,비금속 광물제품,전북,합계,21458097
2022,비금속 광물제품,전남,반입,8508649
2022,비금속 광물제품,전남,반출,11755620
2022,비금속 광물제품,전남,합계,20264269
2022,비금속 광물제품,경북,반입,28744566
2022,비금속 광물제품,경북,반출,8881367
2022,비금속 광물제품,경북,합계,37625933
2022,비금속 광물제품,경남,반입,17255789
2022,비금속 광물제품,경남,반출,1413332
2022,비금속 광물제품,경남,합계,18669121
2022,비금속 광물제품,제주,반입,0
2022,비금속 광물제품,제주,반출,0
2022,비금속 광물제품,제주,합계,0
2022,제1차 금속 제품,서울,반입,730777
2022,제1차 금속 제품,서울,반출,13453
2022,제1차 금속 제품,서울,합계,744230
2022,제1차 금속 제품,부산,반입,2132440
2022,제1차 금속 제품,부산,반출,2006034
2022,제1차 금속 제품,부산,합계,4138474
2022,제1차 금속 제품,대구,반입,858080
2022,제1차 금속 제품,대구,반출,541889
2022,제1차 금속 제품,대구,합계,1399969
2022,제1차 금속 제품,인천,반입,795483
2022,제1차 금속 제품,인천,반출,7693798
2022,제1차 금속 제품,인천,합계,8489281
2022,제1차 금속 제품,광주,반입,610011
2022,제1차 금속 제품,광주,반출,1445032
2022,제1차 금속 제품,광주,합계,2055043
2022,제1차 금속 제품,세종,반입,92324
2022,제1차 금속 제품,세종,반출,567603
2022,제1차 금속 제품,세종,합계,659927
2022,제1차 금속 제품,대전,반입,359647
2022,제1차 금속 제품,대전,반출,32220
2022,제1차 금속 제품,대전,합계,391867
2022,제1차 금속 제품,울산,반입,4400362
2022,제1차 금속 제품,울산,반출,428917
2022,제1차 금속 제품,울산,합계,4829279
2022,제1차 금속 제품,경기,반입,8452540
2022,제1차 금속 제품,경기,반출,9357478
2022,제1차 금속 제품,경기,합계,17810018
2022,제1차 금속 제품,강원,반입,262527
2022,제1차 금속 제품,강원,반출,718223
2022,제1차 금속 제품,강원,합계,980750
2022,제1차 금속 제품,충북,반입,1450139
2022,제1차 금속 제품,충북,반출,672714
2022,제1차 금속 제품,충북,합계,2122853
2022,제1차 금속 제품,충남,반입,7462224
2022,제1차 금속 제품,충남,반출,8063302
2022,제1차 금속 제품,충남,합계,15525526
2022,제1차 금속 제품,전북,반입,1192982
2022,제1차 금속 제품,전북,반출,333815
2022,제1차 금속 제품,전북,합계,1526797
2022,제1차 금속 제품,전남,반입,3758454
2022,제1차 금속 제품,전남,반출,569396
2022,제1차 금속 제품,전남,합계,4327850
2022,제1차 금속 제품,경북,반입,3901672
2022,제1차 금속 제품,경북,반출,6191233
2022,제1차 금속 제품,경북,합계,10092905
2022,제1차 금속 제품,경남,반입,4345880
2022,제1차 금속 제품,경남,반출,2170435
2022,제1차 금속 제품,경남,합계,6516315
2022,제1차 금속 제품,제주,반입,0
2022,제1차 금속 제품,제주,반출,0
2022,제1차 금속 제품,제주,합계,0
2022,금속가공 제품:기계 및 가구제외,서울,반입,1717520
2022,금속가공 제품:기계 및 가구제외,서울,반출,514663
2022,금속가공 제품:기계 및 가구제외,서울,합계,2232183
2022,금속가공 제품:기계 및 가구제외,부산,반입,1595534
2022,금속가공 제품:기계 및 가구제외,부산,반출,818362
2022,금속가공 제품:기계 및 가구제외,부산,합계,2413896
2022,금속가공 제품:기계 및 가구제외,대구,반입,999732
2022,금속가공 제품:기계 및 가구제외,대구,반출,1294984
2022,금속가공 제품:기계 및 가구제외,대구,합계,2294716
2022,금속가공 제품:기계 및 가구제외,인천,반입,1551971
2022,금속가공 제품:기계 및 가구제외,인천,반출,1547239
2022,금속가공 제품:기계 및 가구제외,인천,합계,3099210
2022,금속가공 제품:기계 및 가구제외,광주,반입,780716
2022,금속가공 제품:기계 및 가구제외,광주,반출,559389
2022,금속가공 제품:기계 및 가구제외,광주,합계,1340105
2022,금속가공 제품:기계 및 가구제외,세종,반입,102207
2022,금속가공 제품:기계 및 가구제외,세종,반출,63072
2022,금속가공 제품:기계 및 가구제외,세종,합계,165279
2022,금속가공 제품:기계 및 가구제외,대전,반입,509697
2022,금속가공 제품:기계 및 가구제외,대전,반출,147061
2022,금속가공 제품:기계 및 가구제외,대전,합계,656758
2022,금속가공 제품:기계 및 가구제외,울산,반입,3312635
2022,금속가공 제품:기계 및 가구제외,울산,반출,625097
2022,금속가공 제품:기계 및 가구제외,울산,합계,3937732
2022,금속가공 제품:기계 및 가구제외,경기,반입,5020537
2022,금속가공 제품:기계 및 가구제외,경기,반출,5226143
2022,금속가공 제품:기계 및 가구제외,경기,합계,10246680
2022,금속가공 제품:기계 및 가구제외,강원,반입,498265
2022,금속가공 제품:기계 및 가구제외,강원,반출,326072
2022,금속가공 제품:기계 및 가구제외,강원,합계,824337
2022,금속가공 제품:기계 및 가구제외,충북,반입,1254773
2022,금속가공 제품:기계 및 가구제외,충북,반출,2620700
2022,금속가공 제품:기계 및 가구제외,충북,합계,3875473
2022,금속가공 제품:기계 및 가구제외,충남,반입,1811068
2022,금속가공 제품:기계 및 가구제외,충남,반출,5581159
2022,금속가공 제품:기계 및 가구제외,충남,합계,7392227
2022,금속가공 제품:기계 및 가구제외,전북,반입,819985
2022,금속가공 제품:기계 및 가구제외,전북,반출,1021568
2022,금속가공 제품:기계 및 가구제외,전북,합계,1841553
2022,금속가공 제품:기계 및 가구제외,전남,반입,1101741
2022,금속가공 제품:기계 및 가구제외,전남,반출,1085739
2022,금속가공 제품:기계 및 가구제외,전남,합계,2187480
2022,금속가공 제품:기계 및 가구제외,경북,반입,2520598
2022,금속가공 제품:기계 및 가구제외,경북,반출,2634780
2022,금속가공 제품:기계 및 가구제외,경북,합계,5155378
2022,금속가공 제품:기계 및 가구제외,경남,반입,4395941
2022,금속가공 제품:기계 및 가구제외,경남,반출,3926892
2022,금속가공 제품:기계 및 가구제외,경남,합계,8322833
2022,금속가공 제품:기계 및 가구제외,제주,반입,0
2022,금속가공 제품:기계 및 가구제외,제주,반출,0
2022,금속가공 제품:기계 및 가구제외,제주,합계,0
2022,기타기계 및 장비제조품,서울,반입,729379
2022,기타기계 및 장비제조품,서울,반출,166678
2022,기타기계 및 장비제조품,서울,합계,896057
2022,기타기계 및 장비제조품,부산,반입,565271
2022,기타기계 및 장비제조품,부산,반출,487539
2022,기타기계 및 장비제조품,부산,합계,1052810
2022,기타기계 및 장비제조품,대구,반입,367888
2022,기타기계 및 장비제조품,대구,반출,688139
2022,기타기계 및 장비제조품,대구,합계,1056027
2022,기타기계 및 장비제조품,인천,반입,713303
2022,기타기계 및 장비제조품,인천,반출,747621
2022,기타기계 및 장비제조품,인천,합계,1460924
2022,기타기계 및 장비제조품,광주,반입,222820
2022,기타기계 및 장비제조품,광주,반출,597781
2022,기타기계 및 장비제조품,광주,합계,820601
2022,기타기계 및 장비제조품,세종,반입,28830
2022,기타기계 및 장비제조품,세종,반출,23061
2022,기타기계 및 장비제조품,세종,합계,51891
2022,기타기계 및 장비제조품,대전,반입,259145
2022,기타기계 및 장비제조품,대전,반출,92893
2022,기타기계 및 장비제조품,대전,합계,352038
2022,기타기계 및 장비제조품,울산,반입,1149696
2022,기타기계 및 장비제조품,울산,반출,200922
2022,기타기계 및 장비제조품,울산,합계,1350618
2022,기타기계 및 장비제조품,경기,반입,3006901
2022,기타기계 및 장비제조품,경기,반출,1340822
2022,기타기계 및 장비제조품,경기,합계,4347723
2022,기타기계 및 장비제조품,강원,반입,94974
2022,기타기계 및 장비제조품,강원,반출,185980
2022,기타기계 및 장비제조품,강원,합계,280954
2022,기타기계 및 장비제조품,충북,반입,422600
2022,기타기계 및 장비제조품,충북,반출,810520
2022,기타기계 및 장비제조품,충북,합계,1233120
2022,기타기계 및 장비제조품,충남,반입,904193
2022,기타기계 및 장비제조품,충남,반출,1309406
2022,기타기계 및 장비제조품,충남,합계,2213599
2022,기타기계 및 장비제조품,전북,반입,337333
2022,기타기계 및 장비제조품,전북,반출,339065
2022,기타기계 및 장비제조품,전북,합계,676398
2022,기타기계 및 장비제조품,전남,반입,584897
2022,기타기계 및 장비제조품,전남,반출,338648
2022,기타기계 및 장비제조품,전남,합계,923545
2022,기타기계 및 장비제조품,경북,반입,560494
2022,기타기계 및 장비제조품,경북,반출,2147118
2022,기타기계 및 장비제조품,경북,합계,2707612
2022,기타기계 및 장비제조품,경남,반입,1566513
2022,기타기계 및 장비제조품,경남,반출,2038044
2022,기타기계 및 장비제조품,경남,합계,3604557
2022,기타기계 및 장비제조품,제주,반입,0
2022,기타기계 및 장비제조품,제주,반출,0
2022,기타기계 및 장비제조품,제주,합계,0
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",서울,반입,201853
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",서울,반출,126793
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",서울,합계,328646
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",부산,반입,65549
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",부산,반출,27679
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",부산,합계,93228
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대구,반입,44837
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대구,반출,42817
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대구,합계,87654
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",인천,반입,120936
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",인천,반출,150537
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",인천,합계,271473
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",광주,반입,19432
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",광주,반출,178544
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",광주,합계,197976
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",세종,반입,17258
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",세종,반출,16616
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",세종,합계,33874
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대전,반입,53204
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대전,반출,85626
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대전,합계,138830
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",울산,반입,48582
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",울산,반출,7141
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",울산,합계,55723
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경기,반입,484207
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경기,반출,1718320
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경기,합계,2202527
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",강원,반입,16758
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",강원,반출,15
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",강원,합계,16773
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",충북,반입,279092
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",충북,반출,228298
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",충북,합계,507390
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",충남,반입,703458
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",충남,반출,259860
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",충남,합계,963318
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",전북,반입,31811
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",전북,반출,58662
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",전북,합계,90473
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",전남,반입,32234
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",전남,반출,9136
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",전남,합계,41370
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경북,반입,932583
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경북,반출,85676
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경북,합계,1018259
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경남,반입,63560
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경남,반출,119634
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",경남,합계,183194
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",제주,반입,0
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",제주,반출,0
2022,"전자부품, 컴퓨터, 영상, 음향 및 통신장비",제주,합계,0
2022,전기장비 제품,서울,반입,488798
2022,전기장비 제품,서울,반출,31397
2022,전기장비 제품,서울,합계,520195
2022,전기장비 제품,부산,반입,205036
2022,전기장비 제품,부산,반출,171739
2022,전기장비 제품,부산,합계,376775
2022,전기장비 제품,대구,반입,162082
2022,전기장비 제품,대구,반출,108570
2022,전기장비 제품,대구,합계,270652
2022,전기장비 제품,인천,반입,293619
2022,전기장비 제품,인천,반출,217503
2022,전기장비 제품,인천,합계,511122
2022,전기장비 제품,광주,반입,156184
2022,전기장비 제품,광주,반출,441438
2022,전기장비 제품,광주,합계,597622
2022,전기장비 제품,세종,반입,40031
2022,전기장비 제품,세종,반출,133688
