지역,기간,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지
대구광역시,2001,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,6237.0,154856.0,1699.0,23437.0,131419.0
대구광역시,2001,88,항공기와우주선이들의부분품,0.0,0.0,72.0,1582.0,-1582.0
대구광역시,2001,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,18368.0,177256.0,7332.0,66538.0,110718.0
대구광역시,2001,91,시계와그부분품,12.0,321.0,165.0,341.0,-21.0
대구광역시,2001,92,악기와그부분품과부속품,0.0,0.0,113.0,555.0,-555.0
대구광역시,2001,93,무기ㆍ총포탄과이들의부분품과부속품,0.0,0.0,42.0,188.0,-188.0
대구광역시,2001,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,424.0,5997.0,827.0,6745.0,-748.0
대구광역시,2001,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,401.0,4391.0,1069.0,7921.0,-3530.0
대구광역시,2001,96,잡품,1251.0,8973.0,284.0,1227.0,7745.0
대구광역시,2001,97,예술품ㆍ수집품ㆍ골동품,46.0,189.0,19.0,95.0,94.0
대구광역시,2001,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,1049.0,204.0,-204.0
대구광역시,2001,89,선박과수상구조물,3.0,4.0,0.0,0.0,4.0
대구광역시,2001,36,화약류화공품성냥발화성합금특정가연성조제품,1.0,4.0,17.0,126.0,-122.0
대구광역시,2001,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0.0,0.0,6.0,47.0,-47.0
대구광역시,2002,01,살아있는동물,0.0,0.0,201.0,342.0,-342.0
대구광역시,2002,02,육과식용설육(屑肉),0.0,0.0,491.0,15357.0,-15357.0
대구광역시,2002,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,289.0,1026.0,254.0,2665.0,-1640.0
대구광역시,2002,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,1.0,7.0,41.0,2905.0,-2898.0
대구광역시,2002,05,다른류로분류되지않은동물성생산품,7.0,58.0,81.0,2297.0,-2240.0
대구광역시,2002,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,0.0,0.0,35.0,300.0,-300.0
대구광역시,2002,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),245.0,2135.0,223.0,3001.0,-865.0
대구광역시,2002,08,식용의과실과견과류감귤류ㆍ멜론의껍질,910.0,29130.0,46.0,1846.0,27284.0
대구광역시,2002,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,2.0,21.0,45.0,269.0,-248.0
대구광역시,2002,10,곡물,0.0,0.0,81.0,23493.0,-23493.0
대구광역시,2002,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),0.0,0.0,29.0,597.0,-597.0
대구광역시,2002,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,25.0,516.0,121.0,1672.0,-1157.0
대구광역시,2002,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),2.0,6.0,27.0,341.0,-335.0
대구광역시,2002,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0.0,0.0,11.0,109.0,-109.0
대구광역시,2002,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,24.0,223.0,13.0,220.0,3.0
대구광역시,2002,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,8.0,28.0,60.0,577.0,-549.0
대구광역시,2002,17,당류(糖類)와설탕과자,2.0,36.0,25.0,675.0,-640.0
대구광역시,2002,18,코코아와그조제품,0.0,0.0,3.0,198.0,-198.0
대구광역시,2002,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,12.0,47.0,7.0,42.0,5.0
대구광역시,2002,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,470.0,9159.0,205.0,3534.0,5626.0
대구광역시,2002,21,각종조제식료품,126.0,487.0,168.0,2087.0,-1599.0
대구광역시,2002,22,음료ㆍ주류ㆍ식초,31.0,240.0,55.0,3900.0,-3660.0
대구광역시,2002,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,0.0,0.0,114.0,8996.0,-8996.0
대구광역시,2002,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,804.0,321.0,4.0,55.0,266.0
대구광역시,2002,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,5.0,15.0,237.0,2261.0,-2246.0
대구광역시,2002,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,34.0,71.0,301.0,2401.0,-2330.0
대구광역시,2002,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,284.0,7639.0,931.0,28481.0,-20842.0
대구광역시,2002,29,유기화학품,68.0,960.0,608.0,34750.0,-33790.0
대구광역시,2002,30,의료용품,6.0,10.0,92.0,247.0,-236.0
대구광역시,2002,31,비료,0.0,0.0,5.0,64.0,-64.0
대구광역시,2002,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,428.0,3059.0,4646.0,31078.0,-28019.0
대구광역시,2002,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,29.0,144.0,281.0,1623.0,-1479.0
대구광역시,2002,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,330.0,1555.0,565.0,3747.0,-2192.0
대구광역시,2002,35,단백질계물질변성전분글루(glue)효소,27.0,95.0,156.0,1761.0,-1666.0
대구광역시,2002,37,사진용이나영화용재료,24.0,128.0,130.0,1740.0,-1613.0
대구광역시,2002,38,각종화학공업생산품,491.0,5315.0,1301.0,21313.0,-15998.0
대구광역시,2002,39,플라스틱과그제품,4515.0,41247.0,3285.0,41896.0,-649.0
대구광역시,2002,40,고무와그제품,1143.0,8131.0,2318.0,33309.0,-25178.0
대구광역시,2002,41,원피(모피는제외한다)와가죽,50.0,444.0,69.0,336.0,108.0
대구광역시,2002,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,237.0,1653.0,1202.0,2533.0,-881.0
대구광역시,2002,43,모피ㆍ인조모피와이들의제품,13.0,249.0,33.0,342.0,-94.0
대구광역시,2002,44,목재와그제품목탄,22.0,220.0,1237.0,27657.0,-27437.0
대구광역시,2002,45,코르크(cork)와그제품,,,,,0.0
대구광역시,2002,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),1.0,1.0,162.0,1722.0,-1721.0
대구광역시,2002,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],1.0,9.0,360.0,27916.0,-27906.0
대구광역시,2002,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,3086.0,67923.0,650.0,19126.0,48798.0
대구광역시,2002,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,113.0,244.0,900.0,657.0,-414.0
대구광역시,2002,50,견,428.0,3866.0,289.0,2996.0,870.0
대구광역시,2002,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,77.0,1254.0,228.0,9851.0,-8597.0
대구광역시,2002,52,면,10628.0,122742.0,3165.0,87700.0,35042.0
대구광역시,2002,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,144.0,3396.0,231.0,7570.0,-4174.0
대구광역시,2002,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,56968.0,758055.0,2689.0,80103.0,677953.0
대구광역시,2002,55,인조스테이플섬유,7546.0,94375.0,2039.0,54215.0,40160.0
대구광역시,2002,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,804.0,5625.0,279.0,2388.0,3238.0
대구광역시,2002,57,양탄자류와그밖의방직용섬유로만든바닥깔개,34.0,1043.0,125.0,4149.0,-3106.0
대구광역시,2002,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,4290.0,50091.0,538.0,5224.0,44867.0
대구광역시,2002,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,14032.0,164420.0,467.0,7105.0,157315.0
대구광역시,2002,60,메리야스편물과뜨개질편물,4766.0,60205.0,135.0,1694.0,58511.0
대구광역시,2002,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),2799.0,34781.0,1198.0,10436.0,24345.0
대구광역시,2002,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),1048.0,14645.0,2870.0,13167.0,1478.0
대구광역시,2002,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,2361.0,28902.0,1594.0,13116.0,15786.0
대구광역시,2002,64,신발류ㆍ각반과이와유사한것이들의부분품,178.0,550.0,641.0,1462.0,-912.0
대구광역시,2002,65,모자류와그부분품,50.0,411.0,139.0,99.0,312.0
대구광역시,2002,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,70.0,124.0,891.0,15899.0,-15775.0
대구광역시,2002,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,8.0,42.0,37.0,348.0,-306.0
대구광역시,2002,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,373.0,3116.0,1339.0,11644.0,-8527.0
대구광역시,2002,69,도자제품,771.0,5155.0,605.0,5554.0,-399.0
대구광역시,2002,70,유리와유리제품,286.0,4515.0,597.0,11440.0,-6925.0
대구광역시,2002,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,253.0,13001.0,268.0,333.0,12668.0
대구광역시,2002,72,철강,310.0,10798.0,985.0,21721.0,-10923.0
대구광역시,2002,73,철강의제품,3819.0,46392.0,2367.0,16488.0,29905.0
대구광역시,2002,74,구리와그제품,753.0,3998.0,765.0,10909.0,-6911.0
대구광역시,2002,75,니켈과그제품,55.0,107.0,131.0,1088.0,-980.0
대구광역시,2002,76,알루미늄과그제품,3431.0,81013.0,1104.0,175632.0,-94619.0
대구광역시,2002,78,납과그제품,5.0,17.0,3.0,23.0,-5.0
대구광역시,2002,79,아연과그제품,52.0,641.0,25.0,279.0,363.0
대구광역시,2002,80,주석과그제품,21.0,163.0,9.0,129.0,34.0
대구광역시,2002,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,227.0,6376.0,501.0,6820.0,-444.0
대구광역시,2002,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,5401.0,30125.0,2703.0,23759.0,6366.0
대구광역시,2002,83,비금속(卑金屬)으로만든각종제품,1427.0,23846.0,407.0,3772.0,20075.0
대구광역시,2002,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,14222.0,366140.0,12862.0,243728.0,122412.0
대구광역시,2002,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,5513.0,123542.0,6289.0,63289.0,60253.0
대구광역시,2002,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,87.0,122.0,20.0,68.0,54.0
대구광역시,2002,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,6557.0,133508.0,2105.0,24806.0,108702.0
대구광역시,2002,88,항공기와우주선이들의부분품,8.0,19.0,104.0,1160.0,-1141.0
대구광역시,2002,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,17309.0,158867.0,8116.0,61547.0,97320.0
대구광역시,2002,91,시계와그부분품,37.0,2001.0,430.0,593.0,1408.0
대구광역시,2002,92,악기와그부분품과부속품,2.0,0.0,163.0,726.0,-726.0
대구광역시,2002,93,무기ㆍ총포탄과이들의부분품과부속품,0.0,0.0,26.0,251.0,-251.0
대구광역시,2002,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,317.0,5173.0,1320.0,12475.0,-7301.0
대구광역시,2002,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,483.0,4734.0,1624.0,11782.0,-7049.0
대구광역시,2002,96,잡품,1079.0,7751.0,326.0,1485.0,6266.0
대구광역시,2002,97,예술품ㆍ수집품ㆍ골동품,61.0,282.0,52.0,356.0,-74.0
대구광역시,2002,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,1017.0,138.0,-138.0
대구광역시,2002,89,선박과수상구조물,5.0,327.0,9.0,52.0,276.0
대구광역시,2002,36,화약류화공품성냥발화성합금특정가연성조제품,3.0,12.0,8.0,23.0,-11.0
대구광역시,2002,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0.0,0.0,10.0,76.0,-76.0
대구광역시,2003,01,살아있는동물,0.0,0.0,164.0,197.0,-197.0
대구광역시,2003,02,육과식용설육(屑肉),0.0,0.0,778.0,24647.0,-24647.0
대구광역시,2003,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,222.0,926.0,460.0,4927.0,-4001.0
대구광역시,2003,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,1.0,0.0,51.0,3174.0,-3174.0
대구광역시,2003,05,다른류로분류되지않은동물성생산품,0.0,0.0,48.0,1394.0,-1394.0
대구광역시,2003,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,66.0,412.0,24.0,140.0,271.0
대구광역시,2003,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),418.0,4901.0,221.0,4474.0,427.0
대구광역시,2003,08,식용의과실과견과류감귤류ㆍ멜론의껍질,559.0,26455.0,122.0,4798.0,21657.0
대구광역시,2003,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,3.0,43.0,49.0,485.0,-443.0
대구광역시,2003,10,곡물,0.0,0.0,71.0,21941.0,-21941.0
대구광역시,2003,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),2.0,3.0,39.0,473.0,-471.0
대구광역시,2003,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,11.0,324.0,83.0,1016.0,-692.0
대구광역시,2003,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),1.0,0.0,26.0,477.0,-476.0
대구광역시,2003,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0.0,0.0,17.0,101.0,-101.0
대구광역시,2003,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,5.0,2.0,11.0,91.0,-89.0
대구광역시,2003,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,7.0,900.0,91.0,1547.0,-647.0
대구광역시,2003,17,당류(糖類)와설탕과자,1.0,1.0,38.0,673.0,-672.0
대구광역시,2003,18,코코아와그조제품,0.0,0.0,15.0,338.0,-338.0
대구광역시,2003,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,12.0,58.0,36.0,542.0,-485.0
대구광역시,2003,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,443.0,10226.0,250.0,4972.0,5254.0
대구광역시,2003,21,각종조제식료품,172.0,793.0,196.0,2841.0,-2048.0
대구광역시,2003,22,음료ㆍ주류ㆍ식초,36.0,417.0,58.0,3462.0,-3045.0
대구광역시,2003,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,0.0,0.0,106.0,9954.0,-9954.0
대구광역시,2003,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,100.0,178.0,7.0,23.0,155.0
대구광역시,2003,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,7.0,5.0,261.0,2603.0,-2597.0
대구광역시,2003,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,61.0,217.0,237.0,3002.0,-2785.0
대구광역시,2003,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,281.0,9697.0,1009.0,32960.0,-23263.0
대구광역시,2003,29,유기화학품,129.0,2879.0,707.0,37991.0,-35112.0
대구광역시,2003,30,의료용품,7.0,113.0,55.0,108.0,5.0
대구광역시,2003,31,비료,1.0,17.0,22.0,438.0,-421.0
대구광역시,2003,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,486.0,3249.0,4270.0,25439.0,-22189.0
대구광역시,2003,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,52.0,174.0,383.0,1292.0,-1118.0
대구광역시,2003,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,323.0,1457.0,612.0,3836.0,-2379.0
대구광역시,2003,35,단백질계물질변성전분글루(glue)효소,58.0,497.0,152.0,1294.0,-798.0
대구광역시,2003,37,사진용이나영화용재료,49.0,1114.0,119.0,1934.0,-820.0
대구광역시,2003,38,각종화학공업생산품,823.0,11469.0,1384.0,28899.0,-17430.0
대구광역시,2003,39,플라스틱과그제품,5278.0,53482.0,3904.0,62365.0,-8883.0
대구광역시,2003,40,고무와그제품,1139.0,9915.0,2282.0,35466.0,-25551.0
대구광역시,2003,41,원피(모피는제외한다)와가죽,41.0,383.0,73.0,520.0,-137.0
대구광역시,2003,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,216.0,1608.0,1282.0,3438.0,-1829.0
대구광역시,2003,43,모피ㆍ인조모피와이들의제품,13.0,58.0,34.0,163.0,-105.0
대구광역시,2003,44,목재와그제품목탄,30.0,99.0,1141.0,25029.0,-24930.0
대구광역시,2003,45,코르크(cork)와그제품,0.0,0.0,2.0,12.0,-12.0
대구광역시,2003,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),2.0,8.0,85.0,652.0,-644.0
대구광역시,2003,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],6.0,127.0,333.0,30678.0,-30551.0
대구광역시,2003,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,3588.0,78490.0,963.0,29818.0,48672.0
대구광역시,2003,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,206.0,351.0,994.0,1277.0,-926.0
대구광역시,2003,50,견,411.0,3113.0,380.0,3299.0,-186.0
대구광역시,2003,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,63.0,1019.0,171.0,6852.0,-5833.0
대구광역시,2003,52,면,8533.0,98236.0,2030.0,56450.0,41787.0
대구광역시,2003,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,106.0,3753.0,164.0,5638.0,-1885.0
대구광역시,2003,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,51961.0,667177.0,2323.0,70207.0,596970.0
대구광역시,2003,55,인조스테이플섬유,6371.0,82071.0,1643.0,41254.0,40817.0
대구광역시,2003,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,1002.0,9615.0,256.0,2109.0,7506.0
대구광역시,2003,57,양탄자류와그밖의방직용섬유로만든바닥깔개,12.0,351.0,95.0,2156.0,-1805.0
대구광역시,2003,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,4265.0,67558.0,376.0,2990.0,64568.0
대구광역시,2003,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,12711.0,157221.0,392.0,6635.0,150586.0
대구광역시,2003,60,메리야스편물과뜨개질편물,5486.0,80385.0,103.0,1380.0,79005.0
대구광역시,2003,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),2685.0,36070.0,1096.0,7491.0,28580.0
대구광역시,2003,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),1167.0,15780.0,3540.0,17403.0,-1623.0
대구광역시,2003,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,2123.0,23499.0,1643.0,13868.0,9630.0
대구광역시,2003,64,신발류ㆍ각반과이와유사한것이들의부분품,37.0,149.0,773.0,2088.0,-1939.0
대구광역시,2003,65,모자류와그부분품,48.0,403.0,163.0,90.0,313.0
대구광역시,2003,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,59.0,267.0,960.0,19052.0,-18786.0
대구광역시,2003,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,7.0,71.0,48.0,241.0,-170.0
대구광역시,2003,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,524.0,5524.0,2064.0,18682.0,-13159.0
대구광역시,2003,69,도자제품,1141.0,7562.0,708.0,9579.0,-2017.0
대구광역시,2003,70,유리와유리제품,286.0,6642.0,734.0,15118.0,-8476.0
대구광역시,2003,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,270.0,14700.0,259.0,486.0,14214.0
대구광역시,2003,72,철강,426.0,14012.0,1048.0,21804.0,-7792.0
대구광역시,2003,73,철강의제품,3457.0,39663.0,2979.0,23079.0,16584.0
대구광역시,2003,74,구리와그제품,903.0,5470.0,1032.0,13670.0,-8200.0
대구광역시,2003,75,니켈과그제품,43.0,71.0,111.0,1026.0,-955.0
대구광역시,2003,76,알루미늄과그제품,3250.0,83695.0,1051.0,181672.0,-97977.0
대구광역시,2003,78,납과그제품,4.0,59.0,0.0,0.0,59.0
대구광역시,2003,79,아연과그제품,58.0,262.0,25.0,285.0,-23.0
대구광역시,2003,80,주석과그제품,20.0,147.0,15.0,163.0,-15.0
대구광역시,2003,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,269.0,4628.0,484.0,8796.0,-4168.0
대구광역시,2003,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,7076.0,47761.0,2835.0,25744.0,22017.0
대구광역시,2003,83,비금속(卑金屬)으로만든각종제품,1939.0,33403.0,679.0,7518.0,25884.0
대구광역시,2003,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,16989.0,482092.0,13283.0,294010.0,188083.0
대구광역시,2003,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,8941.0,165974.0,7724.0,104905.0,61069.0
대구광역시,2003,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,181.0,295.0,1.0,1.0,294.0
대구광역시,2003,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,7870.0,199123.0,2109.0,27173.0,171950.0
대구광역시,2003,88,항공기와우주선이들의부분품,3.0,39.0,9.0,1203.0,-1164.0
대구광역시,2003,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,15224.0,160815.0,7478.0,85151.0,75664.0
대구광역시,2003,91,시계와그부분품,39.0,2441.0,463.0,284.0,2156.0
대구광역시,2003,92,악기와그부분품과부속품,7.0,34.0,186.0,694.0,-659.0
대구광역시,2003,93,무기ㆍ총포탄과이들의부분품과부속품,0.0,0.0,32.0,324.0,-324.0
대구광역시,2003,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,457.0,6545.0,1761.0,19060.0,-12515.0
대구광역시,2003,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,452.0,3898.0,1490.0,11413.0,-7515.0
대구광역시,2003,96,잡품,1055.0,6721.0,380.0,1654.0,5067.0
대구광역시,2003,97,예술품ㆍ수집품ㆍ골동품,30.0,126.0,28.0,133.0,-7.0
대구광역시,2003,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,908.0,97.0,-97.0
대구광역시,2003,89,선박과수상구조물,2.0,2.0,7.0,30.0,-27.0
대구광역시,2003,36,화약류화공품성냥발화성합금특정가연성조제품,5.0,10.0,3.0,2.0,8.0
대구광역시,2003,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0.0,0.0,8.0,192.0,-192.0
대구광역시,2004,01,살아있는동물,17.0,17.0,49.0,72.0,-54.0
대구광역시,2004,02,육과식용설육(屑肉),0.0,0.0,314.0,13597.0,-13597.0
대구광역시,2004,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,164.0,405.0,467.0,7651.0,-7247.0
대구광역시,2004,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,0.0,0.0,31.0,1243.0,-1243.0
대구광역시,2004,05,다른류로분류되지않은동물성생산품,0.0,0.0,40.0,993.0,-993.0
대구광역시,2004,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,10.0,23.0,53.0,394.0,-371.0
대구광역시,2004,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),550.0,5594.0,287.0,8041.0,-2447.0
대구광역시,2004,08,식용의과실과견과류감귤류ㆍ멜론의껍질,450.0,16318.0,172.0,8440.0,7878.0
대구광역시,2004,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,16.0,167.0,75.0,627.0,-460.0
대구광역시,2004,10,곡물,0.0,0.0,78.0,31978.0,-31978.0
