지역,기간,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지
대전광역시,2023,78,납과그제품,483.0,446.0,100.0,723.0,-276.0
대전광역시,2023,79,아연과그제품,11.0,11.0,42.0,56.0,-45.0
대전광역시,2023,80,주석과그제품,3.0,2.0,13.0,3.0,-1.0
대전광역시,2023,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,121.0,3768.0,274.0,73704.0,-69936.0
대전광역시,2023,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,1146.0,7844.0,9851.0,5999.0,1845.0
대전광역시,2023,83,비금속(卑金屬)으로만든각종제품,557.0,2821.0,3072.0,3879.0,-1059.0
대전광역시,2023,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,16546.0,1083974.0,62269.0,753055.0,330918.0
대전광역시,2023,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,20855.0,1149973.0,138072.0,699724.0,450250.0
대전광역시,2023,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,3.0,1080.0,78.0,64369.0,-63289.0
대전광역시,2023,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,9829.0,368236.0,9046.0,108964.0,259273.0
대전광역시,2023,88,항공기와우주선이들의부분품,44.0,128739.0,397.0,17717.0,111022.0
대전광역시,2023,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,10093.0,337333.0,40121.0,331315.0,6018.0
대전광역시,2023,91,시계와그부분품,25.0,22.0,3316.0,1171.0,-1148.0
대전광역시,2023,92,악기와그부분품과부속품,1.0,0.0,842.0,1032.0,-1032.0
대전광역시,2023,93,무기ㆍ총포탄과이들의부분품과부속품,4.0,297.0,209.0,336.0,-39.0
대전광역시,2023,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,468.0,2347.0,11667.0,25608.0,-23261.0
대전광역시,2023,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,3283.0,13192.0,20593.0,13989.0,-796.0
대전광역시,2023,96,잡품,1381.0,30332.0,14835.0,8068.0,22265.0
대전광역시,2023,97,예술품ㆍ수집품ㆍ골동품,83.0,287.0,247.0,740.0,-453.0
대전광역시,2023,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,199.0,0.0,0.0
대전광역시,2023,89,선박과수상구조물,0.0,0.0,34.0,497.0,-497.0
대전광역시,2023,36,화약류화공품성냥발화성합금특정가연성조제품,0.0,0.0,20.0,3472.0,-3472.0
대전광역시,2023,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0.0,0.0,11.0,38.0,-38.0
대전광역시,2024,01,살아있는동물,8.0,4.0,189.0,6896.0,-6892.0
대전광역시,2024,02,육과식용설육(屑肉),0.0,0.0,291.0,12880.0,-12880.0
대전광역시,2024,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,135.0,15156.0,5936.0,5013.0,10143.0
대전광역시,2024,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,1.0,17.0,10878.0,7669.0,-7652.0
대전광역시,2024,05,다른류로분류되지않은동물성생산품,2.0,78.0,109.0,4225.0,-4147.0
대전광역시,2024,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,2.0,7.0,350.0,2496.0,-2489.0
대전광역시,2024,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),495.0,234.0,2298.0,10895.0,-10660.0
대전광역시,2024,08,식용의과실과견과류감귤류ㆍ멜론의껍질,11.0,59.0,1959.0,491.0,-431.0
대전광역시,2024,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,5.0,1.0,12300.0,381.0,-380.0
대전광역시,2024,10,곡물,2.0,1.0,1940.0,256872.0,-256871.0
대전광역시,2024,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),8.0,28.0,1943.0,5658.0,-5629.0
대전광역시,2024,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,43.0,3919.0,2690.0,34319.0,-30400.0
대전광역시,2024,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),76.0,1109.0,342.0,3722.0,-2613.0
대전광역시,2024,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0.0,0.0,26.0,290.0,-290.0
대전광역시,2024,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,2.0,5.0,6111.0,2052.0,-2047.0
대전광역시,2024,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,89.0,256.0,4596.0,810.0,-554.0
대전광역시,2024,17,당류(糖類)와설탕과자,44.0,142.0,45756.0,1120.0,-978.0
대전광역시,2024,18,코코아와그조제품,8.0,480.0,20799.0,437.0,43.0
대전광역시,2024,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,245.0,4038.0,121475.0,4604.0,-565.0
대전광역시,2024,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,689.0,26974.0,33720.0,14677.0,12297.0
대전광역시,2024,21,각종조제식료품,695.0,8712.0,522548.0,63922.0,-55211.0
대전광역시,2024,22,음료ㆍ주류ㆍ식초,118.0,2520.0,28444.0,13036.0,-10516.0
대전광역시,2024,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,122.0,1203.0,2956.0,114447.0,-113245.0
대전광역시,2024,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,1120.0,231679.0,1213.0,207056.0,24622.0
대전광역시,2024,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,21.0,228.0,2242.0,25558.0,-25330.0
대전광역시,2024,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,52.0,298.0,265.0,1820.0,-1522.0
대전광역시,2024,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,903.0,14414.0,1554.0,539744.0,-525330.0
대전광역시,2024,29,유기화학품,533.0,12272.0,3919.0,305189.0,-292917.0
대전광역시,2024,30,의료용품,723.0,29102.0,28714.0,13861.0,15241.0
대전광역시,2024,31,비료,79.0,1386.0,117.0,1033.0,353.0
대전광역시,2024,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,594.0,16679.0,1208.0,9314.0,7365.0
대전광역시,2024,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,6090.0,109497.0,115026.0,21292.0,88205.0
대전광역시,2024,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,769.0,11308.0,15826.0,5390.0,5918.0
대전광역시,2024,35,단백질계물질변성전분글루(glue)효소,1667.0,39812.0,1091.0,6984.0,32827.0
대전광역시,2024,37,사진용이나영화용재료,88.0,1019.0,175.0,823.0,197.0
대전광역시,2024,38,각종화학공업생산품,3635.0,163113.0,5457.0,31221.0,131891.0
대전광역시,2024,39,플라스틱과그제품,4706.0,141082.0,77908.0,81701.0,59381.0
대전광역시,2024,40,고무와그제품,1736.0,22748.0,6138.0,21411.0,1337.0
대전광역시,2024,41,원피(모피는제외한다)와가죽,16.0,296.0,16.0,192.0,104.0
대전광역시,2024,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,198.0,304.0,51056.0,11733.0,-11429.0
대전광역시,2024,43,모피ㆍ인조모피와이들의제품,0.0,0.0,60.0,13.0,-13.0
대전광역시,2024,44,목재와그제품목탄,34.0,440.0,1732.0,6847.0,-6408.0
대전광역시,2024,45,코르크(cork)와그제품,0.0,0.0,17.0,113.0,-113.0
대전광역시,2024,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0.0,0.0,138.0,17.0,-17.0
대전광역시,2024,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],2.0,2.0,201.0,34327.0,-34326.0
대전광역시,2024,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,8037.0,347708.0,12324.0,67948.0,279759.0
대전광역시,2024,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,487.0,19930.0,10011.0,4479.0,15451.0
대전광역시,2024,50,견,6.0,111.0,23.0,0.0,111.0
대전광역시,2024,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,5.0,94.0,109.0,40.0,54.0
대전광역시,2024,52,면,183.0,6175.0,707.0,13197.0,-7021.0
대전광역시,2024,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0.0,0.0,26.0,69.0,-69.0
대전광역시,2024,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,2501.0,41843.0,267.0,3769.0,38074.0
대전광역시,2024,55,인조스테이플섬유,19.0,335.0,273.0,2290.0,-1955.0
대전광역시,2024,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,1528.0,76190.0,2406.0,6499.0,69691.0
대전광역시,2024,57,양탄자류와그밖의방직용섬유로만든바닥깔개,12.0,290.0,1324.0,564.0,-275.0
대전광역시,2024,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,0.0,0.0,1403.0,202.0,-202.0
대전광역시,2024,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,90.0,1562.0,620.0,9164.0,-7602.0
대전광역시,2024,60,메리야스편물과뜨개질편물,6.0,19.0,185.0,187.0,-168.0
대전광역시,2024,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),248.0,1242.0,46968.0,12975.0,-11733.0
대전광역시,2024,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),307.0,1410.0,98473.0,22909.0,-21499.0
대전광역시,2024,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,561.0,3202.0,20275.0,11208.0,-8006.0
대전광역시,2024,64,신발류ㆍ각반과이와유사한것이들의부분품,235.0,3372.0,52076.0,19826.0,-16454.0
대전광역시,2024,65,모자류와그부분품,115.0,216.0,9233.0,2441.0,-2225.0
대전광역시,2024,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,6.0,13.0,2237.0,726.0,-714.0
대전광역시,2024,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0.0,0.0,3128.0,959.0,-959.0
대전광역시,2024,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,308.0,7384.0,1718.0,12177.0,-4794.0
대전광역시,2024,69,도자제품,74.0,767.0,4471.0,6165.0,-5398.0
대전광역시,2024,70,유리와유리제품,145.0,465.0,4897.0,13867.0,-13403.0
대전광역시,2024,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,130.0,1106.0,14133.0,3875.0,-2769.0
대전광역시,2024,72,철강,131.0,11303.0,935.0,64479.0,-53176.0
대전광역시,2024,73,철강의제품,3954.0,82698.0,30424.0,64266.0,18432.0
대전광역시,2024,74,구리와그제품,80.0,584.0,2008.0,8750.0,-8166.0
대전광역시,2024,75,니켈과그제품,34.0,943.0,141.0,3309.0,-2366.0
대전광역시,2024,76,알루미늄과그제품,793.0,11587.0,3749.0,104769.0,-93182.0
대전광역시,2024,78,납과그제품,564.0,335.0,114.0,638.0,-303.0
대전광역시,2024,79,아연과그제품,10.0,12.0,79.0,38.0,-26.0
대전광역시,2024,80,주석과그제품,1.0,2.0,14.0,4.0,-2.0
대전광역시,2024,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,164.0,9134.0,311.0,60454.0,-51320.0
대전광역시,2024,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,1140.0,5588.0,18883.0,4553.0,1035.0
대전광역시,2024,83,비금속(卑金屬)으로만든각종제품,570.0,2498.0,4475.0,4686.0,-2188.0
대전광역시,2024,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,16822.0,1038948.0,78049.0,591890.0,447057.0
대전광역시,2024,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,20563.0,1107019.0,201234.0,735568.0,371451.0
대전광역시,2024,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,7.0,673.0,86.0,70612.0,-69940.0
대전광역시,2024,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,8727.0,376143.0,10503.0,85586.0,290557.0
대전광역시,2024,88,항공기와우주선이들의부분품,28.0,166073.0,490.0,40120.0,125953.0
대전광역시,2024,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,10800.0,363423.0,45454.0,333811.0,29612.0
대전광역시,2024,91,시계와그부분품,7.0,16.0,5539.0,925.0,-909.0
대전광역시,2024,92,악기와그부분품과부속품,2.0,2.0,1419.0,687.0,-685.0
대전광역시,2024,93,무기ㆍ총포탄과이들의부분품과부속품,4.0,4.0,294.0,343.0,-339.0
대전광역시,2024,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,771.0,2782.0,18046.0,28153.0,-25371.0
대전광역시,2024,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,3482.0,10026.0,30722.0,15735.0,-5709.0
대전광역시,2024,96,잡품,1696.0,26887.0,27551.0,5293.0,21594.0
대전광역시,2024,97,예술품ㆍ수집품ㆍ골동품,29.0,1753.0,299.0,376.0,1378.0
대전광역시,2024,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,9.0,0.0,0.0
대전광역시,2024,89,선박과수상구조물,0.0,0.0,47.0,533.0,-533.0
대전광역시,2024,36,화약류화공품성냥발화성합금특정가연성조제품,0.0,0.0,18.0,735.0,-735.0
대전광역시,2024,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0.0,0.0,24.0,530.0,-530.0
대전광역시,2025,01,살아있는동물,7.0,7.0,185.0,3555.0,-3547.0
대전광역시,2025,02,육과식용설육(屑肉),0.0,0.0,298.0,13235.0,-13235.0
대전광역시,2025,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,128.0,10138.0,9021.0,6857.0,3280.0
대전광역시,2025,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,7.0,20.0,4491.0,5487.0,-5467.0
대전광역시,2025,05,다른류로분류되지않은동물성생산품,1.0,0.0,92.0,1764.0,-1764.0
대전광역시,2025,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,0.0,0.0,249.0,1718.0,-1718.0
대전광역시,2025,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),153.0,68.0,2071.0,10745.0,-10678.0
대전광역시,2025,08,식용의과실과견과류감귤류ㆍ멜론의껍질,120.0,482.0,2002.0,763.0,-282.0
대전광역시,2025,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,3.0,1.0,10725.0,487.0,-486.0
대전광역시,2025,10,곡물,2.0,2.0,1537.0,261317.0,-261315.0
대전광역시,2025,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),13.0,185.0,1858.0,3375.0,-3191.0
대전광역시,2025,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,49.0,3959.0,2772.0,32392.0,-28433.0
대전광역시,2025,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),121.0,3392.0,537.0,3188.0,204.0
대전광역시,2025,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0.0,0.0,20.0,80.0,-80.0
대전광역시,2025,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,9.0,11.0,7060.0,2088.0,-2077.0
대전광역시,2025,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,57.0,196.0,6790.0,948.0,-752.0
대전광역시,2025,17,당류(糖類)와설탕과자,67.0,274.0,48259.0,1346.0,-1072.0
대전광역시,2025,18,코코아와그조제품,7.0,13.0,19215.0,382.0,-369.0
대전광역시,2025,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,340.0,4889.0,126118.0,4739.0,151.0
대전광역시,2025,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,702.0,33573.0,35325.0,21406.0,12167.0
대전광역시,2025,21,각종조제식료품,508.0,12772.0,527386.0,65632.0,-52860.0
대전광역시,2025,22,음료ㆍ주류ㆍ식초,135.0,2974.0,34024.0,11855.0,-8881.0
대전광역시,2025,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,124.0,1301.0,2680.0,76698.0,-75398.0
대전광역시,2025,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,1410.0,382218.0,1345.0,266874.0,115344.0
대전광역시,2025,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,21.0,110.0,2665.0,24348.0,-24238.0
대전광역시,2025,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,70.0,528.0,269.0,1876.0,-1348.0
대전광역시,2025,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,1084.0,13921.0,1435.0,254590.0,-240668.0
대전광역시,2025,29,유기화학품,718.0,10385.0,4710.0,333028.0,-322643.0
대전광역시,2025,30,의료용품,894.0,35599.0,23946.0,19228.0,16371.0
대전광역시,2025,31,비료,97.0,2559.0,151.0,1140.0,1419.0
대전광역시,2025,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,758.0,27181.0,1311.0,15007.0,12175.0
대전광역시,2025,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,7386.0,186354.0,115353.0,17255.0,169100.0
대전광역시,2025,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,990.0,27566.0,19660.0,6303.0,21263.0
대전광역시,2025,35,단백질계물질변성전분글루(glue)효소,1577.0,44689.0,2233.0,12249.0,32440.0
대전광역시,2025,37,사진용이나영화용재료,118.0,1237.0,116.0,215.0,1022.0
대전광역시,2025,38,각종화학공업생산품,3265.0,195347.0,5158.0,36152.0,159195.0
대전광역시,2025,39,플라스틱과그제품,5048.0,128638.0,85289.0,91670.0,36968.0
대전광역시,2025,40,고무와그제품,1722.0,24653.0,6282.0,19254.0,5399.0
대전광역시,2025,41,원피(모피는제외한다)와가죽,9.0,148.0,24.0,83.0,65.0
대전광역시,2025,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,188.0,170.0,56444.0,13691.0,-13522.0
대전광역시,2025,43,모피ㆍ인조모피와이들의제품,2.0,8.0,49.0,22.0,-14.0
대전광역시,2025,44,목재와그제품목탄,23.0,242.0,2304.0,6509.0,-6267.0
대전광역시,2025,45,코르크(cork)와그제품,0.0,0.0,19.0,18.0,-18.0
대전광역시,2025,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0.0,0.0,225.0,28.0,-28.0
대전광역시,2025,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],0.0,0.0,94.0,9868.0,-9868.0
대전광역시,2025,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,7146.0,324654.0,12062.0,68271.0,256383.0
대전광역시,2025,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,360.0,150.0,10500.0,10626.0,-10476.0
대전광역시,2025,50,견,1.0,4.0,13.0,1.0,3.0
대전광역시,2025,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,0.0,0.0,131.0,66.0,-66.0
대전광역시,2025,52,면,93.0,2502.0,434.0,11828.0,-9326.0
대전광역시,2025,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0.0,0.0,24.0,85.0,-85.0
대전광역시,2025,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,2406.0,44390.0,312.0,3160.0,41230.0
대전광역시,2025,55,인조스테이플섬유,55.0,1140.0,218.0,2223.0,-1083.0
대전광역시,2025,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,1267.0,51094.0,3411.0,7094.0,44001.0
대전광역시,2025,57,양탄자류와그밖의방직용섬유로만든바닥깔개,15.0,384.0,1394.0,731.0,-347.0
대전광역시,2025,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,2.0,1.0,1390.0,411.0,-410.0
대전광역시,2025,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,86.0,1976.0,826.0,9107.0,-7131.0
대전광역시,2025,60,메리야스편물과뜨개질편물,6.0,15.0,96.0,233.0,-218.0
대전광역시,2025,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),218.0,347.0,61633.0,13160.0,-12813.0
대전광역시,2025,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),161.0,600.0,100129.0,22072.0,-21472.0
대전광역시,2025,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,949.0,3328.0,23452.0,11795.0,-8468.0
대전광역시,2025,64,신발류ㆍ각반과이와유사한것이들의부분품,346.0,3340.0,91357.0,23517.0,-20177.0
대전광역시,2025,65,모자류와그부분품,76.0,25.0,9409.0,2126.0,-2101.0
대전광역시,2025,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,8.0,0.0,2041.0,553.0,-553.0
대전광역시,2025,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,1.0,1.0,4070.0,819.0,-818.0
대전광역시,2025,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,233.0,3759.0,1915.0,13030.0,-9271.0
대전광역시,2025,69,도자제품,106.0,1013.0,4747.0,6244.0,-5232.0
대전광역시,2025,70,유리와유리제품,142.0,449.0,6916.0,32403.0,-31953.0
대전광역시,2025,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,104.0,685.0,17806.0,3863.0,-3178.0
대전광역시,2025,72,철강,121.0,9162.0,912.0,43741.0,-34579.0
대전광역시,2025,73,철강의제품,3519.0,49352.0,30826.0,60618.0,-11266.0
대전광역시,2025,74,구리와그제품,95.0,869.0,1879.0,8712.0,-7843.0
대전광역시,2025,75,니켈과그제품,35.0,541.0,174.0,6758.0,-6218.0
대전광역시,2025,76,알루미늄과그제품,736.0,10303.0,4722.0,119703.0,-109400.0
대전광역시,2025,78,납과그제품,795.0,3287.0,115.0,985.0,2301.0
대전광역시,2025,79,아연과그제품,4.0,3.0,418.0,83.0,-80.0
대전광역시,2025,80,주석과그제품,2.0,3304.0,9.0,4.0,3300.0
대전광역시,2025,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,201.0,10660.0,299.0,74520.0,-63860.0
대전광역시,2025,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,1080.0,5382.0,19448.0,5908.0,-526.0
대전광역시,2025,83,비금속(卑金屬)으로만든각종제품,610.0,2308.0,6797.0,4400.0,-2092.0
대전광역시,2025,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,16874.0,1212518.0,79478.0,578254.0,634264.0
대전광역시,2025,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,19787.0,959749.0,208024.0,760687.0,199061.0
대전광역시,2025,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,9.0,1220.0,77.0,50466.0,-49246.0
대전광역시,2025,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,9625.0,419791.0,12857.0,105695.0,314096.0
대전광역시,2025,88,항공기와우주선이들의부분품,38.0,313600.0,572.0,26169.0,287430.0
대전광역시,2025,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,10840.0,373764.0,49138.0,333916.0,39848.0
대전광역시,2025,91,시계와그부분품,15.0,17.0,6945.0,1094.0,-1077.0
대전광역시,2025,92,악기와그부분품과부속품,5.0,4.0,1473.0,540.0,-536.0
대전광역시,2025,93,무기ㆍ총포탄과이들의부분품과부속품,2.0,20.0,209.0,692.0,-672.0
대전광역시,2025,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,579.0,4113.0,19471.0,30949.0,-26835.0
대전광역시,2025,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,4065.0,5393.0,36721.0,18050.0,-12657.0
대전광역시,2025,96,잡품,1346.0,23418.0,28726.0,4429.0,18989.0
대전광역시,2025,97,예술품ㆍ수집품ㆍ골동품,11.0,68.0,214.0,345.0,-278.0
대전광역시,2025,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,1.0,0.0,0.0
대전광역시,2025,89,선박과수상구조물,5.0,117.0,16.0,11120.0,-11002.0
